Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,DotDiff,Accuracy
54,0,0,0.87,1.017,3095,24,1
54,0,1,0.9,4.045,2157,24,0
54,1,0,0.89,0.623,2131,24,0
54,0,0,0.89,0.585,3285,60,1
54,1,0,0.9,0.302,1947,60,0
54,0,0,0.88,0.675,1839,60,1
54,0,0,0.88,6.355,29294,24,1
54,1,0,NaN,2.45,NaN,60,0
54,1,1,NaN,0.697,NaN,60,1
54,1,1,0.88,0.694,2095,24,1
54,0,0,NaN,0.63,NaN,60,1
54,1,1,0.88,0.686,1849,24,1
54,0,0,NaN,0.592,NaN,60,1
54,0,0,0.88,0.937,1631,24,1
54,1,0,0.89,0.671,2093,60,0
54,0,0,0.9,1.672,2314,60,1
54,0,0,NaN,0.54,NaN,60,1
54,1,1,NaN,0.591,NaN,60,1
54,0,0,0.93,1.735,2559,24,1
54,0,1,0.91,2.749,2109,60,0
54,1,1,0.88,1.335,2140,60,1
54,1,1,0.91,0.913,1938,24,1
54,1,1,0.9,0.73,2855,60,1
54,1,1,0.9,0.898,3279,60,1
54,1,1,0.9,0.603,2176,60,1
54,0,0,NaN,0.794,NaN,24,1
54,1,0,NaN,0.86,NaN,24,0
54,0,0,0.86,0.64,2111,60,1
54,1,1,0.87,1.431,3108,60,1
54,1,0,NaN,2.439,NaN,24,0
54,0,0,NaN,5.521,NaN,24,1
54,1,1,NaN,0.909,NaN,24,1
54,0,0,0.89,0.806,6543,60,1
54,0,0,0.86,2.013,5420,60,1
54,0,0,NaN,1.547,NaN,24,1
54,0,0,NaN,2.263,NaN,24,1
54,0,0,0.89,0.86,2345,60,1
54,1,0,NaN,31.548,NaN,24,0
54,0,0,NaN,0.576,NaN,60,1
54,1,0,NaN,0.526,NaN,60,0
54,0,1,NaN,0.486,NaN,60,0
54,0,0,NaN,0.42,NaN,60,1
54,1,0,0.89,0.639,2206,24,0
54,0,0,0.9,0.825,2314,24,1
54,0,0,0.88,0.923,2646,24,1
54,0,0,NaN,0.968,NaN,60,1
54,0,0,0.9,0.806,1855,24,1
54,0,0,0.9,0.49,3024,24,1
54,1,1,NaN,0.762,NaN,60,1
54,1,0,0.89,0.827,1776,24,0
54,1,1,0.89,0.651,1884,24,1
54,1,1,NaN,0.768,NaN,60,1
54,1,0,NaN,0.68,NaN,60,0
54,1,1,0.89,0.666,2239,24,1
54,0,0,0.91,0.796,3307,60,1
54,1,0,0.9,0.751,2398,60,0
54,0,1,0.89,1.052,2328,60,0
54,1,0,NaN,1.018,NaN,24,0
54,1,1,0.87,0.649,1844,60,1
54,0,0,NaN,0.607,NaN,24,1
54,1,0,NaN,0.57,NaN,24,0
54,0,0,NaN,1.165,NaN,24,1
54,1,0,NaN,5.424,NaN,60,0
54,0,0,NaN,61.893,NaN,60,1
54,1,0,NaN,2.275,NaN,24,0
54,0,0,NaN,6.824,NaN,24,1
54,1,1,NaN,0.881,NaN,60,1
54,0,0,NaN,0.523,NaN,60,1
54,1,0,NaN,0.59,NaN,60,0
54,0,0,NaN,0.585,NaN,60,1
54,1,0,0.89,0.553,3004,24,0
54,1,0,0.89,0.667,2306,24,0
54,0,0,0.9,0.465,2198,24,1
54,0,0,NaN,0.553,NaN,60,1
54,1,1,NaN,0.775,NaN,60,1
54,0,0,0.89,0.527,2604,24,1
54,0,0,0.9,107.06,8302,24,1
54,1,0,0.9,0.623,2119,24,0
54,1,0,0.89,0.47,2448,24,0
54,1,0,0.88,0.511,2703,60,0
54,0,0,0.89,0.601,1871,24,1
54,0,0,0.89,0.575,2826,24,1
54,0,0,0.9,53.681,2692,24,1
54,0,0,0.9,1.493,2014,60,1
54,0,0,0.9,21.92,2090,60,1
54,0,1,0.9,1.02,2145,60,0
54,1,0,0.9,0.758,1878,24,0
54,1,1,0.9,0.875,1561,60,1
54,1,0,0.9,2.531,2356,24,0
54,1,0,0.88,0.448,1648,60,0
54,1,0,0.88,0.547,2638,60,0
54,0,0,0.9,1.296,3063,60,1
54,1,1,NaN,0.719,NaN,60,1
54,0,0,NaN,0.649,NaN,60,1
54,0,0,0.9,0.344,1987,60,1
54,0,0,0.9,0.583,4074,60,1
54,0,0,NaN,0.582,NaN,60,1
54,1,0,0.89,0.331,4265,60,0
54,1,1,NaN,0.719,NaN,60,1
54,0,0,NaN,0.832,NaN,60,1
54,1,0,0.88,0.691,1.0381e+05,60,0
54,1,1,NaN,0.603,NaN,60,1
54,1,1,NaN,0.587,NaN,60,1
54,0,0,0.89,0.693,2468,24,1
54,0,0,NaN,0.598,NaN,60,1
54,1,0,0.9,0.87,1575,24,0
54,1,0,NaN,0.62,NaN,24,0
54,1,0,0.9,0.798,2101,60,0
54,0,0,NaN,0.561,NaN,24,1
54,0,0,0.89,0.957,21200,60,1
54,1,1,NaN,0.696,NaN,24,1
54,1,0,0.88,0.915,1774,60,0
54,0,1,NaN,1.097,NaN,24,0
54,0,0,0.91,0.557,2116,60,1
54,0,1,NaN,0.857,NaN,24,0
54,0,0,0.88,0.383,2600,60,1
54,1,0,0.9,0.76,1821,60,0
54,1,0,NaN,0.536,NaN,24,0
54,0,0,0.88,0.653,3109,24,1
54,0,0,NaN,0.503,NaN,60,1
54,1,0,NaN,0.732,NaN,60,0
54,1,0,NaN,6.368,NaN,60,0
54,0,0,0.9,0.625,3104,24,1
54,1,0,0.89,0.546,4550,24,0
54,1,1,0.9,1.377,11074,24,1
54,1,0,NaN,0.734,NaN,60,0
54,1,1,0.9,0.492,2047,24,1
54,0,0,NaN,0.546,NaN,60,1
54,0,0,0.91,0.559,2221,24,1
54,1,0,0.9,0.495,1912,24,0
54,0,0,NaN,0.681,NaN,60,1
54,1,1,NaN,0.668,NaN,60,1
54,1,0,0.89,0.538,2789,24,0
54,0,0,0.88,0.599,1828,24,1
54,1,1,NaN,0.803,NaN,60,1
54,0,0,NaN,0.54,NaN,60,1
54,0,0,NaN,0.579,NaN,60,1
54,0,0,0.9,0.627,2117,24,1
54,1,1,0.89,0.722,2993,60,1
54,1,0,NaN,0.751,NaN,60,0
54,1,1,NaN,0.771,NaN,60,1
54,1,1,0.9,0.664,2165,60,1
54,0,0,NaN,0.633,NaN,60,1
54,0,0,0.9,0.605,1797,60,1
54,0,0,NaN,0.682,NaN,60,1
54,1,1,0.9,1.485,2285,60,1
54,1,0,0.9,1.338,1849,60,0
54,0,0,0.9,0.611,4092,60,1
54,0,0,0.9,0.642,22672,60,1
54,0,0,NaN,0.615,NaN,60,1
54,1,1,0.9,0.829,2274,60,1
54,0,0,0.9,0.669,2339,60,1
54,1,1,NaN,0.826,NaN,60,1
54,1,1,NaN,1.149,NaN,60,1
54,0,0,0.89,0.546,4519,60,1
54,1,1,NaN,0.802,NaN,60,1
54,0,0,NaN,0.601,NaN,60,1
54,0,0,NaN,0.593,NaN,60,1
54,0,0,NaN,2.603,NaN,24,1
54,0,0,NaN,2.603,NaN,60,1
54,0,0,NaN,1.263,NaN,24,1
54,0,0,NaN,0.593,NaN,60,1
54,1,1,NaN,0.793,NaN,60,1
54,0,0,NaN,0.619,NaN,60,1
54,1,1,NaN,0.668,NaN,60,1
54,0,0,NaN,0.767,NaN,60,1
54,1,1,NaN,0.777,NaN,24,1
54,0,0,NaN,0.73,NaN,60,1
54,1,1,NaN,0.767,NaN,24,1
54,1,0,NaN,0.659,NaN,24,0
54,0,0,NaN,0.628,NaN,24,1
54,1,0,NaN,0.739,NaN,24,0
54,0,0,NaN,0.587,NaN,24,1
54,0,0,NaN,0.748,NaN,24,1
54,1,0,NaN,0.698,NaN,60,0
54,1,0,NaN,0.716,NaN,60,0
54,1,0,NaN,0.812,NaN,24,0
54,1,1,NaN,0.747,NaN,60,1
54,0,0,0.9,0.591,3204,24,1
54,0,0,0.89,0.753,1710,60,1
54,1,1,0.9,0.881,1636,60,1
54,0,0,0.9,0.554,1848,60,1
54,1,0,0.9,0.53,2050,60,0
54,1,1,0.89,0.766,9199,60,1
54,0,0,0.89,0.855,7999,24,1
54,1,0,0.89,0.679,2408,24,0
54,1,1,0.89,0.728,1693,24,1
54,0,0,0.9,0.418,1621,24,1
54,1,1,0.9,0.696,1838,24,1
54,1,1,0.9,1.109,1645,60,1
54,0,0,0.9,0.646,31022,60,1
54,1,0,0.9,0.711,1925,24,0
54,0,0,0.9,0.578,1577,24,1
54,0,0,0.91,0.52,1545,60,1
55,0,1,0.85,0.822,4766,24,0
55,1,0,0.86,0.655,2702,24,0
55,0,0,0.8,0.63,2990,60,1
55,0,0,0.91,0.552,1863,60,1
55,1,1,0.89,0.554,2358,60,1
55,1,1,0.78,0.616,2735,24,1
55,0,1,0.85,0.631,1839,24,0
55,1,0,0.65,0.895,2038,24,0
55,0,0,0.85,0.551,1654,60,1
55,0,1,0.68,0.607,2727,24,0
55,1,1,0.95,0.574,1687,60,1
55,1,1,0.86,0.615,1687,60,1
55,0,0,0.7,0.59,2871,24,1
55,0,0,0.95,0.527,1638,60,1
55,1,1,0.73,0.686,1807,60,1
55,1,1,0.73,0.662,1559,60,1
55,1,1,0.81,0.671,3144,24,1
55,0,0,0.87,0.689,6174,60,1
55,1,1,0.78,0.726,1510,24,1
55,0,1,0.6,0.75,2422,24,0
55,0,0,NaN,0.616,NaN,60,1
55,1,1,NaN,0.634,NaN,60,1
55,0,0,NaN,0.554,NaN,60,1
55,1,1,NaN,0.569,NaN,60,1
55,0,0,0.98,0.522,5128,60,1
55,0,0,0.94,0.606,2896,60,1
55,1,1,1,0.504,2031,60,1
55,0,0,0.96,0.534,1918,60,1
55,0,0,NaN,0.598,NaN,60,1
55,1,1,0.97,0.503,2167,60,1
55,1,1,0.95,0.528,1687,60,1
55,1,1,NaN,0.464,NaN,60,1
55,1,1,0.99,0.51,2927,60,1
55,0,0,NaN,0.461,NaN,60,1
55,0,0,0.98,0.534,2214,60,1
55,1,1,NaN,0.582,NaN,60,1
55,0,0,0.99,0.521,2016,60,1
55,1,1,0.97,0.533,2669,60,1
55,1,1,NaN,0.582,NaN,60,1
55,0,0,NaN,0.563,NaN,60,1
55,0,0,NaN,0.596,NaN,60,1
55,1,1,0.98,0.537,2030,24,1
55,1,1,0.98,0.607,2015,24,1
55,1,1,NaN,0.656,NaN,60,1
55,0,0,NaN,0.512,NaN,60,1
55,0,0,0.94,0.552,2263,24,1
55,0,1,0.66,0.518,1703,24,0
55,1,1,NaN,0.559,NaN,60,1
55,0,1,0.96,0.6,2046,24,0
55,1,1,0.88,0.535,2334,24,1
55,1,1,NaN,0.511,NaN,60,1
55,0,0,NaN,0.673,NaN,60,1
55,0,0,NaN,0.864,NaN,24,1
55,1,1,NaN,0.648,NaN,24,1
55,0,0,0.94,0.556,2590,60,1
55,1,1,0.99,0.519,2158,60,1
55,1,1,NaN,0.597,NaN,60,1
55,0,0,NaN,0.714,NaN,24,1
55,1,1,NaN,0.569,NaN,24,1
55,0,0,NaN,0.496,NaN,60,1
55,1,1,NaN,0.524,NaN,60,1
55,0,0,0.98,0.537,3335,24,1
55,1,0,0.98,0.549,2104,24,0
55,0,0,NaN,0.504,NaN,60,1
55,1,1,0.72,0.666,4415,24,1
55,1,1,0.78,0.705,1943,24,1
55,1,1,0.64,0.751,2399,24,1
55,0,0,0.77,0.533,3080,60,1
55,0,0,0.96,0.51,1758,60,1
55,0,1,0.96,0.496,4696,24,0
55,1,1,0.99,0.5,2072,60,1
55,1,1,0.99,0.473,4647,60,1
55,0,0,0.89,0.616,2279,24,1
55,0,0,0.93,0.534,5056,60,1
55,1,1,0.97,0.554,1871,60,1
55,0,1,0.94,0.672,1568,24,0
55,0,0,NaN,0.607,NaN,60,1
55,1,1,NaN,0.529,NaN,60,1
55,1,1,NaN,0.478,NaN,24,1
55,0,1,NaN,0.688,NaN,24,0
55,0,0,NaN,0.527,NaN,60,1
55,1,1,NaN,0.536,NaN,60,1
55,1,1,NaN,0.526,NaN,60,1
55,1,1,NaN,0.511,NaN,24,1
55,0,0,NaN,0.499,NaN,24,1
55,0,0,NaN,0.551,NaN,60,1
55,1,1,NaN,0.503,NaN,24,1
55,0,0,NaN,0.662,NaN,24,1
55,0,0,0.7,0.709,3287,60,1
55,1,1,1,0.478,5247,60,1
55,0,0,0.98,0.496,4521,60,1
55,1,1,NaN,0.526,NaN,24,1
55,1,1,NaN,0.559,NaN,24,1
55,1,1,1,0.464,1983,60,1
55,1,1,NaN,0.478,NaN,24,1
55,1,1,NaN,0.44,NaN,24,1
55,0,0,0.99,0.528,2502,60,1
55,1,1,0.99,0.424,1952,60,1
55,1,1,0.99,0.456,2150,60,1
55,0,1,NaN,0.528,NaN,24,0
55,0,0,NaN,0.586,NaN,24,1
55,0,1,NaN,0.638,NaN,24,0
55,1,1,NaN,0.473,NaN,24,1
55,0,0,NaN,0.664,NaN,24,1
55,0,1,NaN,0.475,NaN,24,0
55,0,0,0.95,0.489,2591,60,1
55,0,0,0.65,0.479,2519,60,1
55,1,1,0.94,0.477,1896,60,1
55,0,1,NaN,0.569,NaN,24,0
55,1,1,0.85,0.478,2390,60,1
55,1,0,NaN,0.544,NaN,24,0
55,0,0,NaN,0.647,NaN,24,1
55,1,1,NaN,0.425,NaN,24,1
55,0,0,0.98,0.48,2727,60,1
55,1,1,0.99,0.495,1999,60,1
55,0,0,0.99,0.538,1752,60,1
55,0,0,0.66,0.613,2727,60,1
55,1,1,NaN,0.509,NaN,60,1
55,1,1,0.97,0.503,2616,60,1
55,0,0,NaN,0.534,NaN,60,1
55,1,1,1,0.441,2471,60,1
55,1,1,NaN,0.559,NaN,60,1
55,0,0,0.96,0.521,1583,60,1
55,0,0,NaN,0.504,NaN,60,1
55,1,1,NaN,0.482,NaN,60,1
55,1,1,1,0.406,2288,60,1
55,0,0,1,0.461,1926,60,1
55,0,0,NaN,0.465,NaN,60,1
55,1,1,NaN,0.488,NaN,60,1
55,1,1,0.99,0.538,1960,60,1
55,0,0,NaN,0.487,NaN,60,1
55,0,0,0.9,0.497,2056,60,1
55,1,1,NaN,0.624,NaN,24,1
55,1,1,0.99,0.512,2760,60,1
55,0,0,0.98,0.516,2318,60,1
55,0,1,NaN,0.552,NaN,24,0
55,0,0,0.8,0.536,2391,60,1
55,1,1,1,0.473,1840,60,1
55,0,0,NaN,0.517,NaN,24,1
55,1,1,0.99,0.513,1671,60,1
55,1,1,NaN,0.656,NaN,24,1
55,0,0,0.8,0.65,1560,60,1
55,0,1,NaN,0.591,NaN,24,0
55,1,1,NaN,0.616,NaN,24,1
55,0,0,NaN,0.688,NaN,24,1
55,0,0,0.86,0.577,2511,60,1
55,1,1,0.98,0.445,2352,60,1
55,1,1,NaN,0.533,NaN,24,1
55,0,0,NaN,0.512,NaN,60,1
55,0,0,NaN,0.568,NaN,24,1
55,1,1,NaN,0.478,NaN,60,1
55,1,1,NaN,0.584,NaN,24,1
55,1,1,NaN,0.496,NaN,60,1
55,1,1,NaN,0.575,NaN,24,1
55,1,0,NaN,0.688,NaN,24,0
55,0,0,NaN,0.64,NaN,60,1
55,0,0,NaN,0.552,NaN,60,1
55,0,1,NaN,0.528,NaN,24,0
55,0,0,NaN,0.551,NaN,24,1
55,0,0,NaN,0.569,NaN,60,1
55,0,1,NaN,0.56,NaN,24,0
55,1,1,NaN,0.586,NaN,24,1
55,0,0,NaN,0.562,NaN,24,1
55,0,0,NaN,0.472,NaN,60,1
55,1,1,NaN,0.489,NaN,60,1
55,1,1,NaN,0.492,NaN,24,1
55,1,1,NaN,0.504,NaN,60,1
55,1,1,NaN,0.653,NaN,60,1
55,1,1,0.85,0.592,3071,60,1
55,1,1,0.98,0.519,1944,60,1
55,0,1,NaN,0.542,NaN,24,0
55,1,0,NaN,0.512,NaN,24,0
55,1,1,NaN,0.49,NaN,24,1
55,1,1,NaN,0.464,NaN,24,1
55,0,0,0.79,0.525,2535,60,1
55,1,1,0.99,0.478,2159,60,1
55,0,0,0.99,0.503,1855,60,1
55,0,0,NaN,0.686,NaN,24,1
55,0,0,0.8,0.59,1983,60,1
55,0,1,NaN,0.647,NaN,24,0
55,0,0,0.72,0.583,2422,24,1
55,1,1,NaN,0.48,NaN,24,1
55,1,1,0.8,0.504,1935,24,1
55,0,0,0.64,0.541,2094,24,1
55,0,0,NaN,0.518,NaN,24,1
55,1,1,0.6,0.655,2336,24,1
55,1,1,NaN,0.542,NaN,24,1
55,0,0,NaN,0.593,NaN,24,1
55,0,0,NaN,0.568,NaN,24,1
55,1,1,0.87,0.463,2279,24,1
55,0,0,NaN,0.753,NaN,24,1
55,1,1,NaN,0.524,NaN,24,1
55,0,1,0.78,0.515,2176,24,0
55,0,1,0.64,0.625,2303,24,0
55,1,1,NaN,0.688,NaN,24,1
55,1,1,0.95,0.551,1744,24,1
55,1,1,0.79,0.607,2281,60,1
55,1,1,0.71,0.693,1976,60,1
55,0,0,0.96,0.504,2144,60,1
55,0,0,0.7,0.487,1647,60,1
55,1,1,0.85,0.534,2463,24,1
55,0,0,0.77,0.6,1896,24,1
55,1,1,0.9,0.527,2160,24,1
55,0,0,0.6,0.513,2110,24,1
55,1,1,0.8,0.52,2391,24,1
55,0,0,0.7,0.55,1991,24,1
55,0,0,NaN,0.536,NaN,60,1
55,1,1,NaN,0.469,NaN,60,1
55,0,0,NaN,0.454,NaN,60,1
55,0,1,NaN,0.722,NaN,60,0
55,1,1,0.9,0.457,2344,24,1
55,1,1,0.79,0.519,1926,24,1
55,0,1,0.7,0.512,2015,24,0
55,0,0,0.87,0.487,1544,24,1
55,0,0,0.7,0.495,2125,24,1
55,0,0,NaN,0.519,NaN,60,1
55,1,1,NaN,0.498,NaN,60,1
55,0,1,0.79,0.503,2022,24,0
55,1,1,0.9,0.51,2207,24,1
55,1,1,NaN,0.51,NaN,60,1
55,0,0,NaN,0.47,NaN,60,1
55,1,1,NaN,0.463,NaN,60,1
55,1,1,0.89,0.52,2177,24,1
55,1,1,NaN,0.438,NaN,60,1
55,1,1,NaN,0.56,NaN,60,1
55,0,0,0.95,0.47,2815,60,1
55,0,0,NaN,0.512,NaN,60,1
55,1,1,0.99,0.494,4558,60,1
55,1,1,NaN,0.456,NaN,24,1
55,0,1,0.8,0.47,2702,24,0
55,1,1,0.95,0.454,2119,24,1
55,0,1,NaN,0.488,NaN,24,0
55,1,1,NaN,0.568,NaN,24,1
55,1,1,NaN,0.479,NaN,24,1
55,0,0,NaN,0.41,NaN,60,1
55,1,1,NaN,0.417,NaN,60,1
55,1,1,NaN,0.511,NaN,60,1
55,0,0,NaN,0.448,NaN,24,1
55,0,0,NaN,0.648,NaN,24,1
55,0,0,NaN,0.522,NaN,60,1
55,0,0,0.6,0.55,4679,24,1
55,0,0,NaN,0.541,NaN,60,1
55,0,0,NaN,0.481,NaN,60,1
55,1,1,NaN,0.457,NaN,60,1
55,1,1,0.95,0.481,2016,24,1
55,1,1,NaN,0.391,NaN,60,1
55,1,1,0.72,0.463,3310,24,1
55,0,0,0.7,0.492,1960,24,1
55,1,1,0.77,0.606,2439,24,1
55,1,1,NaN,0.407,NaN,60,1
55,0,1,0.54,0.647,3775,24,0
55,0,0,0.8,0.5,2374,24,1
55,0,0,NaN,0.567,NaN,60,1
55,0,0,NaN,0.831,NaN,60,1
55,1,1,0.9,0.495,2319,24,1
55,1,1,NaN,0.462,NaN,60,1
55,1,1,0.9,0.465,2255,24,1
55,1,1,NaN,0.462,NaN,60,1
55,0,0,NaN,0.465,NaN,60,1
55,0,0,0.79,0.568,2288,24,1
55,0,0,0.7,0.668,2439,24,1
55,0,0,NaN,0.494,NaN,60,1
55,1,1,NaN,0.431,NaN,60,1
55,1,1,0.99,0.498,2430,24,1
55,0,0,NaN,0.429,NaN,60,1
55,1,1,1,0.485,2591,60,1
55,1,1,NaN,0.463,NaN,60,1
55,1,1,NaN,0.464,NaN,60,1
55,0,0,NaN,0.512,NaN,60,1
55,1,1,1,0.432,3477,60,1
55,0,0,0.93,0.441,2110,60,1
55,0,0,0.9,0.407,1735,60,1
55,0,0,0.9,0.455,1920,60,1
55,0,0,NaN,0.445,NaN,60,1
55,1,1,0.99,0.438,2192,60,1
55,1,1,NaN,0.425,NaN,60,1
55,1,1,NaN,0.449,NaN,60,1
55,0,0,NaN,0.472,NaN,60,1
55,0,0,0.85,0.447,2056,60,1
55,1,1,NaN,0.464,NaN,60,1
55,1,1,0.9,0.493,6415,60,1
55,1,1,0.99,0.487,2983,60,1
55,0,0,NaN,0.493,NaN,60,1
55,0,0,0.9,0.488,2317,60,1
55,0,1,0.59,0.695,2408,24,0
55,1,1,0.99,0.448,1919,24,1
55,0,1,0.69,0.495,1600,24,0
55,0,0,1,0.431,1912,24,1
55,1,0,0.63,0.414,2063,24,0
55,0,0,NaN,0.487,NaN,24,1
55,0,0,0.78,0.647,2335,24,1
55,1,1,NaN,0.591,NaN,24,1
55,0,0,NaN,0.527,NaN,24,1
55,1,1,NaN,0.45,NaN,24,1
55,1,1,0.9,0.399,2127,24,1
55,1,1,NaN,0.518,NaN,24,1
55,1,1,NaN,0.464,NaN,24,1
55,1,1,0.97,0.425,2023,24,1
55,0,0,NaN,0.461,NaN,24,1
55,0,0,NaN,0.746,NaN,24,1
55,1,1,0.93,0.439,2184,24,1
55,0,1,0.59,0.424,2175,24,0
55,0,0,NaN,0.55,NaN,24,1
55,1,1,NaN,0.439,NaN,24,1
55,0,0,NaN,0.598,NaN,24,1
55,1,1,NaN,0.431,NaN,60,1
55,1,1,NaN,0.399,NaN,60,1
55,1,1,NaN,0.437,NaN,24,1
55,1,1,NaN,0.64,NaN,60,1
55,1,1,NaN,0.479,NaN,24,1
55,1,1,NaN,0.489,NaN,24,1
55,0,0,NaN,0.504,NaN,24,1
55,0,0,NaN,0.483,NaN,60,1
55,0,0,NaN,0.53,NaN,24,1
55,0,0,NaN,0.521,NaN,24,1
55,1,1,NaN,0.489,NaN,60,1
55,0,0,NaN,0.455,NaN,60,1
55,0,0,NaN,0.473,NaN,60,1
55,0,0,NaN,0.521,NaN,60,1
55,1,1,NaN,0.45,NaN,24,1
55,1,1,0.95,0.52,3077,24,1
55,1,1,0.94,0.497,2631,60,1
55,0,0,0.95,0.462,1960,60,1
55,0,0,0.71,0.436,2975,24,1
55,1,1,0.8,0.485,2447,24,1
55,1,1,0.8,0.511,2096,24,1
55,0,0,0.95,0.492,2071,60,1
55,1,1,1,0.463,2158,60,1
55,1,1,0.6,0.438,2088,60,1
55,0,0,0.96,0.464,1767,60,1
55,0,1,0.95,0.615,2784,24,0
55,1,1,0.99,0.505,2471,60,1
55,0,0,0.89,0.576,1871,60,1
55,0,1,0.7,0.527,2168,24,0
55,1,1,0.99,0.46,1681,24,1
55,0,0,0.7,0.664,1912,24,1
55,0,1,NaN,0.665,NaN,24,0
55,0,0,NaN,0.511,NaN,24,1
55,0,1,NaN,0.495,NaN,24,0
55,1,0,NaN,0.601,NaN,24,0
55,1,1,NaN,0.489,NaN,24,1
55,1,0,NaN,0.561,NaN,24,0
55,0,0,0.78,0.574,3222,24,1
55,1,1,0.71,0.423,1999,24,1
55,1,1,0.9,0.559,5159,24,1
55,0,0,0.84,0.527,1551,24,1
55,0,0,0.64,0.766,1944,24,1
55,1,1,0.97,0.55,1599,24,1
55,1,0,NaN,0.639,NaN,24,0
55,0,0,0.92,0.462,2639,24,1
55,0,0,NaN,0.499,NaN,24,1
55,1,1,NaN,0.51,NaN,24,1
55,0,1,NaN,0.568,NaN,24,0
55,1,1,0.95,0.552,1984,24,1
55,0,0,0.8,0.596,1759,24,1
55,1,0,0.55,0.495,2328,24,0
55,1,1,0.94,0.462,2359,60,1
55,1,0,0.8,0.502,2711,24,0
55,0,0,0.71,0.693,3288,60,1
55,0,1,0.67,0.807,2312,24,0
56,1,1,1,0.765,2599,24,1
56,0,1,1,0.823,2253,24,0
56,0,1,1,0.861,1679,24,0
56,1,1,NaN,0.755,NaN,60,1
56,1,1,1,0.915,2110,24,1
56,1,1,NaN,0.854,NaN,60,1
56,0,0,NaN,0.711,NaN,60,1
56,0,1,NaN,0.774,NaN,60,0
56,1,1,1,0.794,2671,60,1
56,1,1,NaN,0.749,NaN,60,1
56,1,1,1,0.822,1920,60,1
56,0,0,NaN,0.604,NaN,60,1
56,1,1,NaN,0.74,NaN,60,1
56,1,1,0.99,0.753,1917,60,1
56,0,0,NaN,0.626,NaN,60,1
56,0,0,0.99,0.781,2428,60,1
56,0,0,0.94,0.915,1839,60,1
56,1,1,1,0.651,1907,60,1
56,0,0,0.98,0.604,1896,60,1
56,0,0,1,0.779,1923,60,1
56,1,1,NaN,0.63,NaN,60,1
56,0,0,NaN,0.599,NaN,60,1
56,1,1,NaN,0.649,NaN,60,1
56,0,0,NaN,0.631,NaN,60,1
56,1,1,1,0.621,1796,60,1
56,1,1,NaN,0.634,NaN,60,1
56,0,0,NaN,0.75,NaN,60,1
56,0,0,1,0.657,2627,60,1
56,1,1,1,0.92,1817,60,1
56,0,0,NaN,0.77,NaN,24,1
56,0,0,1,0.712,1930,60,1
56,1,1,NaN,0.623,NaN,24,1
56,0,0,0.99,0.723,2008,60,1
56,1,1,1,0.621,1880,24,1
56,0,0,1,0.8,1862,24,1
56,1,1,1,0.605,1734,60,1
56,0,1,NaN,0.738,NaN,24,0
56,1,1,NaN,0.656,NaN,24,1
56,0,0,NaN,0.622,NaN,60,1
56,1,1,NaN,0.631,NaN,60,1
56,1,1,NaN,0.755,NaN,24,1
56,1,1,1,0.678,2403,24,1
56,0,0,NaN,0.727,NaN,24,1
56,1,1,1,0.559,1634,24,1
56,0,0,NaN,0.679,NaN,24,1
56,0,1,1,0.727,1663,24,0
56,1,1,NaN,0.762,NaN,24,1
56,1,1,NaN,0.67,NaN,24,1
56,0,0,1,0.664,1556,24,1
56,0,1,0.54,0.602,1730,24,0
56,0,0,NaN,0.737,NaN,24,1
56,1,1,1,0.614,2253,24,1
56,0,1,1,0.719,1776,24,0
56,0,1,NaN,0.656,NaN,24,0
56,1,1,0.9,0.743,8493,24,1
56,1,1,NaN,0.642,NaN,24,1
56,1,1,NaN,0.66,NaN,60,1
56,0,0,NaN,0.648,NaN,24,1
56,0,0,NaN,0.743,NaN,60,1
56,1,1,NaN,0.637,NaN,24,1
56,1,1,NaN,0.593,NaN,60,1
56,0,0,NaN,0.904,NaN,24,1
56,1,1,NaN,0.656,NaN,24,1
56,0,0,NaN,0.622,NaN,60,1
56,0,0,NaN,0.905,NaN,60,1
56,1,1,NaN,0.622,NaN,24,1
56,1,1,NaN,0.569,NaN,60,1
56,0,0,NaN,0.59,NaN,24,1
56,0,1,0.9,0.818,1838,24,0
56,1,1,1,0.61,1520,60,1
56,1,1,1,0.756,1769,24,1
56,0,0,1,0.768,1561,60,1
56,1,1,0.95,0.574,1402,60,1
56,0,0,1,0.608,1461,60,1
56,1,1,1,0.572,1579,24,1
56,0,0,1,0.623,1903,60,1
56,0,0,0.95,0.626,1524,24,1
56,0,0,1,0.757,1390,24,1
56,1,1,1,0.586,30994,60,1
56,1,1,1,0.765,2531,24,1
56,1,1,NaN,0.713,NaN,60,1
56,1,1,NaN,0.636,NaN,24,1
56,1,0,NaN,0.677,NaN,24,0
56,0,0,NaN,1.13,NaN,24,1
56,0,0,NaN,0.674,NaN,60,1
56,1,1,NaN,0.65,NaN,60,1
56,1,1,NaN,0.638,NaN,24,1
56,0,0,NaN,0.677,NaN,60,1
56,1,1,NaN,0.569,NaN,60,1
56,0,0,NaN,0.763,NaN,24,1
56,0,0,NaN,0.724,NaN,60,1
56,0,1,NaN,0.745,NaN,24,0
56,0,1,NaN,0.658,NaN,24,0
56,0,0,NaN,0.627,NaN,60,1
56,1,1,NaN,0.589,NaN,60,1
56,1,1,NaN,0.601,NaN,24,1
56,1,1,NaN,0.778,NaN,24,1
56,0,0,NaN,0.687,NaN,24,1
