"Subj_idx","Condition","Stim_idx","Stimulus","Response","Confidence","RT_decConf","Resp_raw"
4,"face","face_194",1,1,3,1.984,6
4,"face","face_99",1,2,2,2.052,2
4,"face","face_24",2,2,3,1.366,1
4,"face","face_131",1,2,3,1.075,1
4,"face","face_11",1,2,3,0.764,1
4,"face","face_138",1,1,3,1.635,6
4,"face","face_148",2,2,1,3.045,3
4,"face","face_77",1,2,2,1.326,2
4,"face","face_63",1,1,3,1.23,6
4,"face","face_210",2,2,1,2.208,3
4,"face","face_151",2,2,2,2.667,2
4,"face","face_177",2,2,2,1.971,2
4,"face","face_114",1,2,2,1.88,2
4,"face","face_27",2,2,2,1.473,2
4,"face","face_47",2,2,2,5.034,2
4,"face","face_163",1,2,3,1.937,1
4,"face","face_106",2,2,2,1.463,2
4,"face","face_4",2,2,3,1.521,1
4,"face","face_58",1,1,3,1.112,6
4,"face","face_122",2,2,1,1.568,3
4,"face","face_133",2,2,2,1.221,2
4,"face","face_142",1,2,3,1.657,1
4,"face","face_192",2,2,2,1.77,2
4,"face","face_189",2,2,2,2.071,2
4,"face","face_102",2,2,1,1.927,3
4,"face","face_110",2,2,1,0.876,3
4,"face","face_203",2,2,1,1.469,3
4,"face","face_128",1,2,3,1.847,1
4,"face","face_20",1,2,3,1.057,1
4,"face","face_171",1,1,3,1.227,6
4,"face","face_56",2,2,3,1.63,1
4,"face","face_195",2,2,3,2.112,1
4,"face","face_153",2,2,3,1.311,1
4,"face","face_214",2,1,2,1.565,5
4,"face","face_75",1,2,2,2.819,2
4,"face","face_3",1,1,3,1.269,6
4,"face","face_176",2,1,2,1.174,5
4,"face","face_165",1,1,1,3.036,4
4,"face","face_46",2,2,2,1.764,2
4,"face","face_204",1,1,3,1.233,6
4,"face","face_112",2,1,1,2.915,4
4,"face","face_30",2,2,2,6.976,2
4,"face","face_200",2,2,2,1.112,2
4,"face","face_137",2,2,3,0.991,1
4,"face","face_26",2,2,3,1.18,1
4,"face","face_41",1,2,3,1.138,1
4,"face","face_48",2,2,3,1,1
4,"face","face_141",2,2,3,0.932,1
4,"face","face_124",1,2,3,1.172,1
4,"face","face_147",2,2,3,0.856,1
4,"face","face_44",2,2,3,0.73,1
4,"face","face_130",1,1,2,1.713,5
4,"face","face_39",2,2,3,1.008,1
4,"face","face_28",2,2,2,1.787,2
4,"face","face_173",1,2,2,1.56,2
4,"face","face_105",2,2,3,2.973,1
4,"face","face_50",1,1,2,1.386,5
4,"face","face_13",1,1,3,1.271,6
4,"face","face_181",2,2,1,2.104,3
4,"face","face_161",1,2,1,1.303,3
4,"face","face_135",2,1,1,1.543,4
4,"face","face_73",1,1,2,1.23,5
4,"face","face_213",1,2,2,1.729,2
4,"face","face_87",1,2,2,3.232,2
4,"face","face_183",1,1,3,1.074,6
4,"face","face_123",1,2,1,1.9,3
4,"face","face_35",2,2,3,2.739,1
4,"face","face_2",1,2,2,1.657,2
4,"face","face_118",2,2,2,1.242,2
4,"face","face_150",1,1,3,1.005,6
4,"face","face_69",1,1,3,1.082,6
4,"face","face_129",1,2,1,3.267,3
4,"face","face_158",1,2,2,1.651,2
4,"face","face_85",2,2,3,1.141,1
4,"face","face_55",2,2,3,1.547,1
4,"face","face_92",2,2,3,1.329,1
4,"face","face_196",1,2,3,1.344,1
4,"face","face_208",2,2,3,0.975,1
4,"face","face_178",2,2,3,1.324,1
4,"face","face_1",2,1,1,2.267,4
4,"face","face_67",1,2,1,2.164,3
4,"face","face_51",1,1,2,1.841,5
4,"face","face_198",2,2,3,1.195,1
4,"face","face_9",2,2,3,1.711,1
4,"face","face_6",1,1,1,2,4
4,"face","face_188",2,2,1,1.491,3
4,"face","face_190",1,2,2,1.26,2
4,"face","face_54",2,2,3,1.037,1
4,"face","face_182",1,2,3,0.793,1
4,"face","face_38",2,2,3,0.798,1
4,"face","face_101",1,2,3,0.739,1
4,"face","face_66",2,2,3,1.833,1
4,"face","face_162",1,2,3,1.492,1
4,"face","face_179",1,2,3,1.197,1
4,"face","face_52",2,2,3,0.753,1
4,"face","face_16",1,2,3,2.6,1
4,"face","face_37",1,2,3,1.395,1
4,"face","face_42",2,2,3,0.607,1
4,"face","face_109",1,2,2,1.292,2
4,"face","face_193",1,1,1,1.55,4
4,"face","face_117",1,2,2,1.204,2
4,"face","face_81",1,2,2,3,2
4,"face","face_12",2,2,3,1.171,1
4,"face","face_78",1,2,2,1.177,2
4,"face","face_80",1,1,3,1.103,6
4,"face","face_157",1,2,3,1.143,1
4,"face","face_191",2,2,2,2.367,2
4,"face","face_113",2,2,3,1.459,1
4,"face","face_96",1,2,3,0.829,1
4,"face","face_202",1,1,2,1.584,5
4,"face","face_22",1,1,3,1.141,6
4,"face","face_88",2,2,3,1.948,1
4,"face","face_79",2,2,3,1.217,1
4,"face","face_211",2,1,2,2.036,5
4,"face","face_121",2,2,1,1.734,3
4,"face","face_7",1,1,3,1.396,6
4,"face","face_71",1,2,2,3.121,2
4,"face","face_175",1,1,2,1.319,5
4,"face","face_115",2,2,3,4.086,1
4,"face","face_100",1,2,3,1.06,1
4,"face","face_8",2,2,3,1.118,1
4,"face","face_174",2,2,3,1.206,1
4,"face","face_23",1,1,2,1.226,5
4,"face","face_68",2,2,2,1.645,2
4,"face","face_91",2,2,3,0.991,1
4,"face","face_167",1,1,3,1.549,6
4,"face","face_97",1,1,2,3.011,5
4,"face","face_43",1,2,2,1.358,2
4,"face","face_197",2,2,3,1.035,1
4,"face","face_45",1,1,3,1.079,6
4,"face","face_62",1,2,3,1.249,1
4,"face","face_111",2,2,3,0.771,1
7,"face","face_179",2,2,1,4.812,3
7,"face","face_72",1,1,1,3.117,4
7,"face","face_25",2,2,2,3.763,2
7,"face","face_191",2,2,1,3.022,3
7,"face","face_103",1,1,2,1.672,5
7,"face","face_80",2,2,3,2.697,1
7,"face","face_29",2,2,2,5.281,2
7,"face","face_174",2,1,2,2.174,5
7,"face","face_202",1,1,2,1.435,5
7,"face","face_52",1,2,2,3.014,2
7,"face","face_204",2,2,2,3.104,2
7,"face","face_205",2,2,1,1.606,3
7,"face","face_23",2,2,3,2.01,1
7,"face","face_21",1,1,2,2.349,5
7,"face","face_113",1,1,3,1.075,6
7,"face","face_85",1,1,3,1.117,6
7,"face","face_190",1,1,3,1.765,6
7,"face","face_9",2,2,2,1.937,2
7,"face","face_90",1,1,2,2.775,5
7,"face","face_88",2,2,2,2.139,2
7,"face","face_35",1,1,3,1.065,6
7,"face","face_6",1,1,3,0.963,6
7,"face","face_126",2,2,2,2.097,2
7,"face","face_172",1,2,2,1.761,2
7,"face","face_44",1,1,1,2.271,4
7,"face","face_194",1,1,3,1.128,6
7,"face","face_142",2,2,1,2.255,3
7,"face","face_169",2,2,1,1.272,3
7,"face","face_122",1,1,2,1.722,5
7,"face","face_176",1,1,2,1.081,5
7,"face","face_137",2,2,3,1.666,1
7,"face","face_39",2,1,2,3.475,5
7,"face","face_154",1,2,1,3.611,3
7,"face","face_63",1,2,2,1.709,2
7,"face","face_73",2,1,2,3.501,5
7,"face","face_143",1,1,2,2.227,5
7,"face","face_178",2,2,3,1.405,1
7,"face","face_158",1,1,2,2.442,5
7,"face","face_69",1,1,2,1.516,5
7,"face","face_92",1,1,1,1.795,4
7,"face","face_208",2,2,2,1.727,2
7,"face","face_120",1,1,2,1.87,5
7,"face","face_28",1,2,2,2.103,2
7,"face","face_124",2,2,3,1.99,1
7,"face","face_20",2,2,2,2.634,2
7,"face","face_77",2,2,2,1.203,2
7,"face","face_58",1,1,3,1.351,6
7,"face","face_156",1,2,2,2.038,2
7,"face","face_149",1,2,2,1.128,2
7,"face","face_3",2,2,3,2.623,1
7,"face","face_64",1,2,2,2.65,2
7,"face","face_61",2,2,1,3.122,3
7,"face","face_180",2,2,1,1.48,3
7,"face","face_181",2,2,1,2.416,3
7,"face","face_37",1,1,1,3.811,4
7,"face","face_141",2,2,3,1.836,1
7,"face","face_130",2,2,2,1.655,2
7,"face","face_206",1,2,2,1.433,2
7,"face","face_10",2,2,2,2.323,2
7,"face","face_210",2,2,2,1.017,2
7,"face","face_189",2,2,1,1.637,3
7,"face","face_167",1,1,3,1.367,6
7,"face","face_62",1,1,1,2.037,4
7,"face","face_12",2,1,2,3.047,5
7,"face","face_186",1,2,3,1.472,1
7,"face","face_109",2,1,2,2.217,5
7,"face","face_185",1,2,1,3.443,3
7,"face","face_98",2,2,1,3.308,3
7,"face","face_155",2,1,1,2.106,4
7,"face","face_112",1,2,2,2.425,2
7,"face","face_41",2,2,3,2.235,1
7,"face","face_47",2,2,3,2.325,1
7,"face","face_78",1,1,2,2.236,5
7,"face","face_136",2,1,2,2.837,5
7,"face","face_71",1,1,1,1.735,4
7,"face","face_135",1,2,2,1.686,2
7,"face","face_188",1,2,2,1.702,2
7,"face","face_101",2,2,1,3.27,3
7,"face","face_94",2,2,1,2.757,3
7,"face","face_211",2,1,2,1.129,5
7,"face","face_132",2,1,1,1.633,4
7,"face","face_129",2,2,2,4.675,2
7,"face","face_110",2,2,2,1.689,2
7,"face","face_45",1,2,3,1.69,1
7,"face","face_192",1,1,2,3.579,5
7,"face","face_91",2,2,3,1.486,1
7,"face","face_65",1,1,2,1.527,5
7,"face","face_56",1,1,3,1.197,6
7,"face","face_171",1,1,3,0.93,6
7,"face","face_46",1,1,1,1.969,4
7,"face","face_164",1,2,1,1.542,3
7,"face","face_51",2,2,2,1.069,2
7,"face","face_125",2,2,3,1.205,1
7,"face","face_81",1,2,2,1.05,2
7,"face","face_128",2,2,2,1.972,2
7,"face","face_102",2,2,2,0.904,2
7,"face","face_213",2,2,2,1.32,2
7,"face","face_40",1,1,2,2.424,5
7,"face","face_187",2,1,1,1.418,4
7,"face","face_144",2,1,2,1.333,5
7,"face","face_177",2,1,2,1.284,5
7,"face","face_106",1,2,2,1.189,2
7,"face","face_214",2,2,2,2.249,2
7,"face","face_43",2,2,2,2.77,2
7,"face","face_119",1,1,1,2.743,4
7,"face","face_115",1,1,1,2.636,4
7,"face","face_59",2,2,3,1.574,1
7,"face","face_117",1,1,3,1.739,6
7,"face","face_150",2,1,2,1.705,5
7,"face","face_107",1,2,1,2.489,3
7,"face","face_170",1,1,1,2.313,4
7,"face","face_99",1,1,2,1.441,5
7,"face","face_166",2,2,2,2.378,2
7,"face","face_66",2,2,2,1.582,2
7,"face","face_133",1,2,2,1.522,2
7,"face","face_95",2,2,1,2.264,3
7,"face","face_183",2,1,1,1.457,4
7,"face","face_83",1,1,2,1.355,5
7,"face","face_93",1,2,1,1.321,3
7,"face","face_173",1,1,2,1.289,5
7,"face","face_74",2,1,1,1.578,4
7,"face","face_38",1,1,3,1.679,6
7,"face","face_15",2,1,1,1.712,4
7,"face","face_121",1,2,1,1.408,3
7,"face","face_134",1,1,3,1.676,6
7,"face","face_7",2,1,2,0.989,5
7,"face","face_84",2,1,2,1.385,5
7,"face","face_89",1,2,1,1.078,3
7,"face","face_54",1,1,1,1.392,4
7,"face","face_33",2,1,1,1.74,4
7,"face","face_151",1,1,1,1.643,4
7,"face","face_175",1,1,2,1.454,5
7,"face","face_14",1,1,1,1.944,4
7,"face","face_116",2,2,1,2.35,3
7,"face","face_200",2,2,1,1.315,3
7,"face","face_163",2,2,2,3.65,2
7,"face","face_96",1,1,2,2.802,5
7,"face","face_50",2,2,3,1.173,1
7,"face","face_13",2,2,3,1.45,1
7,"face","face_168",1,2,2,2.308,2
7,"face","face_36",1,1,3,1.979,6
7,"face","face_42",1,1,3,1.12,6
7,"face","face_5",2,2,2,1.783,2
7,"face","face_17",1,1,3,1.396,6
7,"face","face_55",1,1,3,0.881,6
7,"face","face_153",1,1,1,1.426,4
7,"face","face_1",2,1,1,1.773,4
7,"face","face_16",1,1,2,1.643,5
7,"face","face_97",2,2,2,1.517,2
7,"face","face_70",1,2,2,1.028,2
7,"face","face_53",2,2,2,1.008,2
7,"face","face_123",2,1,1,1.932,4
7,"face","face_159",2,1,2,1.873,5
7,"face","face_199",1,2,1,1.979,3
7,"face","face_57",1,1,2,4.336,5
7,"face","face_105",1,2,2,2.068,2
7,"face","face_86",2,2,2,1.444,2
7,"face","face_182",2,2,1,1.807,3
7,"face","face_2",1,1,1,1.755,4
7,"face","face_68",2,1,2,2.2,5
7,"face","face_4",2,2,2,1.059,2
7,"face","face_139",2,2,2,0.989,2
7,"face","face_22",1,2,3,2.634,1
7,"face","face_79",1,2,3,1.316,1
7,"face","face_30",1,1,3,2.099,6
7,"face","face_146",1,1,1,3.603,4
7,"face","face_148",2,2,2,2.212,2
7,"face","face_108",2,2,2,0.88,2
7,"face","face_147",1,1,3,1.361,6
7,"face","face_162",1,2,2,1.52,2
7,"face","face_198",2,1,1,2.263,4
7,"face","face_193",2,1,2,1.808,5
7,"face","face_212",1,2,2,1.276,2
7,"face","face_165",1,2,1,0.973,3
7,"face","face_140",1,2,1,1.915,3
7,"face","face_11",1,2,1,1.091,3
7,"face","face_131",1,2,2,2.812,2
7,"face","face_75",1,1,2,2.879,5
7,"face","face_49",1,2,3,1.599,1
7,"face","face_26",1,2,2,1.38,2
7,"face","face_118",1,2,2,3.105,2
7,"face","face_76",2,1,2,2.583,5
7,"face","face_87",2,1,1,1.923,4
7,"face","face_216",2,2,1,0.905,3
7,"face","face_157",2,2,2,3.481,2
7,"face","face_138",1,2,3,3.185,1
7,"face","face_127",2,2,3,0.932,1
7,"face","face_184",2,1,1,1.314,4
7,"face","face_31",2,2,2,1.585,2
7,"face","face_160",2,2,2,1.11,2
7,"face","face_67",2,2,1,2.877,3
7,"face","face_24",2,2,1,1.404,3
10,"face","face_177",1,1,2,5.614,5
10,"face","face_115",2,2,3,3.037,1
10,"face","face_8",2,2,3,2.55,1
10,"face","face_212",2,1,1,3.987,4
10,"face","face_138",1,2,1,3.429,3
10,"face","face_11",2,2,1,7.102,3
10,"face","face_94",2,2,2,2.913,2
10,"face","face_191",2,1,2,4.239,5
10,"face","face_101",1,2,2,4.871,2
10,"face","face_73",2,1,3,4.853,6
10,"face","face_69",1,1,3,1.252,6
10,"face","face_27",2,1,2,3.158,5
10,"face","face_41",1,1,2,9.53,5
10,"face","face_63",2,1,1,5.258,4
10,"face","face_112",2,2,2,5.271,2
10,"face","face_89",2,2,3,3.732,1
10,"face","face_174",1,1,2,5.825,5
10,"face","face_12",1,1,3,5.576,6
10,"face","face_17",1,2,3,2.202,1
10,"face","face_178",2,1,2,3.797,5
10,"face","face_118",1,2,2,9.312,2
10,"face","face_13",2,2,3,2.872,1
10,"face","face_74",2,2,3,4.184,1
10,"face","face_64",2,1,1,7.953,4
10,"face","face_87",2,2,3,2.081,1
10,"face","face_152",2,2,3,1.728,1
10,"face","face_80",1,1,3,1.952,6
10,"face","face_198",2,2,2,2.853,2
10,"face","face_216",1,1,3,1.973,6
10,"face","face_159",1,1,2,3.754,5
10,"face","face_16",1,2,1,5.798,3
10,"face","face_99",2,1,2,3.342,5
10,"face","face_2",1,1,1,7.916,4
10,"face","face_15",1,1,2,2.926,5
10,"face","face_182",2,2,3,2.843,1
10,"face","face_113",1,1,3,1.613,6
10,"face","face_5",2,2,3,2.56,1
10,"face","face_102",2,1,2,2.989,5
10,"face","face_173",1,2,2,6.313,2
10,"face","face_72",1,1,1,5.532,4
10,"face","face_183",2,2,2,5.567,2
10,"face","face_184",1,2,3,3.073,1
10,"face","face_163",1,1,2,4.648,5
10,"face","face_79",1,1,3,1.6,6
10,"face","face_61",1,2,2,6.404,2
10,"face","face_21",2,1,1,7.011,4
10,"face","face_50",2,2,3,3,1
10,"face","face_137",1,1,3,1.907,6
10,"face","face_105",1,1,1,5.291,4
10,"face","face_175",2,2,3,2.264,1
10,"face","face_108",2,2,2,5.776,2
10,"face","face_81",2,1,1,9.529,4
10,"face","face_120",1,2,2,9.225,2
10,"face","face_150",2,2,3,2.661,1
10,"face","face_92",1,1,3,3.069,6
10,"face","face_179",2,1,2,6.772,5
10,"face","face_24",1,2,3,1.717,1
10,"face","face_45",1,2,2,5.14,2
10,"face","face_19",1,2,3,1.368,1
10,"face","face_90",1,1,3,1.878,6
10,"face","face_187",2,2,1,3.966,3
10,"face","face_124",2,2,3,7.041,1
10,"face","face_78",1,2,1,3.974,3
10,"face","face_10",1,1,2,4.442,5
10,"face","face_100",1,1,2,5.29,5
10,"face","face_180",1,2,3,2.839,1
10,"face","face_199",2,2,3,9.944,1
10,"face","face_194",2,2,1,4.309,3
10,"face","face_170",1,2,1,3.339,3
10,"face","face_59",2,2,3,3.879,1
10,"face","face_189",2,1,1,3.902,4
10,"face","face_51",1,2,2,2.852,2
10,"face","face_85",2,2,3,7.028,1
10,"face","face_155",1,2,2,3.819,2
10,"face","face_135",2,1,1,3.011,4
10,"face","face_200",2,2,2,7.134,2
10,"face","face_109",1,1,2,3.12,5
10,"face","face_213",2,2,1,4.885,3
10,"face","face_68",2,1,1,11.09,4
10,"face","face_143",1,2,2,6.961,2
10,"face","face_44",1,1,2,2.858,5
10,"face","face_60",1,1,3,1.563,6
10,"face","face_96",2,2,3,3.088,1
10,"face","face_153",1,1,1,4.407,4
10,"face","face_49",1,2,2,9.977,2
10,"face","face_36",2,2,3,3.446,1
10,"face","face_129",1,2,1,6.799,3
10,"face","face_121",2,2,3,9.102,1
10,"face","face_32",2,1,2,3.423,5
10,"face","face_91",1,1,2,1.929,5
10,"face","face_31",2,2,3,2.415,1
10,"face","face_104",1,2,2,2.85,2
10,"face","face_86",2,2,2,5.393,2
10,"face","face_211",1,2,1,3.739,3
10,"face","face_162",2,2,2,9.735,2
10,"face","face_139",2,1,1,4.75,4
10,"face","face_186",2,2,1,7.52,3
10,"face","face_116",1,1,1,5.794,4
10,"face","face_160",2,1,1,8.395,4
10,"face","face_65",2,2,2,2.584,2
10,"face","face_62",2,2,2,4.419,2
10,"face","face_30",1,1,3,2.436,6
10,"face","face_111",2,1,3,7.958,6
10,"face","face_46",2,1,2,2.932,5
10,"face","face_70",2,1,1,3.297,4
10,"face","face_39",2,2,3,1.519,1
10,"face","face_9",1,2,2,2.631,2
10,"face","face_201",2,2,1,5.728,3
10,"face","face_207",1,2,1,7.932,3
10,"face","face_4",1,2,2,5.805,2
10,"face","face_140",2,2,1,8.949,3
10,"face","face_157",1,2,3,3.837,1
10,"face","face_151",2,2,2,4.549,2
10,"face","face_114",1,1,2,2.129,5
10,"face","face_88",1,1,2,2.912,5
10,"face","face_55",1,1,3,2.495,6
10,"face","face_119",2,2,2,2.526,2
10,"face","face_66",1,1,3,1.884,6
10,"face","face_38",2,2,3,2.068,1
10,"face","face_192",1,1,2,1.845,5
10,"face","face_185",1,1,1,3.999,4
10,"face","face_123",2,2,2,2.24,2
10,"face","face_197",2,2,2,5.962,2
10,"face","face_26",1,2,1,7.212,3
10,"face","face_172",2,1,1,3.162,4
10,"face","face_128",2,2,1,5.726,3
10,"face","face_164",2,2,3,2.841,1
10,"face","face_145",1,2,2,8.731,2
10,"face","face_146",2,1,1,3.947,4
10,"face","face_35",1,2,2,4.719,2
10,"face","face_77",1,1,1,2.932,4
10,"face","face_29",1,1,1,2.977,4
10,"face","face_54",2,2,1,5.324,3
10,"face","face_161",2,2,2,5.48,2
10,"face","face_40",2,1,2,2.269,5
10,"face","face_167",1,1,2,2.134,5
10,"face","face_106",1,1,2,2.452,5
10,"face","face_127",2,2,3,2.405,1
10,"face","face_52",2,2,2,4.232,2
10,"face","face_210",2,2,2,5.104,2
10,"face","face_208",2,2,1,12.004,3
10,"face","face_148",1,1,2,3.567,5
10,"face","face_202",1,1,2,3.555,5
10,"face","face_147",2,2,1,4.678,3
10,"face","face_37",1,2,1,8.188,3
10,"face","face_132",1,1,1,5.843,4
10,"face","face_71",2,2,2,6.025,2
10,"face","face_142",2,2,3,3.751,1
10,"face","face_195",1,2,2,4.419,2
10,"face","face_203",1,1,1,6.484,4
10,"face","face_47",1,2,2,2.161,2
10,"face","face_22",1,1,3,2.03,6
10,"face","face_206",2,2,3,4.417,1
10,"face","face_95",2,2,1,6.801,3
10,"face","face_93",2,2,1,2.288,3
10,"face","face_181",2,2,1,8.039,3
10,"face","face_156",2,2,2,2.595,2
10,"face","face_126",1,1,1,3.47,4
10,"face","face_56",2,1,2,6.037,5
10,"face","face_169",1,1,1,2.34,4
10,"face","face_125",1,2,1,6.25,3
10,"face","face_134",2,2,3,2.24,1
10,"face","face_149",1,2,2,2.842,2
10,"face","face_98",1,2,1,3.532,3
10,"face","face_58",2,2,2,2.193,2
10,"face","face_141",2,1,1,4.525,4
10,"face","face_53",1,1,1,8.618,4
10,"face","face_83",2,2,2,6.543,2
10,"face","face_214",1,1,2,4.361,5
10,"face","face_7",1,1,1,5.739,4
10,"face","face_103",2,1,1,3.702,4
10,"face","face_154",1,2,2,4.724,2
10,"face","face_107",1,1,2,4.936,5
10,"face","face_6",1,2,3,4.244,1
10,"face","face_144",1,1,2,2.028,5
10,"face","face_205",2,1,1,3.471,4
10,"face","face_3",1,2,2,5.878,2
10,"face","face_25",1,2,2,7.628,2
10,"face","face_130",2,1,3,2.441,6
10,"face","face_190",2,2,2,3.066,2
10,"face","face_20",1,2,2,2.098,2
10,"face","face_84",1,1,2,6.146,5
10,"face","face_48",1,2,2,10.412,2
10,"face","face_23",2,2,3,2.759,1
10,"face","face_136",1,2,2,6.972,2
10,"face","face_1",2,2,1,7.7,3
10,"face","face_176",2,2,2,5.278,2
10,"face","face_209",1,1,3,2.284,6
10,"face","face_14",2,1,2,2.131,5
10,"face","face_131",1,2,2,4.226,2
10,"face","face_43",1,2,2,2.571,2
10,"face","face_33",1,2,2,5.447,2
13,"face","face_6",2,2,1,5.05,3
13,"face","face_197",1,1,3,2.401,6
13,"face","face_29",1,1,3,1.524,6
13,"face","face_191",2,2,3,5.259,1
13,"face","face_132",1,1,2,2.905,5
13,"face","face_95",2,1,2,1.72,5
13,"face","face_157",1,1,3,1.303,6
13,"face","face_194",1,2,2,3.672,2
13,"face","face_10",1,1,3,1.783,6
13,"face","face_184",1,1,3,1.492,6
13,"face","face_7",2,2,3,2.156,1
13,"face","face_79",2,2,3,1.593,1
13,"face","face_181",1,2,2,5.294,2
13,"face","face_73",2,2,2,2.554,2
13,"face","face_28",1,1,3,1.895,6
13,"face","face_121",1,1,3,0.912,6
13,"face","face_25",1,1,3,0.96,6
13,"face","face_199",1,2,3,1.519,1
13,"face","face_167",1,1,3,1.143,6
13,"face","face_158",1,1,3,0.686,6
13,"face","face_53",2,2,2,4.519,2
13,"face","face_105",2,2,1,2.963,3
13,"face","face_99",1,2,2,2.192,2
13,"face","face_13",2,2,3,1.146,1
13,"face","face_144",1,1,1,4.226,4
13,"face","face_146",1,1,3,2.074,6
13,"face","face_190",1,1,2,2.059,5
13,"face","face_67",1,2,2,2.333,2
13,"face","face_21",1,2,1,4.323,3
13,"face","face_166",2,2,3,1.287,1
13,"face","face_3",2,2,3,0.936,1
13,"face","face_173",1,1,3,1.159,6
13,"face","face_160",1,1,3,0.718,6
13,"face","face_210",1,2,2,2.406,2
13,"face","face_37",2,1,1,4.249,4
13,"face","face_177",1,1,2,2.097,5
13,"face","face_138",2,2,3,1.201,1
13,"face","face_162",1,1,3,0.901,6
13,"face","face_113",2,2,3,1.557,1
13,"face","face_72",1,1,3,0.908,6
13,"face","face_169",1,1,1,3.692,4
13,"face","face_50",1,2,3,1.227,1
13,"face","face_206",1,1,3,1.103,6
13,"face","face_93",2,2,1,3.271,3
13,"face","face_115",1,1,3,1.751,6
13,"face","face_123",2,2,3,2.196,1
13,"face","face_159",1,1,1,3.665,4
13,"face","face_76",1,1,2,2.257,5
13,"face","face_46",2,2,3,2.474,1
13,"face","face_114",2,2,3,1.034,1
13,"face","face_20",2,2,3,1.956,1
13,"face","face_63",2,2,2,2.201,2
13,"face","face_165",2,2,3,1.044,1
13,"face","face_65",2,2,3,0.83,1
13,"face","face_80",2,2,3,0.801,1
13,"face","face_83",1,2,3,3.206,1
13,"face","face_8",2,2,3,0.871,1
13,"face","face_163",2,2,3,1.865,1
13,"face","face_151",1,2,3,1.714,1
13,"face","face_180",1,2,3,1.265,1
13,"face","face_186",2,1,1,4.642,4
13,"face","face_214",1,2,1,2.89,3
13,"face","face_201",1,1,3,1.866,6
13,"face","face_128",2,1,2,1.746,5
13,"face","face_193",2,1,2,1.184,5
13,"face","face_125",2,1,1,1.509,4
13,"face","face_11",1,2,3,1.197,1
13,"face","face_52",1,1,2,1.458,5
13,"face","face_124",2,2,3,2.075,1
13,"face","face_140",2,2,3,2.332,1
13,"face","face_48",1,1,3,1.234,6
13,"face","face_183",2,2,3,1.428,1
13,"face","face_202",2,1,2,1.391,5
13,"face","face_70",2,1,2,1.276,5
13,"face","face_189",2,1,2,1.1,5
13,"face","face_42",1,1,3,0.869,6
13,"face","face_119",2,2,3,1.126,1
13,"face","face_101",1,1,3,2.063,6
13,"face","face_61",1,1,3,1.265,6
13,"face","face_154",1,1,1,3.33,4
13,"face","face_84",2,2,2,3.04,2
13,"face","face_35",2,2,3,1.336,1
13,"face","face_75",1,1,2,1.511,5
13,"face","face_12",1,1,2,1.664,5
13,"face","face_97",2,2,3,1.713,1
13,"face","face_118",2,2,1,3.76,3
