Subj_idx,Stimulus,Response,Confidence,RT_decConf,Contrast,Condition,Accuracy,Gender,Age
N19,RIGHT,RIGHT,1,0.270975223742,0.06,IF,1,M,22
N19,RIGHT,RIGHT,1,0.604155905196,0.06,IF,1,M,22
N19,RIGHT,RIGHT,1,0.560659786104,0.01,IF,1,M,22
N19,LEFT,RIGHT,1,0.514429017436,0.01,IF,0,M,22
N19,RIGHT,RIGHT,1,0.551924494794,0.06,IF,1,M,22
N19,LEFT,RIGHT,1,0.662570855173,0.06,IF,0,M,22
N19,LEFT,LEFT,1,0.421009186422,0.11,IF,1,M,22
N19,RIGHT,RIGHT,1,0.775345429429,0.11,IF,1,M,22
N19,LEFT,RIGHT,0,0.554436424398,0.06,IF,0,M,22
N19,RIGHT,RIGHT,0,0.470927778399,0.11,IF,1,M,22
N19,RIGHT,RIGHT,0,0.408409147291,0.11,IF,1,M,22
N19,LEFT,LEFT,0,0.519084520987,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.26229852793,0.06,IF,1,M,22
N19,LEFT,RIGHT,0,0.317176125769,0.01,IF,0,M,22
N19,RIGHT,RIGHT,0,0.471084507357,0.06,IF,1,M,22
N19,LEFT,LEFT,0,1.25410908565,0.06,IF,1,M,22
N19,RIGHT,LEFT,0,0.729245220777,0.01,IF,0,M,22
N19,LEFT,LEFT,0,0.845618871623,0.06,IF,1,M,22
N19,LEFT,LEFT,0,0.427253028203,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.742327962304,0.01,IF,1,M,22
N19,LEFT,RIGHT,0,0.6500464782,0.01,IF,0,M,22
N19,LEFT,RIGHT,0,0.348470428027,0.06,IF,0,M,22
N19,LEFT,LEFT,0,0.477386660234,0.11,IF,1,M,22
N19,RIGHT,RIGHT,0,0.229135140718,0.11,IF,1,M,22
N19,RIGHT,RIGHT,0,0.412600721756,0.06,IF,1,M,22
N19,LEFT,LEFT,0,0.229156189656,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.383104108972,0.01,IF,1,M,22
N19,LEFT,LEFT,0,0.300130503136,0.01,IF,1,M,22
N19,LEFT,RIGHT,0,0.237371231953,0.01,IF,0,M,22
N19,RIGHT,RIGHT,0,0.145951899292,0.06,IF,1,M,22
N19,LEFT,LEFT,0,0.303933526448,0.06,IF,1,M,22
N19,LEFT,RIGHT,0,0.379320712353,0.01,IF,0,M,22
N19,RIGHT,LEFT,0,0.079240555875,0.06,IF,0,M,22
N19,LEFT,LEFT,0,0.369138736103,0.11,IF,1,M,22
N19,LEFT,RIGHT,0,0.212578478269,0.11,IF,0,M,22
N19,LEFT,LEFT,0,0.300522467704,0.16,IF,1,M,22
N19,RIGHT,RIGHT,0,0.312641795608,0.16,IF,1,M,22
N19,RIGHT,RIGHT,1,0.310534915014,0.11,IF,1,M,22
N19,RIGHT,RIGHT,1,0.200158208027,0.11,IF,1,M,22
N19,LEFT,RIGHT,1,0.17933288659,0.06,IF,0,M,22
N19,LEFT,LEFT,0,1.01910044992,0.11,IF,1,M,22
N19,LEFT,LEFT,0,0.337643616018,0.11,IF,1,M,22
N19,RIGHT,RIGHT,1,0.645896148169,0.06,IF,1,M,22
N19,LEFT,RIGHT,0,0.652355314407,0.06,IF,0,M,22
N19,RIGHT,RIGHT,0,0.487562663096,0.11,IF,1,M,22
N19,LEFT,RIGHT,0,0.462580753781,0.11,IF,0,M,22
N19,RIGHT,RIGHT,0,0.379017494502,0.16,IF,1,M,22
N19,RIGHT,RIGHT,0,0.296119835344,0.16,IF,1,M,22
N19,LEFT,RIGHT,0,0.254342330154,0.11,IF,0,M,22
N19,LEFT,RIGHT,0,0.616749117675,0.16,IF,0,M,22
N19,LEFT,LEFT,0,0.410765201261,0.21,IF,1,M,22
N19,LEFT,LEFT,0,0.295918164193,0.21,IF,1,M,22
N19,LEFT,LEFT,0,0.304269455431,0.16,IF,1,M,22
N19,RIGHT,RIGHT,0,0.278972950473,0.16,IF,1,M,22
N19,LEFT,LEFT,0,0.29580296413,0.11,IF,1,M,22
N19,RIGHT,RIGHT,0,0.133707131376,0.11,IF,1,M,22
N19,RIGHT,RIGHT,0,0.320651184535,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.187257226557,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.39606169489,0.01,IF,1,M,22
N19,LEFT,LEFT,0,0.677194432647,0.01,IF,1,M,22
N19,LEFT,RIGHT,1,1.06256897782,0.01,IF,0,M,22
N19,RIGHT,RIGHT,0,0.473743779177,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.420804670779,0.01,IF,1,M,22
N19,LEFT,LEFT,0,0.562567839981,0.01,IF,1,M,22
N19,LEFT,RIGHT,0,1.23752340977,0.01,IF,0,M,22
N19,RIGHT,RIGHT,0,0.385657567473,0.06,IF,1,M,22
N19,RIGHT,RIGHT,1,0.454157213622,0.06,IF,1,M,22
N19,RIGHT,RIGHT,1,0.496096567775,0.01,IF,1,M,22
N19,LEFT,LEFT,0,0.659124525264,0.01,IF,1,M,22
N19,RIGHT,LEFT,0,0.512629905832,0.01,IF,0,M,22
N19,RIGHT,RIGHT,1,0.583275685902,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.508301513444,0.06,IF,1,M,22
N19,RIGHT,RIGHT,1,1.00420807232,0.01,IF,1,M,22
N19,LEFT,RIGHT,1,0.537558339536,0.01,IF,0,M,22
N19,LEFT,RIGHT,0,0.445831522346,0.06,IF,0,M,22
N19,RIGHT,RIGHT,0,0.462711882778,0.11,IF,1,M,22
N19,LEFT,LEFT,0,0.729366394167,0.11,IF,1,M,22
N19,RIGHT,RIGHT,0,0.553887446469,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.302298254916,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.66616253613,0.01,IF,1,M,22
N19,RIGHT,LEFT,0,0.577393373125,0.01,IF,0,M,22
N19,RIGHT,LEFT,1,1.38763986132,0.06,IF,0,M,22
N19,LEFT,RIGHT,1,0.712523864873,0.11,IF,0,M,22
N19,RIGHT,RIGHT,1,0.367611269001,0.16,IF,1,M,22
N19,RIGHT,RIGHT,0,0.437675075606,0.16,IF,1,M,22
N19,RIGHT,RIGHT,0,0.404119154904,0.11,IF,1,M,22
N19,LEFT,RIGHT,0,0.543963176955,0.11,IF,0,M,22
N19,RIGHT,RIGHT,0,0.490582041792,0.16,IF,1,M,22
N19,LEFT,LEFT,1,0.405427315272,0.16,IF,1,M,22
N19,RIGHT,RIGHT,1,0.312319235527,0.11,IF,1,M,22
N19,RIGHT,RIGHT,1,0.28389270301,0.11,IF,1,M,22
N19,LEFT,LEFT,1,0.354143105156,0.06,IF,1,M,22
N19,RIGHT,RIGHT,1,0.237473063113,0.06,IF,1,M,22
N19,RIGHT,RIGHT,1,0.395277196891,0.01,IF,1,M,22
N19,LEFT,LEFT,0,0.679336015484,0.01,IF,1,M,22
N19,RIGHT,RIGHT,0,0.562395466666,0.01,IF,1,M,22
N19,RIGHT,LEFT,0,0.435670879437,0.01,IF,0,M,22
N19,RIGHT,RIGHT,1,0.612369525305,0.06,IF,1,M,22
N19,LEFT,LEFT,1,0.560747963958,0.06,IF,1,M,22
N19,LEFT,RIGHT,0,0.887738848047,0.01,IF,0,M,22
N19,LEFT,LEFT,0,0.512766723637,0.06,IF,1,M,22
N19,RIGHT,RIGHT,1,0.702374599816,0.06,IF,1,M,22
N19,LEFT,RIGHT,0,0.435554541647,0.01,IF,0,M,22
N19,LEFT,LEFT,1,1.0045337613,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.579522724845,0.06,IF,1,M,22
N19,LEFT,RIGHT,1,0.821006740211,0.01,IF,0,M,22
N19,LEFT,LEFT,1,0.562788853422,0.06,IF,1,M,22
N19,RIGHT,RIGHT,1,0.83557854878,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.597396081022,0.01,IF,1,M,22
N19,RIGHT,LEFT,0,0.462633660471,0.01,IF,0,M,22
N19,LEFT,LEFT,1,2.23049563891,0.06,IF,1,M,22
N19,RIGHT,RIGHT,1,1.22954616311,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.654148737201,0.01,IF,1,M,22
N19,RIGHT,LEFT,0,0.587462140422,0.01,IF,0,M,22
N19,RIGHT,RIGHT,1,0.683314256545,0.06,IF,1,M,22
N19,LEFT,RIGHT,0,0.54402547027,0.06,IF,0,M,22
N19,LEFT,LEFT,1,0.759009780362,0.11,IF,1,M,22
N19,LEFT,RIGHT,1,0.6690829281,0.11,IF,0,M,22
N19,RIGHT,RIGHT,1,0.454092075815,0.16,IF,1,M,22
N19,LEFT,LEFT,1,0.612540760892,0.16,IF,1,M,22
N19,RIGHT,RIGHT,1,0.479332829709,0.11,IF,1,M,22
N19,RIGHT,RIGHT,1,0.487458556425,0.11,IF,1,M,22
N19,LEFT,LEFT,1,0.670911053079,0.06,IF,1,M,22
N19,LEFT,LEFT,1,0.520830157038,0.06,IF,1,M,22
N19,RIGHT,RIGHT,1,0.760663825262,0.01,IF,1,M,22
N19,LEFT,RIGHT,1,0.668559834594,0.01,IF,0,M,22
N19,LEFT,RIGHT,1,0.479097025178,0.06,IF,0,M,22
N19,RIGHT,RIGHT,1,0.27910379495,0.11,IF,1,M,22
N19,RIGHT,RIGHT,0,0.979279354098,0.11,IF,1,M,22
N19,RIGHT,RIGHT,0,0.537609823979,0.06,IF,1,M,22
N19,RIGHT,RIGHT,1,0.745994167752,0.06,IF,1,M,22
N19,RIGHT,RIGHT,1,0.529237483861,0.01,IF,1,M,22
N19,RIGHT,RIGHT,0,0.462472664891,0.01,IF,1,M,22
N19,RIGHT,LEFT,0,0.620740158774,0.01,IF,0,M,22
N19,RIGHT,RIGHT,0,0.607960350753,0.06,IF,1,M,22
N19,LEFT,RIGHT,0,0.337606922723,0.06,IF,0,M,22
N19,LEFT,LEFT,0,1.34999960178,0.11,IF,1,M,22
N19,RIGHT,RIGHT,0,0.37896344997,0.11,IF,1,M,22
N19,LEFT,RIGHT,0,1.1794082644,0.06,IF,0,M,22
N19,LEFT,LEFT,0,0.704324751452,0.11,IF,1,M,22
N19,RIGHT,LEFT,1,0.679071482038,0.11,IF,0,M,22
N19,LEFT,LEFT,1,0.612255747488,0.16,IF,1,M,22
N19,RIGHT,RIGHT,1,0.554399162123,0.16,IF,1,M,22
N19,RIGHT,RIGHT,1,0.39594308153,0.11,IF,1,M,22
N19,RIGHT,RIGHT,1,0.294016368047,0.11,IF,1,M,22
N19,LEFT,LEFT,1,0.510542936332,0.06,IF,1,M,22
N19,LEFT,LEFT,1,0.402372096723,0.06,IF,1,M,22
N19,RIGHT,LEFT,1,0.62926297012,0.01,IF,0,M,22
N19,RIGHT,RIGHT,1,0.358869435382,0.06,IF,1,M,22
N19,LEFT,RIGHT,0,0.428965099796,0.06,IF,0,M,22
N19,RIGHT,RIGHT,0,0.419066430302,0.11,IF,1,M,22
N19,LEFT,LEFT,0,0.520786352572,0.11,IF,1,M,22
N19,RIGHT,RIGHT,0,0.66277992184,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.52928157273,0.06,IF,1,M,22
N19,RIGHT,RIGHT,0,0.604085647385,0.01,IF,1,M,22
N19,LEFT,LEFT,0,0.345732649439,0.01,IF,1,M,22
N19,RIGHT,RIGHT,0,0.279171208269,0.01,IF,1,M,22
N19,RIGHT,LEFT,0,0.369063073886,0.01,IF,0,M,22
N19,RIGHT,LEFT,0,0.520906957041,0.06,IF,0,M,22
N19,LEFT,LEFT,0,0.429303588753,0.11,IF,1,M,22
N20,RIGHT,RIGHT,1,1.67322330258,0.3,IF,1,F,22
N20,RIGHT,RIGHT,1,0.646148734901,0.25,IF,1,F,22
N20,RIGHT,RIGHT,1,0.441692854511,0.2,IF,1,F,22
N20,LEFT,LEFT,1,0.670754324121,0.15,IF,1,F,22
N20,LEFT,LEFT,1,0.44197473902,0.1,IF,1,F,22
N20,LEFT,LEFT,1,0.602251549077,0.05,IF,1,F,22
N20,LEFT,LEFT,0,1.30214892153,0.01,IF,1,F,22
N20,RIGHT,LEFT,0,0.945980286866,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,0.471098729584,0.06,IF,1,F,22
N20,RIGHT,LEFT,1,1.63768252806,0.06,IF,0,F,22
N20,LEFT,LEFT,1,0.870952069992,0.11,IF,1,F,22
N20,RIGHT,RIGHT,1,0.818831877375,0.11,IF,1,F,22
N20,RIGHT,RIGHT,1,0.731725861493,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,1.37278901273,0.06,IF,1,F,22
N20,LEFT,RIGHT,0,0.883684944711,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,0.720887956151,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.445853424608,0.06,IF,1,F,22
N20,LEFT,RIGHT,1,0.71058935771,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,0.737547872006,0.06,IF,1,F,22
N20,LEFT,RIGHT,1,0.645876237017,0.06,IF,0,F,22
N20,RIGHT,RIGHT,1,0.343826871132,0.11,IF,1,F,22
N20,RIGHT,RIGHT,1,0.395762459259,0.11,IF,1,F,22
N20,RIGHT,RIGHT,1,0.446011860215,0.06,IF,1,F,22
N20,LEFT,RIGHT,1,0.479363834078,0.06,IF,0,F,22
N20,RIGHT,RIGHT,1,0.777452025563,0.11,IF,1,F,22
N20,RIGHT,RIGHT,0,1.48789859214,0.11,IF,1,F,22
N20,RIGHT,RIGHT,0,0.527256327798,0.06,IF,1,F,22
N20,LEFT,LEFT,0,1.2292295763,0.06,IF,1,F,22
N20,RIGHT,LEFT,0,1.34385360894,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,1.1542972172,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,0.687471697747,0.06,IF,1,F,22
N20,RIGHT,RIGHT,0,1.19876528316,0.01,IF,1,F,22
N20,RIGHT,RIGHT,1,0.88758268801,0.01,IF,1,F,22
N20,LEFT,RIGHT,0,1.59580489836,0.01,IF,0,F,22
N20,LEFT,RIGHT,1,0.895747383707,0.06,IF,0,F,22
N20,LEFT,LEFT,1,1.57919788919,0.11,IF,1,F,22
N20,RIGHT,RIGHT,1,0.704223489214,0.11,IF,1,F,22
N20,LEFT,LEFT,1,0.693984055135,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,0.729316331912,0.06,IF,1,F,22
N20,RIGHT,RIGHT,0,1.4375632889,0.01,IF,1,F,22
N20,RIGHT,RIGHT,0,0.587345518172,0.01,IF,1,F,22
N20,RIGHT,RIGHT,1,0.520918903756,0.01,IF,1,F,22
N20,LEFT,RIGHT,1,0.570992233523,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,0.437711768958,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,0.33555294876,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,0.527361003333,0.01,IF,1,F,22
N20,RIGHT,RIGHT,1,0.432901243155,0.01,IF,1,F,22
N20,RIGHT,RIGHT,1,0.500498062349,0.01,IF,1,F,22
N20,LEFT,RIGHT,1,0.637702723616,0.01,IF,0,F,22
N20,LEFT,RIGHT,1,0.837654993811,0.06,IF,0,F,22
N20,LEFT,RIGHT,1,0.454276680306,0.11,IF,0,F,22
N20,RIGHT,LEFT,1,2.01677824481,0.16,IF,0,F,22
N20,RIGHT,RIGHT,1,0.470796365058,0.21,IF,1,F,22
N20,RIGHT,RIGHT,1,2.42441768519,0.21,IF,1,F,22
N20,RIGHT,RIGHT,1,0.50440064125,0.16,IF,1,F,22
N20,RIGHT,RIGHT,1,0.604256029648,0.16,IF,1,F,22
N20,RIGHT,RIGHT,1,0.535617858986,0.11,IF,1,F,22
N20,LEFT,LEFT,1,0.837515047111,0.11,IF,1,F,22
N20,RIGHT,RIGHT,1,0.710451686522,0.06,IF,1,F,22
N20,RIGHT,LEFT,1,0.679246699903,0.06,IF,0,F,22
N20,LEFT,LEFT,1,0.522881002049,0.11,IF,1,F,22
N20,RIGHT,RIGHT,1,0.537645664008,0.11,IF,1,F,22
N20,RIGHT,RIGHT,1,0.693846668466,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.496113918896,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.520520396938,0.01,IF,1,F,22
N20,LEFT,LEFT,1,0.462472095969,0.01,IF,1,F,22
N20,RIGHT,RIGHT,0,2.50381838332,0.01,IF,1,F,22
N20,RIGHT,LEFT,1,1.69416069525,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,2.19585257128,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,2.12400387524,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,0.781998871302,0.01,IF,1,F,22
N20,RIGHT,RIGHT,0,0.67086042196,0.01,IF,1,F,22
N20,RIGHT,RIGHT,1,0.49226339336,0.01,IF,1,F,22
N20,RIGHT,RIGHT,1,0.652468807821,0.01,IF,1,F,22
N20,RIGHT,RIGHT,0,1.12714499619,0.01,IF,1,F,22
N20,LEFT,LEFT,0,1.91750824323,0.01,IF,1,F,22
N20,RIGHT,LEFT,0,0.670934093068,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,1.12754947628,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,0.953807062469,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,1.21245844266,0.01,IF,1,F,22
N20,RIGHT,RIGHT,1,0.610419658071,0.01,IF,1,F,22
N20,RIGHT,RIGHT,1,0.692083112372,0.01,IF,1,F,22
N20,LEFT,RIGHT,1,0.719082302356,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,0.552096299245,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.493857704918,0.06,IF,1,F,22
N20,RIGHT,LEFT,1,0.637277479051,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,0.629332090088,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.402436665609,0.06,IF,1,F,22
N20,RIGHT,LEFT,1,0.937659715593,0.01,IF,0,F,22
N20,LEFT,LEFT,1,0.662651637336,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,0.625134257833,0.06,IF,1,F,22
N20,RIGHT,RIGHT,0,1.81881537958,0.01,IF,1,F,22
N20,LEFT,RIGHT,0,1.86880280712,0.01,IF,0,F,22
N20,LEFT,LEFT,0,1.23758968536,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.566731538973,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.577176341962,0.01,IF,1,F,22
N20,RIGHT,LEFT,1,0.593914480065,0.01,IF,0,F,22
N20,LEFT,RIGHT,0,2.00396601,0.06,IF,0,F,22
N20,LEFT,LEFT,0,1.86038182693,0.11,IF,1,F,22
N20,LEFT,LEFT,0,1.72937066079,0.11,IF,1,F,22
N20,LEFT,LEFT,0,2.62103114557,0.11,IF,1,F,22
N20,LEFT,LEFT,0,0.928827428666,0.06,IF,1,F,22
N20,LEFT,LEFT,0,1.02068395255,0.01,IF,1,F,22
N20,RIGHT,LEFT,1,0.962221215887,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,1.05860154558,0.06,IF,1,F,22
N20,RIGHT,RIGHT,0,1.32968059159,0.06,IF,1,F,22
N20,RIGHT,LEFT,1,1.44566597568,0.01,IF,0,F,22
N20,RIGHT,RIGHT,0,1.64546094806,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.912605272897,0.06,IF,1,F,22
N20,RIGHT,LEFT,1,0.520600041433,0.01,IF,0,F,22
N20,RIGHT,RIGHT,0,1.01248654578,0.06,IF,1,F,22
N20,RIGHT,RIGHT,0,0.562496159982,0.06,IF,1,F,22
N20,LEFT,RIGHT,1,0.787331068364,0.01,IF,0,F,22
N20,LEFT,LEFT,1,0.545614377421,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.403712683765,0.06,IF,1,F,22
N20,LEFT,RIGHT,1,0.637573016866,0.01,IF,0,F,22
N20,LEFT,LEFT,1,0.860862822621,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,0.76911268098,0.06,IF,1,F,22
N20,RIGHT,RIGHT,0,1.27102727711,0.01,IF,1,F,22
N20,LEFT,RIGHT,0,2.50437532569,0.01,IF,0,F,22
N20,LEFT,LEFT,0,1.28760043735,0.06,IF,1,F,22
N20,RIGHT,RIGHT,0,1.02075933036,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,0.977213149075,0.01,IF,1,F,22
N20,LEFT,RIGHT,0,1.72492081061,0.01,IF,0,F,22
N20,RIGHT,LEFT,0,1.60245606472,0.06,IF,0,F,22
N20,RIGHT,RIGHT,0,0.562448942219,0.11,IF,1,F,22
N20,RIGHT,RIGHT,0,0.479231851874,0.11,IF,1,F,22
N20,LEFT,LEFT,0,0.396622903936,0.06,IF,1,F,22
N20,LEFT,LEFT,1,1.57037698,0.06,IF,1,F,22
N20,RIGHT,LEFT,1,1.02087794367,0.01,IF,0,F,22
N20,LEFT,LEFT,1,0.487704600906,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,0.506736499665,0.06,IF,1,F,22
N20,LEFT,RIGHT,0,1.02705266548,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,0.991605757619,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.885782438621,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.804080299858,0.01,IF,1,F,22
N20,RIGHT,LEFT,1,0.698769549897,0.01,IF,0,F,22
N20,LEFT,LEFT,1,0.879241352319,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,0.720750000619,0.06,IF,1,F,22
N20,LEFT,RIGHT,0,1.72074914724,0.01,IF,0,F,22
N20,RIGHT,RIGHT,0,1.96272525162,0.06,IF,1,F,22
N20,RIGHT,LEFT,0,1.45437452925,0.06,IF,0,F,22
N20,RIGHT,RIGHT,0,0.562642364472,0.11,IF,1,F,22
N20,LEFT,LEFT,0,0.837691971625,0.11,IF,1,F,22
N20,LEFT,RIGHT,1,0.787629166269,0.06,IF,0,F,22
N20,RIGHT,RIGHT,1,1.0542199621,0.11,IF,1,F,22
N20,RIGHT,RIGHT,0,0.81265032891,0.11,IF,1,F,22
N20,LEFT,LEFT,1,1.69598711352,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.529362070607,0.06,IF,1,F,22
N20,LEFT,LEFT,0,1.8293762359,0.01,IF,1,F,22
N20,LEFT,LEFT,0,0.619186807191,0.01,IF,1,F,22
N20,LEFT,LEFT,1,0.67538792541,0.01,IF,1,F,22
N20,LEFT,LEFT,1,1.16043041012,0.01,IF,1,F,22
N20,LEFT,LEFT,1,0.629274063453,0.01,IF,1,F,22
N20,RIGHT,LEFT,1,0.381595699699,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,0.812640942226,0.06,IF,1,F,22
N20,LEFT,RIGHT,1,0.677492814895,0.06,IF,0,F,22
N20,LEFT,LEFT,1,0.62914634787,0.11,IF,1,F,22
N20,LEFT,LEFT,1,0.670966804202,0.11,IF,1,F,22
N20,LEFT,LEFT,1,1.2124965582,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.587694816059,0.06,IF,1,F,22
N20,RIGHT,LEFT,0,2.06056563504,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,1.1787671264,0.06,IF,1,F,22
N20,LEFT,LEFT,1,1.2937814169,0.06,IF,1,F,22
N20,RIGHT,LEFT,0,2.32918252918,0.01,IF,0,F,22
N20,LEFT,LEFT,1,0.970897627296,0.06,IF,1,F,22
N20,RIGHT,LEFT,1,1.01899804984,0.06,IF,0,F,22
N20,RIGHT,RIGHT,1,0.668768616917,0.11,IF,1,F,22
N20,RIGHT,RIGHT,1,0.679125242052,0.11,IF,1,F,22
N20,RIGHT,RIGHT,1,0.317119236861,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.640716697788,0.06,IF,1,F,22
N20,LEFT,RIGHT,1,0.585748077719,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,0.437642648933,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.506182686193,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,0.508930989192,0.01,IF,1,F,22
N20,LEFT,RIGHT,1,0.462616024946,0.01,IF,0,F,22
N20,LEFT,LEFT,1,0.518854689843,0.06,IF,1,F,22
N20,LEFT,RIGHT,1,0.712549180433,0.06,IF,0,F,22
N20,LEFT,LEFT,1,0.76707861817,0.11,IF,1,F,22
N20,LEFT,LEFT,1,0.429217117606,0.11,IF,1,F,22
N20,RIGHT,RIGHT,1,0.450059790222,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.454021818005,0.06,IF,1,F,22
N20,LEFT,RIGHT,1,0.562381244381,0.01,IF,0,F,22
N20,LEFT,LEFT,1,0.95364777348,0.06,IF,1,F,22
N20,LEFT,LEFT,0,1.81259429333,0.06,IF,1,F,22
N20,RIGHT,LEFT,0,1.06232264882,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,0.977303317981,0.06,IF,1,F,22
N20,RIGHT,RIGHT,1,0.63389685587,0.06,IF,1,F,22
N20,LEFT,RIGHT,0,1.22915106959,0.01,IF,0,F,22
N20,LEFT,RIGHT,0,0.727460331342,0.06,IF,0,F,22
N20,LEFT,LEFT,1,0.554229348782,0.11,IF,1,F,22
N20,LEFT,LEFT,1,0.545909915294,0.11,IF,1,F,22
N20,RIGHT,RIGHT,1,0.443628499517,0.06,IF,1,F,22
N20,RIGHT,RIGHT,0,0.966767208301,0.06,IF,1,F,22
N20,LEFT,RIGHT,0,1.3357824955,0.01,IF,0,F,22
N20,LEFT,LEFT,1,0.545901381935,0.06,IF,1,F,22
N20,LEFT,LEFT,1,0.77723983,0.06,IF,1,F,22
N20,RIGHT,RIGHT,0,1.22084642726,0.01,IF,1,F,22
N20,LEFT,RIGHT,0,0.727338304685,0.01,IF,0,F,22
N20,LEFT,LEFT,0,0.712492291583,0.06,IF,1,F,22
N20,LEFT,LEFT,1,2.06052325276,0.06,IF,1,F,22
N20,RIGHT,LEFT,0,1.84399583121,0.01,IF,0,F,22
N20,RIGHT,RIGHT,1,2.23299107072,0.06,IF,1,F,22
N20,LEFT,LEFT,1,3.07939387148,0.06,IF,1,F,22
N20,RIGHT,LEFT,1,0.620610736543,0.01,IF,0,F,22
N20,LEFT,LEFT,1,0.479065167368,0.06,IF,1,F,22
N20,RIGHT,LEFT,1,0.75418844563,0.06,IF,0,F,22
N20,RIGHT,RIGHT,1,0.687722293369,0.11,IF,1,F,22
N20,LEFT,LEFT,1,0.627242560673,0.11,IF,1,F,22
N20,RIGHT,RIGHT,1,0.544074110279,0.06,IF,1,F,22
N20,RIGHT,RIGHT,0,0.671011461993,0.06,IF,1,F,22
N20,LEFT,RIGHT,1,1.26891812094,0.01,IF,0,F,22
N20,LEFT,RIGHT,1,0.903394674708,0.06,IF,0,F,22
N20,LEFT,LEFT,1,2.14589557931,0.11,IF,1,F,22
N20,LEFT,RIGHT,1,0.916946465266,0.11,IF,0,F,22
N20,LEFT,RIGHT,1,0.704334706999,0.16,IF,0,F,22
N20,LEFT,RIGHT,1,0.537411566183,0.21,IF,0,F,22
N20,RIGHT,RIGHT,1,0.391801284801,0.26,IF,1,F,22
N20,RIGHT,RIGHT,1,0.337194478139,0.26,IF,1,F,22
N20,RIGHT,RIGHT,1,0.368852300511,0.21,IF,1,F,22
N20,LEFT,LEFT,1,1.01252380805,0.21,IF,1,F,22
N20,RIGHT,LEFT,1,0.754243912292,0.16,IF,0,F,22
N20,LEFT,LEFT,1,0.262580128037,0.21,IF,1,F,22
N20,LEFT,LEFT,1,0.335586797679,0.21,IF,1,F,22
N20,LEFT,LEFT,1,0.360720315948,0.16,IF,1,F,22
N20,RIGHT,RIGHT,1,0.562564142223,0.16,IF,1,F,22
