Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Coherence,Condition,Training
1,2,1,3,0.47555778800006,0.74274904899994,0.05,0,0
1,2,2,3,0.264435821999996,0.124821840000095,0.06,0,0
1,1,1,3,0.247951151000052,0.205005354999685,0.06,0,0
1,2,2,3,5.78190875199971,5.37364330400032,0.05,0,0
1,1,1,3,0.35963795600037,0.215750001999822,0.05,0,0
1,2,2,3,0.254950669000209,0.243911866999952,0.03,0,0
1,1,1,3,0.274325783999757,0.310610044999976,0.03,0,0
1,1,1,3,0.282483568999851,0.222028734000105,0.02,0,0
1,1,2,3,0.253100613000242,0.242081968999628,0.02,0,0
1,2,2,2,0.344048534000194,0.248996744000124,0.04,0,0
1,2,2,3,0.550657374999901,0.143329708000238,0.04,0,0
1,1,1,3,0.29396215099996,0.248804327000016,0.03,0,0
1,1,2,3,0.407198358000187,0.19807466300017,0.03,0,0
1,2,2,3,0.322054067999943,0.180419410000013,0.04,0,0
1,2,2,3,0.157871986000373,0.182846752999922,0.04,0,0
1,2,2,3,0.267422219000309,0.175793732999864,0.03,0,0
1,2,1,3,0.0408780210000259,0.262752265000017,0.03,0,0
1,1,1,3,0.204617186999712,0.22772483899962,0.04,0,0
1,2,1,3,0.810558227000001,0.216282272999706,0.04,0,0
1,2,1,3,0.000122243000078015,0.270395645000008,0.05,0,0
1,2,2,3,0.0675433430001249,0.208040778000395,0.06,0,0
