Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Congruency,Accuracy
24,L,L,216.14,0.404,3.159,Incongr,1
24,L,L,221.95,0.517,2.642,Incongr,1
24,R,R,201.39,0.519,3.332,Congr,1
24,R,R,189.58,0.461,2.38,Neutr,1
24,R,R,154.02,0.973,4.785,Neutr,1
24,L,L,198.09,0.49,3.255,Congr,1
24,R,R,221.54,0.465,4.113,Neutr,1
24,R,R,212.7,0.512,5.058,Neutr,1
24,L,L,164.18,0.507,3.246,Congr,1
24,R,R,183.07,0.465,4.32,Incongr,1
24,R,R,208.18,0.389,2.576,Neutr,1
24,L,L,173.41,0.405,2.935,Neutr,1
24,L,L,211.99,0.476,3.876,Incongr,1
24,R,R,215.59,0.654,2.041,Incongr,1
24,R,R,203.55,0.421,3.571,Incongr,1
24,R,R,206.33,0.47,3.025,Congr,1
24,L,R,139.82,0.577,2.999,Congr,0
24,L,L,210.57,0.407,2.721,Congr,1
24,L,L,191.74,0.459,3.499,Incongr,1
24,L,L,214.05,0.628,4.098,Neutr,1
24,L,L,169.86,0.481,5.486,Incongr,1
24,L,L,195.08,0.436,4.206,Neutr,1
24,R,R,206.3,0.483,1.875,Incongr,1
24,L,L,162.49,0.449,4.928,Congr,1
24,R,R,172.8,0.406,3.715,Incongr,1
24,L,L,212.01,0.371,2.996,Congr,1
24,R,R,167.64,0.417,3.003,Congr,1
24,R,R,185.31,0.386,2.981,Congr,1
24,R,R,191.28,0.409,3.028,Congr,1
24,R,R,198.33,0.429,5.085,Incongr,1
24,L,L,164.57,0.542,2.945,Congr,1
24,L,L,179.96,0.425,2.835,Neutr,1
24,R,R,189.73,0.473,4.408,Neutr,1
24,R,R,201.43,0.433,3.789,Congr,1
24,L,L,198.16,0.515,3.968,Incongr,1
24,L,L,181.68,0.461,2.614,Congr,1
24,L,L,213.93,0.401,3.193,Neutr,1
24,L,L,202.08,0.82,3.773,Congr,1
24,R,R,181.5,0.429,2.085,Incongr,1
24,L,L,211.92,0.401,2.338,Neutr,1
24,R,R,202.73,0.354,3.171,Incongr,1
24,L,L,187.36,0.51,3.853,Congr,1
24,L,L,202.37,0.423,2.125,Incongr,1
24,R,R,185.5,0.394,4.461,Neutr,1
24,R,R,171.01,0.453,5.031,Neutr,1
24,R,R,174.99,0.376,3.247,Incongr,1
24,L,L,219.1,0.405,3.519,Incongr,1
24,L,L,207.48,0.377,3.108,Incongr,1
24,L,L,189.52,0.367,6.396,Congr,1
24,L,L,178.66,0.41,3.571,Incongr,1
24,L,L,184.92,0.45,3.637,Incongr,1
24,L,L,203.68,0.473,3.551,Neutr,1
24,R,R,191.79,0.459,4.032,Incongr,1
24,R,R,164.23,0.449,2.368,Congr,1
24,R,R,215.1,0.403,2.914,Congr,1
24,L,L,201.78,0.377,3.304,Neutr,1
24,R,R,201.1,0.492,2.754,Neutr,1
24,R,R,202.2,0.392,2.948,Congr,1
24,L,L,193.13,0.407,2.698,Congr,1
24,R,R,198.36,0.658,5.259,Incongr,1
24,L,L,197.48,0.442,5.875,Incongr,1
24,R,R,193.52,0.417,3.625,Neutr,1
24,R,R,187.88,0.594,3.693,Congr,1
24,R,R,199.08,0.662,2.14,Congr,1
24,R,R,182.58,0.389,2.775,Neutr,1
24,L,L,210.17,0.462,4.824,Neutr,1
24,R,R,216.43,0.417,2.065,Congr,1
24,L,L,200.33,0.391,4.98,Neutr,1
24,R,R,212.81,0.368,4.363,Neutr,1
24,R,R,199,0.448,5.397,Incongr,1
24,L,L,206.26,0.386,2.673,Congr,1
24,R,R,184.3,0.538,5.122,Neutr,1
24,R,R,196.09,0.361,5.172,Incongr,1
24,L,L,193.18,0.447,2.838,Incongr,1
24,L,L,228.33,0.381,4.325,Congr,1
24,L,L,165.38,0.455,7.897,Incongr,1
24,R,R,180.98,0.407,3.911,Incongr,1
24,L,L,184.12,0.406,3.521,Congr,1
24,R,R,206.81,0.466,3.459,Neutr,1
24,R,R,218.16,0.367,4.18,Neutr,1
24,L,L,203.14,0.485,3.689,Neutr,1
24,R,R,199.59,0.359,2.671,Congr,1
24,R,L,119.8,0.38,3.628,Incongr,0
24,R,R,195.51,0.432,1.762,Congr,1
24,L,L,207.09,0.463,4.994,Neutr,1
24,L,L,215.63,0.396,2.794,Incongr,1
24,R,R,185.8,0.375,4.446,Neutr,1
24,R,R,209.67,0.39,3.942,Neutr,1
24,L,L,198.94,0.406,4.077,Neutr,1
24,L,L,194.56,0.454,3.716,Congr,1
25,R,R,169.43,0.528,6.752,Congr,1
25,L,L,103.28,0.471,3.224,Congr,1
25,L,L,185.61,0.414,3.146,Congr,1
25,R,R,156.13,0.509,4.108,Incongr,1
25,R,R,178.47,0.486,2.495,Congr,1
25,L,L,150.28,0.461,2.741,Incongr,1
25,R,R,256.04,0.403,3.767,Neutr,1
25,L,L,158.41,0.367,2.859,Neutr,1
25,R,R,194.16,0.376,2.374,Neutr,1
25,L,L,224.94,0.341,2.073,Neutr,1
25,L,L,208.81,0.322,3.339,Congr,1
25,R,L,92.88,0.379,2.319,Congr,0
25,L,L,197.86,0.338,2.458,Neutr,1
25,L,L,154.18,0.441,1.911,Incongr,1
25,R,L,126.18,0.403,2.461,Neutr,0
25,R,R,149.05,0.395,3.248,Incongr,1
25,L,L,179.37,0.421,2.775,Congr,1
25,L,L,148.53,0.421,2.164,Neutr,1
25,R,R,170.36,0.359,2.69,Congr,1
25,L,L,168.84,0.381,2.044,Neutr,1
25,L,L,205.85,0.358,2.118,Neutr,1
25,R,R,153.79,0.387,3.021,Congr,1
25,R,R,130.86,0.396,2.791,Incongr,1
25,R,R,141.22,0.415,2.081,Congr,1
25,L,L,141.96,0.409,4.482,Neutr,1
25,L,L,135.22,0.438,3.373,Congr,1
25,L,L,143.67,0.429,2.338,Incongr,1
25,R,R,140.54,0.369,3.523,Neutr,1
25,R,R,154.1,0.383,2.362,Congr,1
25,R,R,134.47,0.384,3.31,Congr,1
25,R,R,161.98,0.348,4.725,Neutr,1
25,R,R,134.11,0.385,1.711,Incongr,1
25,L,L,215.64,0.421,2.839,Incongr,1
25,L,L,170.27,0.419,2.888,Congr,1
25,R,R,214.35,0.431,4.662,Neutr,1
25,R,R,219.75,0.367,2.076,Neutr,1
25,R,R,202.43,0.409,2.132,Incongr,1
25,R,R,160.71,0.34,2.388,Congr,1
25,L,L,172.26,0.333,1.848,Congr,1
25,R,R,79.15,0.598,2.549,Incongr,1
25,R,R,187.54,0.425,4,Neutr,1
25,L,L,189.04,0.439,2.478,Incongr,1
25,R,R,182.19,0.434,1.202,Incongr,1
25,L,L,192.54,0.458,3.12,Incongr,1
25,L,L,146.94,0.328,2.016,Congr,1
25,L,L,159.54,0.411,1.733,Neutr,1
25,L,L,165.57,0.422,2.698,Incongr,1
25,L,L,243.1,0.311,2.444,Congr,1
25,L,R,115.71,0.324,2.661,Incongr,0
25,L,L,144.78,0.365,3.557,Congr,1
25,R,R,233.83,0.33,2.94,Incongr,1
25,L,L,254.92,0.279,3.373,Neutr,1
25,L,R,86.28,0.37,1.929,Incongr,0
25,L,L,185.14,0.395,2.83,Congr,1
25,L,L,169.74,0.399,2.052,Congr,1
25,R,R,237.94,0.303,2.924,Congr,1
25,R,R,171.8,0.344,4.426,Neutr,1
25,R,R,159.77,0.391,1.564,Congr,1
25,R,L,100.6,0.334,2.699,Incongr,0
25,L,L,117.81,0.531,2.332,Neutr,1
25,R,R,159.03,0.452,1.95,Incongr,1
25,L,L,165.84,0.48,1.71,Incongr,1
25,R,R,181.42,0.323,1.889,Congr,1
25,R,R,166.78,0.489,3.165,Neutr,1
25,L,L,176.04,0.413,2.853,Incongr,1
25,R,R,118.56,0.692,1.622,Incongr,1
25,R,R,110.58,0.447,2.562,Incongr,1
25,L,L,164.88,0.443,3.407,Incongr,1
25,R,R,165.56,0.393,2.435,Neutr,1
25,R,R,135.2,0.453,4.15,Neutr,1
25,L,L,187.12,0.4,2.392,Neutr,1
25,L,L,193.22,0.321,3.196,Neutr,1
25,L,L,206.85,0.431,4.568,Incongr,1
25,R,R,204.8,0.408,2.573,Incongr,1
25,R,R,204.9,0.399,2.009,Neutr,1
25,R,R,200.32,0.359,2.34,Congr,1
25,L,L,161.97,0.449,2.893,Neutr,1
25,L,L,144.37,0.381,1.919,Congr,1
25,R,R,161.91,0.356,1.455,Incongr,1
25,L,L,170.84,0.372,1.701,Incongr,1
25,R,R,179.68,0.343,1.458,Congr,1
25,L,L,149.98,0.34,2.464,Neutr,1
25,L,L,156.54,0.387,2.856,Neutr,1
25,R,R,59.98,0.549,1.351,Incongr,1
25,R,R,142.77,0.439,2.365,Congr,1
25,L,L,131.15,0.461,2.702,Neutr,1
25,R,R,217.31,0.311,3.642,Incongr,1
25,R,R,205.58,0.41,1.389,Neutr,1
25,L,L,210.88,0.398,2.697,Congr,1
25,L,L,163.2,0.346,2.822,Neutr,1
25,R,R,155.24,0.397,3.118,Congr,1
25,L,L,127.02,0.374,1.434,Incongr,1
25,R,R,211.65,0.368,1.965,Congr,1
25,L,L,144.17,0.36,3.13,Congr,1
25,R,R,166.49,0.412,1.782,Incongr,1
25,L,L,126.58,0.388,1.845,Neutr,1
25,L,R,60.02,0.319,1.49,Congr,0
25,L,L,116.06,0.473,4.844,Incongr,1
25,L,L,175.43,0.392,2.539,Congr,1
25,R,R,184.21,0.456,2.385,Incongr,1
25,L,L,187.96,0.394,1.812,Congr,1
25,L,L,195.43,0.444,1.619,Incongr,1
25,L,L,207.03,0.409,1.947,Neutr,1
25,R,R,214.43,0.635,2.641,Incongr,1
25,L,L,131.78,0.48,1.628,Congr,1
25,R,R,180.12,0.411,2.573,Congr,1
25,R,R,165.23,0.396,3.396,Incongr,1
25,L,L,246.53,0.367,2.296,Neutr,1
25,L,L,181.9,0.45,2.294,Congr,1
25,R,R,142.77,0.415,2.713,Congr,1
25,R,R,161.27,0.405,1.819,Neutr,1
25,L,L,149.37,0.448,2.954,Incongr,1
25,L,R,76.02,0.423,2.258,Congr,0
25,R,R,181.46,0.373,2.566,Congr,1
25,R,R,72.9,0.662,1.569,Congr,1
25,R,L,74.16,0.363,2.603,Neutr,0
25,L,L,181.58,0.376,1.808,Incongr,1
25,L,L,161.61,0.436,1.971,Neutr,1
25,R,R,207.26,0.356,2.23,Incongr,1
25,R,R,181.97,0.406,3.608,Neutr,1
25,R,R,146.95,0.383,2.293,Neutr,1
25,L,L,191.71,0.384,3.25,Congr,1
25,R,R,176.55,0.441,2.864,Incongr,1
25,R,R,205.79,0.376,3.858,Neutr,1
25,R,R,116.34,0.402,1.77,Congr,1
25,L,L,195.56,0.428,1.469,Neutr,1
25,R,R,149.19,0.418,1.532,Neutr,1
25,L,L,165.18,0.432,2.453,Incongr,1
25,L,L,159.61,0.346,3.243,Neutr,1
25,R,R,166.3,0.434,3.222,Neutr,1
25,R,L,57.56,0.318,1.106,Incongr,0
25,L,L,191.97,0.452,2.544,Incongr,1
25,R,R,195.13,0.423,2.168,Incongr,1
25,L,L,163.79,0.415,2.582,Congr,1
25,L,L,128.16,0.584,4.186,Incongr,1
25,R,R,163.34,0.394,2.275,Congr,1
25,L,L,248.98,0.444,1.279,Neutr,1
25,R,R,257.3,0.318,2.583,Neutr,1
25,R,R,117.18,0.456,3.644,Neutr,1
25,R,R,224.36,0.318,1.963,Congr,1
25,L,L,233.86,0.399,1.357,Congr,1
25,L,L,188.89,0.411,1.921,Incongr,1
25,R,R,255.09,0.32,2.29,Neutr,1
25,L,L,207.66,0.435,3.226,Incongr,1
25,L,L,203.27,0.36,2.193,Neutr,1
25,L,L,234.35,0.339,2.717,Neutr,1
25,L,L,142.54,0.504,1.768,Congr,1
25,L,L,160.12,0.392,3.17,Neutr,1
25,L,L,132.7,0.41,4.688,Congr,1
25,L,L,126.9,0.554,2.912,Incongr,1
25,R,R,224.17,0.357,1.963,Congr,1
25,L,L,192.27,0.478,2.907,Incongr,1
25,R,R,181.94,0.412,2.406,Congr,1
25,R,R,159.27,0.44,1.661,Incongr,1
25,R,R,121.74,0.434,2.37,Incongr,1
25,L,L,158.79,0.443,2.52,Incongr,1
25,L,L,179.59,0.411,3.141,Congr,1
25,L,L,145.02,0.366,1.346,Neutr,1
25,R,R,268.34,0.348,1.004,Neutr,1
25,R,R,145.73,0.402,2.404,Incongr,1
25,L,L,259.49,0.336,2.581,Congr,1
25,L,R,32.04,0.258,1.311,Incongr,0
25,R,R,218.32,0.321,2.679,Neutr,1
25,R,L,145.74,0.362,1.618,Neutr,0
25,R,L,81.94,0.385,1.298,Incongr,0
25,R,R,174.62,0.439,2.397,Neutr,1
25,R,R,219.54,0.344,4.142,Congr,1
25,R,R,239.23,0.354,1.99,Neutr,1
25,L,L,233.44,0.418,1.935,Neutr,1
25,R,R,245.3,0.307,2.255,Congr,1
25,L,L,232.34,0.398,2.273,Congr,1
25,L,L,170.46,0.422,1.134,Neutr,1
25,R,R,216.52,0.329,2.586,Congr,1
25,L,L,211.5,0.319,1.95,Congr,1
25,L,L,162.81,0.418,1.661,Neutr,1
25,R,R,223.11,0.316,1.757,Neutr,1
25,L,L,150.71,0.372,1.474,Neutr,1
25,L,L,143.69,0.516,2.308,Congr,1
25,R,R,233.15,0.368,2.519,Congr,1
25,L,L,174.37,0.383,1.948,Incongr,1
25,R,R,227.5,0.345,1.068,Neutr,1
25,R,R,257.32,0.282,1.856,Neutr,1
25,L,L,182.14,0.425,2.218,Incongr,1
25,L,L,178.19,0.43,1.618,Congr,1
25,L,R,22.29,0.311,1.53,Neutr,0
25,L,L,222.54,0.325,2.028,Incongr,1
25,L,L,208.17,0.383,1.572,Congr,1
25,L,L,196.91,0.339,1.962,Incongr,1
25,L,L,163.96,0.304,1.722,Congr,1
25,L,L,150.72,0.415,2.705,Neutr,1
25,L,L,134.56,0.455,1.669,Incongr,1
25,R,R,162.57,0.398,3.046,Incongr,1
25,R,R,159.96,0.335,2.068,Congr,1
25,R,R,159.19,0.307,2.891,Congr,1
25,R,R,149.69,0.359,2.148,Neutr,1
25,R,R,209.09,0.336,4.744,Incongr,1
25,R,R,222.5,0.283,2.338,Congr,1
25,L,L,233.87,0.344,1.799,Incongr,1
25,L,R,126.66,0.326,1.254,Incongr,0
25,R,R,130.78,0.459,2.416,Incongr,1
25,R,R,223.62,0.406,2.392,Neutr,1
25,R,L,150.8,0.369,2.347,Incongr,0
25,R,R,190.79,0.408,3.503,Incongr,1
25,L,L,123.35,0.413,2.051,Congr,1
25,R,R,151.64,0.408,1.274,Incongr,1
25,L,L,175.74,0.401,2.239,Neutr,1
25,L,R,127.1,0.378,2.176,Neutr,0
25,R,R,213.39,0.329,2.048,Congr,1
25,L,L,241.17,0.387,1.46,Congr,1
25,R,R,242.74,0.362,1.742,Congr,1
25,R,R,164.36,0.399,2.956,Neutr,1
25,R,R,138.87,0.344,2.04,Neutr,1
25,R,R,257.57,0.291,1.516,Congr,1
25,R,R,213.81,0.313,1.8,Incongr,1
25,R,R,174.04,0.402,2.528,Incongr,1
25,L,L,173.42,0.42,1.751,Incongr,1
26,L,L,22.45,0.508,14.124,Neutr,1
26,R,R,120.39,0.442,3.139,Congr,1
26,L,L,46.08,0.515,3.11,Incongr,1
26,L,L,249.69,0.416,4.61,Congr,1
26,L,L,276.2,0.466,3.794,Congr,1
26,R,L,10.72,0.428,4.799,Incongr,0
26,L,L,242.18,0.434,1.814,Congr,1
26,R,R,167.32,0.444,6.594,Neutr,1
26,R,R,270.75,0.447,4.886,Neutr,1
26,L,L,240.81,0.424,2.201,Incongr,1
26,R,R,94.43,0.571,4.296,Incongr,1
26,L,L,144.09,0.551,3.598,Incongr,1
26,R,R,273.32,0.512,2.461,Incongr,1
26,L,L,348.7,0.49,3.278,Neutr,1
26,R,R,307.99,0.471,5.164,Neutr,1
26,R,R,101.2,0.615,2.126,Neutr,1
26,L,L,287.1,0.356,2.381,Neutr,1
26,R,R,331.27,0.417,3.639,Congr,1
26,L,L,236.75,0.421,2.504,Congr,1
26,L,L,264.98,0.462,2.173,Incongr,1
26,R,R,67.94,0.53,1.58,Incongr,1
26,R,L,16.26,0.404,3.494,Neutr,0
26,L,L,255.68,0.473,2.036,Neutr,1
26,L,L,303.53,0.456,2.99,Congr,1
26,R,R,69.89,0.546,3.992,Incongr,1
26,R,R,89.5,0.651,4.685,Neutr,1
26,L,L,269.21,0.408,2.045,Neutr,1
26,R,R,210.72,0.474,2.065,Neutr,1
26,R,R,51.62,0.517,2.284,Incongr,1
26,L,L,250.18,0.46,2.384,Neutr,1
26,R,R,269.64,0.377,2.007,Congr,1
26,R,R,300.21,0.364,3.887,Congr,1
26,L,L,276.4,0.461,3.549,Incongr,1
26,R,R,269.56,0.57,1.899,Congr,1
26,R,R,234.09,0.451,3.134,Incongr,1
26,L,L,321.13,0.374,3.744,Incongr,1
26,L,L,328.51,0.427,3.135,Incongr,1
26,L,L,305.61,0.416,2.324,Incongr,1
26,R,R,228.99,0.503,2.987,Incongr,1
26,L,L,324.95,0.363,4.729,Congr,1
26,L,L,252.33,0.516,2.174,Neutr,1
26,R,R,306.66,0.396,1.834,Congr,1
26,R,R,305.25,0.433,3.168,Incongr,1
26,L,L,342.41,0.283,7.16,Congr,1
26,L,L,36.47,0.522,4.135,Incongr,1
26,R,L,5.5,0.297,1.744,Congr,0
26,R,R,336.51,0.449,1.438,Neutr,1
26,L,L,324.56,0.375,5.751,Neutr,1
26,L,L,311.89,0.367,7.798,Incongr,1
26,L,L,296.21,0.429,2.294,Incongr,1
26,L,L,337.08,0.365,1.452,Neutr,1
26,R,NA,9.14,NA,3.825,Neutr,0
26,R,R,117.59,0.507,2.87,Incongr,1
26,R,R,128.93,0.468,1.732,Congr,1
26,L,R,6.26,0.394,4.538,Incongr,0
26,L,L,316.91,0.463,4.298,Congr,1
26,R,R,93.98,0.456,2.414,Neutr,1
26,R,R,193.43,0.474,1.526,Incongr,1
26,L,L,321.36,0.435,4.195,Neutr,1
26,L,L,318.79,0.378,2.466,Congr,1
26,L,L,336.57,0.44,6.678,Congr,1
26,R,L,18.66,0.375,2.098,Neutr,0
26,R,R,334.25,0.395,3.93,Congr,1
26,R,R,332.66,0.424,2.632,Neutr,1
26,L,L,324.98,0.408,2.231,Neutr,1
26,R,R,298.16,0.362,2.79,Congr,1
26,R,R,304.37,0.441,4.192,Congr,1
26,L,L,293.95,0.425,2.848,Neutr,1
26,R,R,330.09,0.384,1.895,Congr,1
26,R,L,18.24,0.333,4.615,Incongr,0
26,L,L,294.94,0.416,2.055,Congr,1
26,L,L,314.2,0.442,5.301,Congr,1
26,L,L,302.96,0.391,4.326,Neutr,1
26,R,R,285.37,0.487,2.76,Incongr,1
26,L,L,311.94,0.581,4.323,Incongr,1
26,R,R,337.92,0.379,2.033,Neutr,1
26,R,L,8.07,0.401,3.429,Incongr,0
26,L,L,299.97,0.422,3.567,Neutr,1
26,L,L,314.08,0.389,3.651,Neutr,1
26,R,R,282.14,0.521,2.474,Incongr,1
26,L,L,305.04,0.409,2.203,Neutr,1
26,R,R,235.24,0.378,4.08,Neutr,1
26,L,L,314.81,0.362,3.171,Neutr,1
26,L,L,321.8,0.621,3.679,Congr,1
26,L,L,306.32,0.487,4.867,Incongr,1
26,L,L,307.27,0.4,2.825,Neutr,1
26,R,R,312.72,0.584,3.282,Incongr,1
26,R,R,323.3,0.501,5.476,Neutr,1
26,R,R,258.95,0.475,2.918,Incongr,1
26,L,L,332.87,0.425,2.542,Neutr,1
26,R,R,297.73,0.392,2.547,Congr,1
26,L,L,289.19,0.453,2.409,Incongr,1
26,L,L,307.38,0.429,2.634,Neutr,1
26,L,L,337.75,0.402,2.056,Congr,1
26,L,L,304.08,0.432,3.463,Neutr,1
26,L,R,16.63,0.315,2.398,Incongr,0
26,L,L,341.1,0.403,2.192,Congr,1
26,L,L,340.42,0.317,4.468,Congr,1
26,R,R,329.26,0.391,6.8,Congr,1
26,L,L,305.13,0.385,2.864,Congr,1
26,R,R,170.69,0.592,1.924,Incongr,1
26,R,R,66.07,0.618,1.983,Neutr,1
26,L,L,272.16,0.439,2.483,Incongr,1
26,R,R,188.58,0.504,4.507,Incongr,1
26,R,R,331.51,0.406,2.359,Congr,1
26,R,R,314.36,0.471,2.568,Neutr,1
26,R,R,262.84,0.432,2.697,Congr,1
26,R,R,292.53,0.405,2,Congr,1
26,R,R,325.05,0.413,2.1,Neutr,1
26,L,L,195.8,0.428,2.701,Neutr,1
26,L,L,292.08,0.441,3.241,Congr,1
26,L,L,337.35,0.332,3.164,Incongr,1
26,R,R,317.82,0.497,2.297,Incongr,1
26,R,R,335.52,0.412,3.457,Incongr,1
26,L,L,338.36,0.344,3.882,Neutr,1
26,R,R,318.32,0.383,2.823,Neutr,1
26,R,R,297.38,0.435,3.115,Neutr,1
26,L,R,34.32,0.401,2.208,Incongr,0
26,L,L,284.15,0.405,2.222,Congr,1
26,R,R,324.65,0.48,4.542,Congr,1
26,R,R,255.04,0.429,4.13,Congr,1
26,R,R,296.42,0.396,2.809,Congr,1
26,L,L,183.96,0.649,1.642,Congr,1
26,R,R,331.18,0.371,2.924,Congr,1
26,L,L,342.02,0.393,2.72,Congr,1
26,L,R,25.77,0.288,3.41,Incongr,0
26,L,L,291.01,0.331,1.476,Congr,1
26,R,R,350.97,0.365,3.235,Neutr,1
26,L,L,351.36,0.407,2.169,Incongr,1
26,L,L,317.16,0.404,2.269,Incongr,1
26,R,R,253.09,0.414,0.78,Neutr,1
26,R,L,16.95,0.418,1.293,Congr,0
26,R,L,23.64,0.789,1.544,Incongr,0
26,L,L,272.36,0.398,3.611,Neutr,1
26,R,R,313.24,0.488,1.952,Neutr,1
26,L,L,243.86,0.47,2.849,Incongr,1
26,L,L,292.49,0.449,2.855,Incongr,1
26,R,R,245.42,0.458,2.377,Congr,1
26,R,R,329.75,0.411,2.163,Congr,1
26,R,R,267.61,0.45,1.499,Neutr,1
26,R,R,306.66,0.995,4.133,Incongr,1
26,L,L,338.38,0.355,4.918,Congr,1
26,R,R,281.66,0.769,2.488,Incongr,1
26,L,L,343.97,0.413,2.001,Congr,1
26,L,L,307.76,0.469,1.971,Congr,1
26,L,L,327.84,0.491,3.902,Incongr,1
26,R,R,287.86,0.51,2.512,Incongr,1
26,R,R,302.99,0.401,2.057,Congr,1
26,L,L,331,0.346,2.477,Congr,1
26,L,L,335.35,0.479,2.36,Congr,1
26,L,L,320.7,0.408,1.767,Neutr,1
26,L,L,297.58,0.368,2.166,Incongr,1
26,L,L,293.8,0.344,4.48,Neutr,1
26,L,L,316.7,0.421,1.458,Congr,1
26,L,NA,37.41,NA,2.768,Incongr,0
26,R,R,144.34,0.444,2.528,Neutr,1
26,R,R,185.96,0.473,1.72,Neutr,1
26,L,L,271.1,0.36,2.9,Neutr,1
26,L,L,303.07,0.395,1.674,Congr,1
26,L,L,250.9,0.397,3.303,Incongr,1
26,R,R,336.9,0.5,1.351,Incongr,1
26,R,R,238.77,0.487,4.775,Congr,1
26,R,R,229.37,0.613,1.578,Neutr,1
26,L,L,324.36,0.317,1.975,Congr,1
26,R,R,314.05,0.52,1.945,Congr,1
26,L,L,282.29,0.511,6.583,Congr,1
26,R,R,336.43,0.431,2.159,Incongr,1
26,R,R,312.15,0.476,2.283,Congr,1
26,R,R,352.53,0.49,3.564,Neutr,1
26,R,R,333.39,0.437,3.114,Neutr,1
26,R,R,326.31,0.448,1.841,Neutr,1
26,L,L,294.21,0.447,1.845,Incongr,1
26,R,R,311.52,0.507,2.435,Neutr,1
26,R,R,270.93,0.42,2.08,Neutr,1
26,R,R,302.02,0.457,1.582,Incongr,1
26,R,R,175.97,0.553,1.801,Incongr,1
26,R,R,299.24,0.441,3.032,Neutr,1
26,L,L,271.97,0.415,2.017,Congr,1
26,R,R,312.73,0.429,2.356,Congr,1
26,R,R,296.11,0.45,1.661,Incongr,1
26,L,L,334.7,0.4,2.591,Neutr,1
26,L,L,286.11,0.421,1.464,Incongr,1
26,L,L,326.56,0.352,1.634,Neutr,1
26,L,L,317,0.354,2.967,Neutr,1
26,R,R,322.19,0.386,1.436,Congr,1
26,L,L,327.25,0.389,3.871,Incongr,1
26,L,L,318.88,0.338,2.668,Congr,1
26,L,L,273.53,0.408,2.075,Incongr,1
26,R,R,287,0.513,1.56,Incongr,1
26,L,L,302.84,0.339,2.364,Congr,1
26,R,R,310.4,0.453,1.892,Congr,1
26,R,R,284.85,0.399,1.93,Congr,1
26,R,R,295.71,0.508,3.993,Neutr,1
26,R,R,334.33,0.481,3.2,Incongr,1
26,R,R,339.99,0.411,1.882,Congr,1
26,R,R,301.9,0.439,1.586,Incongr,1
26,L,L,308.05,0.514,2.734,Incongr,1
26,L,L,317.21,0.453,1.814,Congr,1
26,L,L,324.69,0.355,2.207,Neutr,1
26,R,L,20.58,0.466,1.381,Incongr,0
26,L,L,306.3,0.363,2.279,Neutr,1
26,L,L,322.46,0.345,1.381,Neutr,1
26,R,R,286.84,0.448,2.123,Congr,1
26,L,L,341.41,0.332,2.836,Neutr,1
26,R,R,255.57,0.554,1.925,Incongr,1
26,L,L,279.12,0.396,1.651,Incongr,1
26,L,L,318.04,0.39,3.268,Congr,1
26,R,R,287.73,0.411,2.316,Incongr,1
26,L,L,345.97,0.371,3.603,Incongr,1
26,L,L,337.35,0.368,2.258,Neutr,1
26,R,R,263.19,0.491,3.68,Neutr,1
26,R,R,265.67,0.463,1.421,Neutr,1
26,L,L,275.82,0.316,1.936,Incongr,1
26,R,R,315.94,0.545,2.206,Congr,1
26,R,R,287.61,0.494,3.962,Congr,1
26,L,L,290.08,0.341,1.547,Neutr,1
27,L,L,275.23,0.458,4.586,Incongr,1
27,R,R,244.34,0.409,3.097,Neutr,1
27,R,R,228.16,0.414,4.746,Incongr,1
27,L,L,168.03,0.348,9.167,Neutr,1
27,R,R,275.5,0.394,3.157,Congr,1
27,L,R,135.02,0.338,5.512,Congr,0
27,L,L,234.31,0.416,5.152,Incongr,1
27,L,L,224.6,0.343,4.849,Neutr,1
27,L,L,203.35,0.418,4.834,Congr,1
27,R,R,183.34,0.32,4.26,Congr,1
27,L,L,184.86,0.611,4.133,Neutr,1
27,R,L,142.54,0.333,6.054,Incongr,0
27,R,R,204.26,0.413,4.464,Neutr,1
27,L,L,222.38,0.342,3.797,Neutr,1
27,L,L,240.8,0.397,2.899,Neutr,1
27,R,R,103.19,0.415,4.535,Congr,1
27,R,R,219.39,0.379,3.501,Congr,1
27,L,L,214.69,0.397,4.711,Incongr,1
27,L,L,211.31,0.357,4.834,Congr,1
27,L,R,142.23,0.305,8.284,Congr,0
27,L,L,212.56,0.343,5.624,Neutr,1
27,L,L,209.83,0.465,4.468,Incongr,1
27,L,L,167.08,0.454,9.266,Incongr,1
27,R,R,195.09,0.63,6.659,Incongr,1
27,L,L,199.99,0.364,4.422,Neutr,1
27,L,L,205.07,0.452,4.516,Incongr,1
27,R,R,198.06,0.42,4.646,Neutr,1
27,R,R,228.91,0.562,4.642,Incongr,1
27,R,R,193.35,0.365,5.107,Congr,1
27,R,R,180.58,0.397,5.449,Incongr,1
27,R,R,237.29,0.574,3.764,Congr,1
27,R,R,203.91,0.418,5.207,Neutr,1
27,R,R,144.17,0.33,8.525,Congr,1
27,R,R,212.28,0.374,3.647,Incongr,1
27,R,R,214.42,0.347,3.546,Neutr,1
27,L,R,109.8,0.313,6.168,Neutr,0
27,R,R,198.78,0.386,4.123,Incongr,1
27,L,L,199.23,0.377,5.497,Congr,1
27,R,R,195.05,0.394,7.615,Neutr,1
27,L,L,219.32,0.436,4.721,Incongr,1
27,L,L,215.84,0.364,8.54,Congr,1
27,L,L,234.51,0.425,4.839,Congr,1
27,L,L,187.28,0.413,3.349,Congr,1
27,L,L,207.98,0.527,6.754,Neutr,1
