Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Accuracy,Trial_in_block
8,0,0,3,1.213,0.893,2,1,20
8,0,0,2,1.467,2.701,2,1,21
8,0,1,3,1.061,0.844,2,0,22
8,0,1,3,1.179,0.704,2,0,23
8,0,1,3,1.291,1.47,2,0,24
8,0,1,3,1.122,0.862,2,0,25
8,0,0,3,1.186,0.987,2,1,26
8,0,0,2,1.543,1.189,2,1,27
8,0,0,4,1.136,1.369,1,1,28
8,0,0,2,1.486,1.155,1,1,29
8,0,1,2,1.308,1.035,1,0,30
8,0,1,2,1.261,0.797,1,0,31
8,0,1,2,2.092,0.592,1,0,32
8,0,0,3,1.102,1.33,1,1,33
8,0,0,2,1.389,0.817,1,1,34
8,0,0,3,1.347,1.281,1,1,35
8,0,1,3,2.817,2.166,1,0,36
8,1,1,3,1.293,0.405,2,1,1
8,1,1,2,1.577,0.474,2,1,2
8,1,1,4,1.029,0.62,2,1,3
8,1,1,4,1.076,0.484,2,1,4
8,1,1,4,1.199,0.546,2,1,5
8,1,0,2,1.491,1.243,2,0,6
8,1,1,2,1.595,0.87,2,1,7
8,1,1,2,1.196,0.601,2,1,8
8,1,1,2,1.264,0.714,2,1,9
8,1,1,4,1.482,1.168,1,1,10
8,1,0,2,1.585,0.468,1,0,11
8,1,1,2,1.075,1.257,1,1,12
8,1,1,2,1.129,0.654,1,1,13
8,1,1,2,1.169,0.555,1,1,14
8,1,1,2,2.21,0.904,1,1,15
8,1,1,2,1.181,0.553,1,1,16
8,1,0,3,1.647,1.184,1,0,17
8,1,1,2,1.117,1.23,1,1,18
8,0,1,2,1.301,1.667,2,0,19
8,0,0,2,2.32,1.116,2,1,20
8,0,0,4,1.061,1.203,2,1,21
8,0,0,4,1.248,0.918,2,1,22
8,0,0,3,1.451,1.029,2,1,23
8,0,0,3,1.021,0.73,2,1,24
8,0,0,2,1.212,0.483,2,1,25
8,0,0,2,1.529,1.104,2,1,26
8,0,0,3,1.034,2.182,2,1,27
8,0,0,3,1.355,0.857,1,1,28
8,0,0,2,1.24,1.906,1,1,29
8,0,0,3,1.208,1.903,1,1,30
8,0,0,2,1.059,0.76,1,1,31
8,0,0,2,1.283,0.891,1,1,32
8,0,0,2,1.24,0.7,1,1,33
8,0,0,2,1.371,1.154,1,1,34
8,0,0,2,1.002,0.676,1,1,35
8,0,0,2,1.234,1.311,1,1,36
8,1,0,2,2.053,0.431,2,0,1
8,1,1,2,1.291,0.559,2,1,2
8,1,1,3,2.837,0.528,2,1,3
8,1,1,3,1.193,1.04,2,1,4
8,1,0,2,1.029,0.403,2,0,5
8,1,1,2,0.986,0.439,2,1,6
8,1,0,4,1.249,1.061,2,0,7
8,1,1,2,1.013,0.63,2,1,8
8,1,1,2,0.981,0.733,2,1,9
8,1,1,4,1.082,1.067,1,1,10
8,1,1,3,1.028,0.843,1,1,11
8,1,0,3,1.407,0.628,1,0,12
8,1,1,3,1.122,0.945,1,1,13
8,1,1,3,1.233,0.499,1,1,14
8,1,1,2,0.96,0.873,1,1,15
8,1,1,2,1.234,0.391,1,1,16
8,1,0,2,0.918,0.682,1,0,17
8,1,1,2,1.745,0.489,1,1,18
8,0,0,3,1.166,1.011,2,1,19
8,0,0,3,1.944,0.822,2,1,20
8,0,1,2,1.227,0.607,2,0,21
8,0,0,2,1.297,0.82,2,1,22
8,0,1,,2.375,0,2,0,23
8,0,0,4,1.144,1.317,2,1,24
8,0,0,2,1.169,0.386,2,1,25
8,0,0,2,1.229,0.989,2,1,26
8,0,0,2,1.883,0.482,2,1,27
8,0,0,2,1.178,0.489,1,1,28
8,0,0,4,1.112,2.053,1,1,29
8,0,0,2,1.235,0.632,1,1,30
8,0,0,2,1.236,1.046,1,1,31
8,0,0,2,1.33,0.387,1,1,32
8,0,0,2,1.292,0.405,1,1,33
8,0,1,3,1.237,1.382,1,0,34
8,0,0,3,1.09,1.251,1,1,35
8,0,0,3,1.294,1.058,1,1,36
8,1,1,2,1.172,1.211,2,1,1
8,1,1,3,1.07,0.363,2,1,2
8,1,1,3,1.187,0.44,2,1,3
8,1,0,3,1.676,0.873,2,0,4
8,1,1,3,1.17,0.905,2,1,5
8,1,1,4,0.988,0.978,2,1,6
8,1,0,2,0.957,0.67,2,0,7
8,1,1,2,1.035,0.648,2,1,8
8,1,1,3,1.043,0.556,2,1,9
8,1,1,4,0.845,0.738,1,1,10
8,1,1,2,0.909,0.778,1,1,11
8,1,1,2,1.257,0.477,1,1,12
8,1,1,3,1.425,0.469,1,1,13
8,1,0,2,1.25,1.93,1,0,14
8,1,1,3,1.026,0.5,1,1,15
8,1,1,2,1.434,0.562,1,1,16
8,1,1,4,0.987,0.697,1,1,17
8,1,1,3,1.186,0.795,1,1,18
8,0,0,3,1.313,1.742,2,1,19
8,0,0,3,1.131,0.436,2,1,20
8,0,0,3,0.988,0.695,2,1,21
8,0,0,3,1.05,0.35,2,1,22
8,0,0,3,1.142,0.406,2,1,23
8,0,0,2,1.04,0.592,2,1,24
8,0,0,2,1.026,0.595,2,1,25
8,0,1,3,1.18,0.437,2,0,26
8,0,0,2,1.265,0.486,2,1,27
8,0,0,2,1.032,0.707,1,1,28
8,0,0,2,1.454,0.609,1,1,29
8,0,0,3,1.468,0.593,1,1,30
8,0,0,2,0.915,1.151,1,1,31
8,0,0,2,0.963,0.603,1,1,32
8,0,1,4,1.318,1.056,1,0,33
8,0,0,3,0.958,1.892,1,1,34
8,0,0,3,1.022,0.479,1,1,35
8,0,0,3,0.868,0.8,1,1,36
8,1,1,2,1.277,0.44,2,1,1
8,1,1,3,1.632,0.394,2,1,2
8,1,1,4,0.952,0.431,2,1,3
8,1,1,4,1.178,2.016,2,1,4
8,1,0,3,1.083,0.528,2,0,5
8,1,1,3,1.744,0.643,2,1,6
8,1,0,3,1.443,1.741,2,0,7
8,1,1,4,0.991,0.442,2,1,8
8,1,1,3,1.074,0.643,2,1,9
8,1,1,3,1.076,0.442,1,1,10
8,1,1,4,1.108,0.666,1,1,11
8,1,1,3,1.046,0.621,1,1,12
8,1,1,4,0.892,0.742,1,1,13
8,1,1,3,1.085,0.814,1,1,14
8,1,1,2,1.271,0.43,1,1,15
8,1,0,3,0.968,0.465,1,0,16
8,1,1,2,1.116,0.434,1,1,17
8,1,0,4,2.445,0.844,1,0,18
8,0,0,4,1.136,0.397,2,1,19
8,0,0,4,1.119,0.398,2,1,20
8,0,0,4,1.026,0.473,2,1,21
8,0,0,4,1.095,0.463,2,1,22
8,0,0,4,1.188,0.575,2,1,23
8,0,0,4,0.984,0.466,2,1,24
8,0,0,3,1.5,0.35,2,1,25
8,0,0,3,1.094,0.639,2,1,26
8,0,0,3,0.941,0.841,2,1,27
8,0,0,3,1.497,0.576,1,1,28
8,0,0,3,1.23,0.521,1,1,29
8,0,1,3,1.12,1.264,1,0,30
8,0,0,3,0.908,0.475,1,1,31
8,0,1,3,0.958,1.636,1,0,32
8,0,0,3,1.03,0.636,1,1,33
8,0,0,2,0.989,0.409,1,1,34
8,0,0,2,1.026,0.542,1,1,35
8,0,0,3,0.991,0.543,1,1,36
8,1,1,4,0.959,0.758,2,1,1
8,1,1,4,1.312,0.984,2,1,2
8,1,1,3,0.98,0.421,2,1,3
8,1,1,4,1.026,0.485,2,1,4
8,1,1,4,0.922,0.662,2,1,5
8,1,0,3,1.44,0.394,2,0,6
8,1,1,2,2.015,0.962,2,1,7
8,1,1,4,0.919,0.43,2,1,8
8,1,1,4,0.969,0.371,2,1,9
8,1,1,3,0.939,0.393,1,1,10
8,1,0,2,1.305,1.124,1,0,11
8,1,1,4,1.471,0.83,1,1,12
8,1,1,3,1.001,0.649,1,1,13
8,1,1,4,0.828,0.965,1,1,14
8,1,0,3,1.342,0.442,1,0,15
8,1,1,2,1.164,0.702,1,1,16
8,1,1,3,0.975,0.508,1,1,17
8,1,1,2,1.662,0.664,1,1,18
8,0,0,4,0.886,0.714,2,1,19
8,0,1,4,1.614,0.902,2,0,20
8,0,0,3,1.474,0.327,2,1,21
8,0,1,3,0.939,0.392,2,0,22
8,0,0,3,0.959,0.374,2,1,23
8,0,0,3,0.921,0.512,2,1,24
8,0,0,3,0.89,0.627,2,1,25
8,0,0,4,0.903,0.431,2,1,26
8,0,0,4,1.163,0.387,2,1,27
8,0,0,4,1.03,1.262,1,1,28
8,0,0,3,0.926,0.372,1,1,29
8,0,0,3,1.27,0.431,1,1,30
8,0,0,3,0.889,0.944,1,1,31
8,0,0,3,0.899,0.418,1,1,32
8,0,0,2,1.012,1.512,1,1,33
8,0,0,3,1.25,0.644,1,1,34
8,0,0,3,1.159,0.689,1,1,35
8,0,0,2,1.242,1.121,1,1,36
9,1,1,4,1.018,2.578,2,1,1
9,1,1,4,0.801,0.3,2,1,2
9,1,0,3,0,0.234,2,0,3
9,1,1,3,0.867,0.417,2,1,4
9,1,1,4,1,0.484,2,1,5
9,1,1,2,1,0.767,2,1,6
9,1,1,4,0.817,0.267,2,1,7
9,1,1,3,0.717,0.35,2,1,8
9,1,1,4,0.85,0.067,2,1,9
9,1,1,4,0.784,0.367,1,1,10
9,1,1,4,0.817,0.3,1,1,11
9,1,1,3,0.817,0.934,1,1,12
9,1,1,3,0.851,1.734,1,1,13
9,1,1,3,0.984,0.35,1,1,14
9,1,1,2,0.784,0.117,1,1,15
9,1,1,4,0.801,1.317,1,1,16
9,1,1,3,0.834,1.15,1,1,17
9,1,1,3,0.834,0.417,1,1,18
9,0,0,4,1,0.767,2,1,19
9,0,1,4,1.401,0.2,2,0,20
9,0,0,4,0.934,0.217,2,1,21
9,0,1,2,1.351,0.65,2,0,22
9,0,0,4,0.884,0.717,2,1,23
9,0,1,3,1.067,0.967,2,0,24
9,0,0,3,0.834,0.517,2,1,25
9,0,0,3,0.867,0.384,2,1,26
9,0,0,4,0.95,0.25,2,1,27
9,0,0,2,0.85,0.334,1,1,28
9,0,1,3,2.118,0.334,1,0,29
9,0,0,3,1.084,0.567,1,1,30
9,0,0,2,0.95,0.734,1,1,31
9,0,0,2,0.8,0.417,1,1,32
9,0,1,4,1.134,0.884,1,0,33
9,0,0,4,0.934,0.567,1,1,34
9,0,1,4,0.984,1.017,1,0,35
9,0,0,3,1.3,0.467,1,1,36
9,1,1,4,1.401,0.65,2,1,1
9,1,1,3,0.851,0.117,2,1,2
9,1,1,3,0.667,0.034,2,1,3
9,1,1,3,0.784,0.134,2,1,4
9,1,1,4,0.801,0.25,2,1,5
9,1,1,3,0.784,0.517,2,1,6
9,1,1,4,1.151,1.329,2,1,7
9,1,1,4,0.801,0.6,2,1,8
9,1,1,3,1.117,0.35,2,1,9
9,1,1,3,1.23,0.3,1,1,10
9,1,1,3,1.234,0.634,1,1,11
9,1,1,3,1.084,1.25,1,1,12
9,1,1,2,0.834,0.734,1,1,13
9,1,1,3,0.834,0.267,1,1,14
9,1,1,3,0.867,1.134,1,1,15
9,1,1,3,0.817,0.217,1,1,16
9,1,1,3,0.784,0.917,1,1,17
9,1,1,3,0.881,0.317,1,1,18
9,0,1,3,1.9,0.417,2,0,19
9,0,0,3,1.301,0.467,2,1,20
9,0,0,3,2.401,0.367,2,1,21
9,0,0,3,2.551,0.3,2,1,22
9,0,1,4,1.484,0.134,2,0,23
9,0,0,4,1.567,0.334,2,1,24
9,0,0,4,1.017,0.25,2,1,25
9,0,0,3,1.118,0.534,2,1,26
9,0,1,4,1.584,0.267,2,0,27
9,0,0,3,0.967,0.634,1,1,28
9,0,0,4,0.834,0.1,1,1,29
9,0,1,3,1.217,0.367,1,0,30
9,0,0,3,1.1,0.267,1,1,31
9,0,0,3,1.05,1.475,1,1,32
9,0,1,3,1.051,0.85,1,0,33
9,0,0,3,1.068,0.1,1,1,34
9,0,1,3,0.897,0.367,1,0,35
9,0,0,3,0.901,0.35,1,1,36
9,1,1,4,2.717,0.384,2,1,1
9,1,1,4,0.817,0.05,2,1,2
9,1,1,4,0.95,0.234,2,1,3
9,1,1,4,0.801,0.317,2,1,4
9,1,1,4,1.585,0.25,2,1,5
9,1,1,3,0.867,0.634,2,1,6
9,1,1,3,0.901,0.334,2,1,7
9,1,1,3,1.768,0.334,2,1,8
9,1,1,4,1.1,0.817,2,1,9
9,1,1,4,0.767,0.3,1,1,10
9,1,1,3,0.851,0.25,1,1,11
9,1,1,2,0.901,1.067,1,1,12
9,1,1,3,2.034,0.25,1,1,13
9,1,1,3,0.867,1.084,1,1,14
9,1,1,3,0.817,0.317,1,1,15
9,1,1,3,0.967,0.367,1,1,16
9,1,1,3,0.801,0.7,1,1,17
9,1,1,3,0.784,0.317,1,1,18
9,0,0,4,0.934,0.684,2,1,19
9,0,0,4,0.867,0.717,2,1,20
9,0,0,4,0.85,0.017,2,1,21
9,0,0,4,0.901,0.184,2,1,22
9,0,0,4,0.917,0.067,2,1,23
9,0,0,3,0.784,0.35,2,1,24
9,0,0,4,0.8,0.267,2,1,25
9,0,0,4,0.9,0.317,2,1,26
9,0,1,3,1.367,0.133,2,0,27
9,0,0,3,0.917,0.25,1,1,28
9,0,0,3,1.151,0.984,1,1,29
9,0,0,3,0.851,0.35,1,1,30
9,0,0,3,0.884,0.117,1,1,31
9,0,0,3,1.618,0.7,1,1,32
9,0,1,3,2.184,0.05,1,0,33
9,0,0,3,1.084,0.267,1,1,34
9,0,0,4,1.001,0.267,1,1,35
9,0,0,4,1.017,0.317,1,1,36
9,1,1,4,1.15,0.1,2,1,1
9,1,1,4,0.767,0.317,2,1,2
9,1,1,3,0.834,0.317,2,1,3
9,1,1,4,1.067,0.517,2,1,4
9,1,1,2,0.9,0.184,2,1,5
9,1,1,3,0.717,0.15,2,1,6
9,1,1,4,0.801,0.234,2,1,7
9,1,1,4,0.814,0.217,2,1,8
9,1,1,4,0.7,0.167,2,1,9
9,1,1,2,0.968,0.4,1,1,10
9,1,1,3,0.784,0.234,1,1,11
9,1,1,2,0.785,0.1,1,1,12
9,1,1,4,0.801,0.984,1,1,13
9,1,1,4,0.767,0.017,1,1,14
9,1,1,4,0.767,0.2,1,1,15
9,1,1,4,0.684,0.301,1,1,16
9,1,1,3,0.717,0.134,1,1,17
9,1,0,3,1.15,0.283,1,0,18
9,0,0,4,0.884,0.1,2,1,19
9,0,0,4,0.934,0.167,2,1,20
9,0,1,2,1.35,0.884,2,0,21
9,0,0,3,1.8,0.2,2,1,22
9,0,0,2,0.817,0.184,2,1,23
9,0,0,4,1.101,0.05,2,1,24
9,0,0,4,1.134,0.2,2,1,25
9,0,0,4,0.834,0.25,2,1,26
9,0,0,4,0.867,0.234,2,1,27
9,0,0,4,0.9,0.067,1,1,28
9,0,0,3,0.784,0.5,1,1,29
9,0,0,4,0.834,0.2,1,1,30
9,0,0,3,0.8,0.367,1,1,31
9,0,0,4,0.8,0.234,1,1,32
9,0,0,3,0.767,0.55,1,1,33
9,0,0,4,1.318,0.4,1,1,34
9,0,0,3,0.984,0.201,1,1,35
9,0,0,2,0.8,0.384,1,1,36
9,1,1,4,0.634,0.134,2,1,1
9,1,1,2,0.717,0.234,2,1,2
9,1,1,4,1.084,0.134,2,1,3
9,1,1,4,0.767,0.334,2,1,4
9,1,1,4,0.817,1.05,2,1,5
9,1,1,3,1.434,0.234,2,1,6
9,1,0,2,1.401,0.684,2,0,7
9,1,1,3,0.701,0.45,2,1,8
9,1,1,3,0.7,0.184,2,1,9
9,1,1,2,0.717,0.7,1,1,10
9,1,1,3,0.667,0.45,1,1,11
9,1,1,3,0.734,0.1,1,1,12
9,1,1,2,0.717,0.517,1,1,13
9,1,1,2,0.718,0.1,1,1,14
9,1,1,3,0.767,0.117,1,1,15
9,1,1,3,0.617,0.2,1,1,16
9,1,1,3,0.65,0.217,1,1,17
9,1,1,4,0.65,0.334,1,1,18
9,0,0,4,1.518,0.134,2,1,19
9,0,0,4,0.734,0.234,2,1,20
9,0,0,4,0.867,0.267,2,1,21
9,0,1,3,2.017,0.25,2,0,22
9,0,0,4,1.234,0.084,2,1,23
9,0,0,3,0.967,0.284,2,1,24
9,0,0,4,0.767,0.067,2,1,25
9,0,0,3,0.717,0.234,2,1,26
9,0,0,3,0.734,0.234,2,1,27
9,0,0,4,0.767,0.234,1,1,28
9,0,0,2,0.8,0.3,1,1,29
9,0,0,2,1.167,0.234,1,1,30
9,0,1,4,0.667,0.084,1,0,31
9,0,1,3,1.867,1.117,1,0,32
9,0,0,2,0.834,0.651,1,1,33
9,0,0,3,1.417,0.184,1,1,34
9,0,0,3,0.834,0.45,1,1,35
9,0,0,3,0.901,0.35,1,1,36
9,1,1,4,1.317,0.35,2,1,1
9,1,1,3,0.717,0.3,2,1,2
9,1,1,4,0.617,0.05,2,1,3
9,1,0,3,0.884,0.434,2,0,4
9,1,1,4,1.484,0.367,2,1,5
9,1,1,4,0.784,0.067,2,1,6
9,1,1,3,0.6,0.184,2,1,7
9,1,1,4,0.734,0.034,2,1,8
9,1,1,3,1.034,0.467,2,1,9
9,1,1,4,0.917,0.201,1,1,10
9,1,1,2,0.783,0.384,1,1,11
9,1,1,3,1.284,0.234,1,1,12
9,1,1,4,1.217,0.367,1,1,13
9,1,1,2,0.784,0.234,1,1,14
9,1,1,3,1.067,0.334,1,1,15
9,1,1,3,0.701,0.3,1,1,16
9,1,1,3,0.734,0.284,1,1,17
9,1,1,3,0.867,0.267,1,1,18
9,0,0,4,0.984,0.234,2,1,19
9,0,0,4,0.967,0.3,2,1,20
9,0,0,3,0.7,0.517,2,1,21
9,0,0,4,1.051,0.234,2,1,22
9,0,0,4,0.784,0.167,2,1,23
9,0,0,3,0.834,0.35,2,1,24
9,0,0,4,0.717,0.034,2,1,25
9,0,0,4,1.651,0.167,2,1,26
9,0,0,4,0.784,0.133,2,1,27
9,0,0,2,0.834,0.25,1,1,28
9,0,0,4,0.984,0.584,1,1,29
9,0,0,3,0.7,0.234,1,1,30
9,0,0,3,0.784,0.1,1,1,31
9,0,0,2,0.717,0.2,1,1,32
9,0,0,2,1.134,0.384,1,1,33
9,0,0,3,1.717,0.184,1,1,34
9,0,0,2,0.801,0.634,1,1,35
9,0,0,2,0.784,0.284,1,1,36
10,1,0,4,2.537,0.397,2,0,1
10,1,1,4,1.197,0.486,2,1,2
10,1,1,4,0.924,0.299,2,1,3
10,1,1,4,1.04,0.325,2,1,4
10,1,1,3,2.441,0.542,2,1,5
10,1,1,4,2.59,0.394,2,1,6
10,1,1,3,1.012,0.388,2,1,7
10,1,1,4,1.207,0.372,2,1,8
10,1,1,4,0.955,0.328,2,1,9
10,1,1,3,2.076,0.372,1,1,10
10,1,1,4,1.434,0.503,1,1,11
10,1,1,4,1.065,0.392,1,1,12
10,1,1,4,1.082,0.353,1,1,13
10,1,1,4,1.088,0.397,1,1,14
10,1,1,4,1.114,0.368,1,1,15
10,1,1,4,1.233,2.35,1,1,16
10,1,1,4,1.482,0.351,1,1,17
10,1,1,4,1.539,0.484,1,1,18
10,0,0,4,1.33,0.353,2,1,19
10,0,0,4,1.055,0.344,2,1,20
10,0,1,4,1.036,0.397,2,0,21
10,0,0,NaN,1.683,NaN,2,1,22
10,0,0,4,1.28,0.514,2,1,23
10,0,0,4,1.303,0.366,2,1,24
10,0,0,4,1.074,0.368,2,1,25
10,0,0,4,1.039,0.327,2,1,26
10,0,0,4,1.989,0.685,2,1,27
10,0,0,4,2.5,0.385,1,1,28
10,0,0,4,1.877,0.392,1,1,29
10,0,0,1,1.726,2.487,1,1,30
10,0,0,4,1.044,0.506,1,1,31
10,0,1,3,1.896,0.419,1,0,32
10,0,0,4,1.132,0.468,1,1,33
10,0,0,4,1.202,0.447,1,1,34
10,0,0,4,1.342,0.405,1,1,35
10,0,0,3,1.053,0.347,1,1,36
10,1,1,4,1.165,0.485,2,1,1
10,1,1,4,1.005,0.359,2,1,2
10,1,0,3,1.543,0.348,2,0,3
10,1,1,4,1.472,0.429,2,1,4
10,1,1,3,0.858,0.377,2,1,5
10,1,1,4,1.07,0.371,2,1,6
10,1,1,2,1.271,0.391,2,1,7
10,1,1,1,1.283,2.4,2,1,8
10,1,1,4,0.977,0.741,2,1,9
10,1,1,4,1.003,0.397,1,1,10
10,1,1,4,0.951,0.348,1,1,11
10,1,1,4,1.197,0.286,1,1,12
10,1,1,4,0.953,0.396,1,1,13
10,1,0,4,0,0.396,1,0,14
10,1,1,3,0.877,0.412,1,1,15
10,1,1,4,0.968,0.39,1,1,16
10,1,1,4,0.863,0.353,1,1,17
10,1,1,4,1.578,0.668,1,1,18
10,0,1,4,1.753,0.43,2,0,19
10,0,0,4,1.133,0.324,2,1,20
10,0,0,4,1.625,0.142,2,1,21
10,0,1,3,1.192,0.358,2,0,22
10,0,0,4,1.168,0.501,2,1,23
10,0,0,4,1.756,0.345,2,1,24
10,0,0,4,1.279,0.387,2,1,25
10,0,1,4,0.914,0.387,2,0,26
10,0,0,4,1.316,0.323,2,1,27
10,0,0,4,1.097,0.493,1,1,28
10,0,0,3,1.004,0.358,1,1,29
10,0,0,4,2.175,0.442,1,1,30
10,0,0,4,1.92,0.397,1,1,31
10,0,0,4,1.016,0.383,1,1,32
10,0,0,,1.731,0,1,1,33
10,0,0,4,0.938,0.896,1,1,34
10,0,0,4,2.116,0.352,1,1,35
10,0,0,4,1.676,0.372,1,1,36
10,1,1,4,1.255,0.392,2,1,1
10,1,1,4,1.701,0.592,2,1,2
10,1,1,3,0.945,0.416,2,1,3
10,1,1,3,0.981,0.347,2,1,4
10,1,0,,0,0,2,0,5
10,1,1,4,1.012,0.462,2,1,6
10,1,1,4,1.715,0.386,2,1,7
10,1,1,4,1.042,0.466,2,1,8
10,1,1,4,1.098,0.937,2,1,9
10,1,1,4,2.576,0.393,1,1,10
10,1,1,4,1.053,0.528,1,1,11
10,1,1,4,1.316,0.708,1,1,12
10,1,1,4,0.987,0.412,1,1,13
10,1,1,4,1.163,0.67,1,1,14
10,1,0,4,1.101,0.366,1,0,15
10,1,1,3,0.888,0.328,1,1,16
10,1,1,4,1.253,0.312,1,1,17
10,1,1,2,1.235,0.398,1,1,18
10,0,1,2,0.914,0.386,2,0,19
10,0,0,4,0.902,0.362,2,1,20
10,0,0,4,0.93,0.642,2,1,21
10,0,0,4,1.07,0.43,2,1,22
10,0,1,3,1.228,0.372,2,0,23
10,0,0,4,1.116,0.434,2,1,24
10,0,0,3,1.208,2.104,2,1,25
10,0,0,4,2.078,0.416,2,1,26
10,0,1,3,1.151,0.648,2,0,27
10,0,0,4,1.095,0.422,1,1,28
10,0,0,4,1.206,0.51,1,1,29
10,0,0,4,0.926,0.34,1,1,30
10,0,0,4,0.926,0.592,1,1,31
10,0,0,4,0.9,0.349,1,1,32
10,0,1,4,1.144,0.372,1,0,33
10,0,1,4,0.972,0.359,1,0,34
10,0,0,4,1.207,0.694,1,1,35
10,0,0,4,1.107,0.6,1,1,36
11,1,1,3,1.17,0.755,2,1,1
11,1,1,3,2.098,1.284,2,1,2
11,1,0,2,1.298,1.035,2,0,3
11,1,1,3,1.033,0,2,1,4
11,1,1,3,1.102,0.648,2,1,5
11,1,1,3,1.251,0.933,2,1,6
11,1,1,2,1.958,2.682,2,1,7
11,1,1,2,1.074,1.16,2,1,8
11,1,1,3,1.203,0.214,2,1,9
11,1,1,2,1.41,1.463,1,1,10
11,1,1,3,1.139,0.618,1,1,11
11,1,1,2,1.136,0.639,1,1,12
11,1,0,3,1.322,1.11,1,0,13
11,1,0,2,1.302,2.243,1,0,14
11,1,1,3,1.331,0.852,1,1,15
11,1,1,2,1.354,1.246,1,1,16
11,1,1,2,1.259,1.925,1,1,17
11,1,1,2,1.359,2.062,1,1,18
11,0,0,3,1.094,0.05,2,1,19
11,0,0,3,1.169,0.665,2,1,20
11,0,0,3,1.237,1.364,2,1,21
11,0,0,3,1.281,1.503,2,1,22
11,0,0,2,1.1,1.149,2,1,23
11,0,1,,1.853,0,2,0,24
11,0,0,3,1.198,0.603,2,1,25
11,0,0,3,1.224,1.126,2,1,26
11,0,0,2,1.234,1.183,2,1,27
11,0,0,3,1.673,1.444,1,1,28
11,0,0,3,1.12,1.341,1,1,29
11,0,1,2,2.574,0.776,1,0,30
11,0,0,3,1.232,0.735,1,1,31
11,0,0,3,1.172,1.079,1,1,32
11,0,1,3,1.208,2.243,1,0,33
11,0,0,2,1.595,1.555,1,1,34
11,0,0,3,1.089,0.745,1,1,35
11,0,0,3,1.218,0.966,1,1,36
11,1,1,2,1.009,1.741,2,1,1
11,1,0,2,1.331,0.854,2,0,2
11,1,1,2,1.15,0.849,2,1,3
11,1,1,2,1.285,0.665,2,1,4
11,1,1,3,1.374,0.511,2,1,5
11,1,1,1,1.165,2.619,2,1,6
11,1,1,2,1.177,0.185,2,1,7
11,1,1,3,1.105,1.08,2,1,8
11,1,1,2,1.095,0.672,2,1,9
11,1,1,3,1.171,1.044,1,1,10
11,1,1,2,1.248,0.853,1,1,11
11,1,1,3,1.553,1.417,1,1,12
11,1,1,3,1.052,0.349,1,1,13
11,1,0,2,1.168,1.007,1,0,14
11,1,1,2,1.114,0.819,1,1,15
11,1,0,3,1.176,0.638,1,0,16
11,1,1,2,1.148,0.735,1,1,17
11,1,1,3,1.202,0.795,1,1,18
11,0,0,3,1.126,0.475,2,1,19
11,0,0,2,1.126,2.607,2,1,20
11,0,0,2,1.35,0.6,2,1,21
11,0,1,2,1.582,0.818,2,0,22
11,0,0,3,1.228,0.921,2,1,23
11,0,0,1,1.128,0.871,2,1,24
11,0,0,2,1.009,0.872,2,1,25
11,0,0,2,1.179,0.67,2,1,26
11,0,0,3,1.147,0.669,2,1,27
11,0,0,3,1.682,0.481,1,1,28
11,0,0,3,1.098,0.852,1,1,29
11,0,0,3,1.048,0.502,1,1,30
11,0,0,2,1.094,1.351,1,1,31
11,0,0,3,1.146,0.619,1,1,32
11,0,1,3,1.054,0.828,1,0,33
11,0,1,1,1.438,0.119,1,0,34
11,0,1,2,1.087,1.262,1,0,35
11,0,0,2,1.247,0.121,1,1,36
11,1,1,2,1.054,0.713,2,1,1
11,1,1,3,0.997,0.503,2,1,2
11,1,1,3,0.923,1.51,2,1,3
11,1,1,3,0.745,0.595,2,1,4
11,1,1,2,1.116,0.941,2,1,5
11,1,1,2,1.104,1.011,2,1,6
11,1,1,3,1.15,0.531,2,1,7
11,1,1,2,1.161,0.896,2,1,8
11,1,1,3,1.048,0.552,2,1,9
11,1,1,3,0.778,0.556,1,1,10
11,1,1,3,1.248,0.034,1,1,11
11,1,1,2,1.428,0.856,1,1,12
11,1,1,3,0.809,0.475,1,1,13
11,1,1,3,0.94,1.011,1,1,14
11,1,1,3,0.838,2.26,1,1,15
11,1,1,3,0.829,0.738,1,1,16
11,1,1,3,0.86,0.557,1,1,17
11,1,1,3,0.753,0.164,1,1,18
11,0,0,2,1.214,0.569,2,1,19
11,0,1,3,1.167,0.834,2,0,20
11,0,0,3,1.035,0.778,2,1,21
11,0,1,3,0.518,0.599,2,0,22
11,0,0,3,1.052,1.061,2,1,23
11,0,0,3,1.529,1.004,2,1,24
11,0,0,3,0.969,1.581,2,1,25
11,0,0,2,1.011,0.49,2,1,26
11,0,1,3,0.817,0.6,2,0,27
11,0,0,3,0.939,0.734,1,1,28
11,0,0,3,1.331,0.669,1,1,29
11,0,0,3,1.066,1.807,1,1,30
11,0,0,3,1.129,0.986,1,1,31
11,0,0,3,0.914,0.803,1,1,32
11,0,0,3,0.934,0.715,1,1,33
11,0,0,3,0.959,0.595,1,1,34
11,0,0,3,1.01,0.556,1,1,35
11,0,0,3,1.101,0.649,1,1,36
12,1,1,4,1.482,1.835,2,1,1
12,1,0,3,1.061,2.128,2,0,2
12,1,1,2,1.466,1.564,2,1,3
12,1,1,2,1.476,2.724,2,1,4
12,1,0,3,2.937,1.995,2,0,5
12,1,0,4,1.059,1.557,2,0,6
