Subj_idx,Stimulus,Response,Confidence,Awareness,RT_dec,RT_conf,RT_aware,Prediction_Success,Trial_count,Block_count,Accuracy
MP2,1,1,1,1,1.046584214,6.892231485,5.176239383,1,3,1,1
MP2,2,2,2,2,0.705440324,1.022160776,1.729368264,1,4,1,1
MP2,2,2,2,1,0.881894923,0.728712219,4.188021631,1,5,1,1
MP2,2,2,2,2,0.729498395,0.799429194,3.175743884,2,6,1,1
MP2,1,1,2,2,0.670159029,0.622836764,1.305895706,2,7,1,1
MP2,1,1,1,2,0.646517532,1.575770911,3.658734064,2,8,1,1
MP2,2,2,1,2,0.976217591,3.163614747,1.905899094,2,9,1,1
MP2,1,1,1,1,8.08132689,0.528718148,5.22326019,2,10,1,1
MP2,1,1,2,2,0.717071651,1.375862696,4.023437061,1,11,1,1
MP2,2,2,2,1,0.905492916,2.140244677,5.799644411,2,12,1,1
MP2,2,1,1,1,1.187702463,2.211001308,4.188079766,2,13,1,0
MP2,2,1,1,1,1.317133945,5.081361155,4.117417076,2,14,1,0
MP2,2,1,1,1,1.081836249,1.316903328,5.093888,1,15,1,0
MP2,2,1,1,1,2.975880714,4.798997606,6.11729041,1,16,1,0
MP2,1,1,1,1,0.517243902,0.752178155,3.71752095,1,17,1,1
MP2,1,1,1,1,4.093296635,0.7875634,4.011680223,1,18,1,1
MP2,1,2,1,1,3.28186189,1.834508748,2.693917568,1,19,1,0
MP2,1,1,2,1,0.846601694,1.82276192,1.44708364,1,20,1,1
MP2,1,1,1,1,6.599123271,1.293389652,2.952833276,1,21,1,1
MP2,1,1,1,1,0.976144441,1.128687655,1.988236617,1,22,1,1
MP2,1,1,2,1,0.693180287,1.211600373,3.05869872,1,23,1,1
MP2,2,2,2,2,0.917188923,1.952201486,0.611836457,1,24,1,1
MP2,2,2,1,1,2.399413332,0.78687309,2.670476657,1,25,1,1
MP2,2,2,1,1,0.658345211,2.540394135,3.729251993,1,26,1,1
MP2,2,2,2,1,1.200059906,2.211050974,3.246288378,1,27,1,1
MP2,2,1,1,1,4.857413349,6.717119392,3.023469401,1,28,1,0
MP2,1,1,2,1,3.387493253,0.340500935,1.400095173,1,29,1,1
MP2,2,1,1,1,2.058163566,1.340487845,3.423429438,1,30,1,0
MP2,2,1,1,1,6.246140152,0.469897766,5.65827668,1,31,1,0
MP2,1,1,2,2,0.846596689,0.481644594,1.270643286,1,32,1,1
MP2,2,2,2,1,0.576160149,0.493417218,4.858437072,2,33,1,1
MP2,1,1,2,2,0.470091423,0.775778842,0.988305532,2,34,1,1
MP2,1,1,1,2,0.681807297,0.505184066,4.105727998,2,35,1,1
MP2,1,1,1,1,9.563608279,1.775656796,2.85874546,1,36,1,1
MP2,2,2,1,1,3.481629964,0.364094307,10.28171559,1,37,1,1
MP2,1,2,1,2,0.635462554,1.04671627,2.175536752,1,38,1,0
MP2,2,1,2,1,3.187603903,0.740460202,2.317622514,1,39,1,0
MP2,1,2,1,1,2.634690623,0.5170745,2.058793431,1,40,1,0
MP2,2,1,1,1,7.434280749,0.587572024,3.046976148,1,41,1,0
MP2,1,2,2,1,2.128843967,0.633955652,1.152964793,1,42,1,0
MP2,1,1,1,1,3.093452176,0.375860771,1.223563958,1,43,1,1
MP2,2,2,2,1,0.787766297,0.611046431,1.8820778,1,44,1,1
MP2,2,2,1,1,1.176010691,0.893378794,1.458868969,1,45,1,1
MP2,1,1,2,1,1.799394159,1.516905869,0.647189747,1,46,1,1
MP2,2,1,2,1,0.858309636,0.716966931,3.835147083,1,47,1,0
MP2,2,1,1,1,2.164106396,0.387567173,2.352903039,1,48,1,0
MP2,1,2,1,1,1.199502422,0.493443783,2.635167257,1,49,1,0
MP2,2,1,1,1,2.081555967,4.939956849,11.23457813,2,0,2,0
MP2,2,2,1,1,2.256494809,0.128790836,3.70744311,1,1,2,1
MP2,1,1,2,1,47.99604409,2.858052454,9.046510294,1,2,2,1
MP2,1,1,1,1,0.387761985,0.458204839,2.917500391,1,3,2,1
MP2,1,1,1,1,1.881794438,0.740501397,3.505745016,1,4,2,1
MP2,2,2,1,1,1.622970745,0.811085162,4.705664396,1,5,2,1
MP2,2,1,1,1,0.740697364,0.681689871,2.094093976,1,6,2,0
MP2,2,2,1,1,0.470132618,0.422878498,1.564689368,1,7,2,1
MP2,1,1,1,1,1.305445252,1.093404821,1.964546224,1,8,2,1
MP2,1,1,1,2,0.90607119,0.82282814,1.293466267,1,9,2,1
MP2,1,1,2,2,0.69362458,0.575769756,0.682464112,1,10,2,1
MP2,2,2,2,2,0.564258935,0.458191748,0.423567654,1,11,2,1
MP2,2,2,2,2,1.211291986,0.516975555,0.505964467,2,12,2,1
MP2,2,2,2,2,0.764254931,0.622837534,0.69418399,2,13,2,1
MP2,2,2,2,2,0.517205016,0.433944641,0.458934804,2,14,2,1
MP2,1,1,2,2,0.517227347,0.469870816,0.705931973,2,15,2,1
MP2,1,1,1,2,0.634811514,0.352267398,1.423570734,2,16,2,1
MP2,2,2,2,2,0.552508641,2.187442201,0.576566712,2,17,2,1
MP2,1,1,2,2,0.470117218,0.705235118,0.894161506,2,18,2,1
MP2,1,1,2,2,0.376045187,1.669848332,0.564779844,2,19,2,1
MP2,1,1,2,2,0.434857483,0.846302931,1.282404359,2,20,2,1
MP2,2,2,2,1,0.870271296,1.411005774,0.894020595,2,21,2,1
MP2,1,1,1,1,1.740649238,0.399284741,0.80009679,2,22,2,1
MP2,2,2,1,2,0.952876011,0.469422673,1.717657626,2,23,2,1
MP2,2,2,1,2,1.176077296,1.234493425,0.388237849,1,24,2,1
MP2,1,1,1,1,1.03469763,0.552284955,0.494254984,2,25,2,1
MP2,2,2,2,1,0.517161126,0.622885659,2.976393538,1,26,2,1
MP2,1,1,2,2,1.093579612,1.034590214,1.10596824,2,27,2,1
MP2,1,1,2,2,0.953055808,0.528011282,1.281745619,2,28,2,1
MP2,2,2,1,1,1.070150251,0.599290747,0.353020464,2,29,2,1
MP2,1,2,1,1,1.705326363,0.65825743,3.282185678,1,30,2,0
MP2,2,2,2,2,0.764285346,1.258012876,0.635371693,1,31,2,1
MP2,2,2,2,2,0.470159183,0.952278102,0.941182314,1,32,2,1
MP2,2,2,2,2,0.623056986,0.693445554,0.717688811,2,33,2,1
MP2,2,2,2,2,1.105527412,0.740495622,1.823305544,1,34,2,1
MP2,1,1,2,1,0.893650607,0.670014653,0.988254327,2,35,2,1
MP2,1,1,2,1,0.787581111,0.717122087,0.76477892,2,36,2,1
MP2,1,1,2,1,0.987730338,0.505214866,1.07062265,2,37,2,1
MP2,2,2,2,2,0.56429936,1.975693217,0.988255097,2,38,2,1
MP2,1,1,1,1,0.576015773,1.198559935,0.941234289,2,39,2,1
MP2,2,2,2,2,0.928961932,0.634657513,0.9293889,1,40,2,1
MP2,2,2,2,2,0.646586062,0.893471195,0.741168992,2,41,2,1
MP2,1,1,1,2,0.964187401,0.858162565,4.646824379,2,42,2,1
MP2,2,2,2,2,0.598967345,0.764591423,0.647083871,1,43,2,1
MP2,2,2,2,2,0.52900767,0.599563715,0.588344726,2,44,2,1
MP2,1,1,1,1,0.458409275,1.081630657,0.376556471,2,45,2,1
MP2,1,1,2,1,1.434166403,0.870490363,6.634912,1,46,2,1
MP2,2,2,1,1,9.657744221,3.446123828,1.423508748,1,47,2,1
MP2,1,1,2,2,0.822351891,0.388282124,0.42364581,1,48,2,1
MP2,1,1,1,1,0.834733589,1.022836456,0.541291962,2,49,2,1
MP2,1,1,1,1,0.64633812,0.622617697,6.11731428,2,0,3,1
MP2,1,1,2,1,0.728577468,3.399205431,2.03534251,1,1,3,1
MP2,2,2,2,1,0.529129331,1.846265971,0.658745999,1,2,3,1
MP2,2,2,2,2,0.623227927,1.338381108,0.741275253,1,3,3,1
MP2,2,2,2,2,0.611264727,0.92872708,0.858928336,1,4,3,1
MP2,1,1,2,2,0.76421489,1.19855339,0.941162293,2,5,3,1
MP2,2,2,2,2,1.128643765,0.728761499,0.565011231,2,6,3,1
MP2,1,1,1,2,0.470094888,0.775866623,0.964780691,2,7,3,1
MP2,2,1,1,1,5.481508303,5.199048503,1.905848273,1,8,3,0
MP2,1,1,1,1,1.987634472,1.246352289,2.270546265,1,9,3,1
MP2,1,1,1,1,1.634725273,1.952185701,2.364693372,1,10,3,1
MP2,2,2,2,1,1.011281359,2.881540721,2.89403407,1,11,3,1
MP2,1,1,2,1,1.234685926,0.246388479,1.211859095,1,12,3,1
MP2,2,2,1,2,0.846515453,0.399336717,2.305848735,1,13,3,1
MP2,2,2,1,2,0.470127228,0.892520623,1.094162892,2,14,3,1
MP2,1,1,2,2,0.599542924,0.505241047,0.635363223,2,15,3,1
MP2,1,1,1,1,0.834651199,0.740654243,1.094167127,2,16,3,1
MP2,1,2,1,2,0.492598316,1.588487562,0.753091767,2,17,3,0
MP2,2,1,1,2,1.070044375,0.281694029,0.823612391,2,18,3,0
MP2,2,1,1,1,0.434984534,0.446293999,0.717661091,2,19,3,0
MP2,2,2,2,2,0.670053924,0.399343262,0.235397797,1,20,3,1
MP2,1,1,2,2,0.31714973,0.469955902,0.329507558,2,21,3,1
MP2,2,1,1,1,0.517154196,0.48173045,0.353045105,2,22,3,0
MP2,1,2,1,2,0.575498714,0.541008985,3.129325221,1,23,3,0
MP2,2,2,1,2,0.587853077,0.222992998,0.599982983,2,24,3,1
MP2,1,1,1,2,0.552460901,0.705153497,1.176551235,2,25,3,1
MP2,1,1,2,2,1.152408464,0.48166269,0.31775842,1,26,3,1
MP2,2,2,1,1,7.88144293,1.905012817,0.305986566,2,27,3,1
MP2,1,1,2,2,0.152518189,0.740547983,0.388319084,2,28,3,1
MP2,2,1,1,1,1.811203358,0.952224971,0.588337411,2,29,3,0
MP2,1,1,1,2,0.317137025,1.022885351,0.788324936,2,30,3,1
MP2,1,1,1,2,0.152532435,0.516948219,0.776469152,1,31,3,1
MP2,2,1,1,2,0.105420381,0.470013652,0.905914879,1,32,3,0
MP2,2,2,2,2,0.411227536,0.493442628,0.411901676,2,33,3,1
MP2,1,2,1,2,0.976547924,0.140524574,0.787721252,2,34,3,0
MP2,1,1,2,2,0.481186826,1.329283871,0.247173115,2,35,3,1
MP2,2,1,2,2,0.786821884,0.835577516,0.611881117,2,36,3,0
MP2,2,2,2,1,7.540239364,2.352135727,0.329492158,2,37,3,1
MP2,2,2,2,2,0.481974927,0.505163276,0.470654297,2,38,3,1
MP2,1,1,2,1,0.42309025,0.552310365,1.200014861,2,39,3,1
MP2,1,2,2,2,0.492701112,0.553192792,0.482446171,2,40,3,0
MP2,2,2,1,2,0.681801137,0.328840348,1.023554487,2,41,3,1
MP2,2,1,1,1,0.553035711,0.469974382,0.458253349,2,42,3,0
MP2,1,1,1,2,0.411249481,1.070142551,0.776543843,1,43,3,1
MP2,1,2,1,1,5.599189492,2.493325587,0.3177384,2,44,3,0
MP2,2,2,2,2,0.446604697,0.634620168,0.447112901,1,45,3,1
MP2,2,1,1,1,3.375789545,0.68162442,1.470618107,2,46,3,0
MP2,1,1,1,2,0.670055079,0.458160948,1.035340585,1,47,3,1
MP2,2,2,2,2,0.423015175,1.458205224,0.435416893,1,48,3,1
MP2,1,2,1,1,1.928855286,4.904908096,0.905902944,1,49,3,0
MP2,2,1,1,1,0.999336255,0.433837995,1.447060155,2,0,4,0
MP2,1,2,1,1,0.140663945,1.316983794,2.058781496,1,1,4,0
MP2,2,2,1,2,0.56425547,0.44636715,0.835315714,1,2,4,1
MP2,1,1,2,2,0.658356376,0.834615779,0.882403897,2,3,4,1
MP2,1,1,1,1,0.905392815,1.152191707,0.411811971,2,4,4,1
MP2,2,2,2,1,0.446664757,0.422825753,1.011674448,1,5,4,1
MP2,1,1,1,1,1.222984913,0.575836361,0.964771836,1,6,4,1
MP2,1,2,1,1,1.881737072,1.799175092,0.753012456,1,7,4,0
MP2,2,2,1,1,0.670151329,0.881621956,5.270174352,1,8,4,1
MP2,2,1,1,1,0.728899715,1.999281584,2.752856915,1,9,4,0
MP2,1,1,2,2,0.764206805,0.469888526,0.564796399,1,10,4,1
MP2,2,2,2,1,0.869922868,0.587717941,1.188299603,1,11,4,1
MP2,1,1,1,1,0.540671338,1.834563803,0.835325724,1,12,4,1
MP2,2,2,2,2,0.623057756,0.858081715,0.811852473,1,13,4,1
MP2,1,1,2,1,3.752212805,0.516977095,1.188283818,1,14,4,1
MP2,2,2,2,2,1.599378913,0.528718148,1.058921637,1,15,4,1
MP2,2,2,2,2,0.399623929,0.552205259,0.423571119,2,16,4,1
MP2,1,1,1,1,0.470135313,1.152301818,1.011793414,2,17,4,1
MP2,2,1,1,1,2.493510774,2.693346223,5.176226677,1,18,4,0
MP2,1,1,2,2,0.952439803,0.493585079,0.623386548,1,19,4,1
MP2,2,2,2,2,1.517106456,0.728732239,0.58832432,2,20,4,1
MP2,1,1,2,2,0.917106918,1.975639702,1.094220642,2,21,4,1
MP2,2,2,1,2,0.858311561,4.305045234,1.823507285,2,22,4,1
MP2,1,1,2,2,0.399551548,0.940515488,1.223545093,2,23,4,1
MP2,1,1,1,1,12.46911275,0.657946733,2.317868146,2,24,4,1
MP2,2,2,1,1,0.52901768,0.575762056,0.458850874,1,25,4,1
MP2,1,1,2,2,0.446659752,0.364036172,0.611826832,1,26,4,1
MP2,2,2,1,1,1.623547865,0.446419895,0.799419569,2,27,4,1
MP2,1,1,2,2,0.352384824,0.352390599,1.000109726,2,28,4,1
MP2,2,1,2,1,0.906287562,0.881698187,0.516763033,2,29,4,0
MP2,1,1,2,2,1.03469763,0.446479956,0.741206338,2,30,4,1
MP2,1,1,2,2,0.800206516,0.399226991,0.587579725,2,31,4,1
MP2,1,1,1,1,0.999491796,0.552259929,0.811847468,2,32,4,1
MP2,2,1,1,1,0.340758502,0.493451483,0.329484073,2,33,4,0
MP2,2,1,1,1,0.399552318,0.658171959,0.58830738,1,34,4,0
MP2,1,1,2,2,0.681925493,0.434609541,0.552982965,1,35,4,1
MP2,2,1,1,1,3.493490368,1.822714949,2.811691542,1,36,4,0
MP2,2,2,1,2,0.82282044,1.987497026,0.89531767,1,37,4,1
MP2,2,1,1,1,1.222979908,3.39910687,2.188258023,1,38,4,0
MP2,1,1,1,2,0.846547023,1.058180506,0.611862637,1,39,4,1
MP2,2,2,2,2,0.52837973,0.470491826,0.705947373,2,40,4,1
MP2,1,1,1,2,0.117135254,0.352310904,0.506016058,2,41,4,1
MP2,2,2,2,2,0.611310158,0.646396256,0.470623112,2,42,4,1
MP2,2,1,1,1,1.940592874,1.505309192,2.270556661,2,43,4,0
MP2,1,1,2,2,0.211329331,0.470162648,0.835343434,1,44,4,1
MP2,1,2,1,2,0.72892012,0.575783231,0.106611965,2,45,4,0
MP2,2,2,2,2,0.434794728,0.399341722,0.294245513,2,46,4,1
MP2,1,1,1,2,0.093678558,0.740619978,0.353015844,2,47,4,1
MP2,1,1,1,2,1.305291251,0.622859864,0.470707813,2,48,4,1
MP2,2,2,2,2,0.446665527,0.446318254,0.305978866,2,49,4,1
MP2,1,1,1,1,0.32782394,0.529190161,0.753188403,1,0,5,1
MP2,2,2,1,2,1.222988763,1.43446632,0.541260777,1,1,5,1
MP2,2,1,1,1,2.552369655,0.858113285,1.058896612,2,2,5,0
MP2,1,1,1,1,0.917154658,3.940335692,1.505892472,2,3,5,1
MP2,2,2,2,2,1.046533779,1.575765521,0.835332269,2,4,5,1
MP2,1,1,2,2,0.493545424,0.952393987,0.576466996,2,5,5,1
MP2,1,1,1,1,1.117099064,0.434754303,0.35305935,2,6,5,1
MP2,2,2,1,2,0.752429177,0.681746081,0.553078446,1,7,5,1
MP2,2,1,1,1,0.564276645,0.622817514,0.353023159,1,8,5,0
MP2,1,1,2,2,0.364265634,2.905057092,0.376549156,1,9,5,1
MP2,1,1,2,2,1.093610412,0.481679245,1.117732394,2,10,5,1
MP2,2,1,2,2,0.152384593,0.846336041,0.399972742,2,11,5,0
MP2,2,1,1,2,0.458464331,0.810936936,0.941256234,2,12,5,0
MP2,1,1,1,1,0.623192892,4.998863856,2.646947965,2,13,5,1
MP2,2,2,1,2,0.211367831,0.811030106,2.011741438,1,14,5,1
MP2,1,1,1,2,11.64634428,1.046360913,5.069747153,1,15,5,1
MP2,1,1,1,1,0.952380127,0.646406651,3.364641012,1,16,5,1
MP2,2,2,1,1,0.905323899,0.66017898,1.600073844,1,17,5,1
MP2,1,1,1,1,0.881820618,0.552293425,2.388192418,1,18,5,1
MP2,2,2,2,2,0.505466273,0.505176751,0.341247456,1,19,5,1
MP2,1,1,1,1,0.269570668,0.458742688,0.458903619,2,20,5,1
MP2,2,2,2,2,0.38776622,0.328764887,0.282454795,2,21,5,1
MP2,1,1,2,2,0.093769419,0.975635467,0.364778458,2,22,5,1
MP2,1,1,2,2,0.599536379,0.387565633,0.741224433,2,23,5,1
MP2,1,1,2,2,0.423079855,0.328587786,0.541265397,2,24,5,1
MP2,1,1,1,2,0.352283954,0.646454006,0.67081854,2,25,5,1
MP2,2,2,1,2,0.434894829,0.575778996,0.117714298,2,26,5,1
MP2,2,1,1,2,0.140737096,1.681604785,0.58833202,2,27,5,0
MP2,2,2,2,2,0.376876409,0.728183994,0.622699703,2,28,5,1
MP2,2,2,2,2,2.17589365,0.810950026,0.482481206,2,29,5,1
MP2,2,2,2,1,1.10535647,0.517198856,0.823612391,2,30,5,1
MP2,2,2,2,2,0.26985942,0.258159947,0.176861548,2,31,5,1
MP2,2,2,2,2,0.258359379,0.270027281,0.353010839,2,32,5,1
MP2,1,1,2,2,0.128930207,1.116951992,0.482485056,2,33,5,1
MP2,1,1,2,2,0.081890534,0.575857922,0.10597363,2,34,5,1
MP2,1,1,2,2,0.140740561,0.728846585,0.294158888,2,35,5,1
MP2,2,2,2,2,0.693686566,0.552226819,1.070648445,2,36,5,1
MP2,1,1,2,2,0.104815156,1.999901824,0.353022004,2,37,5,1
MP2,1,1,2,2,0.799550855,0.352292809,0.447115981,2,38,5,1
MP2,2,2,1,1,1.58766712,1.058138926,0.929500166,2,39,5,1
MP2,1,2,1,2,1.434769318,0.646370461,1.341212036,2,40,5,0
MP2,2,1,1,1,1.152412699,0.611101871,0.353020849,2,41,5,0
MP2,1,1,1,1,0.564219279,0.340421625,0.28246211,1,42,5,1
MP2,1,2,1,2,0.493667085,0.51698364,1.270607096,1,43,5,0
MP2,2,1,1,1,0.328941219,0.234655126,0.258927643,1,44,5,0
MP2,2,2,2,1,0.964160836,1.928640839,0.753035557,1,45,5,1
MP2,2,1,1,1,10.52819454,1.739747176,0.329507943,1,46,5,0
MP2,1,2,1,1,0.646579517,0.529045785,0.705960463,1,47,5,0
MP2,1,1,2,2,0.423043665,0.399329787,0.470687023,1,48,5,1
MP2,2,1,1,1,3.516749943,1.399249321,0.412025647,2,49,5,0
MP2,1,1,1,1,1.999188029,1.740187235,9.282217633,2,0,6,1
MP2,2,2,1,1,2.035345205,0.446617402,3.446276289,1,1,6,1
MP2,2,1,1,1,1.905334294,3.32789093,3.199875875,1,2,6,0
MP2,1,2,1,1,1.034794651,0.881650446,2.176416869,1,3,6,0
MP2,2,2,2,2,0.470056388,0.458304939,0.270707967,1,4,6,1
MP2,1,1,1,2,0.564235449,0.540477681,0.682437932,1,5,6,1
MP2,1,1,1,2,0.387653799,0.446517686,0.435441918,2,6,6,1
MP2,2,2,1,2,0.446592376,2.340375039,0.364797708,2,7,6,1
MP2,1,1,2,2,0.093651223,0.952327382,0.870557739,2,8,6,1
MP2,2,1,1,1,0.505424308,0.799302528,0.423603074,2,9,6,0
MP2,2,2,2,2,0.458382325,0.364038482,0.094216407,2,10,6,1
MP2,1,1,2,2,0.152464674,0.222918693,0.294260143,2,11,6,1
MP2,2,2,1,2,0.552531357,7.187010613,0.929423165,2,12,6,1
MP2,2,2,1,1,0.517108381,1.375768755,0.458932879,2,13,6,1
MP2,1,1,2,2,0.328883083,0.387626849,0.128940988,2,14,6,1
MP2,1,1,2,1,0.42305406,0.528812473,0.552921365,2,15,6,1
MP2,2,2,2,2,0.681873902,1.75215467,0.376575336,2,16,6,1
MP2,1,1,1,2,0.4230633,0.44643337,0.341259391,2,17,6,1
MP2,1,2,1,1,8.245972291,3.116737931,0.270755322,2,18,6,0
MP2,2,1,1,1,0.670075099,0.916979097,1.329462898,2,19,6,0
MP2,2,2,1,1,0.45834806,0.41114245,0.635371693,1,20,6,1
MP2,2,2,1,1,10.56353898,2.434397405,0.553075366,1,21,6,1
MP2,1,1,1,2,0.340645696,0.540690973,0.388439205,1,22,6,1
MP2,1,1,1,2,0.564243919,0.811124432,0.458866659,2,23,6,1
MP2,1,1,1,2,0.775795012,0.905184913,0.811971824,2,24,6,1
MP2,1,2,1,1,8.528353935,8.375161605,0.423631564,2,25,6,0
MP2,1,1,1,2,0.540707143,2.269806675,1.741206723,1,26,6,1
MP2,2,1,1,1,0.434845163,0.399347112,0.69420401,2,27,6,0
MP2,2,2,2,2,0.434897139,0.505112456,0.364775763,1,28,6,1
MP2,2,2,2,2,0.375978197,0.458154018,0.83540157,1,29,6,1
MP2,2,2,2,2,0.281904626,0.222849392,0.411848161,1,30,6,1
MP2,2,1,1,1,0.611280512,1.563966332,1.352926909,2,31,6,0
MP2,2,2,1,1,0.646498667,0.881687022,1.199886655,2,32,6,1
MP2,1,1,2,2,0.376030172,0.55227071,0.282352769,1,33,6,1
MP2,1,1,1,1,1.5523916,5.716556902,0.529458509,2,34,6,1
MP2,1,1,1,1,6.881382484,2.493289012,0.858909856,1,35,6,1
MP2,1,1,2,2,0.539970632,1.047051608,0.717766197,1,36,6,1
MP2,1,2,1,2,0.741148587,1.352203488,5.222748906,1,37,6,0
MP2,2,2,1,1,0.834637724,1.011223609,0.317771895,1,38,6,1
MP2,2,1,1,1,5.622630017,5.434526381,1.435336812,1,39,6,0
MP2,1,1,1,2,0.587717171,0.528756648,1.317711449,1,40,6,1
MP2,2,1,1,1,0.517144186,3.669611555,0.788305301,1,41,6,0
MP2,2,2,1,2,1.093616572,0.763961558,0.294187378,1,42,6,1
MP2,1,1,1,1,0.493617804,0.563985582,1.576481627,1,43,6,1
MP2,1,1,2,2,1.011265959,0.61097097,0.705946988,1,44,6,1
MP2,2,2,1,1,3.081627577,0.234669756,0.588353966,2,45,6,1
MP2,2,1,1,2,0.45838579,1.893402665,0.270711817,1,46,6,0
MP2,2,2,1,1,0.79952044,0.575152596,0.553053036,2,47,6,1
MP2,1,2,1,2,0.776022164,1.352160753,0.882385417,1,48,6,0
MP2,1,2,2,1,1.164239607,1.669755931,0.470615412,2,49,6,0
MP2,2,1,1,1,1.081595237,0.599128276,3.623411959,1,0,7,0
MP2,1,1,1,1,1.23461239,2.622852549,6.529104691,1,1,7,1
MP2,2,2,1,2,1.023119818,0.893326434,1.046992318,1,2,7,1
MP2,2,1,1,1,5.469835396,8.022236236,8.293612953,1,3,7,0
MP2,1,1,2,2,0.716943445,1.069909624,0.223762234,1,4,7,1
MP2,1,1,1,1,0.728969401,0.646365841,0.141270325,1,5,7,1
MP2,2,2,1,1,1.128913267,0.728679493,4.082144251,1,6,7,1
MP2,1,1,2,1,0.764226825,1.869830083,1.282393194,1,7,7,1
MP2,2,1,1,1,2.822936326,0.705191612,0.564759824,1,8,7,0
MP2,1,1,2,2,0.35245759,1.093397506,0.28246673,1,9,7,1
MP2,1,1,2,2,0.493691725,0.493424918,0.62360292,2,10,7,1
MP2,2,1,2,2,0.364227133,0.728803849,0.270687947,2,11,7,0
MP2,2,2,2,2,1.611067606,1.292903393,1.247103815,2,12,7,1
MP2,1,2,1,2,0.599392388,0.728783059,0.458999485,2,13,7,0
MP2,1,1,1,2,0.611282437,8.104665005,1.082407978,2,14,7,1
MP2,1,1,1,1,0.55232307,0.44642798,2.141210265,1,15,7,1
MP2,2,1,1,1,0.611290908,0.411137445,0.752992821,1,16,7,0
MP2,2,2,1,1,1.575954172,0.752265165,2.470482201,1,17,7,1
MP2,1,1,1,1,0.681650985,0.517118006,0.918361258,1,18,7,1
MP2,2,2,1,2,0.470116448,0.575126031,0.223614008,1,19,7,1
MP2,2,2,1,2,0.634684463,0.517158816,0.341265166,2,20,7,1
MP2,1,1,2,2,0.540725623,0.540451886,0.541280797,2,21,7,1
MP2,2,2,1,2,0.752457667,1.352209263,0.647089261,2,22,7,1
MP2,2,2,1,2,0.575993443,0.634243635,0.341329077,2,23,7,1
MP2,2,2,1,1,0.693635361,0.669886062,0.270680246,1,24,7,1
MP2,1,2,1,2,0.493844186,0.928429857,0.341331387,1,25,7,0
MP2,1,1,2,2,0.305439862,0.540503091,0.69419092,1,26,7,1
MP2,2,1,2,2,0.281865355,0.752274791,0.623616395,2,27,7,0
MP2,1,1,1,1,0.517143801,0.469956672,0.258942658,2,28,7,1
MP2,1,1,2,2,0.470114523,2.752115784,1.200035266,1,29,7,1
MP2,1,1,2,2,0.717220648,0.752270171,0.317716069,1,30,7,1
MP2,2,1,1,2,0.74082326,0.316348154,1.035203139,2,31,7,0
MP2,1,1,2,2,0.517121086,0.305283551,0.306009282,2,32,7,1
MP2,2,1,2,2,0.340714227,0.281723674,0.070685791,2,33,7,0
MP2,1,1,2,1,0.481898696,1.387525208,0.294214713,2,34,7,1
MP2,2,2,2,2,0.434845933,0.622815974,0.223674839,2,35,7,1
MP2,2,1,1,1,0.517283172,0.728660628,0.082185062,2,36,7,0
MP2,1,2,1,1,0.787735882,0.705187762,1.129440721,1,37,7,0
MP2,2,1,1,1,1.564134964,0.987619842,18.81048379,1,38,7,0
MP2,1,1,2,2,0.364214813,0.352309749,0.247037979,1,39,7,1
MP2,2,2,1,1,5.986735875,1.952741645,0.423635029,1,40,7,1
MP2,2,2,1,2,2.952549529,2.42244306,6.564301285,1,41,7,1
MP2,1,1,1,1,0.305410987,0.293575223,0.423610774,1,42,7,1
MP2,1,1,1,2,0.4583419,0.575860232,0.505946372,1,43,7,1
MP2,2,1,1,1,0.517123011,0.446410655,0.24717119,2,44,7,0
MP2,1,2,2,1,0.728305655,1.141060884,0.858922561,1,45,7,0
MP2,2,1,1,1,1.292989248,1.046962672,2.552832814,1,46,7,0
MP2,1,1,1,2,0.493605484,1.163054183,0.517778286,1,47,7,1
MP2,1,1,1,1,0.76415714,1.422789563,5.282157573,1,48,7,1
MP2,2,2,2,1,0.717210252,0.75220241,0.988280892,1,49,7,1
MP2,1,1,1,1,0.476390843,0.463187548,0.988277812,1,0,8,1
MP2,2,2,2,2,0.517177681,0.634632488,0.258928798,1,1,8,1
MP2,1,1,2,2,0.517262767,0.411054285,0.200070302,1,2,8,1
MP2,1,2,1,1,0.681825007,0.258270443,0.388368365,2,3,8,0
MP2,2,2,1,1,1.45835037,3.057991085,14.83426966,1,4,8,1
MP2,2,1,1,1,0.340783142,0.375747195,0.388286359,1,5,8,0
MP2,2,2,1,1,0.234849552,0.246428904,0.141272635,1,6,8,1
MP2,1,2,1,1,0.540662867,0.48169657,4.917402985,1,7,8,0
MP2,1,1,1,1,0.376022087,1.069902309,0.470649292,1,8,8,1
MP2,2,2,1,2,0.587769531,0.85811136,0.717694971,1,9,8,1
MP2,1,1,1,1,0.470504916,0.45774168,0.388343725,1,10,8,1
MP2,2,2,1,1,0.623029266,0.575830586,1.188276888,1,11,8,1
MP2,1,1,1,2,0.670106284,0.799199348,0.741284878,1,12,8,1
MP2,2,2,1,1,0.952418628,5.622612307,4.940939762,1,13,8,1
MP2,1,1,1,1,0.564198874,0.599423188,3.388120423,1,14,8,1
MP2,2,2,2,1,0.505348462,0.528776283,0.705907718,1,15,8,1
MP2,1,2,1,1,0.870074945,0.528740093,0.623640265,1,16,8,0
MP2,2,2,1,2,0.575989978,0.58759628,0.882363472,1,17,8,1
MP2,2,1,1,1,0.928914191,0.799315234,2.658469567,1,18,8,0
