Subj_idx,Stimulus,Response,Confidence,RT_decConf,difficulty,Accuracy,Training
6,2,2,0.6111,2.9492,0.1333,1,1
6,1,1,0.1667,3.4325,0.0667,1,1
6,2,2,-0.4688,3.0324,0.0333,1,1
6,2,1,-0.8282,4.7907,0.0167,0,1
6,1,2,-0.6797,4.5493,0.0083,0,1
6,1,1,0.5397,2.6994,0.1333,1,1
6,1,1,0.3333,2.6825,0.0667,1,1
6,1,1,-0.7891,2.8158,0.0333,1,1
6,2,1,-0.6953,3.0659,0.0167,0,1
6,1,1,-1,5.9909,0.0083,1,1
6,2,2,0.9841,3.0535,0.1333,1,0
6,2,1,-0.8282,3.4657,0.0333,0,0
6,1,1,-0.6719,3.5244,0.0083,1,0
6,2,1,-0.7891,3.0575,0.0167,0,0
6,2,1,-0.8672,4.7243,0.0333,0,0
6,2,2,0.3254,2.7661,0.0667,1,0
6,2,2,-0.6953,3.3325,0.0333,1,0
6,1,1,0.6111,2.6159,0.1333,1,0
6,1,1,-0.8828,3.3242,0.0167,1,0
6,1,1,1,2.6325,0.1333,1,0
6,1,1,-0.5235,2.7324,0.0667,1,0
6,1,2,-0.6719,3.8157,0.0083,0,0
6,1,2,-0.8672,5.2326,0.0083,0,0
6,1,1,-0.7891,2.9994,0.0167,1,0
6,1,1,-0.2031,2.6658,0.0667,1,0
6,1,1,-0.7657,4.424,0.0083,1,0
6,2,1,-0.8828,3.3575,0.0167,0,0
6,1,2,-0.8438,3.566,0.0333,0,0
6,1,2,-0.4531,2.8661,0.0333,0,0
6,1,2,-0.9219,3.2577,0.0083,0,0
6,2,2,-0.0625,4.016,0.0667,1,0
6,2,2,-0.4375,3.2408,0.0667,1,0
6,1,1,0.6349,2.5159,0.1333,1,0
6,2,1,-1,4.0824,0.0083,0,0
6,1,1,-0.9453,3.0827,0.0167,1,0
6,2,2,0.6825,2.6409,0.1333,1,0
6,1,2,-1,4.1491,0.0167,0,0
6,2,2,-0.2188,3.7494,0.0667,1,0
6,1,2,-0.0703,2.7657,0.0667,0,0
6,2,2,-0.3047,2.2744,0.0167,1,0
6,1,1,0.5079,2.7658,0.0667,1,0
6,1,1,0.3254,2.6159,0.0667,1,0
6,2,1,-0.8672,4.1489,0.0167,0,0
6,1,1,0.8651,2.2494,0.1333,1,0
6,2,2,0.8968,3.7658,0.1333,1,0
6,1,1,1,2.9492,0.1333,1,0
6,2,2,-0.7266,3.0242,0.0333,1,0
6,2,2,1,3.4075,0.1333,1,0
6,2,2,-0.6016,2.7742,0.0333,1,0
6,2,1,-0.6407,2.9574,0.0167,0,0
6,2,1,-0.9219,2.866,0.0167,0,0
6,2,2,-0.5469,3.0577,0.0333,1,0
6,1,1,-0.625,2.9825,0.0333,1,0
6,2,2,-0.1485,2.8325,0.0667,1,0
6,1,1,-0.7735,2.8992,0.0083,1,0
6,1,1,0.8968,3.2325,0.1333,1,0
6,2,2,-0.9219,3.3075,0.0167,1,0
6,1,1,-0.6875,2.8658,0.0333,1,0
6,1,1,-0.8594,4.2158,0.0083,1,0
6,2,2,0.9603,2.5325,0.1333,1,0
6,2,2,-0.7735,3.2909,0.0083,1,0
6,1,1,-0.7657,2.7658,0.0083,1,0
6,1,1,-1,4.5158,0.0083,1,0
6,1,1,0.4047,2.5325,0.0667,1,0
6,2,2,-0.0703,2.8575,0.0333,1,0
6,1,2,-0.6953,3.7742,0.0167,0,0
6,1,1,-1,3.3744,0.0333,1,0
6,1,2,-0.3985,3.8741,0.0083,0,0
6,2,2,0.5555,2.7994,0.0667,1,0
6,1,1,0.7778,2.5158,0.1333,1,0
6,2,2,-0.4688,3.4453,0.0333,1,0
6,1,2,-0.5625,2.5409,0.0083,0,0
6,2,2,0.7936,2.6828,0.1333,1,0
6,1,1,0.119,4.5408,0.0333,1,0
6,2,1,-0.961,2.9992,0.0083,0,0
6,1,1,-0.8594,4.0076,0.0667,1,0
6,2,2,-0.8203,3.9658,0.0333,1,0
6,1,1,-0.7266,2.9325,0.0333,1,0
6,1,1,0.9365,2.4575,0.1333,1,0
6,1,1,0.9127,2.3409,0.1333,1,0
6,2,2,-0.711,3.0657,0.0167,1,0
6,1,1,0.7936,2.5076,0.1333,1,0
6,1,1,1,2.6825,0.1333,1,0
6,2,2,-0.8985,3.1741,0.0083,1,0
6,1,1,-0.7422,3.0658,0.0083,1,0
6,2,2,-0.7969,3.3741,0.0167,1,0
6,2,2,0.2302,4.0325,0.0667,1,0
6,1,1,-0.4922,3.2075,0.0167,1,0
6,2,2,-0.6407,3.3242,0.0083,1,0
6,1,1,0.3254,2.6325,0.0667,1,0
6,1,1,1,3.9824,0.1333,1,0
6,1,1,1,2.2991,0.0667,1,0
6,1,1,1,2.4659,0.1333,1,0
6,1,2,0.0952,2.4075,0.0333,0,0
6,2,1,0.2937,2.9161,0.0667,0,0
6,2,1,-0.5625,2.6745,0.0083,0,0
6,1,1,0.7222,2.4495,0.1333,1,0
6,2,2,1,3.0492,0.0667,1,0
6,1,1,-0.7188,2.7992,0.0083,1,0
6,2,2,-0.4922,3.3075,0.0333,1,0
6,2,2,-0.9844,3.9991,0.0167,1,0
6,2,2,0.9048,2.7575,0.0667,1,0
6,1,1,-0.6953,2.3492,0.0167,1,0
6,2,1,-1,3.3825,0.0083,0,0
6,2,2,-0.8672,2.7327,0.0167,1,0
6,1,1,-0.961,3.2408,0.0083,1,0
6,2,2,0.4127,2.6575,0.0667,1,0
6,2,2,-0.4453,3.3658,0.0167,1,0
6,2,2,1,3.5075,0.1333,1,0
6,2,2,1,2.4242,0.1333,1,0
6,1,1,-0.7657,5.0407,0.0083,1,0
6,1,2,-0.7188,2.8492,0.0333,0,0
6,2,1,-0.961,4.5576,0.0083,0,0
6,1,1,-1,2.6411,0.0333,1,0
6,1,2,-0.5625,2.6242,0.0333,0,0
6,1,2,-1,3.3327,0.0333,0,0
6,2,2,-1,3.1327,0.0167,1,0
6,2,2,-0.25,2.7742,0.0667,1,0
6,2,1,-0.6407,2.7076,0.0167,0,0
6,2,2,1,2.6161,0.1333,1,0
6,1,1,1,3.5491,0.0667,1,0
6,1,2,-0.625,2.5492,0.0333,0,0
6,2,2,0.9762,2.3411,0.1333,1,0
6,2,1,-1,2.8075,0.0167,0,0
6,2,2,-0.8125,3.1494,0.0167,1,0
6,2,1,-0.8125,3.0575,0.0167,0,0
6,1,2,-1,2.8494,0.0083,0,0
6,1,1,0.7936,2.4661,0.0667,1,0
6,1,1,-1,3.8741,0.0333,1,0
6,2,2,1,3.2324,0.0667,1,0
6,1,2,-1,3.0121,0.0167,0,0
6,1,1,-0.5938,2.8078,0.0167,1,0
6,2,2,0.6032,2.3159,0.0667,1,0
6,2,1,-0.9141,2.6492,0.0083,0,0
6,1,1,-0.836,5.441,0.0333,1,0
6,1,2,-0.8125,3.3239,0.0083,0,0
6,2,2,1,3.8994,0.0667,1,0
6,2,2,1,3.9241,0.1333,1,0
6,1,2,-0.9063,6.1323,0.0333,0,0
6,2,2,-0.8125,3.3243,0.0083,1,0
6,1,1,1,2.8658,0.1333,1,0
6,1,1,-0.8828,3.1408,0.0083,1,0
6,2,2,-0.8907,3.7241,0.0167,1,0
6,1,2,-0.9063,3.7408,0.0333,0,0
6,2,2,1,2.6494,0.0667,1,0
6,2,2,-0.8594,3.3742,0.0167,1,0
6,1,1,-0.8594,3.2825,0.0083,1,0
6,2,2,-0.7813,2.9408,0.0333,1,0
6,2,2,0.3968,2.6325,0.0667,1,0
6,1,1,1,3.1159,0.1333,1,0
6,2,2,-0.5625,2.5576,0.0333,1,0
6,1,1,-0.9141,3.5324,0.0083,1,0
6,2,1,-0.9688,3.6408,0.0167,0,0
6,1,1,-0.836,3.191,0.0167,1,0
6,1,1,-0.9688,3.4575,0.0167,1,0
6,1,2,-0.8828,3.2992,0.0333,0,0
6,2,2,1,2.7077,0.1333,1,0
6,2,2,-1,3.5158,0.0167,1,0
6,1,1,1,2.7658,0.1333,1,0
6,1,1,1,2.8242,0.1333,1,0
6,2,2,-0.7344,2.8242,0.0083,1,0
6,1,1,1,3.1158,0.0667,1,0
6,1,1,-0.7344,2.9408,0.0667,1,0
6,2,2,1,2.6492,0.1333,1,0
6,1,1,-0.4297,3.1658,0.0333,1,0
6,1,2,-0.4063,3.1409,0.0083,0,0
6,2,2,-0.4063,2.4078,0.0333,1,0
6,1,1,1,4.6741,0.0667,1,0
6,2,2,-0.9063,3.0825,0.0167,1,0
6,2,2,1,3.5741,0.1333,1,0
6,2,2,1,2.6158,0.0667,1,0
6,2,1,0.3809,2.6325,0.0667,0,0
6,1,1,1,3.891,0.1333,1,0
6,1,2,-0.7344,2.9075,0.0083,0,0
6,1,1,1,3.2078,0.0667,1,0
6,1,2,-0.6797,2.7908,0.0083,0,0
6,2,2,1,3.7161,0.1333,1,0
6,1,1,0.2857,2.9408,0.0333,1,0
6,2,2,1,2.6991,0.0667,1,0
6,1,2,0,2.5659,0.0167,0,0
6,2,1,-0.8047,2.6577,0.0167,0,0
6,1,2,-0.7032,2.3828,0.0333,0,0
6,1,2,-0.836,2.7744,0.0333,0,0
6,1,2,-0.961,3.0827,0.0083,0,0
6,2,1,-1,2.8161,0.0333,0,0
6,2,2,-0.5547,2.7161,0.0167,1,0
6,2,1,-0.5313,2.5992,0.0083,0,0
6,1,1,0.9841,2.4578,0.1333,1,0
6,2,2,1,2.9409,0.0667,1,0
6,2,2,1,2.9825,0.1333,1,0
6,2,1,-0.8047,4.1954,0.0167,0,0
6,2,2,-0.8203,2.6828,0.0083,1,0
6,1,2,-0.8203,2.5325,0.0333,0,0
6,1,1,-0.6875,2.6494,0.0167,1,0
6,2,2,-0.586,3.0825,0.0333,1,0
6,1,1,0.7619,2.9075,0.0667,1,0
6,2,2,0.4524,2.7824,0.0667,1,0
6,2,2,-0.711,3.6907,0.0333,1,0
6,1,1,-0.5781,2.5409,0.0167,1,0
6,2,1,-0.7188,2.7658,0.0167,0,0
6,2,2,1,2.4328,0.1333,1,0
6,2,2,-0.4141,4.3824,0.0333,1,0
6,1,1,0.4524,2.4909,0.0667,1,0
6,1,2,-0.836,3.4741,0.0167,0,0
6,2,2,1,2.3661,0.1333,1,0
6,1,1,0.9841,2.9325,0.0667,1,0
6,2,2,1,2.4992,0.0667,1,0
6,1,1,-0.9063,3.7158,0.0083,1,0
6,2,1,-1,3.4991,0.0167,0,0
6,2,2,-0.9922,2.6327,0.0083,1,0
6,1,1,-0.7657,2.7075,0.0167,1,0
6,2,2,-0.8125,2.6659,0.0083,1,0
6,2,2,0.9048,2.1909,0.1333,1,0
6,2,2,-0.9375,2.8575,0.0083,1,0
6,1,1,0.5238,2.6909,0.0667,1,0
6,1,2,0.3492,2.3659,0.0333,0,0
6,1,1,0.5079,2.7994,0.0083,1,0
6,2,2,0.6349,2.6159,0.1333,1,0
6,2,2,0.1905,3.3324,0.0333,1,0
6,2,1,-0.4063,3.0325,0.0083,0,0
6,1,2,0.4286,2.5328,0.0167,0,0
6,1,1,0.873,3.6994,0.0667,1,0
6,2,2,1,2.5242,0.1333,1,0
6,1,1,0.2857,3.1575,0.0333,1,0
6,1,2,-0.5391,2.8991,0.0333,0,0
6,1,2,-0.7813,3.0994,0.0167,0,0
6,2,2,-0.836,2.5994,0.0333,1,0
6,1,2,-0.9141,3.0992,0.0083,0,0
6,1,2,-0.836,3.7827,0.0667,0,0
6,1,1,1,6.2575,0.1333,1,0
6,2,2,-0.711,3.0575,0.0167,1,0
6,1,1,-0.6407,2.4992,0.0333,1,0
6,2,2,1,2.7492,0.1333,1,0
6,2,1,-0.7422,2.7492,0.0083,0,0
6,2,1,-1,2.6578,0.0083,0,0
6,1,2,-1,2.7327,0.0167,0,0
6,1,1,1,3.1077,0.1333,1,0
6,1,2,0.6667,2.7242,0.0667,0,0
6,1,1,1,2.7661,0.1333,1,0
6,1,1,-0.9453,3.3408,0.0083,1,0
6,2,2,1,3.0408,0.0667,1,0
6,1,1,1,3.0659,0.1333,1,0
6,2,1,-0.7188,3.8574,0.0667,0,0
6,1,2,-0.7735,3.366,0.0083,0,0
6,1,1,-0.8594,3.4827,0.0333,1,0
6,2,2,-0.6485,6.149,0.0167,1,0
6,2,2,0.4444,3.0824,0.0667,1,0
6,1,1,-0.5547,2.2825,0.0333,1,0
6,1,1,1,2.9824,0.1333,1,0
6,1,1,1,2.3575,0.1333,1,0
6,2,2,1,2.3956,0.1333,1,0
6,2,2,-0.9063,2.4075,0.0167,1,0
6,2,2,-0.7969,2.5742,0.0083,1,0
6,2,1,-0.6328,2.5992,0.0333,0,0
6,2,2,-0.7969,2.4994,0.0167,1,0
6,1,1,-0.2735,3.1324,0.0667,1,0
6,1,2,-0.8516,2.9575,0.0083,0,0
6,1,1,-0.836,3.4494,0.0333,1,0
6,2,1,-1,3.7324,0.0167,0,0
6,2,1,-0.836,2.3911,0.0333,0,0
6,1,1,-0.875,2.6578,0.0167,1,0
6,1,2,-0.6094,2.6075,0.0083,0,0
6,1,2,-0.8282,2.8078,0.0083,0,0
6,1,1,-0.0781,2.3328,0.0667,1,0
6,2,2,0,2.3076,0.0667,1,0
6,1,1,-0.7969,3.6575,0.0333,1,0
6,2,2,-0.836,3.1408,0.0333,1,0
6,1,2,-1,4.1491,0.0333,0,0
6,1,1,1,2.8161,0.1333,1,0
6,1,1,-1,3.0575,0.0167,1,0
6,1,1,-1,3.0659,0.0083,1,0
6,2,2,-0.9141,4.3658,0.0167,1,0
6,1,1,-0.7578,2.9992,0.0333,1,0
6,2,2,1,3.1158,0.0667,1,0
6,1,1,0.6667,2.7325,0.0667,1,0
6,2,2,-0.8047,2.4242,0.0333,1,0
6,2,2,-0.6172,2.6076,0.0667,1,0
6,1,1,-0.5313,2.3825,0.0083,1,0
6,2,2,1,2.3575,0.1333,1,0
6,2,2,1,2.4825,0.1333,1,0
6,2,2,1,2.4659,0.1333,1,0
6,1,1,0.5238,2.7659,0.0667,1,0
6,2,1,-0.9297,3.2491,0.0333,0,0
6,1,1,-0.836,2.3328,0.0667,1,0
6,1,2,-0.8828,3.2742,0.0167,0,0
6,2,2,1,2.4078,0.0667,1,0
6,1,1,1,6.424,0.0667,1,0
6,2,2,-0.6094,2.4659,0.0333,1,0
6,1,1,-0.9375,3.2825,0.0083,1,0
6,2,2,1,2.6575,0.1333,1,0
6,1,2,-0.7578,3.3741,0.0167,0,0
6,1,1,1,2.5911,0.1333,1,0
6,1,1,1,2.5492,0.1333,1,0
6,1,1,-1,2.6326,0.0083,1,0
6,2,2,-0.9063,2.6492,0.0333,1,0
6,2,1,0.8016,3.2241,0.0667,0,0
6,2,2,-0.5938,4.9993,0.0083,1,0
6,2,2,1,2.7075,0.0667,1,0
6,1,1,1,2.6743,0.1333,1,0
6,1,1,-0.9063,3.0908,0.0167,1,0
6,1,2,-0.7735,2.5492,0.0167,0,0
6,1,1,1,2.4578,0.1333,1,0
6,2,1,-1,3.1825,0.0083,0,0
6,1,1,0.9841,2.6911,0.1333,1,0
6,1,1,-0.9922,5.1157,0.0167,1,0
6,1,2,-0.7813,2.7408,0.0083,0,0
6,1,1,1,2.5994,0.1333,1,0
6,1,1,-0.961,3.5408,0.0167,1,0
6,1,1,-1,3.1658,0.0083,1,0
6,1,1,-1,2.8325,0.0333,1,0
6,1,1,-0.4531,2.4455,0.0333,1,0
6,2,1,-0.7969,2.3659,0.0167,0,0
6,1,1,1,2.9578,0.0667,1,0
6,2,1,-0.9297,3.2325,0.0167,0,0
6,1,1,-0.6719,2.3495,0.0167,1,0
6,1,2,-0.6172,2.7075,0.0083,0,0
6,1,1,-0.8907,2.8911,0.0083,1,0
6,2,2,1,2.4659,0.0667,1,0
6,1,1,1,5.499,0.1333,1,0
6,1,2,-0.7813,2.9825,0.0167,0,0
6,2,2,1,2.4411,0.1333,1,0
6,1,1,0.9603,4.7573,0.1333,1,0
6,2,2,1,2.4243,0.0667,1,0
6,2,2,1,2.3075,0.1333,1,0
6,2,1,-1,3.6325,0.0083,0,0
6,1,2,-1,3.0827,0.0083,0,0
6,1,1,1,2.7078,0.1333,1,0
6,2,1,-0.8594,3.0825,0.0333,0,0
6,1,1,-0.7813,2.6827,0.0333,1,0
6,1,2,-0.8516,3.4241,0.0333,0,0
6,2,2,-0.5625,2.4495,0.0333,1,0
6,1,1,-0.6485,2.9241,0.0333,1,0
6,1,1,1,2.9992,0.1333,1,0
6,2,2,-0.9141,2.6575,0.0083,1,0
6,1,1,-0.6094,2.6075,0.0333,1,0
6,1,1,-1,4.1407,0.0167,1,0
6,2,2,-0.875,3.1075,0.0167,1,0
6,1,1,-0.8282,2.5825,0.0083,1,0
6,1,1,1,2.4492,0.0667,1,0
6,2,2,1,2.3992,0.0667,1,0
6,1,1,-0.9297,2.5909,0.0167,1,0
6,1,2,-1,2.9658,0.0333,0,0
6,1,2,-1,3.2244,0.0083,0,0
6,1,2,0.4206,3.5577,0.0667,0,0
6,2,2,-0.5703,6.3574,0.0167,1,0
6,1,1,-0.9375,3.1741,0.0333,1,0
6,1,1,1,2.7825,0.1333,1,0
6,2,2,0.8016,2.4075,0.0667,1,0
6,2,2,-0.7032,2.3576,0.0083,1,0
6,1,1,1,2.2576,0.1333,1,0
6,1,2,-0.4297,2.6492,0.0333,0,0
6,1,1,1,2.2411,0.1333,1,0
6,1,1,1,3.1325,0.0667,1,0
6,1,1,-1,3.1075,0.0083,1,0
6,1,1,-0.8907,2.8492,0.0167,1,0
6,1,1,-0.9453,2.7992,0.0167,1,0
6,1,1,-0.9688,2.6241,0.0167,1,0
6,2,2,1,2.4492,0.0667,1,0
6,1,1,1,3.0991,0.1333,1,0
6,2,2,1,2.7741,0.0667,1,0
6,1,1,-0.6407,3.1075,0.0167,1,0
6,2,1,-0.875,3.2074,0.0083,0,0
6,1,1,1,2.3494,0.1333,1,0
6,2,1,-1,3.0409,0.0333,0,0
6,2,2,1,2.2494,0.1333,1,0
6,2,2,1,2.4575,0.0667,1,0
6,1,1,1,2.6742,0.0667,1,0
6,1,2,-0.836,2.4325,0.0083,0,0
6,2,1,-0.9844,2.6494,0.0083,0,0
6,2,2,-0.8047,2.3744,0.0333,1,0
6,2,2,-0.7032,3.362,0.0333,1,0
6,2,2,-0.6953,2.5492,0.0167,1,0
6,1,1,-0.4063,2.4575,0.0667,1,0
6,2,2,-0.8282,3.1575,0.0333,1,0
6,2,2,-0.7032,2.5158,0.0333,1,0
6,2,2,-0.6641,2.4909,0.0667,1,0
6,2,1,-0.9063,2.6742,0.0167,0,0
6,1,2,-0.8516,4.5909,0.0667,0,0
6,1,1,-0.961,2.6494,0.0083,1,0
6,2,1,-0.875,2.8075,0.0083,0,0
6,1,2,-0.8828,2.5911,0.0083,0,0
6,2,2,1,4.0327,0.1333,1,0
6,2,2,1,2.2992,0.1333,1,0
6,1,1,1,2.3575,0.1333,1,0
6,2,2,1,2.3158,0.1333,1,0
6,1,2,-1,2.3576,0.0167,0,0
6,1,2,-1,2.0411,0.0333,0,0
6,2,2,-0.9297,2.1995,0.0167,1,0
6,2,2,1,2.3242,0.1333,1,0
6,2,2,-0.9375,2.8575,0.0167,1,0
6,2,2,-0.961,2.8325,0.0167,1,0
6,2,2,1,2.7159,0.1333,1,0
6,1,2,-0.6407,2.6575,0.0333,0,0
6,1,1,-0.8203,3.366,0.0167,1,0
6,2,2,-0.4766,2.5825,0.0333,1,0
6,1,1,-0.6875,4.3408,0.0667,1,0
6,1,2,-0.836,2.5742,0.0167,0,0
6,2,2,-0.6172,4.041,0.0333,1,0
6,1,1,-1,2.9575,0.0083,1,0
6,1,1,0.8968,2.8575,0.1333,1,0
6,1,1,0.9841,2.3825,0.1333,1,0
6,1,1,1,6.2573,0.0667,1,0
6,2,2,1,2.3909,0.1333,1,0
6,2,2,-0.7735,3.3491,0.0083,1,0
6,2,1,-0.7969,2.8325,0.0333,0,0
6,1,2,-0.8516,2.6828,0.0167,0,0
6,1,2,-1,2.1995,0.0167,0,0
6,1,2,-0.8047,2.2328,0.0667,0,0
6,2,2,-0.8516,2.1328,0.0083,1,0
6,1,1,-0.7969,3.0075,0.0083,1,0
6,2,2,0.9762,2.2826,0.1333,1,0
6,2,2,0.9841,2.1492,0.1333,1,0
6,1,2,-0.8594,2.2992,0.0083,0,0
6,1,1,0.5476,4.0827,0.0667,1,0
6,2,2,1,2.4659,0.0667,1,0
6,1,1,-0.8282,2.6741,0.0083,1,0
6,1,2,-0.4453,2.3826,0.0333,0,0
6,2,2,0.9365,2.2245,0.1333,1,0
6,2,2,-0.3125,3.3242,0.0083,1,0
6,2,2,-0.4844,2.5242,0.0083,1,0
6,2,1,-0.4844,3.3409,0.0333,0,0
6,2,2,0.8968,2.5745,0.0667,1,0
6,1,2,-0.6875,2.4742,0.0333,0,0
6,2,2,0.3016,3.1078,0.0667,1,0
6,1,1,-0.961,3.6741,0.0083,1,0
6,2,2,0.8809,2.3075,0.0667,1,0
6,2,2,-0.6953,2.3825,0.0167,1,0
6,2,1,-0.5547,2.6408,0.0333,0,0
6,1,2,-0.6641,2.5828,0.0167,0,0
6,2,2,1,3.341,0.0667,1,0
6,1,1,-0.2735,2.2702,0.0667,1,0
6,2,2,-0.0781,2.1909,0.0167,1,0
6,1,1,0.9762,2.3076,0.0667,1,0
6,1,1,-0.6328,2.1909,0.0333,1,0
6,2,2,-0.3985,2.8825,0.0083,1,0
6,2,2,0.9603,2.1826,0.0667,1,0
6,1,2,-0.7188,2.3992,0.0083,0,0
6,2,2,1,3.4994,0.1333,1,0
6,2,2,1,2.5242,0.0667,1,0
6,1,1,0.9841,2.4742,0.0667,1,0
6,1,1,-0.6172,4.4324,0.0333,1,0
6,2,2,1,3.4158,0.1333,1,0
6,1,2,-0.7032,4.3657,0.0333,0,0
6,2,2,0.9841,2.7911,0.0667,1,0
6,2,2,-0.7032,2.4575,0.0083,1,0
6,2,1,-0.4453,2.5659,0.0333,0,0
6,2,2,1,2.3911,0.1333,1,0
6,1,1,-0.8047,2.6492,0.0333,1,0
6,2,2,-0.6719,3.0742,0.0083,1,0
6,2,2,0.9762,2.2992,0.1333,1,0
6,1,1,0.9762,2.9575,0.0667,1,0
6,2,2,1,2.1909,0.0667,1,0
6,1,1,1,2.3492,0.1333,1,0
6,1,1,1,2.3242,0.1333,1,0
6,1,2,0.5714,2.7075,0.0333,0,0
6,1,1,1,2.4994,0.1333,1,0
6,1,2,-0.7266,6.0323,0.0333,0,0
6,2,1,-0.4844,3.3077,0.0667,0,0
6,1,2,-0.8828,2.2411,0.0167,0,0
6,2,2,-0.6094,2.0495,0.0167,1,0
6,2,1,-0.8282,3.2408,0.0167,0,0
6,2,2,1,2.7661,0.0667,1,0
6,1,1,1,2.4742,0.0667,1,0
6,2,2,-0.6407,2.2992,0.0333,1,0
6,1,1,1,2.7492,0.1333,1,0
6,2,1,-0.8047,2.5325,0.0083,0,0
6,2,1,-1,2.0161,0.0083,0,0
6,2,1,-1,2.2245,0.0167,0,0
6,1,1,-0.8828,2.3078,0.0083,1,0
6,1,1,-0.9063,2.7325,0.0167,1,0
6,2,1,-0.9453,2.8574,0.0167,0,0
6,1,2,-0.9375,2.7911,0.0333,0,0
6,1,2,-0.7735,2.7411,0.0083,0,0
6,2,1,-0.7578,2.4578,0.0333,0,0
6,1,1,-0.8907,2.7328,0.0083,1,0
6,1,2,-0.6407,3.1158,0.0333,0,0
6,1,2,-0.9453,3.0161,0.0167,0,0
6,2,2,-0.8907,2.1578,0.0167,1,0
6,1,1,-0.836,2.6741,0.0167,1,0
6,1,2,-0.6485,2.1826,0.0333,0,0
6,2,2,-0.7969,2.4744,0.0083,1,0
6,1,1,-0.8047,2.9242,0.0083,1,0
6,1,1,-0.836,2.5409,0.0167,1,0
6,1,2,-0.8516,2.5659,0.0083,0,0
6,2,2,1,4.2493,0.1333,1,0
6,2,2,1,2.1576,0.0667,1,0
6,1,1,-0.7969,2.3242,0.0167,1,0
6,1,1,1,3.8908,0.1333,1,0
6,1,1,1,2.3326,0.1333,1,0
6,2,2,1,2.1909,0.1333,1,0
6,1,1,1,2.7705,0.1333,1,0
6,1,1,1,2.5658,0.1333,1,0
6,1,1,-0.7969,2.6158,0.0167,1,0
6,2,2,-0.5547,2.5325,0.0167,1,0
6,1,1,-0.7735,4.5241,0.0333,1,0
6,1,1,1,2.6158,0.1333,1,0
6,2,2,1,2.5076,0.0667,1,0
6,1,1,-1,4.3408,0.0333,1,0
6,1,2,-0.6719,2.541,0.0167,0,0
6,1,1,1,2.6411,0.1333,1,0
6,2,2,1,2.7826,0.0667,1,0
6,1,1,1,2.5909,0.0667,1,0
6,2,1,-0.9297,3.5492,0.0167,0,0
6,2,2,1,2.5411,0.1333,1,0
6,2,2,-0.6172,3.5075,0.0083,1,0
6,2,2,-0.8047,3.6825,0.0083,1,0
6,2,2,0.3571,2.9742,0.0667,1,0
6,1,2,-0.7032,2.5992,0.0167,0,0
6,1,2,-0.6641,2.2745,0.0333,0,0
6,1,1,1,2.4244,0.1333,1,0
6,2,2,-0.586,2.2826,0.0333,1,0
6,1,1,1,2.5075,0.1333,1,0
6,2,2,-0.4297,2.7742,0.0167,1,0
6,2,1,0.8809,3.5242,0.0083,0,0
6,2,2,1,2.5411,0.1333,1,0
6,2,2,-0.7813,3.7658,0.0083,1,0
6,2,2,-0.8828,2.4742,0.0667,1,0
6,1,1,-0.8594,4.2991,0.0083,1,0
6,1,2,-0.461,2.7409,0.0167,0,0
6,2,2,-0.6719,2.5578,0.0083,1,0
6,1,1,-0.1875,3.0325,0.0667,1,0
6,2,2,1,4.6158,0.0667,1,0
6,2,2,-0.7266,2.4326,0.0167,1,0
6,2,2,1,2.8575,0.0667,1,0
6,2,2,-0.6641,2.4492,0.0333,1,0
6,1,1,-0.6172,2.2992,0.0333,1,0
6,2,2,1,2.6492,0.1333,1,0
6,2,2,1,2.5576,0.0667,1,0
6,1,1,-0.8594,2.1659,0.0167,1,0
6,2,2,-0.6407,3.1492,0.0167,1,0
6,2,2,-0.461,2.4742,0.0333,1,0
6,1,1,1,2.9659,0.0667,1,0
6,1,1,1,2.4242,0.1333,1,0
6,2,2,-0.6719,3.7908,0.0167,1,0
6,1,1,-0.7188,2.5242,0.0333,1,0
6,2,2,-0.7032,2.6992,0.0083,1,0
6,1,2,-0.7735,2.3159,0.0083,0,0
6,1,2,-0.7266,2.5078,0.0083,0,0
6,2,2,1,2.1995,0.1333,1,0
6,2,2,1,2.3826,0.1333,1,0
6,2,2,-0.6328,2.6909,0.0083,1,0
6,2,1,-0.7032,3.2575,0.0167,0,0
6,2,2,-0.5703,2.7161,0.0083,1,0
6,2,2,0.627,2.3326,0.0667,1,0
6,1,2,-0.8828,2.1159,0.0333,0,0
6,2,2,1,2.2161,0.0667,1,0
6,2,2,-0.7266,2.1993,0.0083,1,0
6,2,1,-0.836,2.2159,0.0333,0,0
6,1,1,-0.7969,2.1329,0.0333,1,0
6,1,1,-0.586,2.9492,0.0333,1,0
7,1,1,1,5.4954,0.1333,1,1
7,2,2,1,3.0242,0.0667,1,1
7,1,1,1,2.1575,0.0333,1,1
7,1,1,1,2.3742,0.0167,1,1
7,1,2,-1,2.6075,0.0083,0,1
7,2,2,1,3.2744,0.1333,1,1
7,2,2,1,2.1659,0.0667,1,1
7,1,1,1,2.2326,0.0333,1,1
7,1,1,0.9444,2.6659,0.0167,1,1
7,2,1,0.2063,2.5325,0.0083,0,1
7,1,1,1,2.0162,0.1333,1,1
7,1,1,1,2.3742,0.0667,1,1
7,2,2,1,2.7825,0.0333,1,1
7,1,1,1,1.9243,0.0167,1,1
7,1,2,0.4206,2.7741,0.0083,0,1
7,2,2,1,2.1078,0.1333,1,1
7,2,2,1,2.1493,0.0667,1,1
7,2,2,0.8412,2.0326,0.0333,1,1
