Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Trial_number,Skin_site,raw_Confidence_NotReverseCoded,raw_Response,logTransformed_RT_dec_NaNOutlier,logTransformed_RT_conf_NaNOutlier
42,44,7.99,74.1,5415,1758,9,1,25.9,7.99,8.596928159,7.471932078
42,42,0.93,99,7152,5705,10,2,1,0.93,8.875147317,8.649098262
42,42.5,4.96,81.29,6262,1539,11,3,18.71,4.96,8.742254902,7.338888134
42,45.5,6.96,89.51,5472,2334,12,4,10.49,6.96,8.607399459,7.755338813
42,44,3.98,98.29,5582,1885,13,5,1.71,3.98,8.627302414,7.5416831
42,44,5.95,97.89,5513,1697,14,6,2.11,5.95,8.614864219,7.436617265
42,46,7.98,97.02,5284,1488,15,7,2.98,7.98,8.572438666,7.305188215
42,42,3.99,95.29,5500,1886,16,8,4.71,3.99,8.612503371,7.542213463
42,46,8.09,80.5,6020,1369,17,1,19.5,8.09,8.702842538,7.221835825
42,45.5,4.98,92.36,5735,2272,18,2,7.64,4.98,8.65434303,7.72841578
42,44,3.97,91.41,5214,1878,19,3,8.59,3.97,8.559102594,7.53796266
42,42,3.93,92.76,4909,3376,20,4,7.24,3.93,8.498825534,8.124446856
42,46,8.4,90.94,7297,2392,21,5,9.06,8.4,8.895218584,7.779885115
42,41.5,1.02,95.6,6242,2039,22,6,4.4,1.02,8.739055923,7.620214771
42,44,6.99,90.54,5437,3450,23,7,9.46,6.99,8.600982717,8.14612951
42,44,8.01,90.86,5381,2143,24,8,9.14,8.01,8.590629509,7.669961995
43,41,1.02,NaN,5325,2445,1,1,0.21,1.02,8.580167991,NaN
43,44,0.46,100,5457,1674,2,2,-7.77,0.46,8.604654467,7.422971251
43,47,2,100,6458,1065,3,3,-18.92,2,8.773074951,6.970730078
43,47,4.42,100,5957,1193,4,4,-3.03,4.42,8.692322278,7.084226422
43,45,3.5,95.52,5527,1532,5,5,4.48,3.5,8.617400452,7.33432935
43,50,7.01,100,5402,937,6,6,-5.17,7.01,8.594524534,6.842683282
43,44.5,5.93,100,5832,1137,7,7,-5.17,5.93,8.671115274,7.036148494
43,50,7.97,100,5908,1287,8,8,-11.1,7.97,8.684062644,7.160069208
43,47,5.44,100,6534,1063,9,1,0.13,5.44,8.784774592,6.968850378
43,43,0.4,100,6027,999,10,2,-18.21,0.4,8.704004653,6.906754779
43,44,0.61,100,7194,1117,11,3,-3.35,0.61,8.881002624,7.018401799
43,50,7.99,100,5500,1331,12,4,-4.06,7.99,8.612503371,7.193685818
43,47,6.93,97.1,6131,1350,13,5,2.9,6.93,8.721113148,7.207859871
43,46.5,2.68,100,6235,2004,14,6,-7.93,2.68,8.737933858,7.602900462
43,49.5,7.7,100,6186,1818,15,7,-11.33,7.7,8.730043953,7.505492275
43,44.5,1.98,97.42,7173,1316,16,8,2.58,1.98,8.878079256,7.182352112
43,50,7.63,100,5609,902,17,1,-6.19,7.63,8.63212773,6.80461452
43,50,7.73,98.84,5853,1116,18,2,1.16,7.73,8.674709629,7.017506143
43,47,1.94,100,6388,949,19,3,-3.11,1.94,8.762176509,6.855408799
43,44.5,2.19,100,5812,853,20,4,-13.07,2.19,8.667680025,6.748759547
43,50,7.97,100,5756,1414,21,5,-3.59,7.97,8.657998068,7.254177846
43,44.5,0.98,100,5777,1033,22,6,-14.34,0.98,8.661639796,6.940222469
43,47.5,2.08,98.45,6410,1141,23,7,1.55,2.08,8.76561455,7.03966035
43,47.5,5.95,100,5103,948,24,8,-1.13,5.95,8.537583881,6.854354502
44,41,0,NaN,4020,25687,1,1,0.84,0,8.299037182,NaN
44,44,1,100,6965,2889,2,2,-1.21,1,8.848652886,7.9686657
44,47,1.95,100,5249,1585,3,3,-0.03,1.95,8.565792861,7.368339686
44,48,2.33,100,6985,1594,4,4,-18.45,2.33,8.851520272,7.374001859
44,47,1.95,89.36,6076,3436,5,5,10.64,1.95,8.712101864,8.142063283
44,50,3.03,100,5346,1466,6,6,-5.8,3.03,8.584103897,7.290292882
44,47,2.47,100,5763,1454,7,7,0.6,2.47,8.659213451,7.282073658
44,50,5.02,100,6923,886,8,8,0.76,5.02,8.842604481,6.786716951
44,48.5,3.98,80.98,4853,1898,9,1,19.02,3.98,8.487352349,7.548555979
44,46,1.53,98.21,5701,1208,10,2,1.79,1.53,8.648396877,7.096721378
44,46.5,1.46,100,5450,1132,11,3,-5.4,1.46,8.603370888,7.031741259
44,50,4.41,100,5617,1213,12,4,0.05,4.41,8.633552993,7.100851909
44,49.5,5.43,100,4881,1072,13,5,-9.59,5.43,8.493105396,6.977281342
44,49,1.95,100,5714,879,14,6,-4.77,1.95,8.650674583,6.778784898
44,50,3.01,98.13,5492,3260,15,7,1.87,3.01,8.611047767,8.089482474
44,47,1.36,100,6361,775,16,8,-4.22,1.36,8.757940877,6.652863029
44,50,4.01,100,5256,1302,17,1,-0.19,4.01,8.56712556,7.171656823
44,50,5.95,100,4860,928,18,2,-2,5.95,8.488793717,6.833031733
44,49.5,5.95,100,4013,15796,19,3,-4.06,5.95,8.29729437,9.667512022
44,47,2.41,100,5277,1242,20,4,-2,2.41,8.571113033,7.124478262
44,50,4.97,100,5367,999,21,5,-18.68,4.97,8.588024372,6.906754779
44,47,1.05,100,5617,1133,22,6,-0.03,1.05,8.633552993,7.032624261
44,49.5,3,100,5548,1017,23,7,-0.27,3,8.621192781,6.924612396
44,50,4.5,87.46,7582,1347,24,8,12.54,4.5,8.933532296,7.205635176
45,41,0,100,4013,2712,1,1,-3.98,0,8.29729437,7.905441649
45,44,5.9,61.37,6819,3481,2,2,38.63,5.9,8.827468113,8.155074888
45,47,5.9,81.21,4013,6365,3,3,18.79,5.9,8.29729437,8.758569511
45,44,5.93,61.37,7200,3178,4,4,38.63,5.93,8.881836305,8.064007347
45,41.5,0,97.89,5895,1752,5,5,2.11,-0.08,8.681859813,7.468513271
45,46,3.17,80.74,6097,2180,6,6,19.26,3.17,8.715552126,7.687080156
45,42.5,4.94,90.07,5388,4407,7,7,9.93,4.94,8.591929538,8.390949465
45,46.5,8.03,100,5305,2175,8,8,-6.75,8.03,8.576405051,7.684783944
45,44.5,5.05,81.37,5569,2006,9,1,18.63,5.05,8.624970784,7.603897969
45,42.5,4.05,100,5611,1974,10,2,-1.37,4.05,8.632484236,7.58781722
45,42,1.01,100,7311,1862,11,3,-18.45,1.01,8.897135342,7.529406458
45,46.5,7.95,100,6082,1870,12,4,-3.66,7.95,8.713088868,7.53369371
45,44,1.13,81.06,6444,2808,13,5,18.94,1.13,8.770904744,7.940227765
45,44,1.04,100,5513,2094,14,6,0.45,1.04,8.614864219,7.646831391
45,46.5,7.98,NaN,5340,8648,15,7,17.92,7.98,8.582980932,NaN
45,42.5,0.4,100,5360,2002,16,8,-0.03,0.4,8.586719254,7.60190196
45,46.5,6.95,100,5742,910,17,1,-0.5,6.95,8.655562861,6.8134446
45,46.5,6.95,82.4,4013,2378,18,2,17.6,6.95,8.29729437,7.774015077
45,45,3.98,100,5915,1173,19,3,-11.89,3.98,8.685246776,7.067319849
45,43,3.18,100,7527,1680,20,4,-15.68,3.18,8.926251835,7.426549072
45,46.5,8,98.21,5277,4912,21,5,1.79,8,8.571113033,8.49943647
45,42.5,4.58,100,7255,3654,22,6,0.21,4.58,8.889446165,8.203577737
45,44,5.97,100,5625,1995,23,7,-5.56,5.97,8.634976227,7.598399329
45,44,4,99,5228,2926,24,8,1,4,8.561784075,7.981391582
46,41,1.09,100,5478,1772,1,1,-1.77,1.09,8.60849535,7.479864131
46,44,1.01,100,5375,1433,2,2,-0.11,1.01,8.589513853,7.267525428
46,47,1.98,100,5089,1364,3,3,-7.22,1.98,8.534836627,7.218176838
46,48,4.49,100,5388,1625,4,4,-0.58,4.49,8.591929538,7.393263095
46,44.5,1.93,98.84,5763,1892,5,5,1.16,1.93,8.659213451,7.54538975
46,50,6.28,98.92,5139,1334,6,6,1.08,6.28,8.544613787,7.195937226
46,44.5,1.04,100,5569,1386,7,7,0.29,1.04,8.624970784,7.23417718
46,50,7.96,100,5158,1144,8,8,-4.3,7.96,8.548304186,7.042286172
46,48,3.46,100,5478,1479,9,1,-1.61,3.46,8.60849535,7.299121463
46,45,1.04,100,5138,1237,10,2,-13.78,1.04,8.544419178,7.120444372
46,45.5,0.95,100,4833,1232,11,3,-2.4,0.95,8.483222672,7.116394144
46,50,7.58,97.02,5173,1627,12,4,2.98,7.58,8.55120807,7.394493107
46,48,3.23,100,5631,1172,13,5,-5.8,3.23,8.636042325,7.06646697
46,48.5,1.97,100,5402,878,14,6,-1.21,1.97,8.594524534,6.777646594
46,50,7.85,100,5165,850,15,7,-0.74,7.85,8.549660382,6.745236349
46,46,2.03,100,5375,1084,16,8,-18.6,2.03,8.589513853,6.988413182
46,50,8.03,100,5117,1296,17,1,0.76,8.03,8.540323609,7.167037877
46,50,7.99,98.68,5714,1205,18,2,1.32,7.99,8.650674583,7.094234846
46,48,3.53,100,5179,1405,19,3,-4.14,3.53,8.552367266,7.247792582
46,46,0.98,100,5847,1236,20,4,0.6,0.98,8.673683988,7.119635638
46,50,7.88,100,5971,1792,21,5,-18.6,7.88,8.694669697,7.491087594
46,46.5,1.93,NaN,6165,2639,22,6,92.54,1.93,8.726643416,NaN
46,48.5,4.13,99.16,5339,948,23,7,0.84,4.13,8.582793649,6.854354502
46,48.5,7.97,100,5214,1422,24,8,-12.76,7.97,8.559102594,7.25981961
