Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Order,Scale,Block
109,1,1,2,0.83078,0.42363,11,DS,PAS,1
109,1,1,4,0.63827,0.1534,3,DS,PAS,1
109,1,1,2,0.7141,0.14594,9,DS,PAS,1
109,1,1,3,0.7068,0.19484,8,DS,PAS,1
109,1,1,4,0.62168,0.0741,2,DS,PAS,1
109,1,1,3,0.58274,0.42551,10,DS,PAS,1
109,1,1,4,0.58366,0.14884,6,DS,PAS,1
109,2,2,4,0.71293,0.42107,4,DS,PAS,1
109,2,1,1,0.99259,0.18018,12,DS,PAS,1
109,1,1,2,0.66811,0.18956,10,DS,PAS,1
109,2,2,4,0.56176,0.22177,6,DS,PAS,1
109,2,2,4,1.19016,0.06978,2,DS,PAS,1
109,2,1,2,9.75285,0.18246,11,DS,PAS,1
109,1,1,4,0.53281,0.18783,7,DS,PAS,1
109,1,1,3,0.87392,2.77202,7,DS,PAS,1
109,1,1,4,0.68058,0.70068,5,DS,PAS,1
109,1,1,4,0.82994,3.43525,2,DS,PAS,1
109,2,2,2,0.79241,0.1396,1,DS,PAS,1
109,2,2,4,0.91847,0.38744,3,DS,PAS,1
109,1,1,4,0.91298,0.73919,1,DS,PAS,1
109,1,1,2,0.87472,1.50426,8,DS,PAS,1
109,1,1,2,0.9914,0.15624,11,DS,PAS,1
109,2,2,4,0.47767,0.18138,5,DS,PAS,1
109,1,1,2,0.62967,0.22421,6,DS,PAS,1
109,2,2,3,0.60268,0.03102,7,DS,PAS,1
109,1,1,3,0.62954,1.01684,7,DS,PAS,1
109,1,1,4,0.72719,0.10257,3,DS,PAS,1
109,2,2,4,0.75641,0.15381,1,DS,PAS,1
109,2,2,4,0.79715,0.26333,1,DS,PAS,1
109,2,2,4,0.55233,0.38771,10,DS,PAS,1
109,2,2,4,0.56848,0.18876,8,DS,PAS,1
109,2,2,4,0.64016,0.27316,3,DS,PAS,1
109,1,1,4,0.63799,0.03441,5,DS,PAS,1
109,2,2,4,0.67542,0.02046,2,DS,PAS,1
109,1,1,1,1.11129,0.10301,12,DS,PAS,1
109,2,2,4,0.71708,0.18261,3,DS,PAS,1
109,1,1,1,2.57362,0.70862,12,DS,PAS,1
109,1,1,1,0.99661,0.14005,12,DS,PAS,1
109,2,2,2,0.68108,0.62087,11,DS,PAS,1
109,1,1,2,0.79405,0.02365,7,DS,PAS,1
109,1,1,4,0.70119,0.50675,3,DS,PAS,1
109,1,1,4,0.63811,0.08263,10,DS,PAS,1
109,1,1,4,0.59157,0.03775,12,DS,PAS,1
109,2,2,4,0.59962,0.06786,6,DS,PAS,1
109,1,1,4,0.87079,0.54892,9,DS,PAS,1
109,1,1,4,0.90797,1.54372,9,DS,PAS,1
109,1,1,4,0.82237,0.11423,6,DS,PAS,1
109,2,2,4,0.68081,0.14495,5,DS,PAS,1
109,2,1,4,0.70616,0.78876,4,DS,PAS,1
109,1,1,4,0.99344,0.02254,5,DS,PAS,1
109,2,2,4,0.60137,1.77442,3,DS,PAS,1
109,1,1,4,1.11366,0.383,3,DS,PAS,1
109,2,2,2,13.80537,0.18011,7,DS,PAS,1
109,1,2,3,0.90941,0.22564,3,DS,PAS,1
109,2,2,4,0.50828,0.13907,5,DS,PAS,1
109,1,1,4,0.71667,0.66407,4,DS,PAS,1
109,2,2,4,1.0451,0.07161,9,DS,PAS,1
109,2,2,4,0.63516,0.1049,3,DS,PAS,1
109,2,2,4,0.6397,0.31315,7,DS,PAS,1
109,1,2,4,0.51228,0.08041,11,DS,PAS,1
109,1,1,1,1.73895,0.51013,4,DS,PAS,1
109,1,1,4,0.78335,0.02955,11,DS,PAS,1
109,2,2,4,0.82951,0.857,5,DS,PAS,1
109,2,2,4,0.83953,0.27233,1,DS,PAS,1
109,1,1,4,1.19233,0.02139,7,DS,PAS,1
109,2,2,4,0.9172,0.26661,8,DS,PAS,1
109,1,1,4,1.30563,0.23271,7,DS,PAS,1
109,2,2,4,0.75337,0.34862,6,DS,PAS,1
109,2,2,4,0.95934,0.42646,9,DS,PAS,1
109,1,1,4,1.17968,0.09983,11,DS,PAS,1
109,2,2,4,0.83301,0.38531,5,DS,PAS,1
109,1,1,4,1.42637,0.15743,9,DS,PAS,1
109,2,2,4,1.03872,0.4698,7,DS,PAS,1
109,1,1,4,1.11031,0.85564,2,DS,PAS,1
109,2,2,4,1.1949,0.13698,6,DS,PAS,1
109,1,1,4,1.19032,0.44143,1,DS,PAS,1
109,2,2,4,1.65668,0.0739,1,DS,PAS,1
109,2,2,4,1.14086,0.00457,10,DS,PAS,1
109,1,1,4,1.6671,0.10849,2,DS,PAS,1
109,1,1,4,2.28861,5.2268,8,DS,PAS,1
109,2,2,4,1.03679,0.11084,6,DS,PAS,1
109,2,2,3,0.94614,0.38166,11,DS,PAS,1
109,2,2,4,1.28399,0.18235,5,DS,PAS,1
109,1,1,2,1.50301,0.22974,9,DS,PAS,1
109,2,2,4,0.8691,0.18924,9,DS,PAS,1
109,1,1,3,0.91488,0.10692,10,DS,PAS,1
109,1,1,4,1.43127,0.10618,2,DS,PAS,1
109,2,2,4,0.9977,0.14483,10,DS,PAS,1
109,1,1,4,0.82468,0.15626,4,DS,PAS,1
109,2,2,4,1.39445,0.26005,8,DS,PAS,1
109,1,1,4,0.86272,0.06496,4,DS,PAS,1
109,1,1,3,1.06609,0.14751,8,DS,PAS,1
109,1,1,4,0.82748,0.02355,8,DS,PAS,1
109,1,1,4,1.0184,0.03082,1,DS,PAS,1
109,1,1,4,1.38252,0.02826,5,DS,PAS,1
109,2,2,4,1.38297,0.10678,8,DS,PAS,1
109,2,1,1,4.60274,0.14764,12,DS,PAS,1
109,1,1,4,1.06535,0.22621,10,DS,PAS,1
109,1,1,4,0.87097,0.19231,1,DS,PAS,1
109,1,1,4,1.1956,0.06413,10,DS,PAS,1
109,2,2,4,0.98952,0.35133,1,DS,PAS,1
109,2,2,4,0.95311,0.07091,5,DS,PAS,1
109,2,2,4,0.83737,0.11157,9,DS,PAS,1
109,1,1,4,0.54715,0.62162,4,DS,PAS,1
109,1,1,4,0.55685,0.49576,1,DS,PAS,1
109,2,2,4,0.59077,0.15483,5,DS,PAS,1
109,2,2,4,0.67938,0.37557,10,DS,PAS,1
109,2,2,4,0.58722,1.10313,3,DS,PAS,1
109,1,1,1,1.14927,0.11003,12,DS,PAS,1
109,2,2,4,1.1041,2.6883,9,DS,PAS,1
109,2,2,4,0.55814,0.77322,6,DS,PAS,1
109,1,1,1,1.58906,0.07407,3,DS,PAS,1
109,1,1,4,0.66213,0.06451,1,DS,PAS,1
109,2,2,4,0.91039,0.14094,6,DS,PAS,1
109,2,2,4,1.69608,0.45972,8,DS,PAS,1
109,2,2,4,1.22225,0.31093,4,DS,PAS,1
109,1,1,4,0.78441,0.22869,6,DS,PAS,1
109,2,2,4,0.59054,0.82888,11,DS,PAS,1
109,2,2,3,16.48787,0.10967,3,DS,PAS,1
109,1,1,1,1.41758,0.50577,12,DS,PAS,1
109,2,2,4,0.99704,0.73885,4,DS,PAS,1
109,2,2,4,1.07128,0.23081,7,DS,PAS,1
109,2,2,4,1.30641,0.03425,8,DS,PAS,1
109,1,1,4,1.06878,0.07096,2,DS,PAS,1
109,2,2,4,1.07539,0.07636,9,DS,PAS,1
109,1,1,4,1.0608,0.10268,6,DS,PAS,1
109,1,1,4,0.99116,0.03224,5,DS,PAS,1
109,1,1,2,1.42361,0.0755,12,DS,PAS,1
109,1,1,4,0.98057,0.22487,1,DS,PAS,1
109,1,1,4,0.99643,0.02589,9,DS,PAS,1
109,1,1,4,1.21903,0.03133,4,DS,PAS,1
109,2,2,4,1.22773,0.02232,3,DS,PAS,1
109,1,1,4,1.11318,0.02571,7,DS,PAS,1
109,1,1,4,1.45672,0.11474,10,DS,PAS,1
109,1,1,4,1.46247,0.10397,8,DS,PAS,1
109,1,1,4,1.27006,0.23055,2,DS,PAS,1
109,1,1,4,1.26324,0.38242,4,DS,PAS,1
109,1,1,2,1.33963,0.27312,11,DS,PAS,1
109,2,1,1,1.19302,0.22039,12,DS,PAS,1
109,2,2,4,1.07473,3.50831,4,DS,PAS,1
109,1,2,3,1.03684,1.22774,11,DS,PAS,1
109,1,1,4,1.21998,0.11154,3,DS,PAS,1
109,2,2,4,1.06582,0.10665,2,DS,PAS,1
109,2,2,4,0.91905,0.14943,8,DS,PAS,1
109,2,2,4,1.03079,0.03443,1,DS,PAS,1
109,2,2,4,1.23071,0.14436,2,DS,PAS,1
109,1,1,4,1.10185,0.06443,1,DS,PAS,1
109,1,1,4,1.14512,0.22254,10,DS,PAS,1
109,2,2,4,0.91812,0.2278,10,DS,PAS,1
109,2,2,1,1.69957,1.37517,12,DS,PAS,1
109,1,1,4,1.01882,0.03124,6,DS,PAS,1
109,2,2,4,0.83111,0.42314,9,DS,PAS,1
109,2,1,1,1.98611,0.11052,12,DS,PAS,1
109,2,2,4,1.14438,0.26027,7,DS,PAS,1
109,2,2,3,1.63351,0.97933,5,DS,PAS,2
109,1,1,4,0.98376,0.22819,1,DS,PAS,2
109,1,1,4,1.5947,0.301,9,DS,PAS,2
109,2,2,4,1.15115,0.38609,4,DS,PAS,2
109,2,2,4,1.31146,0.18114,7,DS,PAS,2
109,2,2,4,1.18789,0.03242,5,DS,PAS,2
109,2,2,4,1.1099,0.17985,2,DS,PAS,2
109,2,2,4,1.4642,2.13549,6,DS,PAS,2
109,2,1,1,9.51312,0.07636,10,DS,PAS,2
109,2,2,4,0.98018,0.30265,10,DS,PAS,2
109,1,1,4,0.9117,0.26238,3,DS,PAS,2
109,1,2,2,1.3441,0.22023,11,DS,PAS,2
109,2,2,4,2.81897,0.26675,3,DS,PAS,2
109,2,2,4,3.17267,13.79048,11,DS,PAS,2
109,1,1,4,0.86435,0.30491,6,DS,PAS,2
109,2,2,4,1.03653,0.26443,10,DS,PAS,2
109,1,1,4,0.70441,0.20135,6,DS,PAS,2
109,2,2,4,0.99334,0.21978,4,DS,PAS,2
109,1,1,4,0.64375,0.18185,2,DS,PAS,2
109,2,2,4,0.4356,0.22921,6,DS,PAS,2
109,2,2,4,0.99584,0.26273,7,DS,PAS,2
109,1,1,4,1.16005,0.22076,5,DS,PAS,2
109,2,2,1,0.75821,0.33728,12,DS,PAS,2
109,1,1,4,0.43737,0.06314,2,DS,PAS,2
109,2,2,4,0.48998,0.21677,1,DS,PAS,2
109,1,1,4,0.51325,0.21989,2,DS,PAS,2
109,2,2,4,0.40035,0.38664,11,DS,PAS,2
109,2,2,4,0.51935,1.85529,9,DS,PAS,2
109,1,1,4,0.95293,0.07201,1,DS,PAS,2
109,1,2,1,0.44237,0.25901,9,DS,PAS,2
109,2,2,4,0.54796,0.4236,10,DS,PAS,2
109,2,2,4,1.15734,0.31594,3,DS,PAS,2
109,2,2,4,0.64985,0.39571,6,DS,PAS,2
109,1,1,4,0.46891,0.15099,5,DS,PAS,2
109,2,2,4,0.67577,0.43466,4,DS,PAS,2
109,2,2,4,0.43794,0.11661,7,DS,PAS,2
109,1,1,4,0.39422,0.03027,5,DS,PAS,2
109,2,2,4,0.43403,0.60651,1,DS,PAS,2
109,1,1,4,0.55881,0.33891,5,DS,PAS,2
109,1,1,4,0.55832,0.23631,1,DS,PAS,2
109,1,1,1,0.83311,0.10867,12,DS,PAS,2
109,1,1,4,1.39411,0.37981,6,DS,PAS,2
109,2,1,1,1.61963,1.49869,12,DS,PAS,2
109,1,1,4,0.86741,0.06999,10,DS,PAS,2
109,1,1,4,0.79403,0.10292,4,DS,PAS,2
109,1,1,4,0.99185,0.02122,9,DS,PAS,2
109,1,1,4,1.15216,0.07103,9,DS,PAS,2
109,2,1,4,6.82177,0.06891,10,DS,PAS,2
109,2,2,4,1.00308,0.23831,4,DS,PAS,2
109,2,2,4,0.48137,0.26462,5,DS,PAS,2
109,2,2,4,1.02958,0.10386,9,DS,PAS,2
109,2,2,4,0.44076,0.05909,9,DS,PAS,2
109,1,1,4,0.66818,0.22927,4,DS,PAS,2
109,2,1,1,0.58839,0.2329,11,DS,PAS,2
109,1,1,4,1.02815,0.18266,6,DS,PAS,2
109,1,1,4,0.47288,0.31339,3,DS,PAS,2
109,2,2,4,0.90939,0.25891,3,DS,PAS,2
109,1,1,4,0.50512,0.23304,3,DS,PAS,2
109,1,1,3,0.5128,0.10523,10,DS,PAS,2
109,1,1,4,0.71645,0.06917,6,DS,PAS,2
109,2,1,1,1.5862,0.0713,12,DS,PAS,2
109,2,2,4,1.15529,0.07298,8,DS,PAS,2
109,2,2,3,0.87956,0.02453,8,DS,PAS,2
109,1,1,4,0.98018,0.06575,7,DS,PAS,2
109,1,1,4,0.59165,0.17985,3,DS,PAS,2
109,2,2,4,0.55263,0.1105,9,DS,PAS,2
109,1,1,1,1.10176,0.14519,12,DS,PAS,2
109,2,2,4,1.02693,0.22003,3,DS,PAS,2
109,2,2,4,0.95557,0.23211,1,DS,PAS,2
109,2,1,1,9.23485,0.17712,9,DS,PAS,2
109,2,1,1,1.19741,0.06622,12,DS,PAS,2
109,1,1,4,1.02818,0.35097,7,DS,PAS,2
109,2,1,2,1.30677,0.07546,11,DS,PAS,2
109,2,2,4,1.02397,0.03544,7,DS,PAS,2
109,1,1,4,0.99099,0.19562,1,DS,PAS,2
109,1,1,1,13.63239,0.18736,9,DS,PAS,2
109,1,1,1,0.8341,0.0303,8,DS,PAS,2
109,2,2,4,0.94953,0.18648,8,DS,PAS,2
109,1,1,1,1.15049,0.02969,12,DS,PAS,2
109,1,1,4,1.06688,0.02953,11,DS,PAS,2
109,1,1,4,1.025,0.10908,5,DS,PAS,2
109,1,1,4,0.81806,0.38845,5,DS,PAS,2
109,2,2,4,2.5829,0.10571,5,DS,PAS,2
109,2,2,4,1.39443,0.29968,6,DS,PAS,2
109,2,2,4,1.06625,0.34499,8,DS,PAS,2
109,2,2,4,1.22486,0.01955,5,DS,PAS,2
109,1,2,1,8.36998,1.49175,8,DS,PAS,2
109,1,1,1,1.27361,0.25728,11,DS,PAS,2
109,2,2,4,0.92,0.11108,10,DS,PAS,2
109,1,1,4,1.89519,0.26167,1,DS,PAS,2
109,1,1,4,0.94421,0.13788,9,DS,PAS,2
109,2,2,4,1.03633,0.11055,2,DS,PAS,2
109,1,1,4,1.9741,2.09761,10,DS,PAS,2
109,1,1,4,0.62331,0.07611,2,DS,PAS,2
109,1,1,4,1.1799,0.25913,8,DS,PAS,2
109,2,1,4,5.1446,0.1955,4,DS,PAS,2
109,1,1,4,0.90516,0.31228,7,DS,PAS,2
109,1,1,4,8.21755,0.53448,12,DS,PAS,2
109,1,1,4,0.86597,0.06858,2,DS,PAS,2
109,1,1,4,0.87211,0.19356,10,DS,PAS,2
109,1,1,4,0.90339,0.31029,11,DS,PAS,2
109,1,1,4,1.10132,0.23783,11,DS,PAS,2
109,2,2,4,9.363,0.35098,7,DS,PAS,2
109,2,2,4,0.8033,0.22989,5,DS,PAS,2
109,2,2,4,0.79053,0.23381,11,DS,PAS,2
109,1,1,3,0.91027,0.05807,10,DS,PAS,2
109,2,2,4,0.92087,0.2309,9,DS,PAS,2
109,2,2,4,0.47433,2.20067,4,DS,PAS,2
109,2,1,1,2.01883,0.18934,12,DS,PAS,2
109,1,1,4,0.67782,0.14322,9,DS,PAS,2
109,1,2,4,1.77847,0.10191,11,DS,PAS,2
109,1,1,4,0.83238,0.14755,4,DS,PAS,2
109,1,1,1,0.8283,0.15331,12,DS,PAS,2
109,1,1,4,1.46817,0.26844,7,DS,PAS,2
109,1,1,4,0.99944,0.22253,2,DS,PAS,2
109,1,1,4,1.23277,0.02882,6,DS,PAS,2
109,2,2,4,1.10676,0.22847,7,DS,PAS,2
109,2,2,4,1.62183,1.18295,6,DS,PAS,2
109,1,1,4,7.25272,0.07498,1,DS,PAS,2
109,1,1,4,1.0204,0.1149,1,DS,PAS,2
109,2,2,4,0.99067,0.19433,5,DS,PAS,2
109,1,1,4,0.70583,0.63041,8,DS,PAS,2
109,2,1,1,1.1049,0.19287,12,DS,PAS,2
109,2,2,4,0.74711,0.17956,3,DS,PAS,2
109,1,1,1,0.94577,0.3454,12,DS,PAS,2
109,2,2,4,1.82021,0.18974,1,DS,PAS,2
109,2,2,4,0.56258,0.06416,4,DS,PAS,2
109,1,2,1,0.87103,1.49988,12,DS,PAS,2
109,2,2,4,1.22902,1.53957,7,DS,PAS,2
109,1,1,4,1.23196,0.54345,7,DS,PAS,2
109,2,2,4,2.9285,0.33895,3,DS,PAS,2
109,1,1,4,1.28073,0.14554,5,DS,PAS,2
109,1,1,4,1.06388,0.10602,8,DS,PAS,2
109,2,2,4,1.19666,0.02014,4,DS,PAS,2
109,2,2,4,1.03564,0.18451,6,DS,PAS,2
109,1,1,4,1.30738,0.05954,3,DS,PAS,2
109,1,1,4,1.29917,0.62342,6,DS,PAS,2
109,1,1,4,1.11436,0.18581,11,DS,PAS,2
109,1,1,4,1.2294,0.06485,10,DS,PAS,2
109,1,1,4,1.1065,0.07553,2,DS,PAS,2
109,2,2,4,1.30193,0.14886,10,DS,PAS,2
109,1,1,3,1.26095,0.02359,11,DS,PAS,2
109,1,1,4,1.35306,0.11155,9,DS,PAS,2
109,1,1,4,1.34099,0.0598,4,DS,PAS,2
109,1,1,4,1.29947,0.1874,4,DS,PAS,2
109,2,2,4,1.5514,0.31554,2,DS,PAS,2
109,2,2,4,1.42744,0.33453,2,DS,PAS,2
109,2,2,4,1.19159,0.53533,8,DS,PAS,2
109,1,1,4,1.10996,0.1019,3,DS,PAS,2
109,2,2,1,1.31156,0.37971,11,DS,PAS,2
109,1,1,4,1.18359,0.42631,3,DS,PAS,2
109,1,1,3,1.13577,0.19051,8,DS,PAS,2
109,2,2,4,1.47536,0.26722,2,DS,PAS,2
109,2,2,4,6.87017,0.0266,8,DS,PAS,2
109,2,2,4,0.47042,0.07216,10,DS,PAS,2
109,1,1,4,0.51898,0.03213,7,DS,PAS,2
109,2,2,4,0.43626,0.00086,9,DS,PAS,2
109,2,2,4,0.47799,0.05252,2,DS,PAS,2
109,2,2,4,0.63835,0.0732,1,DS,PAS,2
109,2,2,4,1.02187,0.90101,1,DS,PAS,2
109,1,1,4,0.83082,0.67062,7,DS,PAS,2
109,1,1,NaN,0.9531,3.95822,2,DS,PAS,2
109,2,2,4,1.27487,0.17824,2,DS,PAS,2
109,1,1,4,0.66675,0.06964,6,DS,PAS,2
109,2,2,4,1.27303,0.07416,6,DS,PAS,2
109,2,2,4,0.98315,0.02826,5,DS,PAS,2
109,2,2,4,0.90818,0.0596,7,DS,PAS,2
109,2,2,4,1.06456,0.06588,1,DS,PAS,2
109,1,1,4,1.306,0.36201,4,DS,PAS,2
109,2,1,1,1.65384,0.07233,12,DS,PAS,2
109,1,1,4,1.15353,0.11225,10,DS,PAS,2
109,1,1,4,1.10384,0.15225,8,DS,PAS,2
109,1,1,4,0.95186,0.11076,4,DS,PAS,2
109,2,1,1,1.10232,0.11303,12,DS,PAS,2
109,2,2,4,1.0684,0.10932,2,DS,PAS,2
109,2,2,4,0.98528,0.2682,6,DS,PAS,2
109,1,1,4,1.34753,1.1394,5,DS,PAS,2
109,2,2,4,1.1563,0.07425,3,DS,PAS,2
109,1,1,1,1.57522,1.06877,12,DS,PAS,2
109,2,2,4,1.39043,0.19372,8,DS,PAS,2
109,2,2,4,1.58096,0.06503,1,DS,PAS,2
109,2,2,4,1.23783,0.19119,3,DS,PAS,2
109,1,1,4,1.3097,0.18069,3,DS,PAS,2
109,2,2,4,1.6641,0.0647,9,DS,PAS,2
109,1,1,4,0.98761,0.39056,4,DS,PAS,2
109,2,1,1,1.01937,0.03206,11,DS,PAS,2
109,1,1,4,0.94851,1.34587,10,DS,PAS,2
109,1,1,4,0.94447,0.06354,7,DS,PAS,2
109,2,2,4,0.55348,0.3107,11,DS,PAS,2
109,2,2,4,0.52722,0.26068,8,DS,PAS,2
109,1,1,4,0.58665,0.03313,8,DS,PAS,2
109,1,1,4,0.63236,0.029,1,DS,PAS,2
22,1,2,4,0.5247,2.87351,3,DS,PAS,1
22,2,2,2,1.27264,2.13412,12,DS,PAS,1
22,1,2,1,0.87104,1.89511,12,DS,PAS,1
22,1,2,4,0.78627,1.19707,7,DS,PAS,1
22,2,2,4,0.82865,1.44994,10,DS,PAS,1
22,2,2,4,0.87081,1.10226,2,DS,PAS,1
22,1,1,4,0.83047,0.58114,8,DS,PAS,1
22,2,2,4,0.59203,0.4563,11,DS,PAS,1
22,1,2,2,1.27431,0.85076,11,DS,PAS,1
22,1,2,4,0.87219,2.25307,4,DS,PAS,1
22,1,2,4,0.83334,0.42451,6,DS,PAS,1
22,1,2,4,1.17995,0.34135,5,DS,PAS,1
22,2,2,4,0.84036,0.69206,4,DS,PAS,1
22,1,1,2,1.37085,0.98395,9,DS,PAS,1
22,1,1,4,0.8688,0.78411,6,DS,PAS,1
22,1,2,2,0.87222,1.06855,5,DS,PAS,1
22,2,2,4,0.83758,0.5473,10,DS,PAS,1
22,2,2,4,0.75008,0.46406,9,DS,PAS,1
22,2,2,4,0.7899,0.34691,2,DS,PAS,1
22,2,2,3,1.54261,0.43285,12,DS,PAS,1
22,2,2,2,1.14867,0.66063,11,DS,PAS,1
22,1,1,3,0.82259,1.3432,2,DS,PAS,1
22,2,2,4,0.74513,0.34029,8,DS,PAS,1
22,2,2,4,1.09976,0.02763,2,DS,PAS,1
22,2,2,4,0.70784,0.22645,10,DS,PAS,1
22,2,2,4,0.78553,0.26803,4,DS,PAS,1
22,1,2,1,1.86417,0.26242,9,DS,PAS,1
22,1,1,4,0.94372,0.37943,5,DS,PAS,1
22,2,2,4,0.66486,0.38306,1,DS,PAS,1
22,1,2,2,1.18864,0.19165,8,DS,PAS,1
22,2,2,4,1.02206,0.27109,2,DS,PAS,1
22,2,2,4,0.67805,0.30016,7,DS,PAS,1
22,2,2,4,0.79284,0.13964,4,DS,PAS,1
22,2,2,4,0.64928,0.10684,6,DS,PAS,1
22,2,2,3,1.45677,1.34225,11,DS,PAS,1
22,2,1,2,2.20762,0.50665,12,DS,PAS,1
22,2,2,2,1.17869,0.26079,11,DS,PAS,1
22,2,2,4,0.74694,0.22323,7,DS,PAS,1
22,1,1,1,1.2716,0.46965,11,DS,PAS,1
22,1,1,4,0.75253,0.30914,3,DS,PAS,1
22,1,1,3,1.30573,0.629,9,DS,PAS,1
22,1,1,2,1.14137,0.31423,8,DS,PAS,1
22,1,1,3,0.78703,0.38957,2,DS,PAS,1
22,1,1,2,0.97233,0.86686,10,DS,PAS,1
22,1,1,4,0.82879,0.18303,6,DS,PAS,1
22,2,2,4,0.79237,0.09966,4,DS,PAS,1
22,2,1,1,1.97837,0.93495,12,DS,PAS,1
22,1,1,3,0.86965,0.23014,10,DS,PAS,1
22,2,2,4,0.82917,1.39235,6,DS,PAS,1
22,2,2,4,1.33411,0.30591,2,DS,PAS,1
22,2,2,4,0.79832,0.26418,11,DS,PAS,1
22,1,1,4,0.82674,0.77566,7,DS,PAS,1
22,1,1,4,0.74152,0.25877,7,DS,PAS,1
22,1,1,4,0.70223,0.15027,5,DS,PAS,1
22,1,1,4,0.79009,0.19428,2,DS,PAS,1
22,2,2,4,0.86613,0.14635,1,DS,PAS,1
22,2,2,4,1.18558,0.18844,3,DS,PAS,1
22,1,1,4,0.88243,0.30577,1,DS,PAS,1
22,1,1,4,0.87427,1.56606,8,DS,PAS,1
22,1,1,3,1.05085,0.46579,11,DS,PAS,1
22,2,2,4,0.79167,0.21796,5,DS,PAS,1
22,1,1,3,0.86995,0.19094,6,DS,PAS,1
22,2,2,4,0.74394,0.19712,7,DS,PAS,1
22,1,1,4,0.62817,0.77727,7,DS,PAS,1
22,1,1,4,0.58458,0.6253,3,DS,PAS,1
22,2,2,4,0.82377,0.3126,1,DS,PAS,1
22,2,2,4,0.86768,0.34604,1,DS,PAS,1
22,2,2,4,0.6785,0.37994,10,DS,PAS,1
22,2,2,4,0.63058,0.37758,8,DS,PAS,1
22,2,2,4,0.86586,0.62188,3,DS,PAS,1
22,1,1,3,0.91318,0.38208,5,DS,PAS,1
22,2,2,4,0.7913,0.4323,2,DS,PAS,1
22,1,1,1,1.14511,0.30143,12,DS,PAS,1
22,2,2,4,0.75432,0.42875,3,DS,PAS,1
22,1,1,1,1.77558,0.30008,12,DS,PAS,1
22,1,1,1,0.94801,0.26488,12,DS,PAS,1
22,2,2,2,0.79088,0.13785,11,DS,PAS,1
22,1,2,2,0.79721,0.41692,7,DS,PAS,1
22,1,1,4,0.74989,0.26695,3,DS,PAS,1
22,1,1,4,0.7105,0.22128,10,DS,PAS,1
22,1,1,3,1.03179,0.18611,12,DS,PAS,1
22,2,2,4,0.67679,0.29866,6,DS,PAS,1
22,1,1,4,0.62961,0.65974,9,DS,PAS,1
22,1,1,2,1.49555,0.34111,9,DS,PAS,1
22,1,1,4,0.81524,0.74128,6,DS,PAS,1
22,2,2,4,0.80001,0.14694,5,DS,PAS,1
22,2,2,4,0.75003,0.10751,4,DS,PAS,1
22,1,1,3,0.99539,0.3413,5,DS,PAS,1
22,2,2,4,0.94246,0.29768,3,DS,PAS,1
22,1,1,3,0.78706,0.15193,3,DS,PAS,1
22,2,2,4,0.68218,0.36079,7,DS,PAS,1
22,1,2,2,2.01525,1.13573,3,DS,PAS,1
22,2,2,4,0.75447,0.31007,5,DS,PAS,1
22,1,1,4,0.78272,0.03754,4,DS,PAS,1
22,2,2,4,1.07449,0.22907,9,DS,PAS,1
