Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Training,Accuracy
1,1,1,3.96875,0.805,0.484,0.625,0,1
1,2,2,4.46875,1.02,1.45,0.625,0,1
1,1,1,4.0125,0.491,0.867,0.625,0,1
1,1,1,3.625,0.555,0.519,0.625,0,1
1,2,2,4.26875,0.438,0.569,0.625,0,1
1,1,2,1.33125,0.706,0.751,0.625,0,0
1,1,1,2.825,0.672,0.551,0.625,0,1
1,1,1,1.075,0.58,1.035,0.625,0,1
1,2,1,2.5625,0.62,0.635,0.625,0,0
1,1,1,1.98125,0.457,0.618,0.625,0,1
1,1,1,1.725,0.59,1.433,0.625,0,1
1,1,1,3.8125,0.373,0.485,0.625,0,1
1,2,2,3.73125,0.454,0.585,0.625,0,1
1,1,1,3.0375,0.402,0.452,0.625,0,1
1,2,2,2.7125,0.771,1.364,0.625,0,1
1,2,2,4.4,0.373,0.967,0.625,0,1
1,1,1,3.7,0.489,0.918,0.625,0,1
1,1,1,2.65,0.422,0.502,0.625,0,1
1,1,1,2.48125,0.556,0.822,0.625,0,1
1,2,2,2.86875,0.454,0.684,0.625,0,1
1,1,1,1.94375,0.407,0.802,0.625,0,1
1,2,2,4.0875,0.37,0.868,0.625,0,1
1,2,2,3.5875,0.517,0.734,0.625,0,1
1,1,1,3.0125,0.939,1.284,0.625,0,1
1,2,2,3.7,0.688,0.418,0.625,0,1
1,2,2,3.6375,0.454,0.569,0.625,0,1
1,1,1,3.04375,0.439,1.168,0.625,0,1
1,2,1,1.5125,2,1.052,0.625,0,0
1,2,2,2.03125,0.837,0.716,0.625,0,1
1,1,1,1.50625,0.505,1.613,0.625,0,1
1,2,2,1.0125,1.087,1.567,0.625,0,1
1,2,2,2.4,0.555,0.7,0.625,0,1
1,2,2,2.96875,0.438,0.435,0.625,0,1
1,2,2,2.8875,0.435,0.599,0.625,0,1
1,1,1,2,0.473,1.003,0.625,0,1
1,2,1,2.225,1.134,0.797,0.625,0,0
1,1,1,1.3,0.705,0.951,0.625,0,1
1,2,1,1.05,0.836,1.606,0.625,0,0
1,1,1,1.6,0.655,0.818,0.625,0,1
1,2,1,1.95625,1.22,0.813,0.625,0,0
1,1,1,2,0.388,0.951,0.625,0,1
1,2,2,2.25625,0.654,0.647,0.625,0,1
1,2,2,2.6,1.686,1.213,0.625,0,1
1,1,1,2.875,0.689,0.635,0.625,0,1
1,2,2,2.41875,0.489,0.601,0.625,0,1
1,2,2,1.73125,0.454,1.1,0.625,0,1
1,2,2,4.2875,0.62,0.619,0.625,0,1
1,1,1,5.08125,0.473,0.882,0.625,0,1
1,1,1,3.7375,0.489,0.451,0.625,0,1
1,2,2,4.04375,0.321,0.734,0.625,0,1
1,1,2,2.775,1.522,0.568,0.625,0,0
1,2,2,2.73125,0.405,0.733,0.625,0,1
1,2,2,2.45,0.437,0.552,0.625,0,1
1,1,1,3.65625,0.239,0.701,0.625,0,1
1,2,1,2.3,1.019,0.716,0.625,0,0
1,1,1,1.63125,0.988,0.683,0.625,0,1
1,1,1,1.375,0.489,1.084,0.625,0,1
1,1,1,1.95,0.489,1.067,0.625,0,1
1,1,1,2.25,0.905,0.952,0.625,0,1
1,1,1,2.0125,0.455,0.635,0.625,0,1
1,2,1,2.34375,0.752,1.045,0.625,0,0
1,1,2,1.60625,0.789,0.934,0.625,0,0
1,2,2,2.6,0.388,1.166,0.625,0,1
1,2,2,1.81875,0.886,1.351,0.625,0,1
1,2,2,4.075,0.504,0.6,0.625,0,1
1,1,1,4.0375,0.492,0.851,0.625,0,1
1,1,1,3.875,0.372,0.746,0.625,0,1
1,2,2,3.68125,0.487,0.502,0.625,0,1
1,2,2,3.35,0.954,0.651,0.625,0,1
1,1,2,3.14375,0.755,0.452,0.625,0,0
1,1,1,4.2875,0.439,0.402,0.625,0,1
1,2,2,4.43125,0.454,1.151,0.625,0,1
1,1,1,3.65,0.539,0.751,0.625,0,1
1,2,2,2.8125,0.504,0.369,0.625,0,1
1,2,2,4.03125,0.535,0.552,0.625,0,1
1,2,2,3.9,0.388,1.3,0.625,0,1
1,1,1,3.56875,0.67,0.668,0.625,0,1
1,1,1,3.95625,0.344,2.03,0.625,0,1
1,2,2,4.2625,0.454,0.718,0.625,0,1
1,1,2,2.26875,0.656,0.618,0.625,0,0
1,1,1,1.85625,0.306,0.851,0.625,0,1
1,2,2,2.38125,0.371,0.85,0.625,0,1
1,1,1,2.73125,0.29,0.901,0.625,0,1
1,2,2,3.1125,0.765,0.934,0.625,0,1
1,2,2,2.70625,0.636,3.913,0.625,0,1
1,1,2,2.475,0.522,1.268,0.625,0,0
1,2,2,1.3125,0.72,0.601,0.625,0,1
1,2,2,1.425,0.665,2.277,0.625,0,1
1,1,1,3.75625,0.374,0.502,0.625,0,1
1,1,1,2.9875,0.389,0.534,0.625,0,1
1,2,2,3.83125,0.438,0.618,0.625,0,1
1,2,2,4.31875,0.471,0.585,0.625,0,1
1,2,2,3.5875,0.452,0.685,0.625,0,1
1,2,1,1.00625,0.615,2.349,0.625,0,0
1,2,2,3.84375,0.505,0.745,0.625,0,1
1,2,2,3.98125,0.437,0.683,0.625,0,1
1,2,2,3.675,0.456,0.718,0.625,0,1
1,1,1,2.13125,1.056,0.503,0.625,0,1
1,2,2,4.2625,0.734,1.346,0.625,0,1
1,2,2,1,1.402,2.782,0.625,0,1
1,1,1,1.54375,0.489,1.667,0.625,0,1
1,1,1,1.96875,0.522,0.968,0.625,0,1
1,2,2,2.63125,0.538,0.635,0.625,0,1
1,1,1,2.49375,0.404,0.667,0.625,0,1
1,1,1,2.06875,0.338,1.135,0.625,0,1
1,1,1,1.0125,1.138,1.084,0.625,0,1
1,1,1,4.38125,0.623,1.367,0.625,0,1
1,1,1,3.75625,0.839,1.435,0.625,0,1
1,2,2,3.5625,0.854,1.75,0.625,0,1
1,2,2,4.23125,0.587,1.65,0.625,0,1
1,2,2,5.05625,0.388,0.751,0.625,0,1
1,2,2,4.78125,0.454,2.516,0.625,0,1
1,1,1,2.7,0.456,0.767,0.625,0,1
1,2,2,1.7875,0.571,3.563,0.625,0,1
1,2,2,1.875,0.387,1.654,0.625,0,1
1,2,2,2.225,0.669,1.333,0.625,0,1
1,1,1,1.75625,0.788,0.637,0.625,0,1
1,1,1,2.625,0.487,0.872,0.625,0,1
1,1,1,2.3125,0.456,0.703,0.625,0,1
1,2,2,3.25,0.437,0.702,0.625,0,1
1,1,1,2.98125,0.289,0.604,0.625,0,1
1,1,1,2.7125,0.289,1.483,0.625,0,1
1,1,2,1.80625,1.389,1.334,0.625,0,0
1,2,2,1.28125,1.817,1.583,0.625,0,1
1,2,2,2.375,0.62,2.965,0.625,0,1
1,1,1,2.9875,0.388,1.596,0.625,0,1
1,2,2,3.23125,0.936,1.101,0.625,0,1
1,1,1,2.4625,0.639,1.181,0.625,0,1
11,2,1,NaN,0.677,NaN,0.5,1,0
11,1,2,NaN,0.737,NaN,0.5,1,0
11,2,1,NaN,1.12,NaN,1,1,0
11,1,2,NaN,1.021,NaN,0.55,1,0
11,2,2,NaN,0.937,NaN,1,1,1
11,1,1,NaN,0.971,NaN,0.6,1,1
11,2,2,NaN,0.818,NaN,0.65,1,1
11,1,2,NaN,0.922,NaN,0.6,1,0
11,2,2,NaN,1.27,NaN,1.05,1,1
11,2,1,NaN,0.953,NaN,0.65,1,0
11,2,2,NaN,1.104,NaN,1,1,1
11,1,1,NaN,0.572,NaN,0.95,1,1
11,2,1,NaN,1.384,NaN,0.7,1,0
11,2,2,NaN,1.12,NaN,0.9,1,1
11,2,2,NaN,0.911,NaN,0.75,1,1
11,1,1,NaN,0.907,NaN,0.85,1,1
11,1,1,NaN,0.64,NaN,0.8,1,1
11,1,2,NaN,1.003,NaN,0.75,1,0
11,2,2,NaN,0.969,NaN,0.8,1,1
11,2,2,NaN,0.803,NaN,0.8,1,1
11,1,1,NaN,0.471,NaN,0.85,1,1
11,2,2,NaN,0.851,NaN,0.8,1,1
11,2,2,NaN,0.52,NaN,0.75,1,1
11,1,1,NaN,0.506,NaN,0.75,1,1
11,1,1,NaN,0.521,NaN,0.7,1,1
11,2,1,NaN,0.938,NaN,0.65,1,0
11,1,1,NaN,0.556,NaN,0.7,1,1
11,1,2,NaN,1.338,NaN,0.65,1,0
11,1,1,NaN,1.355,NaN,0.7,1,1
11,1,2,NaN,0.804,NaN,0.75,1,0
11,1,1,NaN,0.546,NaN,0.8,1,1
11,1,1,NaN,1.62,NaN,0.7,1,1
11,1,1,NaN,0.872,NaN,0.85,1,1
11,2,2,NaN,1.149,NaN,0.75,1,1
11,1,1,NaN,1.153,NaN,0.7,1,1
11,1,1,NaN,0.556,NaN,0.8,1,1
11,2,2,NaN,0.704,NaN,0.65,1,1
11,1,1,NaN,0.551,NaN,0.6,1,1
11,1,1,NaN,0.804,NaN,0.75,1,1
11,1,1,NaN,0.671,NaN,0.55,1,1
11,2,1,NaN,1.47,NaN,0.5,1,0
11,1,1,NaN,1.138,NaN,0.7,1,1
11,2,2,NaN,0.77,NaN,0.55,1,1
11,1,1,NaN,0.489,NaN,0.6,1,1
11,1,1,NaN,0.821,NaN,0.55,1,1
11,1,1,NaN,0.872,NaN,0.5,1,1
11,2,2,NaN,1.753,NaN,0.65,1,1
11,2,1,NaN,0.72,NaN,0.5,1,0
11,1,1,NaN,0.505,NaN,0.6,1,1
11,1,1,NaN,1.387,NaN,0.55,1,1
11,2,2,NaN,0.775,NaN,0.6,1,1
11,2,1,NaN,1.037,NaN,0.55,1,0
11,1,1,NaN,0.889,NaN,0.6,1,1
11,1,1,NaN,0.539,NaN,0.55,1,1
11,2,2,NaN,1.138,NaN,0.65,1,1
11,1,1,NaN,0.488,NaN,0.6,1,1
11,1,1,NaN,0.606,NaN,0.5,1,1
11,2,2,NaN,0.998,NaN,0.5,1,1
11,1,1,NaN,0.922,NaN,0.55,1,1
11,2,1,NaN,0.753,NaN,0.5,1,0
11,2,2,NaN,0.988,NaN,0.55,1,1
11,2,2,NaN,0.903,NaN,0.5,1,1
11,2,1,NaN,0.915,NaN,0.5,1,0
11,1,2,NaN,1.07,NaN,0.55,1,0
11,2,2,NaN,0.937,NaN,0.6,1,1
11,2,1,NaN,1.286,NaN,0.6,1,0
11,1,1,NaN,1.287,NaN,0.65,1,1
11,1,1,NaN,0.572,NaN,0.65,1,1
11,2,2,NaN,0.903,NaN,0.7,1,1
11,2,2,NaN,1.202,NaN,0.65,1,1
11,1,1,NaN,0.888,NaN,0.6,1,1
11,1,1,NaN,0.555,NaN,0.6,1,1
11,1,1,NaN,1.222,NaN,0.55,1,1
11,2,2,NaN,0.92,NaN,0.5,1,1
11,1,2,NaN,1.521,NaN,0.55,1,0
11,2,2,NaN,0.937,NaN,0.6,1,1
11,2,2,NaN,0.721,NaN,0.65,1,1
11,1,1,NaN,0.523,NaN,0.5,1,1
11,1,2,NaN,1.037,NaN,0.5,1,0
11,1,1,NaN,0.806,NaN,0.6,1,1
11,1,1,NaN,0.506,NaN,0.6416,1,1
11,1,1,NaN,0.593,NaN,0.5,1,1
11,2,2,NaN,0.754,NaN,0.6166,1,1
11,2,1,NaN,0.854,NaN,0.525,1,0
11,2,2,NaN,0.67,NaN,0.55,1,1
11,2,2,NaN,1.036,NaN,0.5916,1,1
11,1,1,NaN,1.22,NaN,0.5666,1,1
11,1,1,NaN,0.772,NaN,0.5416,1,1
11,2,2,NaN,1.12,NaN,0.5166,1,1
11,1,1,NaN,0.674,NaN,0.575,1,1
11,1,1,NaN,0.689,NaN,0.5,1,1
11,2,1,NaN,0.954,NaN,0.55,1,0
11,2,2,NaN,1.07,NaN,0.575,1,1
11,1,1,NaN,0.773,NaN,0.6,1,1
11,2,2,NaN,0.82,NaN,0.575,1,1
11,2,2,NaN,0.854,NaN,0.55,1,1
11,1,1,NaN,0.855,NaN,0.525,1,1
11,1,1,NaN,0.606,NaN,0.5,1,1
11,2,1,NaN,0.804,NaN,0.5,1,0
11,1,1,NaN,0.972,NaN,0.5,1,1
11,2,1,NaN,1.769,NaN,0.5,1,0
11,1,1,NaN,0.755,NaN,0.525,1,1
11,1,1,NaN,1.52,NaN,0.525,1,1
11,2,2,NaN,0.665,NaN,0.55,1,1
11,1,2,NaN,0.706,NaN,0.55,1,0
11,2,2,NaN,0.804,NaN,0.525,1,1
11,1,1,NaN,0.738,NaN,0.5,1,1
11,1,1,NaN,1.4,NaN,0.5,1,1
11,1,2,NaN,0.706,NaN,0.575,1,0
11,2,1,NaN,0.671,NaN,0.6,1,0
11,2,2,NaN,0.87,NaN,0.625,1,1
11,2,2,NaN,0.703,NaN,0.5,1,1
11,1,2,NaN,0.755,NaN,0.65,1,0
11,1,2,NaN,0.923,NaN,0.675,1,0
11,2,2,NaN,0.671,NaN,0.5,1,1
11,2,2,NaN,1.406,NaN,0.7,1,1
11,2,1,NaN,0.738,NaN,0.725,1,0
11,1,1,NaN,1.038,NaN,0.75,1,1
11,1,2,NaN,0.738,NaN,0.5,1,0
11,1,1,NaN,1.137,NaN,0.525,1,1
11,2,2,5.94375,0.836,3.747,0.5916,0,1
11,2,2,5.40625,1.169,1.515,0.5916,0,1
11,2,2,5.04375,0.704,1.816,0.5916,0,1
11,2,2,3.5,0.937,0.932,0.5916,0,1
11,2,2,5.55625,0.803,1.185,0.5916,0,1
11,2,2,5.725,1.353,2.798,0.5916,0,1
11,1,1,5.325,0.771,3.117,0.5916,0,1
11,2,1,2.7125,2,1.814,0.5916,0,0
11,2,2,3.49375,0.538,0.618,0.5916,0,1
11,1,2,5.58125,0.622,1.816,0.5916,0,0
11,1,2,4.63125,0.811,1.184,0.5916,0,0
11,2,2,5.85,0.721,1.634,0.5916,0,1
11,1,1,5.63125,1.384,1.685,0.5916,0,1
11,1,1,5.74375,0.589,1.734,0.5916,0,1
11,1,1,5.7,0.722,1.185,0.5916,0,1
11,1,2,2.9125,1.306,0.916,0.5916,0,0
11,1,1,4.25625,1.189,2.384,0.5916,0,1
11,1,1,6,0.456,1.6,0.5916,0,1
11,1,2,5.5375,0.756,1.451,0.5916,0,0
11,2,2,5.14375,0.754,1.133,0.5916,0,1
11,1,1,5.71875,0.772,1.733,0.5916,0,1
11,1,1,5.9,0.419,2.782,0.5916,0,1
11,1,1,2.99375,1.454,0.784,0.5916,0,1
11,2,1,5.6375,0.726,1.283,0.5916,0,0
11,2,2,5.625,0.804,2.015,0.5916,0,1
11,2,2,5.88125,0.918,2.066,0.5916,0,1
11,1,2,3.8875,1.654,1.25,0.5916,0,0
11,2,2,4.55625,0.704,0.914,0.5916,0,1
11,1,2,4.88125,0.855,0.701,0.5916,0,0
11,2,2,4.98125,1.552,0.818,0.5916,0,1
11,2,2,4.06875,0.771,2.782,0.5916,0,1
11,2,2,5.875,1.053,1.517,0.5916,0,1
11,1,2,4.43125,0.828,0.967,0.5916,0,0
11,2,2,5.725,0.787,2.133,0.5916,0,1
11,1,2,3.14375,0.988,1.917,0.5916,0,0
11,1,1,6,0.505,1.2,0.5916,0,1
11,1,2,2.64375,1.597,1.351,0.5916,0,0
11,1,1,5.89375,0.888,1.296,0.5916,0,1
11,2,2,5.425,0.67,1.133,0.5916,0,1
11,1,2,3.4125,0.975,0.751,0.5916,0,0
11,1,1,5.225,0.974,1.732,0.5916,0,1
11,2,2,4.975,0.887,1.367,0.5916,0,1
11,1,1,4.9375,1.391,1.467,0.5916,0,1
11,2,2,5.88125,0.621,1.351,0.5916,0,1
11,1,2,5.175,0.789,0.817,0.5916,0,0
11,1,2,2.65,0.919,1.137,0.5916,0,0
11,1,2,5.11875,1.77,0.834,0.5916,0,0
11,1,2,3.5,0.905,0.784,0.5916,0,0
11,1,2,4.59375,1.105,1.966,0.5916,0,0
11,2,2,5.31875,1.8,1.549,0.5916,0,1
11,1,1,5.55,1.455,1.383,0.5916,0,1
11,1,1,5.95625,0.471,2.682,0.5916,0,1
11,2,2,5.9625,0.759,1.216,0.5916,0,1
11,1,1,5.9,0.739,1.566,0.5916,0,1
11,1,2,5.05,0.788,1.517,0.5916,0,0
11,2,2,6,0.907,1.417,0.5916,0,1
11,1,2,5.83125,2,3.015,0.5916,0,0
11,2,2,4.4875,0.887,1.45,0.5916,0,1
11,1,1,5.95,0.489,1.366,0.5916,0,1
11,1,1,6,0.606,1.865,0.5916,0,1
11,1,1,6,0.506,1.068,0.5916,0,1
11,2,2,4.70625,1.237,0.9,0.5916,0,1
11,2,2,5.5875,0.954,1.016,0.5916,0,1
11,2,2,5.6875,0.803,1.484,0.5916,0,1
11,1,1,3.43125,1.471,0.584,0.5916,0,1
11,2,2,5.7125,0.836,2.149,0.5916,0,1
11,1,1,4.46875,0.942,0.685,0.5916,0,1
11,2,1,5.1875,0.805,1.449,0.5916,0,0
11,2,2,5.75,0.987,1.051,0.5916,0,1
11,2,1,2.9,1.169,0.651,0.5916,0,0
11,2,2,5.85625,1.087,1.351,0.5916,0,1
11,1,2,1.5875,1.171,0.701,0.5916,0,0
11,1,1,5.81875,1.238,1.318,0.5916,0,1
11,2,1,4.55,1.201,0.883,0.5916,0,0
11,2,1,2.90625,1.17,0.701,0.5916,0,0
11,2,2,5.43125,0.886,1.051,0.5916,0,1
11,1,2,5.5125,0.988,1.185,0.5916,0,0
11,1,1,6,0.639,1.999,0.5916,0,1
11,1,1,5.2875,1.372,1.45,0.5916,0,1
11,2,1,5.15625,0.787,2.132,0.5916,0,0
11,1,1,3.275,1.089,1.284,0.5916,0,1
11,1,1,4.69375,0.967,2.728,0.5916,0,1
11,1,1,5.66875,0.737,2.149,0.5916,0,1
11,1,1,5.975,0.538,1.2,0.5916,0,1
11,1,2,5.6,1.173,1.601,0.5916,0,0
11,1,1,5.29375,0.905,1.599,0.5916,0,1
11,1,2,5.33125,0.957,1.266,0.5916,0,0
11,1,1,6,0.356,1.616,0.5916,0,1
11,1,2,1.30625,1.037,1.084,0.5916,0,0
11,1,1,5.90625,0.589,1.384,0.5916,0,1
11,2,2,5.7625,1.004,1.284,0.5916,0,1
11,2,2,5.88125,0.837,1.767,0.5916,0,1
11,1,2,5.625,0.922,1.169,0.5916,0,0
11,1,1,5.93125,0.705,1.965,0.5916,0,1
11,2,2,5.14375,0.739,1.417,0.5916,0,1
11,2,2,5.75,0.754,1.369,0.5916,0,1
11,2,2,5.8625,0.832,1.18,0.5916,0,1
11,1,1,5.91875,0.138,2.232,0.5916,0,1
11,1,2,1.775,0.623,1.034,0.5916,0,0
11,1,1,5.625,0.872,1.949,0.5916,0,1
11,1,1,5.375,0.806,1.15,0.5916,0,1
11,1,1,2.75625,1.171,0.7,0.5916,0,1
11,2,2,5.61875,1.154,2.032,0.5916,0,1
11,1,1,5.6875,0.505,1.334,0.5916,0,1
11,1,2,4.60625,0.939,1.518,0.5916,0,0
11,2,2,5.725,0.904,1.233,0.5916,0,1
11,2,1,1.94375,1.635,2.049,0.5916,0,0
11,1,1,5.58125,1.238,1.3,0.5916,0,1
11,1,1,5.85625,1.119,2.981,0.5916,0,1
11,2,2,4.5,0.887,1.316,0.5916,0,1
11,2,2,1.0875,1.121,2.3,0.5916,0,1
11,2,2,2.2,2,2.665,0.5916,0,1
11,2,2,4.6875,0.67,2.866,0.5916,0,1
11,1,2,4.55,1.671,1.3,0.5916,0,0
11,2,2,5.66875,0.821,1.599,0.5916,0,1
11,1,1,3.50625,1.038,1.051,0.5916,0,1
11,2,2,5.7875,0.833,1.284,0.5916,0,1
11,1,1,5.5,0.889,1.15,0.5916,0,1
11,1,1,5.7,0.755,1.549,0.5916,0,1
11,2,2,5.71875,0.719,0.985,0.5916,0,1
11,1,1,5.6875,0.641,1.816,0.5916,0,1
11,1,1,5.66875,0.321,0.835,0.5916,0,1
11,2,2,2.90625,1.053,1.484,0.5916,0,1
11,1,2,3.5,0.705,0.32,0.5916,0,0
11,1,1,5.9625,0.253,1.716,0.5916,0,1
11,1,1,5.60625,0.406,1.884,0.5916,0,1
11,1,1,5.74375,0.456,1.6,0.5916,0,1
11,2,2,5.69375,0.639,0.882,0.5916,0,1
11,1,1,5.98125,0.423,1.484,0.5916,0,1
11,2,2,5.375,0.704,1.018,0.5916,0,1
11,1,1,5.94375,0.19,1.233,0.5916,0,1
11,2,2,3.5,0.988,0.749,0.5916,0,1
11,2,2,3.4125,0.892,0.85,0.5916,0,1
11,1,2,4.2875,1.222,1.467,0.5916,0,0
11,1,1,5.025,0.375,2.535,0.5916,0,1
11,1,1,5.18125,0.855,0.984,0.5916,0,1
11,1,1,5.70625,0.44,1.234,0.5916,0,1
11,1,2,5.64375,0.822,1.533,0.5916,0,0
11,2,1,5.9,0.604,1.932,0.5916,0,0
11,1,2,3.31875,0.588,1.15,0.5916,0,0
11,1,1,1.9875,1.987,1.601,0.5916,0,1
11,1,1,5.525,0.506,0.717,0.5916,0,1
11,1,1,3.4875,0.839,1.099,0.5916,0,1
11,1,1,6,0.855,1.334,0.5916,0,1
11,2,2,5.4,0.786,1.368,0.5916,0,1
11,2,1,5.56875,1.221,1.349,0.5916,0,0
11,2,2,5.73125,0.768,1.417,0.5916,0,1
11,1,1,5.74375,0.872,1.717,0.5916,0,1
11,2,2,5.825,0.821,1.533,0.5916,0,1
11,2,2,5.74375,0.671,1.866,0.5916,0,1
11,2,1,1.34375,0.655,1.583,0.5916,0,0
11,1,1,5.76875,0.656,1.416,0.5916,0,1
11,2,2,5.54375,1.386,1.25,0.5916,0,1
11,1,1,5.16875,1.254,0.95,0.5916,0,1
11,2,1,3.69375,0.502,2.549,0.5916,0,0
11,2,2,5.4625,0.92,2.149,0.5916,0,1
11,1,1,5.44375,1.637,1.667,0.5916,0,1
11,1,1,5.79375,0.339,0.815,0.5916,0,1
11,2,2,6,0.787,1.616,0.5916,0,1
11,2,2,3.66875,1.115,0.818,0.5916,0,1
11,1,1,5.725,0.29,1.369,0.5916,0,1
11,2,2,5.55,0.575,1.154,0.5916,0,1
11,2,2,5.575,0.603,1.233,0.5916,0,1
11,1,1,4.73125,0.755,1.167,0.5916,0,1
11,1,1,5.98125,0.139,1.1,0.5916,0,1
11,2,2,5.63125,0.637,1.552,0.5916,0,1
11,2,2,5.475,0.87,0.884,0.5916,0,1
11,1,1,5.9875,0.172,2.282,0.5916,0,1
11,1,1,2.85625,0.989,0.718,0.5916,0,1
11,1,1,5.98125,1.238,1.916,0.5916,0,1
11,1,2,5.625,1.255,1.001,0.5916,0,0
11,1,1,5.2,0.489,1.184,0.5916,0,1
11,1,1,3.5,1.088,0.569,0.5916,0,1
11,2,1,3.5,1.036,0.346,0.5916,0,0
11,2,2,4.7375,1.037,2.4,0.5916,0,1
11,2,2,5.8125,1.02,1.117,0.5916,0,1
11,2,2,4.23125,0.72,0.835,0.5916,0,1
11,1,1,1.025,1.109,2.065,0.5916,0,1
11,2,2,5.9375,0.702,1.233,0.5916,0,1
11,1,2,5.94375,0.722,1.113,0.5916,0,0
11,1,1,5.9625,1.422,2.266,0.5916,0,1
11,2,1,5.86875,1.819,1.783,0.5916,0,0
11,2,1,5.88125,1.337,1.267,0.5916,0,0
11,1,1,5.89375,0.605,1.769,0.5916,0,1
11,1,1,5.1875,1.172,0.721,0.5916,0,1
11,2,2,5.925,1.068,1.43,0.5916,0,1
11,2,2,3.66875,1.636,1.3,0.5916,0,1
11,1,1,5.525,0.288,3.547,0.5916,0,1
11,1,1,5.54375,0.908,0.968,0.5916,0,1
11,2,1,2.6625,0.887,1.233,0.5916,0,0
11,1,1,4.3875,0.872,1.682,0.5916,0,1
11,2,1,2.48125,1.271,0.634,0.5916,0,0
11,2,2,5.74375,0.854,1.268,0.5916,0,1
11,2,2,5.5875,1.77,1.349,0.5916,0,1
11,1,2,2.05,0.023,1.35,0.5916,0,0
11,2,2,5.8125,0.804,1.833,0.5916,0,1
11,2,1,5.6125,0.621,1.596,0.5916,0,0
11,1,1,5.8375,0.904,1.881,0.5916,0,1
11,2,2,5.63125,1.42,1.7,0.5916,0,1
11,2,1,5.65625,1.103,1.301,0.5916,0,0
11,2,1,5.45,0.737,1.785,0.5916,0,0
11,2,2,5.5875,1.271,1.783,0.5916,0,1
11,1,1,5.825,0.922,1.769,0.5916,0,1
11,1,1,5.56875,0.406,1.367,0.5916,0,1
11,2,2,5.13125,0.987,1.148,0.5916,0,1
11,1,1,2.65625,1.039,2.199,0.5916,0,1
11,1,1,5.2875,0.323,2.082,0.5916,0,1
11,1,1,4.44375,1.022,2.198,0.5916,0,1
11,2,2,5.50625,0.787,1.601,0.5916,0,1
11,1,1,5.475,0.754,1.467,0.5916,0,1
11,2,2,5.7625,0.737,2.565,0.5916,0,1
11,2,2,5.575,0.604,2.065,0.5916,0,1
11,2,2,5.725,0.788,1.664,0.5916,0,1
11,2,2,6,1.29,2.798,0.5916,0,1
11,1,1,5.91875,0.922,1.899,0.5916,0,1
11,1,1,5.4125,0.325,1.434,0.5916,0,1
11,1,1,5.075,1.604,1.167,0.5916,0,1
11,2,2,5.75,0.953,1.55,0.5916,0,1
11,1,1,4.2125,0.822,2.098,0.5916,0,1
11,2,2,1.0375,0.702,2.748,0.5916,0,1
11,2,2,3.5,0.952,1.279,0.5916,0,1
11,1,2,4.74375,0.772,1.372,0.5916,0,0
11,2,2,5.325,1.136,0.969,0.5916,0,1
11,1,2,5.56875,1.336,1.899,0.5916,0,0
11,1,1,5.25,0.605,1.101,0.5916,0,1
11,2,2,5.1875,0.57,1.018,0.5916,0,1
11,1,2,5.44375,0.722,2.635,0.5916,0,0
11,2,2,4.18125,0.598,0.469,0.5916,0,1
11,1,1,5.8875,0.272,1.134,0.5916,0,1
11,2,2,5.45625,0.537,1.518,0.5916,0,1
11,2,1,4.83125,1.901,1.978,0.5916,0,0
11,1,1,2.46875,1.138,1.599,0.5916,0,1
11,2,2,5.41875,0.82,2.248,0.5916,0,1
11,2,2,5.7875,0.704,1.267,0.5916,0,1
11,1,1,5.7375,0.289,1.499,0.5916,0,1
11,1,1,5.325,0.77,1.1,0.5916,0,1
11,1,1,5.64375,0.174,0.984,0.5916,0,1
11,1,1,5.25625,0.239,0.95,0.5916,0,1
11,2,2,5.80625,0.738,1.285,0.5916,0,1
11,2,2,2.8875,0.936,1.701,0.5916,0,1
11,1,1,5.425,0.274,1.483,0.5916,0,1
11,1,1,5.15,0.556,1.003,0.5916,0,1
11,1,1,5.75,0.19,1.284,0.5916,0,1
11,2,1,1.7125,0.537,1.432,0.5916,0,0
11,1,1,5.69375,0.855,1.466,0.5916,0,1
11,2,2,5.0625,0.936,1.788,0.5916,0,1
11,1,2,1.88125,0.323,1.114,0.5916,0,0
11,1,1,3.875,0.738,0.618,0.5916,0,1
11,1,1,5.65625,0.419,1.198,0.5916,0,1
11,2,2,5.50625,0.752,1.881,0.5916,0,1
11,2,1,3.5,0.984,0.252,0.5916,0,0
11,1,2,3.26875,0.959,1.35,0.5916,0,0
11,1,1,5.7125,0.656,1.667,0.5916,0,1
11,1,2,4.7125,1.372,1.25,0.5916,0,0
11,2,1,4.08125,0.987,1.434,0.5916,0,0
11,2,2,5.4875,0.904,1.333,0.5916,0,1
11,1,2,3.85,1.172,1.467,0.5916,0,0
11,1,2,2.6,0.638,0.685,0.5916,0,0
11,2,2,4.46875,1.07,1.785,0.5916,0,1
11,2,1,4.6625,1.253,0.934,0.5916,0,0
11,2,2,5.5,0.654,2.698,0.5916,0,1
11,2,2,5.40625,0.654,0.785,0.5916,0,1
11,2,2,4.9125,0.954,2.765,0.5916,0,1
11,1,1,5.0625,0.356,1.383,0.5916,0,1
11,1,1,4.7,0.722,1.081,0.5916,0,1
11,1,1,5.7875,0.24,1.467,0.5916,0,1
11,1,2,5.375,0.056,1.533,0.5916,0,0
11,2,2,4.8125,1.719,1.466,0.5916,0,1
11,1,1,4.95625,0.303,1.333,0.5916,0,1
