Subj_idx,Stimulus,Response,Confidence,Order,Scale
39,1,2,1,DS,O
39,2,2,3,DS,O
39,1,1,1,DS,O
39,2,2,4,DS,O
39,2,2,2,DS,O
39,2,2,4,DS,O
39,2,2,1,DS,O
39,1,1,2,DS,O
39,2,2,4,DS,O
39,2,2,4,DS,O
39,2,2,2,DS,O
39,1,1,1,DS,O
39,1,1,1,DS,O
39,1,1,1,DS,O
39,2,2,1,DS,O
39,1,2,2,DS,O
39,1,1,1,DS,O
39,2,1,1,DS,O
39,2,1,1,DS,O
39,1,1,1,DS,O
39,2,1,1,DS,O
39,1,1,2,DS,O
39,1,1,1,DS,O
39,2,1,2,DS,O
39,2,2,2,DS,O
39,1,1,1,DS,O
39,2,2,4,DS,O
39,1,2,2,DS,O
39,1,1,1,DS,O
39,1,2,2,DS,O
39,2,2,3,DS,O
39,2,2,2,DS,O
39,2,1,2,DS,O
39,2,1,2,DS,O
39,1,1,2,DS,O
39,1,2,3,DS,O
39,1,1,2,DS,O
39,2,2,3,DS,O
39,1,1,2,DS,O
39,1,2,2,DS,O
39,1,1,1,DS,O
39,2,2,3,DS,O
39,1,1,1,DS,O
39,2,2,4,DS,O
39,2,1,2,DS,O
39,2,2,2,DS,O
39,1,2,2,DS,O
39,2,1,2,DS,O
39,2,2,3,DS,O
39,1,1,2,DS,O
39,1,1,2,DS,O
181,2,2,4,DS,O
181,2,1,NaN,DS,O
181,1,1,4,DS,O
181,1,2,1,DS,O
181,1,1,2,DS,O
181,1,1,1,DS,O
181,2,2,4,DS,O
181,2,1,4,DS,O
181,1,1,3,DS,O
181,1,2,3,DS,O
181,2,1,2,DS,O
181,1,1,1,DS,O
181,2,2,2,DS,O
181,2,1,3,DS,O
181,2,2,3,DS,O
181,2,1,2,DS,O
181,1,1,2,DS,O
181,2,1,2,DS,O
181,2,2,4,DS,O
181,2,2,4,DS,O
181,1,1,1,DS,O
181,1,1,3,DS,O
181,1,1,3,DS,O
181,2,2,2,DS,O
181,1,1,4,DS,O
181,1,2,2,DS,O
181,2,2,2,DS,O
181,2,1,2,DS,O
181,1,2,2,DS,O
181,2,2,2,DS,O
181,1,2,3,DS,O
181,1,1,3,DS,O
181,2,2,4,DS,O
181,2,2,2,DS,O
181,1,1,1,DS,O
181,2,2,NaN,DS,O
181,1,1,2,DS,O
181,1,1,2,DS,O
181,1,1,1,DS,O
181,2,2,3,DS,O
181,2,1,2,DS,O
181,2,1,2,DS,O
181,2,NaN,NaN,DS,O
181,1,2,NaN,DS,O
181,1,1,3,DS,O
181,1,1,2,DS,O
181,2,1,2,DS,O
181,1,1,1,DS,O
181,1,2,2,DS,O
181,1,1,2,DS,O
181,2,1,3,DS,O
181,1,1,4,DS,O
181,2,1,2,DS,O
181,2,1,3,DS,O
181,2,1,2,DS,O
181,1,2,2,DS,O
181,2,1,1,DS,O
181,2,1,3,DS,O
181,1,1,2,DS,O
181,1,2,3,DS,O
196,2,2,1,DS,O
196,2,2,3,DS,O
196,1,1,2,DS,O
196,1,1,3,DS,O
196,1,1,1,DS,O
196,1,2,3,DS,O
196,2,2,4,DS,O
196,2,1,2,DS,O
196,1,1,1,DS,O
196,1,2,2,DS,O
196,2,2,NaN,DS,O
196,1,2,1,DS,O
196,2,2,3,DS,O
196,2,1,1,DS,O
196,2,2,4,DS,O
196,2,2,1,DS,O
196,1,2,1,DS,O
196,2,2,3,DS,O
196,2,2,4,DS,O
196,2,2,3,DS,O
196,1,2,2,DS,O
196,1,1,2,DS,O
196,1,2,1,DS,O
196,2,2,3,DS,O
196,1,1,1,DS,O
196,1,2,3,DS,O
196,2,1,2,DS,O
196,2,2,2,DS,O
196,1,1,2,DS,O
196,2,2,2,DS,O
196,1,1,1,DS,O
196,1,2,2,DS,O
196,2,2,1,DS,O
196,2,2,3,DS,O
196,1,2,2,DS,O
196,2,2,4,DS,O
196,1,2,1,DS,O
196,1,1,2,DS,O
196,1,2,1,DS,O
196,2,2,2,DS,O
196,2,1,3,DS,O
196,2,1,4,DS,O
196,2,1,1,DS,O
196,1,2,2,DS,O
196,1,1,1,DS,O
196,1,2,1,DS,O
196,2,2,4,DS,O
196,1,2,1,DS,O
196,1,2,1,DS,O
196,1,1,1,DS,O
196,2,2,2,DS,O
196,1,1,2,DS,O
196,2,2,3,DS,O
196,2,2,4,DS,O
196,2,2,2,DS,O
196,1,2,1,DS,O
196,2,2,2,DS,O
196,2,2,4,DS,O
196,1,1,2,DS,O
196,1,2,3,DS,O
46,2,1,NaN,DS,O
46,2,2,4,DS,O
46,1,1,1,DS,O
46,1,2,4,DS,O
46,1,1,3,DS,O
46,1,2,1,DS,O
46,2,2,4,DS,O
46,2,2,3,DS,O
46,1,1,2,DS,O
46,1,1,1,DS,O
46,2,2,4,DS,O
46,1,1,1,DS,O
46,2,2,2,DS,O
46,2,1,3,DS,O
46,2,2,3,DS,O
46,2,1,1,DS,O
46,1,2,3,DS,O
46,2,2,1,DS,O
46,2,2,4,DS,O
46,2,1,1,DS,O
46,1,2,3,DS,O
46,1,1,1,DS,O
46,1,2,2,DS,O
46,2,2,4,DS,O
46,1,1,3,DS,O
46,1,1,2,DS,O
46,2,2,3,DS,O
46,2,1,1,DS,O
46,1,1,2,DS,O
46,2,1,2,DS,O
46,1,1,3,DS,O
46,1,2,4,DS,O
46,2,1,2,DS,O
46,2,1,1,DS,O
46,1,1,3,DS,O
46,2,2,3,DS,O
46,1,2,2,DS,O
46,1,2,3,DS,O
46,1,1,1,DS,O
46,2,2,2,DS,O
46,2,2,3,DS,O
46,2,1,2,DS,O
46,2,2,3,DS,O
46,1,1,2,DS,O
46,1,1,3,DS,O
46,1,2,3,DS,O
46,2,1,2,DS,O
46,1,2,3,DS,O
46,1,2,1,DS,O
46,1,1,4,DS,O
46,2,2,2,DS,O
46,1,1,4,DS,O
46,2,1,2,DS,O
46,2,1,3,DS,O
46,2,2,3,DS,O
46,1,1,3,DS,O
46,2,2,3,DS,O
46,2,1,3,DS,O
46,1,1,3,DS,O
46,1,1,3,DS,O
12,2,2,1,DS,O
12,2,2,2,DS,O
12,1,2,1,DS,O
12,1,1,3,DS,O
12,1,1,1,DS,O
12,1,1,1,DS,O
12,2,2,2,DS,O
12,2,2,4,DS,O
12,1,1,1,DS,O
12,1,1,1,DS,O
12,2,2,2,DS,O
12,1,2,1,DS,O
12,2,2,4,DS,O
12,2,1,1,DS,O
12,2,2,3,DS,O
12,2,2,3,DS,O
12,1,1,1,DS,O
12,2,2,3,DS,O
12,2,2,4,DS,O
12,2,2,3,DS,O
12,1,2,2,DS,O
12,1,1,1,DS,O
12,1,1,1,DS,O
12,2,2,1,DS,O
12,1,1,1,DS,O
12,1,1,2,DS,O
12,2,2,1,DS,O
12,2,2,1,DS,O
12,1,1,1,DS,O
12,2,2,1,DS,O
12,1,1,1,DS,O
12,1,1,1,DS,O
12,2,1,1,DS,O
12,2,2,2,DS,O
12,1,1,1,DS,O
12,2,2,2,DS,O
12,1,1,1,DS,O
12,1,1,1,DS,O
12,1,1,1,DS,O
12,2,2,3,DS,O
12,2,2,2,DS,O
12,2,1,1,DS,O
12,2,2,2,DS,O
12,1,1,1,DS,O
12,1,1,2,DS,O
12,1,1,1,DS,O
12,2,2,1,DS,O
12,1,1,1,DS,O
12,1,1,1,DS,O
12,1,1,1,DS,O
12,2,1,2,DS,O
12,1,2,2,DS,O
12,2,2,4,DS,O
12,2,2,3,DS,O
12,2,2,3,DS,O
12,1,1,1,DS,O
12,2,2,3,DS,O
