Subj_idx,Stimulus,Response,Confidence,RT_decConf,Coherence,Prompt_time
3,1,2,72,2.3412,0.02,1.5
3,1,1,73,1.6652,0.02,0.05
3,2,2,100,2.5222,0.16,1.5
3,2,2,85,1.3048,0.16,0.05
3,2,2,77,1.6145,0.04,0.75
3,2,1,97,1.7402,0.02,0.75
3,2,2,99,1.3624,0.08,0.75
3,2,1,71,1.5758,0.02,0.75
3,1,1,67,2.5385,0.04,1.5
3,2,2,99,1.2275,0.08,0.05
3,2,2,80,1.3061,0.04,0.05
3,2,1,72,1.3247,0.02,0.05
3,2,2,73,2.52,0.02,1.5
3,1,2,55,1.7767,0.04,0.75
3,1,1,98,1.2628,0.04,0.05
3,2,2,99,2.6058,0.08,1.5
3,2,2,73,2.4159,0.08,1.5
3,1,2,65,1.5737,0.08,0.05
3,2,2,96,1.1617,0.16,0.05
3,2,2,99,1.3546,0.16,0.75
3,2,2,100,1.3289,0.16,0.05
3,1,1,100,1.3394,0.16,0.75
3,1,1,81,2.5496,0.04,0.75
3,2,2,67,2.4677,0.04,1.5
3,2,2,97,3.844,0.08,1.5
3,1,1,99,1.2648,0.02,0.05
3,1,1,97,1.2989,0.08,0.05
3,2,2,100,1.4188,0.16,0.75
3,2,2,79,2.4788,0.02,0.75
3,2,2,77,2.1119,0.08,0.75
3,2,2,83,1.9909,0.04,0.05
3,1,1,84,2.3134,0.02,1.5
3,1,1,50,3.8409,0.02,0.05
3,2,1,55,2.24,0.04,0.75
3,1,1,98,1.3613,0.08,0.05
3,2,2,100,2.6156,0.16,1.5
3,2,1,73,2.5395,0.02,1.5
3,2,2,74,1.7695,0.08,0.75
3,1,2,65,2.1264,0.02,0.75
3,2,1,70,2.4838,0.04,1.5
3,2,2,99,1.4401,0.16,0.05
3,2,2,68,2.718,0.08,1.5
3,1,1,100,2.5297,0.16,1.5
3,1,2,99,1.3342,0.04,0.05
4,2,2,97,2.6589,0.02,0.75
4,1,1,91,1.6414,0.16,0.05
4,1,2,98,1.3313,0.02,0.75
4,2,1,89,2.1082,0.04,1.5
4,1,2,99,2.1568,0.02,1.5
4,1,1,81,1.5088,0.16,0.75
4,2,2,86,1.6523,0.16,0.75
4,2,2,90,1.301,0.02,0.05
4,2,2,95,1.2217,0.08,0.05
4,2,2,90,2.2064,0.16,1.5
4,2,2,86,1.3334,0.08,0.75
4,1,2,80,2.6426,0.04,0.75
4,2,1,92,2.7687,0.08,1.5
4,2,2,80,1.1397,0.02,0.05
4,2,2,86,2.8384,0.16,1.5
4,2,2,82,2.6762,0.08,1.5
4,2,1,88,1.6647,0.04,0.75
4,2,2,80,2.1521,0.04,0.05
4,2,1,95,1.6861,0.08,0.05
4,2,1,94,2.1802,0.04,0.05
4,2,1,78,3.0594,0.04,1.5
4,1,2,90,1.6368,0.08,0.75
4,2,1,96,3.0382,0.16,0.05
4,1,2,85,2.2307,0.02,1.5
4,2,1,90,2.2316,0.02,0.05
4,2,2,88,1.8479,0.04,0.05
4,2,2,85,2.3485,0.08,0.75
4,1,1,96,2.3967,0.02,1.5
4,1,2,94,3.0176,0.04,1.5
4,2,1,92,3.048,0.08,1.5
4,1,1,61,2.2784,0.08,1.5
4,2,1,65,1.8737,0.02,0.75
4,1,2,92,1.497,0.08,0.75
4,1,2,89,3.0868,0.04,0.75
4,1,1,95,2.4673,0.16,1.5
4,2,1,90,1.9659,0.08,0.05
4,1,1,87,2.7052,0.02,0.05
4,1,1,91,2.3243,0.16,0.75
4,1,1,90,2.3471,0.08,0.05
4,2,1,89,1.9744,0.04,0.05
4,2,2,89,2.6584,0.02,1.5
4,2,2,83,2.9409,0.04,1.5
4,1,1,63,3.2458,0.16,1.5
4,1,1,89,1.583,0.04,0.75
4,2,1,92,2.5065,0.16,0.05
4,2,1,99,2.9211,0.16,0.75
4,2,2,92,1.4654,0.16,0.05
4,2,1,73,2.2096,0.02,0.75
4,1,1,99,2.5343,0.08,1.5
4,1,1,98,1.7411,0.04,0.75
4,2,2,92,2.9344,0.04,1.5
4,1,1,55,2.4194,0.02,0.05
4,2,1,97,1.4893,0.16,0.05
4,1,2,92,1.8203,0.16,0.75
4,1,1,92,1.5046,0.08,0.05
4,2,2,84,2.7007,0.04,1.5
4,1,2,86,1.4944,0.04,0.75
4,1,2,77,2.1587,0.08,0.75
4,1,1,72,2.5564,0.02,1.5
4,1,1,94,1.63,0.02,0.75
4,1,1,98,2.5293,0.16,1.5
4,2,1,95,1.6785,0.02,0.75
4,1,1,98,1.649,0.08,0.75
4,1,1,93,2.5881,0.16,1.5
4,2,1,97,1.4284,0.08,0.05
4,2,1,93,1.3858,0.04,0.05
4,2,2,90,2.3608,0.02,1.5
4,1,1,98,2.2002,0.16,0.75
4,1,1,97,2.0221,0.04,0.05
4,2,1,95,2.1353,0.08,1.5
4,1,1,97,1.759,0.02,0.05
4,1,1,96,1.1906,0.16,0.05
4,2,1,90,2.4851,0.08,1.5
4,2,2,88,2.3809,0.08,0.05
4,1,1,93,1.8188,0.08,0.75
4,2,2,94,1.4804,0.16,0.05
4,1,1,94,2.7125,0.08,1.5
4,1,2,85,1.605,0.02,0.05
4,2,1,92,2.6997,0.04,1.5
4,2,2,89,2.175,0.02,0.05
4,2,1,97,1.1767,0.04,0.05
4,1,2,93,1.2524,0.04,0.05
4,1,1,87,2.3757,0.02,0.75
4,1,2,86,2.6746,0.02,1.5
4,1,2,94,2.6987,0.16,1.5
4,1,1,93,1.7172,0.04,0.75
4,1,1,97,2.7069,0.16,1.5
4,1,1,95,1.6409,0.16,0.75
4,2,1,93,2.9623,0.04,0.75
4,1,2,87,2.0328,0.08,0.75
4,2,1,95,2.8003,0.16,0.75
4,2,1,92,1.175,0.16,0.05
4,2,2,93,2.3968,0.02,1.5
4,2,1,91,1.6353,0.02,0.75
4,2,1,90,3.1193,0.04,1.5
4,2,1,54,3.5007,0.08,0.05
4,1,1,93,1.3804,0.04,0.05
4,1,1,86,1.3456,0.04,0.75
4,1,2,85,2.586,0.04,1.5
4,2,1,97,3.3015,0.16,1.5
4,1,1,96,1.7156,0.16,0.75
4,1,2,84,1.7194,0.16,0.05
4,1,1,95,1.9945,0.08,0.05
4,2,2,84,2.8019,0.02,1.5
4,2,2,84,1.2448,0.02,0.05
4,1,2,86,2.5414,0.08,1.5
4,2,1,95,2.226,0.08,0.75
4,1,1,98,1.8442,0.08,0.75
4,2,1,94,1.9529,0.02,0.75
4,1,1,98,2.477,0.04,1.5
4,2,1,93,1.5475,0.08,0.05
4,1,2,85,1.8058,0.02,0.75
4,2,1,95,1.8964,0.04,0.75
4,2,2,87,2.7267,0.16,1.5
4,1,2,52,2.3039,0.16,0.75
4,1,1,97,1.4344,0.02,0.05
4,1,1,93,1.8921,0.16,0.05
4,1,1,94,2.7248,0.02,1.5
4,1,1,93,3.2051,0.04,0.05
4,1,1,96,2.5737,0.08,1.5
4,1,1,97,1.4287,0.02,0.75
4,1,1,95,1.4078,0.02,0.05
4,1,1,98,2.758,0.02,1.5
4,2,1,96,2.5877,0.08,1.5
4,2,1,90,1.6876,0.04,0.75
4,2,2,88,2.6276,0.04,1.5
4,1,1,93,1.7127,0.04,0.05
4,2,2,93,1.8739,0.16,0.05
4,2,2,84,1.3634,0.04,0.75
4,2,1,96,1.5495,0.08,0.75
4,1,2,92,2.0798,0.16,0.75
4,1,1,94,1.8545,0.02,0.05
4,1,1,92,2.4044,0.16,1.5
4,2,1,95,2.3024,0.08,0.75
4,2,1,93,1.7523,0.16,0.75
4,2,1,90,2.9098,0.04,1.5
4,2,2,90,1.5872,0.16,0.05
4,2,2,88,1.5272,0.04,0.05
4,1,2,87,3.0417,0.16,1.5
4,1,1,99,1.4941,0.02,0.75
4,1,2,75,2.4195,0.08,0.05
4,2,1,96,2.5587,0.02,1.5
4,2,2,94,1.383,0.08,0.05
4,2,2,60,2.5876,0.08,1.5
4,2,2,84,2.9266,0.02,1.5
4,1,1,86,1.4715,0.16,0.75
4,1,1,97,2.3277,0.08,0.75
4,2,2,88,1.1356,0.16,0.05
4,1,1,94,1.8388,0.04,0.05
4,2,1,97,2.1543,0.08,0.05
4,1,2,84,2.7862,0.02,1.5
4,1,1,95,2.5782,0.08,1.5
4,1,2,85,2.2588,0.02,0.75
4,1,1,87,2.8764,0.16,0.75
4,1,1,93,1.844,0.16,0.05
4,1,1,94,2.3524,0.04,1.5
4,1,2,86,1.6445,0.04,0.75
4,1,2,63,2.7915,0.04,1.5
4,1,2,91,2.6613,0.04,0.75
4,1,1,95,1.6271,0.02,0.75
4,2,2,86,1.5676,0.02,0.05
4,2,2,87,2.4962,0.16,1.5
4,2,1,96,2.5657,0.04,0.05
4,1,2,89,2.7027,0.08,1.5
4,2,1,93,1.9886,0.08,0.75
4,1,1,97,1.9009,0.02,0.05
4,2,1,100,2.4913,0.16,1.5
4,1,2,88,2.6523,0.08,0.05
4,2,1,100,1.8731,0.08,0.05
4,1,1,94,2.3999,0.08,1.5
4,1,1,93,2.3315,0.16,0.75
4,1,1,93,1.2823,0.08,0.05
4,1,1,94,2.7156,0.02,1.5
4,1,2,86,1.4164,0.02,0.75
4,1,2,90,1.403,0.04,0.05
4,2,1,100,1.1715,0.16,0.05
4,1,2,87,2.3672,0.16,0.75
4,2,1,92,2.351,0.16,0.05
4,2,1,99,1.7357,0.02,0.05
4,1,1,90,1.9264,0.02,0.75
4,2,2,87,1.9712,0.02,0.05
4,1,1,96,3.6052,0.04,1.5
4,1,2,88,2.6401,0.16,1.5
4,2,2,89,2.0225,0.04,0.75
4,1,2,87,2.2524,0.04,0.05
4,2,2,90,2.5715,0.02,1.5
4,1,1,95,2.8992,0.16,1.5
4,2,1,94,2.3663,0.08,0.75
4,1,2,89,1.8012,0.04,0.75
4,2,2,86,2.7623,0.08,1.5
4,1,1,93,2.3762,0.08,0.75
4,2,2,89,2.8045,0.04,1.5
4,1,1,98,2.1951,0.08,0.75
4,1,1,94,1.8425,0.04,0.05
4,1,2,89,3.107,0.04,1.5
4,2,1,96,2.5958,0.16,1.5
4,2,2,95,1.8041,0.04,0.75
4,1,1,95,1.3735,0.04,0.05
4,2,1,94,1.5842,0.08,0.05
4,2,1,98,2.6424,0.16,0.05
4,1,1,69,2.8249,0.16,1.5
4,1,2,95,1.7617,0.08,0.75
4,2,2,85,1.5958,0.16,0.75
4,2,2,87,1.7678,0.02,0.05
4,1,1,96,1.6768,0.16,0.05
4,1,2,87,2.5157,0.02,1.5
4,2,1,58,2.6957,0.08,1.5
4,2,1,96,1.7772,0.08,0.05
4,1,1,62,3.0454,0.08,1.5
4,2,1,97,2.2739,0.02,0.75
4,1,2,89,1.9262,0.16,0.75
4,2,1,97,1.5617,0.02,0.75
4,1,2,89,2.0578,0.02,1.5
4,1,1,94,2.281,0.04,1.5
4,2,2,87,3.5685,0.04,0.75
4,2,1,91,1.437,0.02,0.05
4,1,1,91,1.3999,0.02,0.05
4,2,1,96,2.8378,0.16,1.5
4,1,1,94,1.7988,0.08,0.75
4,2,1,98,1.5426,0.02,0.75
4,2,2,90,1.4426,0.02,0.05
4,2,2,95,2.3854,0.08,1.5
4,2,2,86,2.6529,0.16,1.5
4,2,1,94,2.6418,0.04,1.5
4,2,2,89,2.7025,0.02,1.5
4,2,2,89,1.5793,0.04,0.75
4,1,2,81,1.2422,0.04,0.05
4,2,1,95,2.0946,0.02,0.75
4,1,2,89,2.0142,0.04,0.75
4,2,2,86,1.3619,0.16,0.05
4,2,2,87,1.5748,0.08,0.05
4,2,2,84,1.2071,0.04,0.05
4,2,2,85,2.7898,0.04,1.5
4,2,2,90,1.1583,0.08,0.05
4,2,1,93,2.0522,0.16,0.05
4,1,2,87,2.4655,0.02,1.5
4,2,2,84,1.5184,0.08,0.75
4,2,2,88,1.6556,0.16,0.75
4,2,2,88,2.599,0.08,1.5
4,2,1,90,1.4534,0.16,0.75
4,1,1,100,1.4054,0.08,0.75
4,2,2,91,1.5116,0.04,0.05
4,1,1,92,1.4135,0.02,0.05
4,1,1,95,1.8703,0.08,0.05
4,2,2,87,2.5825,0.04,1.5
4,1,2,90,1.5379,0.16,0.05
4,2,1,96,1.6439,0.02,0.75
4,2,2,85,1.4449,0.04,0.75
4,1,2,88,2.5816,0.08,1.5
4,2,1,93,1.5702,0.16,0.05
4,2,1,93,1.5284,0.08,0.05
4,2,2,91,2.8363,0.02,1.5
4,2,1,90,2.4542,0.16,1.5
4,1,1,94,1.8083,0.08,0.75
4,1,1,93,2.5488,0.16,1.5
4,2,1,93,1.4204,0.04,0.75
4,1,1,97,1.4941,0.02,0.05
4,2,1,96,2.5931,0.08,1.5
4,2,1,98,2.0362,0.02,0.75
4,1,2,92,2.8597,0.02,1.5
4,1,1,91,1.615,0.04,0.05
4,1,1,97,4.0276,0.16,0.75
4,2,1,93,1.6097,0.16,0.75
4,2,2,86,2.7157,0.04,1.5
4,2,2,92,2.6109,0.04,1.5
4,1,1,93,2.8708,0.08,1.5
4,1,1,91,1.4872,0.02,0.75
4,1,2,87,2.6227,0.08,1.5
4,1,1,85,1.5331,0.04,0.75
4,2,2,88,2.4266,0.16,1.5
4,2,2,88,1.5152,0.08,0.75
4,1,2,84,1.479,0.02,0.75
4,1,1,93,1.2331,0.16,0.05
4,2,2,85,1.5991,0.04,0.75
4,1,1,92,1.3613,0.08,0.05
4,1,2,65,2.3633,0.16,0.75
4,1,1,88,1.3317,0.16,0.05
4,1,1,90,1.1641,0.04,0.05
4,1,2,90,1.3537,0.02,0.05
4,1,1,90,2.1369,0.08,0.05
4,2,2,78,1.9301,0.04,0.05
4,1,2,86,2.5629,0.16,1.5
4,2,1,94,2.6619,0.02,1.5
4,2,2,93,1.5491,0.16,0.75
4,2,2,90,2.4873,0.04,1.5
4,2,2,89,1.3949,0.02,0.05
4,1,1,96,2.7645,0.02,1.5
4,2,1,95,1.8403,0.08,0.75
4,2,1,95,1.6195,0.04,0.75
4,1,2,84,2.5299,0.08,1.5
4,2,2,87,2.291,0.02,0.75
4,1,2,87,1.326,0.16,0.05
4,1,1,93,2.1555,0.16,1.5
4,2,1,97,2.1196,0.02,1.5
4,2,1,91,2.197,0.08,0.05
4,2,2,86,1.246,0.08,0.75
4,1,2,88,2.5361,0.04,1.5
4,2,1,92,1.3058,0.02,0.05
4,1,1,95,2.1692,0.02,1.5
4,1,2,83,2.5584,0.04,1.5
4,1,1,97,2.4302,0.16,1.5
4,1,1,91,1.3473,0.08,0.75
4,2,2,86,1.2094,0.02,0.05
4,2,1,60,2.0744,0.16,0.75
4,1,1,95,2.8403,0.16,0.75
4,1,2,82,1.1881,0.04,0.75
4,1,1,93,1.2817,0.04,0.05
4,2,1,99,1.6623,0.16,0.05
4,2,2,83,2.2045,0.08,1.5
4,1,1,93,1.3684,0.04,0.05
4,2,2,86,1.9164,0.08,0.05
4,2,1,94,1.6258,0.02,0.75
4,2,1,92,1.394,0.02,0.05
4,2,2,81,2.4303,0.04,0.05
4,2,2,89,1.5707,0.16,0.75
4,1,2,83,2.8517,0.02,0.75
4,2,2,84,2.5177,0.08,1.5
4,2,1,92,1.4365,0.16,0.05
4,2,1,97,1.703,0.02,0.05
4,1,2,85,1.8147,0.02,0.75
4,1,2,84,2.7951,0.02,1.5
4,1,1,89,1.3331,0.04,0.05
4,2,1,88,1.3101,0.16,0.05
4,2,2,78,2.4489,0.16,0.75
4,2,1,94,1.7474,0.04,0.75
4,1,1,90,2.3337,0.08,1.5
4,2,2,87,2.5959,0.16,1.5
4,2,1,94,2.8811,0.04,1.5
4,1,1,90,2.8001,0.02,1.5
4,2,1,90,2.8968,0.04,1.5
4,2,2,84,1.4165,0.08,0.05
4,2,2,93,1.5416,0.04,0.75
4,1,1,91,2.5059,0.08,0.75
4,1,1,89,2.7969,0.16,1.5
4,2,2,82,2.1864,0.08,0.05
4,1,1,90,1.4256,0.08,0.75
4,2,1,93,1.9022,0.08,0.75
4,2,2,90,1.2473,0.16,0.75
4,1,1,92,2.3699,0.16,1.5
4,2,2,91,2.1181,0.16,0.75
4,2,1,92,1.7383,0.16,0.05
4,2,1,89,2.6645,0.02,1.5
4,1,2,90,1.8257,0.02,0.75
4,2,1,95,2.4095,0.08,0.75
4,2,2,85,1.9746,0.04,0.05
4,2,2,85,1.2396,0.04,0.05
4,1,2,92,2.6789,0.02,0.05
4,2,2,86,1.8628,0.08,0.05
4,1,2,85,2.1181,0.04,1.5
4,1,1,90,2.2416,0.08,1.5
4,1,1,93,1.4954,0.04,0.75
4,2,2,89,2.7396,0.16,1.5
4,2,2,87,2.0118,0.02,0.05
4,2,1,61,2.7998,0.02,1.5
4,1,2,88,1.5793,0.04,0.75
4,1,2,52,3.3947,0.02,0.75
4,2,1,93,1.7598,0.08,0.05
4,2,2,89,2.1181,0.08,1.5
4,1,1,93,1.4433,0.16,0.05
4,2,1,91,2.3438,0.04,1.5
4,1,1,95,2.9184,0.16,0.75
4,2,2,91,3.4884,0.04,1.5
4,2,1,90,3.2915,0.02,1.5
4,1,2,89,2.0514,0.04,0.75
4,2,2,85,2.6543,0.04,1.5
4,1,1,91,1.4421,0.16,0.05
4,1,2,84,1.6251,0.16,0.05
4,1,2,84,2.4415,0.02,1.5
4,1,2,92,2.2045,0.08,1.5
4,1,2,92,1.8249,0.04,0.05
4,2,2,89,1.3818,0.04,0.05
4,2,2,88,1.5839,0.16,0.75
4,2,1,93,1.7489,0.08,0.75
4,2,2,84,1.2627,0.08,0.05
4,2,1,90,1.6674,0.02,0.05
4,1,2,89,1.5477,0.02,0.75
4,2,1,91,1.2117,0.02,0.05
4,2,2,91,2.5632,0.16,1.5
4,1,1,88,2.2153,0.02,0.75
4,2,2,82,2.4372,0.16,1.5
4,1,1,89,1.7636,0.04,0.75
4,1,1,91,1.7237,0.08,0.75
4,1,1,95,3.5425,0.08,0.05
4,1,1,94,2.3814,0.08,1.5
4,2,2,90,3.2433,0.16,0.75
4,1,1,94,1.6025,0.08,0.75
4,2,1,94,1.5765,0.16,0.75
4,1,1,97,3.7286,0.04,1.5
4,1,2,91,2.4689,0.02,1.5
4,1,1,95,2.4561,0.08,1.5
4,2,1,65,2.9426,0.04,0.75
4,1,2,87,2.6926,0.02,1.5
4,1,1,98,2.4722,0.04,0.05
4,1,1,96,1.4118,0.16,0.05
4,2,2,95,2.1473,0.02,0.75
4,2,1,96,2.841,0.08,0.05
4,1,1,95,2.0606,0.02,0.75
4,1,1,95,2.1385,0.08,0.05
4,1,1,94,2.3531,0.16,1.5
4,1,1,95,2.1944,0.08,1.5
4,1,1,59,3.6251,0.16,1.5
4,1,2,51,4.1757,0.02,0.05
4,2,1,93,1.6918,0.02,0.05
4,1,1,95,2.1608,0.16,0.05
4,2,2,86,2.8139,0.04,1.5
4,1,1,95,2.6087,0.08,0.75
4,2,1,94,2.9089,0.04,0.75
4,2,2,94,1.9278,0.04,0.05
4,1,2,90,2.2145,0.02,1.5
4,1,2,91,2.3631,0.04,1.5
4,1,1,95,1.5766,0.04,0.05
4,2,2,86,1.9942,0.04,0.75
4,1,2,86,2.4727,0.08,0.05
4,1,2,91,1.3596,0.04,0.05
4,1,1,95,3.6144,0.16,0.75
4,1,1,94,1.6836,0.16,0.05
4,2,2,90,2.446,0.08,1.5
4,1,1,90,1.9033,0.04,0.75
4,1,1,93,1.6558,0.08,0.05
4,2,1,94,1.65,0.02,0.75
4,2,1,91,1.6923,0.16,0.75
4,2,2,87,2.7798,0.02,0.05
4,1,1,90,1.6826,0.02,0.75
4,1,2,92,2.9858,0.04,1.5
4,2,2,88,2.3046,0.16,0.05
4,1,1,92,2.7511,0.16,1.5
4,2,2,86,1.5161,0.08,0.75
4,1,2,89,3.4319,0.02,0.05
4,1,1,87,2.5855,0.08,1.5
4,2,1,94,2.5597,0.02,1.5
4,1,2,92,2.5776,0.08,0.75
4,1,1,90,2.3264,0.16,1.5
4,1,1,98,1.6004,0.04,0.05
4,2,2,91,1.2722,0.02,0.05
4,1,1,96,2.0884,0.16,0.05
4,2,2,89,2.4983,0.04,1.5
4,1,2,84,1.5835,0.16,0.75
4,2,2,90,1.6536,0.02,0.75
4,2,1,95,2.7429,0.04,1.5
4,2,2,91,1.5814,0.08,0.75
4,2,2,87,2.6307,0.08,1.5
4,2,1,96,1.9917,0.16,0.05
4,2,2,93,1.9715,0.04,0.05
4,2,2,88,2.345,0.16,1.5
4,1,1,93,1.3169,0.08,0.05
4,1,2,89,2.5172,0.02,0.75
4,2,1,96,1.4587,0.04,0.75
4,2,2,88,2.5865,0.08,1.5
4,2,2,84,2.1157,0.02,1.5
4,2,1,96,1.5425,0.16,0.75
4,2,2,62,3.4182,0.02,0.05
4,1,2,88,2.3524,0.02,1.5
4,2,1,92,2.5199,0.16,1.5
4,1,2,91,1.4204,0.04,0.75
4,1,1,95,1.5626,0.08,0.75
4,2,2,87,1.2626,0.08,0.05
4,2,1,95,2.2346,0.08,0.75
4,1,2,89,2.3598,0.16,1.5
4,2,2,85,2.6922,0.04,1.5
4,2,1,88,1.4739,0.02,0.05
4,2,2,89,2.272,0.08,0.05
4,2,1,92,1.8043,0.04,0.05
4,2,2,87,1.8979,0.16,0.75
4,1,1,88,1.224,0.16,0.05
4,1,2,81,1.472,0.16,0.75
4,2,2,91,2.5245,0.02,1.5
4,2,2,92,2.6432,0.08,1.5
4,1,1,91,1.413,0.04,0.75
4,2,2,91,1.5173,0.04,0.75
4,2,2,89,2.5965,0.04,1.5
4,1,1,93,1.3841,0.08,0.05
4,1,2,89,2.7662,0.02,1.5
4,1,1,94,2.222,0.02,0.05
4,1,2,86,1.4135,0.04,0.05
4,1,1,90,1.5464,0.02,0.75
4,1,1,90,2.743,0.16,1.5
4,1,1,88,2.8638,0.02,0.75
4,2,1,92,2.6856,0.08,1.5
4,1,1,90,1.6481,0.16,0.05
4,2,2,87,1.6461,0.08,0.75
4,2,1,95,3.2585,0.04,0.75
4,2,2,92,2.2442,0.16,1.5
4,1,2,89,1.468,0.02,0.75
4,2,1,94,1.7712,0.04,0.05
4,2,2,93,1.9212,0.16,0.75
4,2,1,92,1.4384,0.16,0.05
4,2,1,92,1.966,0.04,0.75
4,1,2,92,2.4692,0.04,1.5
4,2,1,92,1.9036,0.08,0.75
4,2,2,90,2.0337,0.02,0.75
4,2,2,92,2.3462,0.08,0.05
4,2,2,89,2.213,0.04,0.05
4,1,1,94,1.512,0.16,0.05
4,1,1,95,2.3901,0.08,1.5
4,1,1,96,2.4598,0.16,1.5
4,1,1,94,2.0115,0.02,0.05
4,1,2,91,2.7543,0.08,0.05
4,2,2,87,2.0263,0.08,1.5
4,1,1,93,1.9941,0.02,1.5
4,2,2,88,2.2486,0.04,1.5
4,2,2,86,1.3794,0.08,0.75
4,1,1,96,2.0482,0.02,0.05
4,1,1,94,2.3785,0.02,1.5
4,1,1,95,1.7005,0.16,0.75
4,1,2,91,11.463,0.04,0.75
4,1,1,100,3.0764,0.08,0.05
4,1,2,92,1.9508,0.02,0.75
4,2,2,90,3.3826,0.16,1.5
4,2,2,89,3.809,0.16,0.05
4,2,2,87,2.2043,0.08,0.05
4,1,2,89,2.1784,0.02,1.5
4,1,2,87,3.2754,0.02,0.05
4,2,1,93,2.5574,0.02,1.5
4,2,2,90,1.3888,0.16,0.05
4,1,1,91,1.9709,0.16,0.75
4,1,1,91,1.7215,0.04,0.75
4,2,1,92,2.9546,0.08,0.75
4,1,2,86,2.4376,0.16,1.5
4,1,1,92,1.6012,0.04,0.05
4,1,2,89,2.4984,0.04,1.5
4,1,2,82,2.2358,0.08,1.5
4,1,1,93,2.1776,0.04,1.5
4,2,2,88,4.8839,0.08,1.5
4,1,1,91,1.4069,0.16,0.75
4,2,2,90,2.4847,0.02,0.05
4,1,2,88,2.0653,0.04,0.05
4,1,1,92,2.8481,0.02,0.75
4,1,1,88,3.1942,0.08,0.75
4,2,1,93,1.8269,0.08,0.75
4,2,1,98,1.8661,0.02,0.05
4,2,2,90,2.5247,0.08,1.5
4,1,2,87,1.2878,0.02,0.05
4,1,1,96,2.2748,0.02,0.75
4,1,2,87,1.3178,0.16,0.75
4,1,1,95,1.581,0.08,0.75
4,2,2,85,2.4004,0.16,1.5
4,1,2,86,1.3878,0.04,0.75
4,2,1,96,4.2236,0.04,1.5
4,2,2,86,1.0928,0.08,0.05
4,2,2,87,1.4254,0.04,0.75
4,2,2,85,1.3207,0.08,0.05
4,1,1,93,1.9406,0.16,1.5
4,1,1,95,2.2218,0.02,1.5
4,2,2,89,1.8507,0.02,0.75
4,1,2,87,1.7429,0.04,0.05
4,2,2,90,1.8778,0.16,0.75
4,1,1,97,1.7494,0.16,0.05
4,2,1,92,1.4922,0.04,0.05
4,2,2,85,2.0251,0.08,1.5
4,2,1,91,2.333,0.04,1.5
4,1,2,88,1.9538,0.02,1.5
4,1,1,91,1.0673,0.16,0.05
4,1,1,98,2.8081,0.16,1.5
4,1,2,93,1.3951,0.04,0.05
4,2,2,89,1.7694,0.04,0.75
4,2,2,89,2.4087,0.04,1.5
4,1,2,90,1.88,0.02,0.05
4,1,1,91,1.4304,0.02,0.05
4,1,1,93,1.4972,0.16,0.05
4,1,1,91,1.347,0.08,0.05
4,1,1,94,2.3518,0.04,0.75
4,2,2,91,1.3259,0.16,0.75
4,2,1,92,3.4363,0.02,1.5
4,2,1,90,6.7615,0.04,1.5
4,2,2,87,3.8137,0.16,0.75
4,1,2,83,1.6103,0.08,0.05
4,1,1,95,2.5069,0.16,1.5
4,1,2,84,1.5035,0.04,0.05
4,1,1,95,2.3865,0.02,0.75
4,1,2,90,1.5033,0.08,0.75
4,1,1,90,1.3537,0.02,0.75
4,1,1,95,2.651,0.08,1.5
4,1,2,83,2.0363,0.08,0.75
4,2,2,85,2.2176,0.08,1.5
4,2,1,95,4.9459,0.02,1.5
4,1,2,85,2.1023,0.16,0.05
5,2,1,96,2.4558,0.16,0.75
5,1,1,96,2.8756,0.02,1.5
5,1,2,94,3.0053,0.04,1.5
5,1,1,95,2.4788,0.16,0.75
5,1,2,94,2.184,0.02,0.75
5,2,2,96,2.0746,0.08,0.75
5,1,1,96,2.9547,0.02,1.5
5,2,2,96,2.2055,0.04,0.75
5,1,1,98,1.458,0.16,0.05
5,1,1,97,2.797,0.08,1.5
5,1,2,95,2.1465,0.08,0.75
5,2,2,95,2.1218,0.02,0.75
5,1,1,96,1.4122,0.08,0.05
5,1,2,96,1.321,0.02,0.05
5,2,2,92,1.7496,0.08,0.05
5,1,1,99,2.8202,0.16,1.5
5,1,1,95,1.3775,0.16,0.05
5,2,2,96,2.8347,0.04,1.5
5,2,2,84,3.1886,0.08,1.5
5,1,2,93,1.4037,0.04,0.05
5,2,2,95,1.3637,0.02,0.05
5,1,2,96,1.2839,0.04,0.05
5,2,2,79,2.2371,0.04,0.75
5,2,2,92,2.8805,0.16,1.5
5,2,2,83,2.2906,0.04,0.75
5,1,2,92,1.554,0.04,0.05
5,1,2,97,2.2043,0.02,0.75
5,1,2,91,1.7123,0.02,0.05
5,1,1,95,1.7466,0.16,0.05
5,2,2,82,1.4823,0.02,0.05
5,2,2,85,2.1347,0.16,0.75
5,1,2,89,1.4897,0.04,0.05
5,2,1,84,3.3155,0.02,1.5
5,2,2,79,2.8737,0.02,1.5
5,2,2,77,2.2495,0.02,0.75
5,2,2,94,2.141,0.08,0.75
5,1,1,77,2.9204,0.08,1.5
5,1,1,79,3.0106,0.08,1.5
5,2,2,87,1.8196,0.08,0.05
5,2,2,95,2.9321,0.04,1.5
5,2,2,91,2.9318,0.04,1.5
5,1,1,98,2.8291,0.16,1.5
5,1,2,93,2.2075,0.08,0.75
5,1,1,93,1.5689,0.08,0.05
5,2,2,97,2.1847,0.04,0.75
5,2,2,96,1.5514,0.16,0.05
5,2,2,95,2.9237,0.16,1.5
