Subj_idx,Stimulus,Response,Confidence,RT_decConf,Coherence,Prompt_time
4,1,2,79,2.6547,0.02,1.5
4,2,1,80,7.6815,0.08,0.75
4,1,1,78,2.9347,0.16,1.5
4,2,2,82,2.4385,0.02,0.75
4,2,2,77,3.8596,0.08,0.05
4,1,1,76,3.0555,0.02,0.75
4,2,1,83,3.1381,0.08,0.75
4,2,2,82,3.7771,0.02,1.5
4,2,2,91,3.4703,0.16,0.05
4,1,2,94,4.7848,0.02,0.05
4,1,1,72,3.5809,0.02,1.5
4,1,1,85,3.0188,0.08,1.5
4,2,2,81,2.6719,0.16,0.75
4,2,1,75,3.7883,0.02,0.75
4,1,1,85,3.2013,0.08,0.05
4,1,1,75,3.9954,0.04,0.75
4,2,1,82,4.0241,0.08,1.5
4,2,2,84,3.2092,0.16,1.5
4,2,2,78,3.8066,0.16,1.5
4,1,1,80,4.184,0.08,0.05
4,1,1,95,3.6454,0.16,0.05
4,1,1,78,3.6113,0.04,0.05
4,2,2,83,2.6614,0.02,0.05
4,2,2,81,3.3033,0.02,0.05
4,1,1,92,2.2751,0.16,0.05
4,1,1,83,2.448,0.16,0.75
4,2,2,81,2.8766,0.08,0.75
4,2,1,78,3.2208,0.08,0.75
4,1,1,85,3.0343,0.04,0.05
4,2,2,87,5.0093,0.04,1.5
4,2,1,81,5.6852,0.04,1.5
4,1,1,77,3.5732,0.04,0.75
4,1,1,77,4.1582,0.02,0.75
4,1,1,82,3.2236,0.02,1.5
4,2,1,87,2.3742,0.02,0.75
4,2,2,85,2.7278,0.04,0.05
4,2,1,81,2.3189,0.08,0.05
4,2,2,78,4.0491,0.04,0.05
4,2,2,84,2.8968,0.02,1.5
4,1,1,82,2.9224,0.16,1.5
4,2,2,84,2.6533,0.08,0.75
4,2,1,86,2.7058,0.04,0.75
4,2,2,85,2.4196,0.04,0.75
4,1,1,90,2.4299,0.16,0.75
4,2,2,91,4.1113,0.08,1.5
4,1,1,96,2.6318,0.16,0.05
4,1,1,92,2.3086,0.02,0.05
4,1,1,93,1.9212,0.16,0.05
4,2,2,87,3.1536,0.16,0.75
4,2,2,86,3.6952,0.02,0.05
4,2,1,90,2.8793,0.04,1.5
4,1,2,88,2.7483,0.02,1.5
4,1,2,89,3.4362,0.08,0.75
4,1,2,86,4.5772,0.04,1.5
4,2,2,90,2.6013,0.02,0.75
4,1,1,86,3.413,0.08,1.5
4,1,1,86,2.8392,0.16,1.5
4,1,2,89,3.888,0.08,0.05
4,2,1,79,2.3223,0.16,0.05
4,1,1,80,4.6809,0.08,0.75
4,2,1,81,3.8176,0.02,1.5
4,2,2,81,3.007,0.16,1.5
4,2,1,80,2.8476,0.16,1.5
4,1,1,77,5.3179,0.04,1.5
4,1,1,78,5.0888,0.02,1.5
4,2,2,80,3.3933,0.04,0.05
4,2,1,79,3.4158,0.08,0.75
4,2,2,74,5.3718,0.08,1.5
4,1,1,77,2.8988,0.08,1.5
4,1,1,81,2.7045,0.04,0.05
4,2,1,75,2.4561,0.04,0.75
4,2,1,79,2.8576,0.16,0.75
4,1,1,79,2.8059,0.04,0.75
4,2,2,73,3.3759,0.02,0.05
4,2,1,81,4.2848,0.02,0.05
4,2,2,74,3.8464,0.16,0.75
4,1,2,79,2.1585,0.08,0.05
4,1,2,76,3.9663,0.04,1.5
4,1,1,78,3.4274,0.08,0.05
4,1,1,74,2.8839,0.02,0.75
4,1,1,75,2.8054,0.16,0.05
4,1,1,73,5.7664,0.02,0.75
4,1,1,79,2.3299,0.04,0.75
4,2,1,81,4.3313,0.02,0.05
4,1,1,78,3.6994,0.04,0.75
4,2,2,83,2.8392,0.08,0.75
4,2,2,85,3.1852,0.02,0.75
4,1,2,81,2.8662,0.02,1.5
4,2,1,78,3.3793,0.04,0.05
4,2,1,81,3.9047,0.02,0.05
4,2,1,81,4.4258,0.04,1.5
4,2,2,82,3.0931,0.16,1.5
4,1,1,76,2.7929,0.16,0.75
4,1,2,82,5.719,0.08,0.05
4,2,2,81,4.0076,0.02,1.5
4,2,2,80,2.5933,0.16,0.05
4,2,2,83,3.1452,0.16,0.75
4,1,1,85,3.7844,0.02,0.75
4,1,2,78,3.0326,0.08,0.75
4,1,2,79,2.5199,0.04,1.5
4,2,1,83,4.5784,0.08,0.05
4,2,2,85,3.613,0.08,1.5
4,2,1,78,5.4061,0.08,1.5
4,2,2,79,2.7176,0.04,0.05
4,1,1,80,2.7926,0.16,1.5
4,1,1,78,5.7257,0.16,0.05
5,2,2,78,2.7089,0.02,0.75
5,2,2,76,2.3788,0.02,0.05
5,1,2,79,2.3836,0.08,0.75
5,2,2,97,2.4738,0.02,0.75
5,2,2,99,1.8223,0.08,0.05
5,1,2,97,1.5909,0.16,0.05
5,1,2,93,1.7635,0.08,0.05
5,2,2,97,1.7447,0.16,0.05
5,2,2,95,2.3623,0.04,0.75
5,1,1,95,2.5487,0.04,1.5
5,1,1,95,2.3507,0.16,0.75
5,1,1,97,2.2184,0.08,0.75
5,1,1,97,3.054,0.04,1.5
5,1,1,95,2.3518,0.16,0.75
5,1,1,96,3.087,0.08,1.5
5,1,1,96,2.9948,0.08,1.5
5,1,1,94,1.6213,0.02,0.05
5,2,1,96,2.8476,0.02,1.5
5,2,2,93,2.0092,0.04,0.05
5,2,2,95,2.2636,0.04,0.75
5,1,1,94,3.0658,0.16,1.5
5,2,1,95,3.405,0.16,1.5
5,1,2,97,1.5933,0.04,0.05
5,2,1,95,3.0793,0.02,1.5
5,2,2,94,1.8753,0.16,0.05
5,1,1,93,3.1002,0.08,0.75
5,2,2,90,2.3025,0.02,0.75
5,2,1,96,2.2548,0.02,0.75
5,2,2,93,2.9613,0.16,0.75
5,2,2,94,2.6788,0.16,1.5
5,1,1,91,2.5585,0.02,0.05
5,1,1,96,2.2143,0.08,0.75
5,1,1,93,3.0777,0.04,1.5
5,1,1,99,1.8009,0.02,0.05
5,1,1,99,3.0381,0.08,1.5
5,1,1,94,2.2806,0.04,0.75
5,1,1,95,3.0035,0.02,1.5
5,2,2,96,3.1457,0.08,1.5
5,1,2,98,3.3168,0.02,1.5
5,1,1,97,3.4531,0.16,1.5
5,2,2,97,3.4222,0.04,1.5
5,1,1,97,2.5707,0.16,0.75
5,1,1,98,1.6732,0.08,0.05
5,2,2,98,1.6928,0.16,0.05
5,1,2,96,1.7541,0.08,0.05
5,1,1,96,2.2012,0.04,0.75
5,2,2,97,1.9399,0.04,0.05
5,1,1,97,1.7676,0.04,0.05
5,2,1,88,3.0761,0.04,1.5
5,1,2,95,2.632,0.08,0.75
5,1,1,89,1.6189,0.04,0.05
5,1,1,90,1.6978,0.04,0.05
5,2,1,95,3.005,0.02,1.5
5,2,2,94,2.4968,0.02,0.75
5,2,2,91,2.9441,0.08,1.5
5,2,2,92,2.2551,0.16,0.75
5,2,2,88,2.8953,0.02,1.5
5,2,2,85,2.9309,0.16,1.5
5,1,1,97,2.9978,0.16,1.5
5,2,1,95,3.3229,0.04,1.5
5,2,2,93,2.3937,0.04,0.75
5,2,2,94,2.2205,0.16,0.75
5,1,2,98,1.6062,0.02,0.05
5,2,2,90,2.1029,0.08,0.05
5,1,1,93,1.4971,0.16,0.05
5,2,2,93,1.4851,0.08,0.05
5,1,2,90,2.62,0.08,1.5
5,1,1,97,2.3503,0.04,0.75
5,2,2,91,1.5327,0.16,0.05
5,2,2,95,2.2216,0.02,0.75
5,2,2,94,1.4859,0.02,0.05
5,2,2,96,2.1208,0.08,0.75
5,2,2,92,2.0139,0.08,0.05
5,2,2,91,2.3055,0.16,0.75
5,1,1,94,1.7196,0.08,0.05
5,1,1,96,2.6837,0.02,0.75
5,2,2,98,1.856,0.02,0.05
5,2,2,95,2.1504,0.16,0.05
5,1,1,96,3.0338,0.04,1.5
5,1,1,96,2.2567,0.04,0.75
5,2,1,92,2.169,0.04,0.75
5,2,1,95,2.6723,0.04,0.05
5,1,2,90,2.4829,0.08,0.75
5,1,2,92,1.6397,0.02,0.05
5,1,1,88,2.671,0.02,0.75
5,1,1,92,1.8433,0.04,0.05
5,2,2,79,3.3149,0.08,1.5
5,1,1,94,3.0861,0.16,1.5
5,2,2,94,3.4282,0.02,1.5
5,2,2,95,3.6131,0.16,0.75
5,2,2,93,3.2325,0.04,1.5
5,1,1,91,2.356,0.08,0.75
5,1,2,70,2.5726,0.02,1.5
5,2,2,91,2.5722,0.16,0.05
5,1,2,90,2.9561,0.08,1.5
5,2,1,91,3.1692,0.16,1.5
5,1,1,92,2.205,0.16,0.75
5,1,1,92,2.3398,0.04,0.75
5,2,2,96,2.9196,0.16,1.5
5,1,1,91,2.1995,0.16,0.75
5,2,2,96,3.3076,0.02,1.5
5,2,2,89,1.517,0.08,0.05
5,1,2,88,1.4626,0.02,0.05
5,1,1,95,1.4667,0.16,0.05
5,2,2,82,1.3842,0.04,0.05
5,2,2,99,2.8559,0.16,1.5
5,1,2,98,1.5799,0.16,0.05
5,2,2,97,2.1976,0.02,0.75
5,1,1,97,2.8871,0.08,1.5
5,2,1,97,1.5509,0.02,0.05
5,2,2,99,2.9529,0.04,1.5
5,1,2,90,2.878,0.02,1.5
5,2,2,95,2.482,0.08,0.75
5,1,2,95,3.2855,0.04,0.75
5,2,2,98,3.0415,0.04,1.5
5,2,2,94,3.2053,0.08,1.5
5,2,2,93,1.7305,0.04,0.05
5,1,1,95,2.4333,0.08,0.05
5,1,2,99,2.5253,0.02,0.75
5,2,2,95,2.275,0.08,0.75
5,1,1,90,2.199,0.16,0.05
5,2,2,88,2.417,0.04,0.75
5,2,2,88,1.5961,0.04,0.05
5,2,2,89,1.6108,0.02,0.05
5,1,2,88,3.1312,0.08,1.5
5,1,1,96,2.2635,0.16,0.75
5,1,2,96,2.4172,0.04,0.05
5,1,2,84,3.7861,0.02,1.5
5,1,2,88,2.3216,0.08,0.75
5,1,2,88,4.0717,0.02,0.05
5,2,2,93,1.6051,0.08,0.05
5,2,2,82,3.417,0.02,1.5
5,2,2,92,1.8073,0.16,0.05
5,1,2,96,1.5736,0.08,0.05
5,2,1,95,3.4635,0.16,1.5
5,2,2,97,3.2107,0.04,0.75
5,2,2,96,2.9456,0.04,1.5
5,2,2,97,2.9805,0.08,1.5
5,2,2,97,2.2134,0.02,0.75
5,1,1,95,3.0468,0.16,1.5
5,1,1,95,3.215,0.04,1.5
5,1,1,97,2.5516,0.08,0.75
5,2,2,96,2.4336,0.16,0.75
5,1,2,97,2.3223,0.02,0.75
5,2,2,96,1.6265,0.16,0.05
5,2,2,89,2.283,0.08,0.75
5,2,2,91,1.74,0.04,0.05
5,1,1,94,1.5069,0.04,0.05
5,2,2,96,2.2143,0.16,0.75
5,2,2,93,2.9204,0.04,1.5
5,2,1,96,2.4496,0.02,0.75
5,1,2,89,2.5617,0.04,0.75
5,2,2,94,1.5611,0.16,0.05
5,1,1,95,2.1823,0.02,0.05
5,2,2,94,1.4792,0.02,0.05
5,2,2,98,1.346,0.08,0.05
5,1,2,92,2.522,0.04,0.75
5,2,2,96,2.5876,0.08,1.5
5,1,1,93,2.4527,0.08,0.75
5,1,1,99,2.9859,0.02,1.5
5,1,1,97,3.2458,0.16,1.5
5,1,2,95,3.0509,0.04,1.5
5,2,1,97,3.2056,0.02,1.5
5,1,2,97,2.3079,0.02,0.75
5,2,2,91,2.626,0.16,1.5
5,2,1,99,3.8593,0.08,1.5
5,1,1,94,2.5574,0.16,0.75
5,2,2,95,1.6503,0.08,0.05
5,2,2,90,1.9095,0.04,0.05
5,1,1,95,1.6316,0.16,0.05
5,2,2,96,1.5381,0.16,0.05
5,2,2,97,1.4724,0.02,0.05
5,1,1,98,1.6342,0.16,0.75
5,1,2,98,1.7874,0.02,0.05
5,2,2,99,3.0844,0.16,1.5
5,2,2,100,2.5567,0.04,0.75
5,1,2,98,2.9112,0.08,1.5
5,2,2,93,3.0247,0.08,1.5
5,2,2,95,2.2104,0.04,0.75
5,1,2,98,3.1541,0.04,1.5
5,2,2,96,4.3776,0.02,1.5
5,2,2,98,1.633,0.04,0.05
5,2,2,97,1.4883,0.08,0.05
5,2,2,94,2.8964,0.04,1.5
5,1,2,99,1.6562,0.08,0.05
5,1,1,97,2.3475,0.16,0.75
5,1,2,97,2.439,0.02,0.75
5,2,2,96,2.2658,0.08,0.75
5,1,1,98,3.0544,0.16,1.5
5,2,2,99,2.3652,0.02,0.75
5,1,1,99,2.1959,0.08,0.75
5,1,1,98,3.0232,0.02,1.5
6,1,2,93,2.824,0.08,1.5
6,2,2,100,1.9768,0.04,0.75
6,1,2,100,2.1743,0.02,0.75
6,2,2,100,1.6835,0.04,0.05
6,1,2,100,2.046,0.04,0.75
6,1,2,98,1.3733,0.16,0.05
6,2,2,100,2.9195,0.08,0.05
6,1,2,100,2.9209,0.02,1.5
6,1,2,96,2.1033,0.08,0.05
6,2,2,98,3.536,0.04,0.05
6,1,2,98,2.4947,0.04,1.5
6,1,2,89,2.3828,0.08,0.75
6,1,2,99,2.0304,0.16,0.75
6,1,2,98,2.5625,0.04,1.5
6,2,2,98,2.8894,0.16,1.5
6,2,2,98,3.4349,0.16,0.05
6,2,2,98,2.0895,0.08,0.75
6,1,2,98,2.8509,0.08,1.5
6,2,2,98,2.0899,0.02,0.75
6,1,2,98,2.8046,0.02,1.5
6,2,2,98,2.8946,0.16,1.5
6,1,2,97,1.5011,0.02,0.05
6,2,2,98,1.5007,0.16,0.75
6,1,2,98,1.4053,0.02,0.05
6,2,1,100,3.1616,0.16,1.5
6,1,2,99,2.9452,0.08,1.5
6,2,2,99,2.876,0.02,1.5
6,1,2,90,1.576,0.16,0.05
6,2,2,97,2.1794,0.04,0.75
6,2,1,54,2.2854,0.08,0.75
6,2,2,98,2.9432,0.04,1.5
6,1,2,73,1.6639,0.04,0.05
6,1,1,86,1.4174,0.02,0.05
6,1,2,54,2.2387,0.04,0.05
6,2,2,51,2.2404,0.02,0.75
6,2,2,88,2.6584,0.08,0.05
6,1,1,99,2.1179,0.04,0.75
6,2,1,50,2.6621,0.04,1.5
6,1,2,94,2.9193,0.02,1.5
6,2,2,86,2.8372,0.08,1.5
6,1,1,92,1.6132,0.16,0.05
6,2,2,87,2.1609,0.08,0.75
6,2,1,51,2.2071,0.02,0.75
6,2,2,96,1.4285,0.08,0.05
6,1,1,98,1.6707,0.16,0.75
6,2,2,95,1.9974,0.02,0.05
6,2,2,90,2.6647,0.16,1.5
6,2,2,97,2.1556,0.16,0.75
6,2,2,88,1.6033,0.02,0.05
6,2,1,93,1.5711,0.08,0.75
6,2,2,93,1.3521,0.16,0.05
6,2,2,95,1.7703,0.02,0.05
6,2,2,94,2.1915,0.02,0.75
6,2,2,97,2.1419,0.08,0.75
6,1,1,96,2.2332,0.04,0.05
6,2,2,98,2.9153,0.08,1.5
6,2,1,94,2.9681,0.04,1.5
6,1,2,95,2.1348,0.04,0.75
6,2,2,86,1.5023,0.08,0.05
6,2,1,92,1.5361,0.04,0.75
6,1,2,92,1.631,0.16,0.75
6,1,1,92,2.5242,0.04,1.5
6,2,1,94,2.9298,0.02,1.5
6,2,2,96,2.9393,0.16,1.5
6,1,2,96,2.3347,0.02,0.75
6,1,1,94,2.2425,0.08,0.05
6,1,1,98,2.6126,0.16,1.5
6,1,1,99,1.7865,0.04,0.05
6,1,1,99,2.8267,0.08,1.5
6,1,1,97,2.0108,0.16,0.05
6,2,2,98,2.2381,0.16,0.75
6,1,2,99,2.8963,0.02,1.5
6,1,1,97,3.0073,0.04,1.5
6,2,2,87,2.5225,0.16,1.5
6,2,2,51,2.4863,0.04,0.75
6,2,1,89,1.3953,0.08,0.05
6,1,1,98,2.1723,0.16,0.75
6,1,2,86,2.8679,0.02,1.5
6,1,1,96,2.971,0.04,1.5
6,1,2,51,2.3283,0.02,0.75
6,1,1,96,1.945,0.02,0.05
6,2,2,94,1.5288,0.16,0.05
6,1,1,94,1.5823,0.04,0.75
6,1,2,94,1.5639,0.16,0.05
6,2,2,96,1.5459,0.04,0.05
6,1,2,93,1.4609,0.02,0.05
6,1,1,95,1.843,0.08,0.75
6,1,1,96,2.8197,0.16,1.5
6,2,2,98,2.831,0.08,1.5
6,2,2,98,1.7648,0.08,0.05
6,1,2,71,2.9179,0.08,1.5
6,1,1,72,2.1229,0.08,0.75
6,1,1,84,1.8661,0.04,0.05
6,1,1,100,2.094,0.16,0.75
6,2,2,66,2.078,0.02,0.75
6,1,2,53,2.4461,0.02,1.5
6,1,2,83,3.1408,0.04,1.5
6,2,1,99,2.8551,0.02,1.5
6,2,1,98,3.3296,0.04,1.5
6,2,2,91,1.6727,0.02,0.75
6,1,1,95,1.6075,0.04,0.05
6,2,2,99,2.5896,0.16,1.5
6,2,1,100,1.7464,0.16,0.75
6,2,1,97,2.3056,0.08,0.75
6,1,2,97,2.8032,0.16,1.5
6,2,2,51,1.712,0.04,0.05
6,1,1,99,2.1441,0.16,0.75
6,2,1,100,1.7492,0.04,0.75
6,2,1,51,2.6656,0.02,1.5
6,1,1,100,2.391,0.02,0.75
6,2,1,99,1.7578,0.02,0.05
6,1,1,99,1.9245,0.08,0.75
6,1,1,90,2.8818,0.08,1.5
6,1,1,99,2.0286,0.16,0.05
6,2,1,99,2.046,0.08,0.05
6,2,1,95,1.5111,0.02,0.05
6,1,2,90,1.7208,0.04,0.75
6,1,1,100,3.2236,0.08,1.5
6,1,1,98,1.5515,0.16,0.05
6,2,1,90,1.4474,0.08,0.05
6,2,2,94,2.9494,0.08,1.5
6,2,2,77,1.5542,0.16,0.05
6,1,1,51,1.685,0.04,0.05
6,1,1,71,2.8687,0.04,1.5
6,1,1,99,2.0476,0.16,0.75
6,1,1,93,1.5253,0.16,0.05
6,1,1,97,1.7714,0.02,0.75
6,2,2,51,1.6284,0.02,0.05
6,1,1,94,1.7556,0.02,0.75
6,1,1,92,1.6496,0.04,0.75
6,1,1,97,2.6359,0.08,1.5
6,1,1,98,1.5273,0.04,0.05
6,2,2,60,2.9032,0.02,1.5
6,2,2,74,2.4432,0.08,0.75
6,1,1,88,1.5985,0.08,0.05
6,1,1,84,2.7077,0.16,1.5
6,1,1,93,1.704,0.08,0.75
6,2,1,99,2.1588,0.04,0.75
6,2,2,78,2.457,0.02,1.5
6,1,1,95,1.7361,0.08,0.05
6,2,2,90,2.5722,0.16,1.5
6,2,1,79,1.5035,0.02,0.05
6,1,1,99,1.697,0.16,0.75
6,2,2,53,2.598,0.04,1.5
6,2,2,94,1.6856,0.08,0.05
6,2,2,96,2.8366,0.02,1.5
6,2,1,97,2.6275,0.16,0.05
6,1,1,100,2.789,0.16,1.5
6,2,2,97,1.2555,0.04,0.05
6,2,1,96,3.0534,0.08,1.5
6,1,1,99,1.6112,0.08,0.75
6,1,2,98,2.6732,0.08,1.5
6,1,2,96,1.3903,0.04,0.05
6,1,1,98,1.8234,0.02,0.75
6,1,1,50,1.9879,0.04,0.75
6,1,2,99,2.7775,0.04,1.5
6,1,1,96,2.7348,0.04,1.5
6,2,2,90,2.149,0.04,0.75
6,2,1,86,2.8551,0.02,1.5
6,2,2,94,2.898,0.16,1.5
6,1,2,96,1.6093,0.08,0.05
6,2,1,91,1.4695,0.08,0.75
6,1,2,95,1.5391,0.02,0.75
6,2,2,98,1.588,0.16,0.75
6,1,1,96,1.7501,0.16,0.75
6,2,1,97,1.833,0.02,0.05
6,1,1,97,1.3517,0.02,0.05
6,1,1,96,1.4883,0.16,0.05
6,2,2,67,3.1728,0.02,1.5
6,2,2,96,2.0916,0.04,0.75
6,1,1,96,2.1207,0.16,0.75
6,2,2,97,2.572,0.04,1.5
6,1,2,92,2.519,0.02,0.75
6,2,1,97,3.1768,0.16,1.5
6,1,1,96,2.8758,0.08,1.5
6,2,2,99,2.8545,0.08,1.5
6,1,1,98,1.5499,0.08,0.05
6,2,2,99,1.3755,0.16,0.05
6,1,1,97,1.3362,0.08,0.05
6,2,2,99,1.4686,0.04,0.75
6,2,2,99,1.3546,0.04,0.05
6,1,1,99,1.4544,0.16,0.05
6,2,2,100,1.491,0.08,0.75
6,2,2,99,2.6294,0.16,1.5
6,2,2,99,2.7218,0.04,1.5
6,1,1,99,1.5467,0.02,0.75
6,1,2,100,1.1506,0.02,0.05
6,1,1,98,1.6305,0.08,0.75
6,1,2,88,1.6029,0.04,0.05
6,1,1,92,1.4431,0.02,0.05
6,2,2,89,2.6941,0.02,1.5
6,1,1,90,1.3154,0.16,0.75
7,1,1,81,3.3289,0.08,1.5
7,1,1,88,1.9889,0.16,0.75
7,2,1,72,2.8759,0.02,1.5
7,2,2,90,2.4266,0.04,1.5
7,1,1,88,1.8515,0.16,0.05
7,2,2,95,2.0876,0.16,0.05
7,1,1,96,2.1282,0.02,0.75
7,1,2,93,2.0137,0.16,0.75
7,1,1,87,1.9164,0.04,0.05
7,1,1,88,2.0715,0.02,0.05
7,2,2,91,2.5922,0.16,1.5
7,1,1,88,2.0755,0.08,0.05
7,1,2,92,1.7195,0.04,0.05
7,1,1,78,3.0965,0.02,0.05
7,2,2,86,2.7792,0.08,1.5
7,1,1,89,2.9307,0.16,1.5
7,1,1,93,2.4629,0.08,0.75
7,1,1,80,2.345,0.08,0.75
7,1,1,88,2.1969,0.02,0.75
7,1,2,95,2.3642,0.02,1.5
7,2,2,82,2.4659,0.04,0.75
7,1,1,82,2.3722,0.04,1.5
7,1,1,90,2.1905,0.08,0.05
7,2,1,84,2.255,0.04,0.75
7,1,1,68,1.648,0.04,0.05
7,2,1,76,2.1443,0.04,0.05
7,2,1,64,1.6761,0.02,0.05
7,2,1,72,1.6452,0.02,0.05
7,2,2,88,2.6384,0.04,1.5
7,1,2,63,2.3114,0.02,0.75
7,1,1,85,2.891,0.08,1.5
7,2,2,95,2.7253,0.04,0.75
7,2,1,79,2.1047,0.04,0.75
7,2,2,89,2.1249,0.08,0.05
7,2,2,88,1.6344,0.16,0.05
7,2,2,98,1.736,0.16,0.75
7,1,1,79,2.6075,0.04,1.5
7,1,1,86,1.7262,0.16,0.05
7,2,1,88,1.9461,0.08,0.75
7,2,2,93,2.4736,0.16,1.5
7,2,1,90,2.8743,0.02,0.75
7,1,2,91,2.2442,0.08,0.75
7,1,1,83,2.6862,0.02,1.5
7,2,2,87,2.6984,0.08,1.5
7,2,2,93,2.6918,0.02,1.5
7,2,2,94,1.9376,0.08,0.05
7,2,2,97,2.6291,0.16,1.5
7,2,2,87,2.5093,0.16,0.75
7,2,2,86,1.7353,0.04,0.05
7,2,2,84,1.7386,0.04,0.05
7,1,1,91,3.0177,0.08,1.5
7,1,2,91,2.2705,0.02,1.5
7,1,1,82,1.8153,0.08,0.05
7,1,1,82,1.8281,0.16,0.05
7,1,2,93,1.5275,0.02,0.05
7,2,2,95,1.5875,0.16,0.75
7,2,1,88,2.392,0.16,1.5
7,1,1,84,2.7168,0.02,1.5
7,2,2,93,1.5339,0.16,0.05
7,2,1,87,2.7143,0.16,1.5
7,1,1,83,2.2468,0.08,0.75
7,2,1,80,1.5163,0.02,0.05
7,2,1,71,1.5148,0.02,0.75
7,1,2,84,1.6762,0.04,0.75
7,1,1,52,2.9002,0.04,1.5
7,2,2,82,2.3726,0.04,0.75
7,1,1,93,2.8703,0.04,1.5
7,2,2,95,2.1137,0.16,0.75
7,1,1,90,2.1103,0.08,0.75
7,1,1,83,1.6623,0.08,0.05
7,1,1,87,2.5957,0.08,1.5
7,1,1,84,2.1101,0.02,0.75
7,1,1,83,2.617,0.08,1.5
7,2,2,90,3.2118,0.08,1.5
7,1,1,88,1.8767,0.16,0.75
7,2,2,89,2.0504,0.04,0.75
7,1,1,86,1.8306,0.04,0.05
7,1,2,91,2.7149,0.02,1.5
7,2,2,86,1.7177,0.16,0.05
7,2,2,90,2.906,0.16,1.5
7,2,2,92,2.2334,0.04,0.75
7,1,1,93,1.8619,0.16,0.75
7,2,2,96,2.9075,0.16,1.5
7,2,2,91,2.3764,0.08,0.75
7,2,1,95,2.1159,0.02,0.75
7,1,1,83,1.6869,0.08,0.05
7,1,1,93,2.6398,0.04,1.5
7,2,1,97,2.3314,0.02,0.75
7,1,1,85,1.4174,0.08,0.05
7,1,1,92,1.6688,0.02,0.05
7,2,1,94,2.7833,0.04,1.5
7,1,1,93,1.4803,0.16,0.05
7,2,2,90,2.1461,0.08,0.75
7,1,1,94,1.5694,0.04,0.05
7,1,1,94,1.4932,0.02,0.05
7,2,1,87,2.7718,0.02,1.5
7,1,2,79,1.7743,0.02,0.05
7,1,2,93,2.5081,0.08,0.75
7,1,1,91,3.1964,0.04,1.5
7,1,1,92,3.4417,0.08,1.5
7,2,1,93,3.1291,0.08,1.5
7,1,1,93,2.4269,0.04,1.5
7,2,2,93,1.8639,0.16,0.05
7,2,2,89,1.8967,0.08,0.05
7,2,2,91,1.6326,0.16,0.05
7,2,2,88,1.7303,0.08,0.75
7,1,1,86,2.4445,0.02,1.5
7,2,2,92,1.8464,0.04,0.75
7,1,1,89,1.5373,0.02,0.05
7,1,2,88,1.5972,0.08,0.05
7,1,1,92,1.5163,0.16,0.75
7,2,2,88,2.6455,0.16,1.5
7,2,2,88,2.7169,0.02,1.5
7,2,1,85,1.5154,0.02,0.75
7,2,2,85,1.5338,0.16,0.75
7,1,2,89,2.6248,0.16,1.5
7,1,1,70,1.5564,0.04,0.75
7,2,2,87,1.6718,0.04,0.05
7,2,2,91,1.6607,0.02,0.75
7,1,2,92,1.1681,0.04,0.05
7,1,1,84,1.9236,0.02,0.05
7,1,1,87,1.4387,0.04,0.05
7,2,2,92,3.1405,0.04,1.5
7,2,2,97,2.7179,0.16,1.5
7,1,1,86,1.8762,0.16,0.75
7,1,2,92,1.4984,0.08,0.05
7,2,2,92,1.5341,0.04,0.75
7,1,1,94,2.9192,0.02,1.5
7,2,2,94,2.2706,0.08,0.75
7,1,1,91,1.5947,0.08,0.05
7,2,2,95,2.8898,0.02,1.5
7,1,1,96,3.081,0.08,1.5
7,2,2,97,1.8452,0.04,0.05
7,2,1,90,1.5239,0.02,0.05
7,2,1,72,1.7283,0.02,0.75
7,2,2,93,2.0819,0.16,0.75
7,1,1,92,1.7177,0.08,0.75
7,1,2,90,1.6437,0.04,0.75
7,2,1,88,2.7109,0.08,1.5
7,2,2,88,2.7432,0.04,1.5
7,2,1,82,1.7105,0.02,0.75
7,2,2,82,2.7037,0.16,1.5
7,2,2,88,1.6225,0.16,0.05
7,2,2,87,1.3189,0.16,0.05
7,1,1,87,2.2037,0.16,0.75
7,1,1,88,2.5109,0.02,1.5
7,1,1,88,2.8,0.08,1.5
7,2,2,89,2.2937,0.02,0.75
7,2,2,94,2.9706,0.16,1.5
7,2,2,96,2.0127,0.08,0.75
7,1,1,94,3.106,0.16,1.5
7,1,2,89,1.6209,0.02,0.05
7,2,1,87,1.4408,0.02,0.05
7,2,2,73,2.5133,0.04,1.5
7,2,2,77,2.6299,0.08,1.5
7,1,1,90,1.6446,0.08,0.05
7,2,2,90,2.3839,0.02,1.5
7,1,1,92,1.5296,0.04,0.05
7,1,2,85,1.4347,0.04,0.05
7,2,1,76,1.45,0.08,0.05
7,1,1,77,1.5369,0.08,0.75
7,2,2,77,3.0385,0.04,1.5
7,2,2,89,1.5989,0.16,0.05
7,2,2,84,2.1655,0.04,0.75
7,2,2,87,1.492,0.16,0.05
7,1,1,84,1.5601,0.16,0.75
7,2,1,91,1.4819,0.04,0.75
7,1,2,74,1.6842,0.02,0.75
7,1,1,80,1.8216,0.08,0.05
7,2,2,88,1.6088,0.16,0.75
7,1,1,85,1.4636,0.16,0.05
7,1,2,89,1.5836,0.16,0.75
7,1,1,86,1.7364,0.16,0.05
7,1,1,93,2.9167,0.02,1.5
7,2,2,52,2.032,0.08,0.75
7,2,1,95,1.6112,0.02,0.75
7,2,1,50,2.667,0.08,1.5
7,2,1,92,1.7943,0.04,0.75
