Subj_idx,Stimulus,Response,Confidence,RT_decConf,Contrast,Condition
8,1,2,1,0.99799,1,5
8,2,2,2,1.0927,3,5
8,2,2,1,1.1251,3,5
8,1,1,2,1.3738,1,5
8,1,1,2,0.80551,3,5
8,1,1,2,0.97279,3,5
8,1,1,1,0.9418,2,5
8,1,1,2,0.78936,3,5
8,2,1,1,1.0848,3,5
8,1,1,1,1.0453,3,5
8,2,2,1,1.2607,2,5
8,2,2,2,1.3565,1,5
8,1,1,2,1.2213,1,5
8,2,1,2,0.77273,1,5
8,1,1,2,0.89394,2,5
8,2,2,2,0.97355,1,5
8,1,1,2,0.64504,2,5
8,1,1,2,0.61401,3,5
8,1,2,1,0.95718,3,5
8,1,2,1,0.96567,2,5
8,2,2,1,0.90859,1,5
8,2,2,2,0.71657,1,5
8,2,1,2,0.66896,2,5
8,1,2,2,0.82953,1,5
8,2,1,1,1.0454,3,5
8,1,1,1,0.74153,2,5
8,2,2,2,0.74111,3,5
8,2,2,2,0.66161,3,5
8,2,2,2,0.66913,1,5
8,1,1,2,0.73406,3,5
8,1,1,2,0.61325,3,5
8,1,1,2,0.59737,3,5
8,2,2,2,0.65383,3,5
8,1,1,2,0.53307,2,5
8,1,2,1,0.98731,1,5
8,2,2,1,0.63546,2,5
8,1,1,2,0.67449,3,5
8,1,2,2,1.0989,1,5
8,1,2,2,0.99435,2,5
8,1,2,2,0.89154,3,5
8,2,2,1,1.0672,2,5
8,2,2,1,0.89024,1,5
8,2,2,2,0.63538,1,5
8,2,1,1,0.95527,1,5
8,1,2,1,0.97851,2,5
8,1,2,2,0.97967,3,5
8,1,1,2,0.86615,3,5
8,1,2,1,0.97854,1,5
8,1,1,1,1.1875,2,5
8,1,2,1,1.4429,1,5
8,2,2,1,1.3472,3,5
8,1,1,2,1.1704,2,5
8,1,1,2,1.3471,2,5
8,1,1,2,1.2825,3,5
8,2,1,2,1.1791,2,5
8,1,1,2,0.90618,3,5
8,2,2,2,0.97823,3,5
8,1,1,2,0.78667,3,5
8,2,2,1,1.0024,1,5
8,2,1,1,1.0996,2,5
8,2,2,2,0.89095,1,5
8,2,2,2,0.78675,2,5
8,1,2,1,0.88267,3,5
8,1,1,1,0.84257,2,5
8,2,1,2,0.74747,2,5
8,2,2,2,0.70711,2,5
8,1,2,2,0.70688,2,5
8,2,2,2,0.79425,3,5
8,1,2,2,0.70623,1,5
8,2,2,2,0.83427,1,5
8,2,2,2,0.67446,2,5
8,2,2,1,1.0264,1,5
8,2,2,1,1.1472,1,5
8,2,2,2,1.0505,1,5
8,2,2,1,0.79486,1,5
8,2,2,2,1.7475,1,5
8,1,2,2,1.1704,1,5
8,1,1,2,0.70638,3,5
8,2,2,2,0.6754,2,5
8,2,2,2,0.65167,1,5
8,1,1,2,0.75467,3,5
8,1,1,2,0.96234,2,5
8,2,2,2,0.67541,1,5
8,2,2,2,0.65867,2,5
8,1,1,2,0.57146,2,5
8,1,1,2,0.61142,3,5
8,1,2,1,0.83481,2,5
8,1,1,2,0.86724,3,5
8,1,1,1,1.0351,2,5
8,2,2,1,0.92232,3,5
8,1,2,1,1.2033,3,5
8,2,2,1,1.1628,3,5
8,2,2,2,0.81122,1,5
8,2,2,1,0.9707,3,5
8,2,2,1,0.8349,3,5
8,2,1,2,0.85905,1,5
8,2,2,2,0.69832,2,5
8,1,1,1,0.93916,1,5
8,1,2,1,0.81148,3,5
8,2,2,1,0.97875,1,5
8,1,2,1,0.96268,1,5
8,1,2,1,0.71466,1,5
8,1,1,1,0.97941,3,5
8,2,1,1,1.2585,1,5
8,1,1,1,0.98668,3,5
8,1,1,1,1.1232,2,5
8,2,2,1,1.0907,1,5
8,1,1,2,0.77122,3,5
8,2,2,1,1.1157,3,5
8,1,2,2,0.75486,1,5
8,1,1,1,0.8828,2,5
8,1,2,1,0.81153,2,5
8,2,2,2,0.82765,1,5
8,1,2,1,1.0113,1,5
8,2,2,2,0.81015,3,5
8,1,1,1,0.91432,2,5
8,2,1,1,0.85126,2,5
8,1,2,1,0.94752,1,5
8,2,2,2,0.68323,3,5
8,2,2,2,0.69962,3,5
8,1,1,2,0.85946,1,5
8,1,1,2,0.58705,3,5
8,2,2,2,0.61138,3,5
8,2,2,2,0.65947,1,5
8,1,2,2,0.81071,1,5
8,1,1,2,0.61056,1,5
8,2,1,2,0.77152,3,5
8,1,1,2,0.69135,3,5
8,2,2,2,0.80243,2,5
8,2,2,2,0.66712,1,5
8,1,2,2,0.90682,3,5
8,1,2,1,0.8745,1,5
8,2,2,2,1.0669,1,5
8,1,1,1,1.0426,2,5
8,2,2,2,0.81097,2,5
8,1,2,1,0.98687,1,5
8,2,1,1,0.89061,2,5
8,1,2,2,0.87552,3,5
8,1,1,1,1.3393,1,5
8,2,2,2,0.89106,3,5
8,2,2,2,0.78633,2,5
8,2,1,1,0.73921,2,5
8,2,2,2,0.72331,2,5
8,2,2,1,1.003,2,5
8,1,2,2,0.93958,3,5
8,2,2,1,0.93137,3,5
8,1,2,1,1.0346,3,5
8,2,2,2,0.75492,1,5
8,1,1,1,0.81167,1,5
8,1,1,2,0.72328,2,5
8,1,2,1,1.0024,2,5
8,1,2,1,1.1386,1,5
8,2,2,2,0.86718,2,5
8,1,2,2,1.1624,2,5
8,2,2,2,0.79479,1,5
8,1,1,2,0.72237,2,5
8,2,2,2,0.73868,3,5
8,1,2,1,1.1546,1,5
8,1,2,1,0.82669,2,5
8,2,2,2,0.83455,3,5
8,2,2,2,0.76337,2,5
8,2,2,2,0.77082,2,5
8,2,2,2,0.80327,1,5
8,1,2,1,1.0437,2,5
8,2,1,1,1.0597,1,5
8,2,2,1,0.83488,1,5
8,1,1,1,0.92278,1,5
8,1,2,1,0.99491,3,5
8,2,2,2,0.81965,3,5
8,2,2,2,0.71436,3,5
8,1,1,2,0.74643,2,5
8,2,2,2,0.69864,1,5
8,1,1,2,0.67451,2,5
8,2,2,2,0.73947,2,5
8,1,1,2,0.82575,2,5
8,2,2,2,0.7615,2,5
8,2,1,2,0.69778,1,5
8,2,2,1,0.95314,1,5
8,2,1,2,0.78509,1,5
8,1,1,2,0.83364,2,5
8,1,2,1,1.2174,3,5
8,2,1,1,1.3925,3,5
8,1,1,2,0.90509,3,5
8,2,1,2,0.75395,1,5
8,1,2,1,0.89657,3,5
8,2,1,1,0.9286,3,5
8,1,1,1,0.88859,2,5
8,2,1,1,0.80128,1,5
8,2,2,2,0.87242,3,5
8,1,1,2,0.7209,1,5
8,2,2,2,0.87308,3,5
8,1,1,1,0.93642,3,5
8,1,1,1,0.79373,2,5
8,1,1,1,0.84921,1,5
8,2,2,2,0.95252,2,5
8,2,2,2,0.76099,2,5
8,1,1,1,0.9046,1,5
8,2,2,2,0.88046,2,5
8,1,1,2,0.89666,1,5
8,2,2,1,0.9216,1,5
8,2,2,1,0.96169,1,5
8,2,2,1,1.2572,2,5
8,1,2,2,1.1203,1,5
8,1,1,2,0.80058,3,5
8,2,2,2,0.80091,1,5
8,1,1,2,0.76163,1,5
8,2,2,2,0.84183,1,5
8,2,2,1,0.6889,2,5
8,2,2,2,0.69775,1,5
8,2,2,2,0.72919,2,5
8,1,1,1,0.96871,3,5
8,2,2,2,0.80957,2,5
8,1,1,2,0.62573,3,5
8,1,2,2,0.66548,1,5
8,2,2,1,0.97671,2,5
8,2,2,2,0.92989,1,5
8,2,2,2,0.91286,2,5
8,2,2,1,0.97665,3,5
8,1,1,1,1.4089,1,5
8,1,2,1,0.92919,1,5
8,1,1,2,0.88899,2,5
8,2,2,1,0.87292,1,5
8,2,2,2,0.82558,1,5
8,1,1,2,0.89705,1,5
8,2,2,2,0.73743,2,5
8,2,2,2,0.72164,3,5
8,2,1,2,0.55353,1,5
8,2,2,2,0.73725,3,5
8,2,2,2,0.80071,2,5
8,2,2,1,1.1055,3,5
8,1,2,1,1.0329,2,5
8,1,2,1,0.68163,3,5
8,2,2,1,1.3615,2,5
8,1,2,2,0.93685,1,5
8,2,2,1,1.0256,1,5
8,1,2,2,0.95237,3,5
8,1,2,2,0.80963,3,5
8,1,1,2,0.86513,3,5
8,1,2,2,0.82507,1,5
8,1,2,1,1.0085,2,5
8,1,1,2,0.68174,1,5
8,2,1,2,0.68053,2,5
8,1,1,1,1.5772,2,5
8,2,1,1,1.0496,1,5
8,1,1,1,0.86483,2,5
8,2,2,1,0.77642,3,5
8,2,1,1,0.69682,1,5
8,1,1,1,0.71255,2,5
8,2,2,1,0.83335,2,5
8,1,2,1,0.80962,3,5
8,1,2,1,0.70499,2,5
8,1,2,1,0.69649,2,5
8,2,2,1,0.69641,3,5
8,1,1,1,0.80963,2,5
8,1,1,1,0.83257,1,5
8,2,1,1,0.98542,2,5
8,1,1,1,1.2497,2,5
8,1,1,2,0.69714,3,5
8,1,1,2,0.61778,2,5
8,2,1,2,0.60172,1,5
8,2,1,2,0.69793,1,5
8,2,1,2,0.55304,1,5
8,1,2,2,0.72845,1,5
8,1,1,2,0.64051,1,5
8,1,2,1,1.0573,2,5
8,1,1,2,0.66459,2,5
8,1,1,2,0.51352,3,5
8,1,1,1,0.76897,3,5
8,2,1,2,0.52895,2,5
8,1,1,2,0.7292,2,5
8,2,2,2,0.64888,1,5
8,2,1,2,0.5924,3,5
8,2,1,1,0.76158,1,5
8,2,2,1,0.67355,3,5
8,1,1,1,0.73672,2,5
8,2,2,1,0.69661,2,5
8,2,2,2,0.60182,3,5
8,2,2,2,0.68912,3,5
8,1,2,2,0.64887,3,5
8,2,2,2,0.76039,2,5
8,2,2,2,0.63362,2,5
8,2,2,2,0.58573,2,5
8,1,1,2,0.64967,1,5
8,1,2,1,0.70586,2,5
8,1,1,1,0.88929,3,5
8,1,1,1,0.78541,3,5
8,1,1,1,0.88895,3,5
8,1,1,1,0.66475,2,5
8,2,2,1,0.90546,1,5
8,1,2,1,0.86502,1,5
8,2,2,1,0.6738,1,5
8,2,2,1,0.72052,2,5
8,2,1,1,0.60113,1,5
8,1,1,2,0.64873,3,5
8,2,1,1,0.9529,2,5
8,1,1,1,0.71377,1,5
8,1,1,2,0.8494,2,5
8,2,2,1,0.93668,1,5
8,1,1,2,1.0017,3,5
8,2,1,2,0.90573,2,5
8,2,2,2,0.82462,3,5
8,1,2,2,0.79288,1,5
8,1,1,2,0.87267,3,5
8,2,2,2,0.82531,1,5
8,2,2,2,0.65644,2,5
8,2,2,2,0.77771,2,5
8,1,1,2,0.72907,2,5
8,2,2,2,0.74567,1,5
8,1,1,2,0.63374,3,5
8,1,1,2,0.60873,2,5
8,2,2,2,0.63341,3,5
8,1,1,2,0.50587,1,5
8,2,2,1,0.88125,2,5
8,2,2,1,0.58543,3,5
8,2,2,1,0.95021,2,5
8,1,2,1,0.72689,2,5
8,1,2,1,0.7584,3,5
8,1,2,2,0.82286,2,5
8,1,1,1,0.8077,2,5
8,2,1,1,0.8791,1,5
8,2,2,1,0.79151,3,5
8,1,2,1,0.7189,1,5
8,2,2,2,0.57424,2,5
8,1,1,2,0.55041,1,5
8,1,1,2,0.51955,3,5
8,2,2,2,0.63072,3,5
8,1,1,2,0.49575,3,5
8,2,1,2,0.59112,3,5
8,2,1,2,0.53091,2,5
8,2,2,2,0.65567,3,5
8,2,2,2,0.69436,2,5
8,2,2,2,0.48642,2,5
8,1,1,1,0.81496,2,5
8,1,1,1,0.57506,1,5
8,2,1,1,0.75849,3,5
8,2,2,2,0.79872,1,5
8,1,1,2,0.6394,3,5
8,2,1,2,0.79062,3,5
8,2,2,1,1.0397,1,5
8,1,1,2,0.98247,3,5
8,2,2,2,0.863,1,5
8,2,2,2,0.60716,1,5
8,2,2,2,0.70219,1,5
8,2,1,1,0.81484,1,5
8,1,1,2,0.89485,1,5
8,2,2,1,0.89452,1,5
8,2,1,1,0.79937,1,5
8,2,2,2,0.83027,2,5
8,1,2,1,0.79817,2,5
8,2,2,2,0.91839,1,5
8,2,2,2,0.82258,3,5
8,1,1,1,0.87164,3,5
8,1,1,1,0.60647,2,5
8,1,2,1,0.8793,1,5
8,2,1,1,0.89572,3,5
8,1,2,1,0.73548,3,5
8,2,2,1,0.72766,1,5
8,2,2,2,0.69511,2,5
8,1,2,2,0.72718,2,5
8,2,2,2,0.5991,1,5
8,1,1,2,0.63926,2,5
8,2,2,2,0.61437,3,5
8,2,2,2,0.53452,2,5
8,1,2,1,0.58232,1,5
8,2,2,2,0.63882,3,5
8,1,1,2,0.60648,1,5
8,2,2,2,0.66259,1,5
8,2,1,1,0.60641,1,5
8,1,2,1,0.66235,2,5
8,1,1,1,0.73488,2,5
8,1,1,1,0.69485,2,5
8,1,1,1,0.65569,3,5
8,2,2,2,0.63136,2,5
8,2,1,2,0.62248,1,5
8,2,1,1,0.85524,2,5
8,2,2,2,0.8622,3,5
8,2,2,2,0.7188,3,5
8,2,2,2,0.81471,2,5
8,1,1,2,0.60715,2,5
8,1,1,1,0.67119,3,5
8,2,2,1,0.61513,2,5
8,2,2,1,0.8226,3,5
8,2,2,1,0.66293,3,5
8,2,2,2,0.56647,3,5
8,2,2,2,1.071,2,5
8,1,2,1,0.9913,1,5
8,1,2,1,1.0065,3,5
8,1,1,1,0.99825,2,5
8,1,1,1,0.79159,3,5
8,2,2,1,0.94362,1,5
8,2,2,2,0.81508,3,5
8,2,2,2,0.95046,1,5
8,1,2,2,0.7036,2,5
8,1,2,1,0.83092,2,5
8,1,2,1,0.67917,2,5
8,2,2,1,0.93521,1,5
8,1,1,1,0.8309,3,5
8,1,1,1,0.70352,2,5
8,1,1,1,0.743,2,5
8,2,2,1,1.0395,2,5
8,1,1,1,0.77435,1,5
8,1,1,1,0.60643,3,5
8,1,1,1,1.0951,3,5
8,2,1,1,0.80652,2,5
8,1,1,2,0.7917,1,5
8,1,1,1,0.96657,2,5
8,1,1,2,0.66234,1,5
8,2,2,2,0.92636,1,5
8,1,2,2,0.63893,2,5
8,2,2,1,0.81519,1,5
8,1,1,1,0.88756,1,5
8,1,1,1,0.68635,3,5
8,1,1,1,0.5744,2,5
8,1,1,1,0.82354,1,5
8,2,2,2,0.77497,3,5
8,2,2,2,0.6311,1,5
8,2,2,1,0.8476,2,5
8,1,1,2,0.9833,1,5
8,1,1,2,0.60688,1,5
8,1,1,1,0.88767,1,5
8,2,2,2,0.6791,3,5
8,2,2,2,0.55155,3,5
8,2,2,2,0.58285,2,5
8,1,2,1,0.7035,2,5
8,1,2,1,0.59151,2,5
8,2,2,2,0.75162,3,5
8,1,2,2,0.62321,1,5
8,1,2,1,0.59958,2,5
8,1,2,2,0.59898,3,5
8,2,2,1,0.8062,1,5
8,2,2,2,0.61552,1,5
8,2,2,2,1.2707,2,5
8,1,1,1,1.0955,3,5
8,1,1,1,0.81502,1,5
8,2,2,2,0.87975,2,5
8,2,2,2,0.76715,1,5
8,2,2,2,0.67913,1,5
8,1,1,1,0.69462,2,5
8,2,2,1,0.66337,3,5
8,2,2,2,0.59033,2,5
8,2,2,2,0.72747,3,5
8,2,2,2,0.68756,2,5
8,1,2,1,0.8384,1,5
8,2,2,1,0.74353,1,5
8,2,2,1,0.61491,1,5
8,2,2,2,0.66357,3,5
8,1,2,2,0.65573,3,5
8,1,2,2,0.6385,2,5
8,1,1,1,0.80783,2,5
8,1,1,1,0.73518,2,5
8,1,2,1,0.7668,2,5
8,2,2,2,0.8077,2,5
8,1,1,2,0.83826,3,5
8,1,1,2,0.59966,3,5
8,1,2,2,0.71645,1,5
8,2,2,2,0.58,3,5
8,1,2,1,0.86737,1,5
8,2,2,1,0.6192,2,5
8,2,2,2,0.67594,2,5
8,2,2,2,0.65219,2,5
8,2,2,2,0.52458,2,5
8,2,2,2,0.58063,3,5
8,1,2,2,1.0605,1,5
8,2,1,1,0.97225,2,5
8,2,2,1,0.89216,1,5
8,2,2,1,0.61232,1,5
8,1,1,1,0.69157,1,5
8,2,1,1,0.74782,3,5
8,1,1,1,0.62788,3,5
8,1,2,2,0.7877,3,5
8,1,2,2,0.53165,1,5
8,2,2,2,0.60354,2,5
8,1,2,1,0.94736,2,5
8,1,2,1,0.76463,1,5
8,2,2,1,0.73936,1,5
8,1,1,1,0.60448,3,5
8,1,1,2,0.70739,2,5
8,2,2,1,0.82001,1,5
8,1,1,2,0.6287,1,5
8,1,2,1,0.7804,1,5
8,1,2,2,0.65137,1,5
8,1,2,2,0.57265,2,5
8,1,1,2,0.51513,1,5
8,2,1,2,0.55544,1,5
8,1,1,2,0.50775,3,5
8,2,2,2,0.60404,3,5
8,2,1,2,0.57237,1,5
8,2,2,2,0.70807,3,5
8,2,2,2,0.65119,3,5
8,1,1,2,0.51652,3,5
8,1,1,2,0.53121,3,5
8,2,2,2,0.61152,2,5
8,1,1,1,0.61257,2,5
8,2,2,2,0.69148,3,5
8,2,2,2,0.6595,3,5
8,2,1,2,0.78806,3,5
8,1,2,1,0.73246,1,5
8,1,1,1,0.70034,3,5
8,1,1,2,0.71617,2,5
8,2,2,2,0.62063,3,5
8,1,1,2,0.65168,3,5
8,1,1,2,0.60391,3,5
8,1,1,1,0.89918,1,5
8,1,1,2,0.78056,2,5
8,2,2,1,0.86772,3,5
8,2,2,2,0.66071,3,5
8,2,2,2,0.81223,2,5
8,1,2,1,0.85919,3,5
8,2,2,2,1.0121,3,5
8,2,2,1,0.79623,2,5
8,1,1,1,0.76347,3,5
8,1,1,1,0.70807,2,5
8,1,1,1,0.49232,3,5
8,2,2,1,0.85173,3,5
8,2,2,1,0.79676,3,5
8,2,2,1,0.61231,3,5
8,2,2,1,0.79669,1,5
8,2,2,1,0.57158,3,5
8,2,2,1,0.57191,1,5
8,2,2,1,0.65199,2,5
8,2,2,1,0.65933,3,5
8,2,2,2,0.69274,2,5
8,2,1,1,0.92416,1,5
8,2,2,1,0.73213,3,5
8,2,2,2,0.72473,3,5
8,2,2,2,0.58785,2,5
8,2,2,2,0.55515,2,5
8,1,1,2,0.57996,2,5
8,2,2,2,0.5807,3,5
8,2,1,2,0.61174,2,5
8,2,1,1,0.74064,1,5
8,2,2,1,0.5952,2,5
8,1,2,2,0.58011,1,5
8,2,1,2,0.58842,2,5
8,2,2,2,0.62786,3,5
8,2,2,2,0.65126,3,5
8,1,1,2,0.65189,3,5
8,1,1,1,0.74005,3,5
8,1,1,2,0.6273,2,5
8,2,2,2,0.70748,3,5
8,1,1,1,0.98839,1,5
8,1,1,1,0.74831,1,5
8,2,2,1,0.73163,2,5
8,1,1,1,0.7325,1,5
8,1,2,1,0.77939,1,5
8,1,2,1,0.68386,1,5
8,2,2,1,0.71616,1,5
8,1,2,1,0.60317,2,5
8,2,2,1,0.61923,2,5
8,1,1,1,0.76377,1,5
8,2,2,2,0.62798,2,5
8,1,1,1,1.1404,1,5
8,1,1,1,0.72435,1,5
8,1,2,1,0.81255,2,5
8,1,2,1,0.77985,2,5
8,2,2,1,0.90724,2,5
8,2,2,1,0.63556,2,5
8,1,1,1,0.69998,1,5
8,2,2,1,0.65273,3,5
8,2,2,2,0.67528,1,5
8,1,2,2,0.61236,2,5
8,2,2,2,0.57959,1,5
8,1,1,2,0.59647,3,5
8,1,1,1,0.96456,2,5
8,1,1,1,0.65143,2,5
8,1,1,1,0.52394,1,5
8,2,2,1,0.57965,1,5
8,1,1,1,0.58723,2,5
8,2,1,1,0.49152,1,5
8,1,1,1,0.54811,3,5
8,1,1,2,0.50808,3,5
8,2,2,2,0.64449,2,5
8,2,2,2,0.66826,1,5
8,1,1,2,0.49954,2,5
8,2,2,2,0.59587,3,5
8,1,1,2,0.58849,2,5
8,2,2,2,0.52403,1,5
8,1,1,2,0.5078,1,5
8,1,1,2,0.52348,1,5
8,1,2,2,0.7087,2,5
8,1,2,1,0.61238,2,5
8,1,2,1,0.50783,2,5
8,2,2,1,0.54843,2,5
8,1,1,2,0.67524,1,5
8,1,1,1,0.62794,2,5
8,2,2,2,0.54023,2,5
8,1,1,2,0.46877,3,5
8,2,1,2,0.89972,2,5
8,1,2,1,0.74831,1,5
8,2,2,2,0.7642,2,5
8,2,2,2,0.5713,3,5
8,2,2,2,0.64367,2,5
8,2,2,2,0.5963,1,5
8,2,2,1,0.7796,2,5
8,2,2,2,0.78971,3,6
8,1,2,1,1.0287,1,6
8,2,2,1,0.76459,3,6
8,1,1,1,0.74975,1,6
8,1,1,1,0.83765,2,6
8,1,2,1,0.77261,1,6
8,1,2,1,0.70045,2,6
8,2,2,2,0.82902,3,6
8,2,2,2,0.56571,2,6
8,2,2,2,0.52441,2,6
8,2,2,1,0.70854,1,6
8,1,1,1,1.014,2,6
8,1,1,2,0.71771,1,6
8,2,2,1,0.64533,3,6
8,1,2,1,0.72462,2,6
8,1,1,1,0.74098,3,6
8,2,2,2,0.64587,3,6
8,1,1,2,0.63789,2,6
8,2,2,2,0.69362,1,6
8,1,2,1,0.66175,1,6
8,1,2,1,0.62902,1,6
8,2,2,1,0.6765,3,6
8,1,2,1,0.69392,1,6
8,2,2,1,0.76466,1,6
8,2,2,2,0.64546,1,6
8,1,2,2,0.58873,1,6
8,2,2,2,0.54193,1,6
8,1,2,2,0.5415,2,6
8,1,1,2,0.56487,3,6
8,2,2,2,0.57383,2,6
8,2,2,2,0.54187,2,6
8,1,2,2,0.63711,1,6
8,1,2,2,0.55682,2,6
8,2,2,2,0.56533,1,6
8,1,1,2,0.65389,3,6
8,1,1,2,0.61374,3,6
8,2,2,1,0.61354,2,6
8,1,2,1,0.6449,2,6
8,1,1,1,0.89295,3,6
8,1,1,1,0.59722,2,6
8,1,1,1,0.64498,2,6
8,2,2,1,0.94067,3,6
8,1,1,1,0.9499,2,6
8,2,2,2,0.51669,1,6
8,2,2,2,0.4688,3,6
8,1,1,2,0.55731,2,6
8,2,2,2,0.56542,3,6
8,2,2,2,0.52489,2,6
8,2,2,2,0.54057,2,6
8,1,1,2,0.66982,3,6
8,2,2,1,0.74046,3,6
8,1,1,2,0.57253,3,6
8,2,2,2,0.47773,3,6
8,1,1,2,0.46105,3,6
8,1,1,2,0.50191,2,6
8,1,2,2,0.58931,1,6
8,1,1,2,0.53281,2,6
8,2,1,1,0.9004,1,6
8,1,1,1,0.76519,2,6
8,2,1,1,0.61244,1,6
8,2,1,1,0.7647,1,6
8,2,1,1,0.66961,2,6
8,1,1,1,0.62883,2,6
8,1,1,2,0.71691,3,6
8,1,1,1,0.79671,2,6
8,2,1,1,0.75786,2,6
8,2,2,1,0.67758,3,6
8,2,2,1,0.82045,2,6
8,2,2,1,0.71655,2,6
8,2,1,1,0.86053,3,6
8,1,1,1,0.7257,2,6
8,2,1,1,0.83777,1,6
8,1,2,1,0.77286,1,6
8,1,2,2,1.0765,2,6
8,2,2,2,0.56535,3,6
8,1,1,2,0.62162,2,6
8,2,2,2,0.56577,3,6
8,2,2,1,0.77388,1,6
8,1,1,1,0.66935,1,6
8,2,2,2,0.81254,1,6
8,1,1,2,0.81388,3,6
8,1,1,2,0.64506,1,6
8,2,2,1,0.78192,3,6
8,2,1,1,0.6936,2,6
8,2,1,1,0.71802,2,6
8,2,1,1,0.62984,1,6
8,2,1,1,0.58898,3,6
8,2,2,1,0.60519,3,6
8,1,2,1,0.78121,2,6
8,2,2,1,0.58044,2,6
8,1,1,1,0.76599,1,6
8,1,1,1,0.60452,1,6
8,2,2,1,0.77248,2,6
8,1,2,1,0.73303,2,6
8,1,2,1,0.7331,2,6
8,2,2,2,0.67763,1,6
8,2,2,2,0.58925,2,6
8,2,2,2,0.52554,3,6
8,1,1,2,0.51732,3,6
8,2,2,2,0.57332,3,6
8,2,2,2,0.51674,2,6
8,1,2,2,0.66876,1,6
8,1,1,2,0.78961,3,6
8,2,2,2,0.50866,2,6
8,1,2,2,0.48572,2,6
8,1,1,2,0.50149,3,6
8,2,2,2,0.42081,2,6
8,2,2,2,0.62116,3,6
8,1,1,2,0.50905,3,6
8,2,1,2,0.66152,2,6
8,2,2,2,0.54985,2,6
8,1,1,2,0.70041,3,6
8,1,1,2,0.56555,2,6
8,1,2,1,0.65369,1,6
8,1,2,1,0.53331,2,6
8,2,2,1,0.60449,3,6
8,1,1,1,0.59698,3,6
8,2,2,2,0.64548,2,6
8,1,1,1,0.79693,1,6
8,1,2,1,0.70849,1,6
8,2,2,1,0.5089,2,6
8,2,2,1,0.53347,1,6
8,2,1,1,0.59639,2,6
8,2,2,2,0.80443,3,6
8,1,2,1,0.74885,1,6
8,2,2,2,0.65345,2,6
8,2,2,2,0.5099,3,6
8,2,2,2,0.57384,2,6
8,2,2,2,0.50978,1,6
8,1,1,2,0.86164,1,6
8,2,2,2,0.61334,2,6
8,2,2,1,0.68549,3,6
8,2,2,2,0.58906,3,6
8,2,2,2,0.55693,3,6
8,1,1,1,0.69292,1,6
8,1,2,1,0.70946,2,6
8,1,2,2,0.77259,3,6
8,1,2,1,0.82126,1,6
8,2,2,2,0.62169,2,6
8,2,2,2,0.62842,3,6
8,1,1,2,0.68806,3,6
8,1,1,1,0.76854,3,6
8,2,2,1,0.68884,3,6
8,2,2,2,0.55975,2,6
8,1,2,2,0.53669,1,6
8,1,1,2,0.6316,3,6
8,2,2,2,0.59974,3,6
8,1,1,1,0.79309,2,6
8,2,2,1,0.6481,3,6
8,1,2,2,0.71251,1,6
8,2,2,2,0.60877,1,6
8,2,2,1,0.68829,2,6
8,1,2,1,0.70401,2,6
8,2,2,2,0.50456,3,6
8,2,2,2,0.6317,3,6
8,1,2,2,0.67305,2,6
8,1,2,1,0.72895,3,6
8,1,1,2,0.7527,2,6
8,1,1,1,0.76828,3,6
8,2,2,2,0.66385,3,6
8,2,2,1,0.75971,3,6
8,1,2,1,0.99211,2,6
8,1,2,1,0.83999,3,6
8,1,1,2,0.69578,3,6
8,1,1,2,0.5996,1,6
8,1,1,1,0.8491,3,6
8,1,2,1,0.76009,1,6
8,1,1,1,0.74409,1,6
8,2,2,2,0.63215,3,6
8,2,2,2,0.56788,3,6
8,2,1,1,0.84844,1,6
8,1,2,1,0.80874,2,6
8,2,2,2,0.60844,3,6
8,1,1,2,0.60012,3,6
8,2,2,2,0.57649,1,6
8,2,1,2,0.68778,2,6
8,2,2,2,0.6243,2,6
8,1,1,2,0.91243,1,6
8,1,1,1,0.79207,1,6
8,1,1,1,0.65683,2,6
8,2,2,2,0.83292,3,6
8,2,1,1,0.59235,1,6
8,2,2,1,0.64893,1,6
8,1,2,1,0.67254,1,6
8,1,2,1,0.59267,1,6
8,1,2,1,0.59195,1,6
8,2,2,2,0.55157,2,6
8,1,1,2,0.51994,1,6
8,1,2,2,0.63954,3,6
8,2,2,1,0.75271,1,6
8,1,1,2,0.56885,2,6
8,2,1,2,0.74411,1,6
8,2,2,2,0.64773,3,6
8,2,2,2,0.76053,2,6
8,2,2,2,0.64788,2,6
8,2,2,2,0.59998,3,6
8,2,1,1,0.93602,2,6
8,1,2,2,0.91237,2,6
8,1,2,2,0.57642,1,6
8,1,2,1,0.81645,2,6
8,1,1,1,0.85698,3,6
8,2,2,1,0.85688,3,6
8,1,1,1,0.72042,2,6
8,2,2,1,0.6562,3,6
8,1,1,1,0.64914,2,6
8,2,2,1,0.57556,1,6
8,1,1,1,0.60018,2,6
8,2,1,1,0.83161,1,6
8,2,2,1,0.63247,1,6
8,1,2,2,0.9126,3,6
8,1,2,1,0.74368,2,6
8,2,2,1,0.6402,1,6
8,2,2,1,0.68767,2,6
8,1,2,1,0.81573,1,6
8,1,2,1,0.84809,1,6
8,1,1,1,0.70415,2,6
8,1,2,1,0.79992,1,6
8,2,2,2,0.93713,2,6
8,1,1,2,0.65671,1,6
8,2,2,2,0.64044,3,6
8,2,2,2,0.5529,3,6
8,2,2,2,0.63969,2,6
8,1,2,2,0.64896,1,6
8,1,1,1,0.84831,1,6
8,1,1,1,0.72908,3,6
8,1,1,1,0.82357,1,6
8,1,1,1,0.64079,1,6
