Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Coherence,Accuracy,Training,exclude_subj
627,1,0,-50,3.083121094,0.644428613,0.064,0,0,FALSE
627,0,0,50,1.309225598,0.449336414,0.128,1,0,FALSE
627,0,1,-50,4.401688359,1.436439323,0.032,0,0,FALSE
627,1,1,50,3.363527471,0.536204921,0.128,1,0,FALSE
627,1,1,50,1.233921426,0.33463399,0.032,1,0,FALSE
627,1,1,50,1.059496451,0.724882686,0.064,1,0,FALSE
627,0,0,50,2.060214901,0.507165939,0.128,1,0,FALSE
627,0,1,50,3.114588619,0.321901418,0.064,0,0,FALSE
627,1,1,50,1.547020619,0.392711652,0.032,1,0,FALSE
627,0,1,50,3.307119451,0.682722323,0.032,0,0,FALSE
627,1,1,50,1.703045113,0.358778151,0.032,1,0,FALSE
627,0,0,50,1.950174254,0.719559813,0.256,1,0,FALSE
627,1,1,50,0.954713774,0.500531744,0.256,1,0,FALSE
627,1,1,50,1.666999428,0.485505564,0.064,1,0,FALSE
627,0,0,50,2.686193526,0.552194972,0.064,1,0,FALSE
627,1,1,50,3.011216581,0.441228188,0.032,1,0,FALSE
627,0,1,50,1.071184855,0.454966591,0.032,0,0,FALSE
627,1,1,50,1.204102714,0.430987552,0.128,1,0,FALSE
627,1,1,50,0.98870765,0.787362517,0.256,1,0,FALSE
627,1,1,50,0.973717694,0.74114291,0.256,1,0,FALSE
627,0,0,50,1.477453486,0.58496567,0.064,1,0,FALSE
627,0,0,50,1.278205142,0.691205774,0.064,1,0,FALSE
627,0,0,50,0.894081085,0.557263368,0.256,1,0,FALSE
627,1,1,50,1.922203288,0.613808134,0.256,1,0,FALSE
627,1,1,50,1.256713512,0.551642852,0.256,1,0,FALSE
627,0,0,50,1.020647602,0.768229397,0.256,1,0,FALSE
627,0,0,50,1.668104574,0.469266773,0.128,1,0,FALSE
627,1,1,50,1.003809599,0.541006465,0.128,1,0,FALSE
627,0,0,50,1.480959705,0.623911117,0.064,1,0,FALSE
627,1,1,50,1.261748702,0.626910497,0.128,1,0,FALSE
627,0,0,50,1.028789637,0.700970361,0.256,1,0,FALSE
627,0,0,50,0.86407612,0.44960206,0.256,1,0,FALSE
627,1,1,50,2.917846098,1.037596089,0.128,1,0,FALSE
627,1,1,50,1.337329387,0.60518522,0.128,1,0,FALSE
627,0,0,50,1.082360381,0.666183775,0.128,1,0,FALSE
627,0,0,50,1.703313475,0.678420073,0.032,1,0,FALSE
627,0,0,50,1.793041294,0.443411311,0.032,1,0,FALSE
627,0,0,50,1.79837594,0.557407058,0.064,1,0,FALSE
627,0,0,50,0.927150635,0.674945248,0.128,1,0,FALSE
627,0,0,50,1.368031672,0.557021872,0.064,1,0,FALSE
627,1,0,-50,3.117777573,0.750957909,0.032,0,0,FALSE
627,1,0,50,1.85150535,0.52704498,0.064,0,0,FALSE
627,1,1,50,1.755210351,0.563619843,0.032,1,0,FALSE
627,1,1,50,1.634365779,0.511503207,0.064,1,0,FALSE
627,0,0,50,1.049585759,0.576593609,0.064,1,0,FALSE
627,0,0,50,1.401451994,0.798719468,0.256,1,0,FALSE
627,1,1,50,2.494858702,0.532489204,0.032,1,0,FALSE
627,1,0,50,1.543860947,0.615872623,0.064,0,0,FALSE
627,1,1,50,1.157661534,0.567906094,0.256,1,0,FALSE
627,1,1,50,1.30229074,0.389992106,0.032,1,0,FALSE
627,0,0,50,1.020816951,0.737361989,0.256,1,0,FALSE
627,1,1,50,1.093375313,0.581871805,0.256,1,0,FALSE
627,0,0,50,1.294745199,1.097781105,0.064,1,0,FALSE
627,1,1,50,1.997063711,0.453282458,0.032,1,0,FALSE
627,1,0,50,1.274340905,0.427527217,0.032,0,0,FALSE
627,0,0,50,1.074765636,0.683723928,0.128,1,0,FALSE
627,1,1,50,0.969255453,0.836170659,0.256,1,0,FALSE
627,0,0,50,1.099425692,0.555094131,0.256,1,0,FALSE
627,1,1,50,1.617024559,0.443024012,0.128,1,0,FALSE
627,0,0,50,1.28029227,0.544542871,0.064,1,0,FALSE
627,0,0,50,1.381937613,1.123289416,0.032,1,0,FALSE
627,1,1,50,1.040769044,0.589220828,0.256,1,0,FALSE
627,1,1,-50,3.373289945,0.438891715,0.064,1,0,FALSE
627,1,1,50,2.562351386,0.825927609,0.128,1,0,FALSE
627,1,1,50,1.011541091,0.465707727,0.256,1,0,FALSE
627,0,0,50,1.189209055,0.735616577,0.064,1,0,FALSE
627,1,1,50,1.35641934,0.462135398,0.032,1,0,FALSE
627,0,0,50,1.019701541,0.667536153,0.128,1,0,FALSE
627,0,0,50,1.480730284,0.825921269,0.128,1,0,FALSE
627,1,0,50,2.485596125,0.551848425,0.032,0,0,FALSE
627,0,0,50,1.081043021,0.666152079,0.256,1,0,FALSE
627,0,0,50,1.175678339,0.691974939,0.128,1,0,FALSE
627,1,1,50,1.132383248,0.619452197,0.256,1,0,FALSE
627,1,1,50,1.498843687,0.602144484,0.128,1,0,FALSE
627,1,1,50,1.277822371,0.49122117,0.032,1,0,FALSE
627,1,1,50,1.44005331,0.541342446,0.064,1,0,FALSE
627,1,0,-50,3.203731716,0.687309237,0.064,0,0,FALSE
627,0,0,50,1.117335032,0.529013474,0.256,1,0,FALSE
627,0,1,50,1.892658674,0.412282484,0.032,0,0,FALSE
627,1,0,-50,1.696284736,0.588979031,0.032,0,0,FALSE
627,0,1,-50,3.389143852,0.711843716,0.064,0,0,FALSE
627,0,0,50,1.02760359,0.744417897,0.256,1,0,FALSE
627,0,0,50,1.455765338,0.595577907,0.128,1,0,FALSE
627,0,0,50,1.293013069,0.523153273,0.032,1,0,FALSE
627,1,1,50,1.796082634,0.393460894,0.032,1,0,FALSE
627,1,1,50,1.773636793,0.627628042,0.128,1,0,FALSE
627,1,1,50,1.596063314,0.57323591,0.064,1,0,FALSE
627,1,1,50,2.474355696,0.654554538,0.032,1,0,FALSE
627,0,1,50,2.692764027,0.584460038,0.032,0,0,FALSE
627,1,1,50,1.086659009,0.382404605,0.256,1,0,FALSE
627,0,0,50,1.040009539,0.642997146,0.256,1,0,FALSE
627,0,1,50,2.213922543,0.753014247,0.128,0,0,FALSE
627,1,1,50,1.192511814,0.436015196,0.128,1,0,FALSE
627,0,0,50,1.105575387,0.568756462,0.128,1,0,FALSE
627,0,0,50,1.22344986,0.617517814,0.256,1,0,FALSE
627,1,1,50,0.913331331,0.992440875,0.128,1,0,FALSE
627,0,0,50,1.520869627,0.487046006,0.064,1,0,FALSE
627,1,1,50,2.672592776,0.545297546,0.032,1,0,FALSE
627,1,1,50,1.101322341,0.464763477,0.064,1,0,FALSE
627,1,1,50,0.930226689,0.587806568,0.256,1,0,FALSE
627,1,1,50,1.130418679,0.76956819,0.064,1,0,FALSE
627,1,0,-50,2.404634005,0.463175642,0.064,0,0,FALSE
627,0,0,50,2.333383343,0.610609219,0.128,1,0,FALSE
627,0,0,50,1.155361587,0.617349673,0.128,1,0,FALSE
627,0,0,50,1.135428814,0.801662398,0.128,1,0,FALSE
627,0,0,50,1.010669291,0.568884757,0.256,1,0,FALSE
627,0,0,50,1.185664801,0.542920622,0.064,1,0,FALSE
627,1,0,50,1.106787696,0.694565285,0.128,0,0,FALSE
627,0,0,-50,1.912522621,1.8605376,0.064,1,0,FALSE
627,0,0,50,2.847744654,0.592606602,0.032,1,0,FALSE
627,1,1,50,2.160677819,0.417619544,0.064,1,0,FALSE
627,1,1,50,1.447804123,0.558398097,0.128,1,0,FALSE
627,1,1,50,1.348929041,0.684320121,0.256,1,0,FALSE
627,0,0,50,1.015722895,0.685872336,0.256,1,0,FALSE
627,0,0,50,1.604287459,0.686094211,0.032,1,0,FALSE
627,0,0,50,1.079327192,0.552539405,0.256,1,0,FALSE
627,0,0,50,1.062167094,0.710234749,0.032,1,0,FALSE
627,1,0,50,1.298203119,0.620108764,0.128,0,0,FALSE
627,0,0,-50,2.264258449,1.308692194,0.032,1,0,FALSE
627,0,1,50,2.783507034,0.674916269,0.032,0,0,FALSE
627,1,1,50,1.259341591,0.541433007,0.256,1,0,FALSE
627,0,0,50,1.017525663,0.403771563,0.256,1,0,FALSE
627,0,0,-50,2.421658866,0.726971324,0.064,1,0,FALSE
627,0,0,-50,2.637396855,0.383872599,0.064,1,0,FALSE
627,1,1,50,2.251552442,0.564342218,0.032,1,0,FALSE
627,0,0,50,1.058704948,0.550147388,0.256,1,0,FALSE
627,1,1,50,0.819775499,0.687921429,0.256,1,0,FALSE
627,1,1,50,1.947842611,0.777294853,0.256,1,0,FALSE
627,0,0,50,1.153816315,0.651210121,0.032,1,0,FALSE
627,0,0,50,1.457035909,0.503735188,0.064,1,0,FALSE
627,0,0,50,2.641854266,0.75194442,0.064,1,0,FALSE
627,1,1,50,1.225893195,0.551238648,0.256,1,0,FALSE
627,0,0,50,0.989502171,0.627677549,0.256,1,0,FALSE
627,0,0,50,1.268585754,0.501707527,0.128,1,0,FALSE
627,1,1,50,1.677714603,0.527029887,0.128,1,0,FALSE
627,1,0,-50,2.551107938,0.600443749,0.064,0,0,FALSE
627,1,0,-50,2.94468324,0.591419649,0.064,0,0,FALSE
627,0,0,50,1.407016665,0.432453735,0.128,1,0,FALSE
627,1,1,50,1.968146685,0.443345504,0.064,1,0,FALSE
627,1,1,50,1.365648107,0.482491091,0.064,1,0,FALSE
627,1,1,50,1.145230531,0.413067346,0.128,1,0,FALSE
627,1,1,50,1.206640535,0.606608838,0.256,1,0,FALSE
627,1,1,50,1.34260396,0.509535317,0.032,1,0,FALSE
627,1,1,50,1.160740306,0.537278371,0.128,1,0,FALSE
627,1,1,50,1.113765118,1.140682256,0.256,1,0,FALSE
627,1,1,50,3.856645591,0.656375418,0.032,1,0,FALSE
627,0,0,50,1.245365617,0.664088798,0.128,1,0,FALSE
627,0,0,50,1.065843266,0.475961041,0.256,1,0,FALSE
627,0,0,50,1.142420725,0.658344817,0.256,1,0,FALSE
627,0,0,50,1.091597299,0.846462009,0.064,1,0,FALSE
627,0,0,50,1.152790259,0.554121506,0.128,1,0,FALSE
627,1,0,50,1.313695688,1.200447069,0.032,0,0,FALSE
627,1,1,50,3.836908429,0.450079618,0.032,1,0,FALSE
627,0,0,50,1.277538915,0.667290431,0.128,1,0,FALSE
627,1,1,50,1.385530167,0.453930573,0.256,1,0,FALSE
627,0,0,50,0.956745359,0.550422693,0.128,1,0,FALSE
627,0,0,-50,1.304338022,1.57376056,0.032,1,0,FALSE
627,0,0,50,1.176761751,0.684287519,0.064,1,0,FALSE
627,0,0,50,1.165962354,0.377997606,0.064,1,0,FALSE
627,0,1,-50,3.733605821,0.508127395,0.032,0,0,FALSE
627,0,0,50,1.378222499,0.770161666,0.064,1,0,FALSE
627,0,0,50,1.144106971,0.576204801,0.128,1,0,FALSE
627,1,1,50,1.211925975,0.512745401,0.128,1,0,FALSE
627,1,1,-50,3.990013237,0.492072443,0.032,1,0,FALSE
627,0,0,50,1.086418419,0.500948023,0.256,1,0,FALSE
627,1,1,50,1.104564424,0.513229903,0.256,1,0,FALSE
627,1,0,50,3.407961819,0.47105988,0.032,0,0,FALSE
627,0,0,50,1.149671339,0.774791144,0.128,1,0,FALSE
627,0,0,50,3.906440244,0.468349088,0.032,1,0,FALSE
627,0,0,50,1.9138107,0.543892945,0.064,1,0,FALSE
627,0,0,50,1.386021309,0.410411796,0.064,1,0,FALSE
627,1,1,50,1.414087062,0.470818988,0.032,1,0,FALSE
627,1,1,-50,2.099419957,0.559188996,0.064,1,0,FALSE
627,1,1,50,1.678957402,0.575450126,0.256,1,0,FALSE
627,1,0,-50,2.607326383,0.584657159,0.064,0,0,FALSE
627,1,1,-50,2.252915384,0.765584111,0.032,1,0,FALSE
627,1,1,50,3.295126461,0.708862147,0.032,1,0,FALSE
627,0,0,50,1.257170845,0.526379659,0.128,1,0,FALSE
627,0,0,50,1.052203877,0.46539348,0.128,1,0,FALSE
627,0,0,50,0.913298729,0.542611205,0.064,1,0,FALSE
627,0,0,50,1.23297597,0.640849341,0.128,1,0,FALSE
627,1,0,50,1.70781345,0.452135352,0.032,0,0,FALSE
627,1,1,50,2.179973647,0.535597861,0.064,1,0,FALSE
627,0,0,50,1.173444502,0.617487627,0.256,1,0,FALSE
627,1,1,50,1.510854186,0.425350131,0.128,1,0,FALSE
627,0,0,50,2.257445245,0.538200282,0.032,1,0,FALSE
627,0,0,50,2.005257065,0.692193191,0.032,1,0,FALSE
627,0,0,50,1.074439616,0.47521512,0.128,1,0,FALSE
627,1,0,50,3.941034237,0.652096713,0.064,0,0,FALSE
627,0,0,50,1.434837903,0.595717371,0.128,1,0,FALSE
627,1,1,50,1.982456829,0.33196546,0.064,1,0,FALSE
627,0,0,50,0.955075113,0.518246981,0.256,1,0,FALSE
627,1,1,50,0.887579109,0.548298737,0.256,1,0,FALSE
627,0,0,50,1.664476701,0.502779467,0.064,1,0,FALSE
627,1,1,50,3.184464868,0.369381936,0.064,1,0,FALSE
627,1,1,50,2.145337996,0.631714757,0.064,1,0,FALSE
627,0,0,50,1.011794662,0.652897876,0.256,1,0,FALSE
627,1,1,50,1.125370508,0.743021748,0.128,1,0,FALSE
627,1,1,50,1.222289472,0.594476384,0.128,1,0,FALSE
627,1,1,50,1.941465005,0.515231602,0.032,1,0,FALSE
627,0,0,50,0.945003222,0.517615469,0.128,1,0,FALSE
627,1,1,50,0.882866315,0.623438691,0.256,1,0,FALSE
627,0,0,50,0.791476401,0.520071181,0.256,1,0,FALSE
627,0,0,50,0.959341441,0.476092052,0.256,1,0,FALSE
627,1,0,50,1.872561381,0.510009554,0.032,0,0,FALSE
627,0,0,50,1.040361519,0.575759542,0.256,1,0,FALSE
627,0,0,50,0.785235843,0.636956728,0.064,1,0,FALSE
627,0,0,50,0.795733068,0.594343561,0.128,1,0,FALSE
627,0,0,50,0.721799688,0.678357888,0.256,1,0,FALSE
627,0,0,50,0.74573405,0.577130032,0.128,1,0,FALSE
627,0,0,50,1.664246374,0.44248125,0.032,1,0,FALSE
627,1,1,50,2.433416096,0.364437911,0.128,1,0,FALSE
627,0,0,-50,2.916119704,0.457130696,0.032,1,0,FALSE
627,1,1,50,1.028708736,0.635193808,0.256,1,0,FALSE
627,0,0,50,2.613321218,0.553984759,0.032,1,0,FALSE
627,0,1,50,1.253780845,0.51217215,0.032,0,0,FALSE
627,0,0,50,3.172879703,0.744857117,0.064,1,0,FALSE
627,1,1,50,1.130578971,0.660298821,0.064,1,0,FALSE
627,0,0,50,0.860056721,0.5968844,0.256,1,0,FALSE
627,1,0,50,0.986987897,0.5764146,0.032,0,0,FALSE
627,1,1,50,2.412507075,0.577763959,0.032,1,0,FALSE
627,0,0,50,0.79440635,0.391160041,0.256,1,0,FALSE
627,1,1,50,2.887474964,0.637190376,0.032,1,0,FALSE
627,0,1,50,3.355842466,0.56951808,0.032,0,0,FALSE
627,0,0,50,0.996354619,0.462763287,0.064,1,0,FALSE
627,1,1,50,2.250514915,0.409985254,0.032,1,0,FALSE
627,1,1,50,2.245086991,0.442415141,0.032,1,0,FALSE
627,0,0,50,0.914475116,0.646383523,0.256,1,0,FALSE
627,1,1,50,1.289120155,0.652110901,0.128,1,0,FALSE
627,0,0,50,2.262370554,0.577595817,0.064,1,0,FALSE
627,0,0,-50,1.242600791,0.458419379,0.032,1,0,FALSE
627,0,1,50,2.524063109,0.611619879,0.064,0,0,FALSE
627,0,0,50,1.020133819,0.37561706,0.128,1,0,FALSE
627,0,1,50,1.106410661,0.542402311,0.032,0,0,FALSE
627,1,1,50,1.274154953,0.359132547,0.128,1,0,FALSE
627,0,0,50,0.802440015,0.442391595,0.256,1,0,FALSE
627,0,0,50,1.694373899,0.674662094,0.128,1,0,FALSE
627,0,0,50,1.874915061,0.367683918,0.128,1,0,FALSE
627,1,1,50,1.603009945,0.484490376,0.128,1,0,FALSE
627,0,0,50,1.278242875,0.420045673,0.128,1,0,FALSE
627,0,0,50,0.987731402,0.588761382,0.256,1,0,FALSE
627,1,1,50,0.957167977,0.38926792,0.256,1,0,FALSE
627,1,1,50,0.84545648,1.087784984,0.128,1,0,FALSE
627,0,0,50,0.770893097,0.516589111,0.128,1,0,FALSE
627,1,1,50,1.185463453,0.721498724,0.032,1,0,FALSE
627,1,1,50,1.061397326,0.652336096,0.256,1,0,FALSE
627,1,1,50,2.502112033,0.435679819,0.064,1,0,FALSE
627,1,1,50,0.908521939,0.659289066,0.064,1,0,FALSE
627,1,1,50,0.894106744,0.39017353,0.256,1,0,FALSE
627,0,0,50,0.798292322,0.534093945,0.256,1,0,FALSE
627,1,1,50,1.05019614,0.540058895,0.032,1,0,FALSE
627,1,1,50,2.377531821,0.577068752,0.064,1,0,FALSE
627,1,1,50,0.870224908,0.541547114,0.256,1,0,FALSE
627,1,1,50,0.93325535,0.591030237,0.256,1,0,FALSE
627,1,0,50,3.56792964,0.478038811,0.032,0,0,FALSE
627,1,1,50,2.418025257,0.487550431,0.064,1,0,FALSE
627,0,1,50,3.642223151,0.358353722,0.032,0,0,FALSE
627,0,0,50,0.920307545,0.529537218,0.256,1,0,FALSE
627,0,1,50,1.092191681,0.457985894,0.128,0,0,FALSE
627,0,0,50,0.952723244,0.411144736,0.064,1,0,FALSE
627,0,0,50,1.6426669,0.918490892,0.064,1,0,FALSE
627,0,0,50,0.813963296,0.567063273,0.064,1,0,FALSE
627,0,0,50,1.103178238,0.489603147,0.064,1,0,FALSE
627,1,1,50,1.837717139,0.693482779,0.128,1,0,FALSE
627,0,0,50,0.839327313,0.578342644,0.256,1,0,FALSE
627,1,1,50,1.113581279,0.507824318,0.128,1,0,FALSE
627,1,1,50,1.228882915,0.480953667,0.064,1,0,FALSE
627,1,1,50,2.158685175,0.52566634,0.032,1,0,FALSE
627,0,0,50,1.294807686,0.741370822,0.128,1,0,FALSE
627,0,0,50,1.515060442,0.772139518,0.064,1,0,FALSE
627,0,0,50,1.12244086,0.758170185,0.128,1,0,FALSE
627,1,0,50,3.155066962,0.754113959,0.032,0,0,FALSE
627,1,1,50,2.537910788,0.375457069,0.128,1,0,FALSE
627,1,1,50,3.083580842,0.573727958,0.032,1,0,FALSE
627,1,1,50,2.818271583,0.354647061,0.064,1,0,FALSE
627,1,1,50,1.347856195,0.486588975,0.256,1,0,FALSE
627,0,0,50,0.8329325,0.360877657,0.256,1,0,FALSE
627,0,0,50,0.81516504,0.335016761,0.128,1,0,FALSE
627,1,1,50,1.883246068,0.509147716,0.256,1,0,FALSE
627,1,1,50,1.216539756,0.433450811,0.032,1,0,FALSE
627,1,1,50,0.956281385,0.426873065,0.256,1,0,FALSE
627,0,0,50,0.948881647,0.493017296,0.032,1,0,FALSE
627,0,0,50,0.959150055,0.443782611,0.128,1,0,FALSE
627,0,0,50,0.983246219,0.358821319,0.128,1,0,FALSE
627,0,1,50,2.023222552,0.461365931,0.032,0,0,FALSE
627,0,1,50,1.682011118,0.457828921,0.032,0,0,FALSE
627,0,0,-50,2.962105362,0.484656102,0.128,1,0,FALSE
627,1,0,50,1.567863229,0.563260618,0.032,0,0,FALSE
627,1,1,50,1.702128938,0.997622774,0.128,1,0,FALSE
627,1,1,50,1.122283284,0.422617303,0.128,1,0,FALSE
627,0,0,50,1.488000821,0.475188556,0.256,1,0,FALSE
627,1,1,50,1.402596383,0.451607382,0.064,1,0,FALSE
627,0,1,50,1.696845006,0.62173373,0.032,0,0,FALSE
627,1,0,-50,2.336853036,0.394898398,0.032,0,0,FALSE
627,1,1,50,0.889450099,0.436426645,0.256,1,0,FALSE
627,1,1,50,0.908536429,0.573915117,0.064,1,0,FALSE
627,0,0,50,0.783543259,0.379743018,0.256,1,0,FALSE
627,0,0,50,0.940587469,0.477048376,0.256,1,0,FALSE
627,0,0,50,1.28792475,0.418007749,0.032,1,0,FALSE
627,1,1,50,1.060224259,0.928274194,0.256,1,0,FALSE
627,1,1,50,1.374268909,0.474860423,0.256,1,0,FALSE
627,0,1,-50,2.020233738,0.492325108,0.032,0,0,FALSE
627,1,1,50,0.935356667,0.508140677,0.256,1,0,FALSE
627,1,1,50,1.639315238,0.433792528,0.128,1,0,FALSE
627,1,1,50,1.159059192,0.816969316,0.064,1,0,FALSE
627,0,0,50,1.544523853,0.890546188,0.064,1,0,FALSE
627,1,1,50,2.263979823,0.599222987,0.064,1,0,FALSE
627,1,1,50,1.118000957,0.363193905,0.064,1,0,FALSE
627,1,0,50,2.693143779,0.652348171,0.032,0,0,FALSE
627,0,0,50,0.880571802,0.455383473,0.256,1,0,FALSE
627,0,0,50,1.018218756,0.494032786,0.128,1,0,FALSE
627,1,1,50,1.162734459,0.370504591,0.064,1,0,FALSE
627,0,1,50,1.578695831,0.417750858,0.064,0,0,FALSE
627,0,0,50,1.336053081,0.433935312,0.128,1,0,FALSE
627,1,0,50,2.694231115,0.80971508,0.064,0,0,FALSE
627,1,1,50,0.898658943,0.51772535,0.064,1,0,FALSE
708,1,1,-10,2.342680789,1.121793444,0.064,1,1,FALSE
708,1,1,10,3.355771454,1.496103441,0.128,1,1,FALSE
708,1,0,10,1.993311128,2.231438968,0.064,0,1,FALSE
708,1,1,10,4.381520805,1.197163252,0.064,1,1,FALSE
708,0,NaN,50,5.003602536,0,0.032,0,1,FALSE
708,1,0,10,3.768234105,1.137510392,0.032,0,1,FALSE
708,0,0,10,2.294493619,1.616696039,0.256,1,1,FALSE
708,0,NaN,50,5.00123224,0,0.256,0,1,FALSE
708,1,1,20,1.194389957,1.064218367,0.256,1,1,FALSE
708,1,1,20,2.062450304,1.057127401,0.032,1,1,FALSE
708,0,0,20,1.735421561,1.088413683,0.128,1,1,FALSE
708,1,1,20,3.518758607,0.914837173,0.128,1,1,FALSE
708,0,0,20,1.785286534,1.064396471,0.032,1,0,FALSE
708,0,0,20,2.01550594,0.817283723,0.032,1,0,FALSE
708,1,1,20,1.680492087,0.938449877,0.032,1,0,FALSE
708,0,0,10,1.74321951,0.692218292,0.064,1,0,FALSE
708,1,1,10,2.695908975,1.592826443,0.032,1,0,FALSE
708,0,0,20,1.898014469,0.782492711,0.128,1,0,FALSE
708,1,0,10,3.443387894,0.666353022,0.128,0,0,FALSE
708,0,0,20,2.33492299,0.557565115,0.256,1,0,FALSE
708,1,0,10,3.424176781,0.54121152,0.032,0,0,FALSE
708,1,0,20,2.736717496,1.08436015,0.128,0,0,FALSE
708,1,0,20,3.044243217,0.479745921,0.032,0,0,FALSE
708,0,0,20,4.091728535,0.700289736,0.064,1,0,FALSE
708,0,0,20,2.810136911,0.662817501,0.128,1,0,FALSE
708,1,1,20,1.792135096,0.638134361,0.128,1,0,FALSE
708,1,1,50,2.017028882,0.97332028,0.256,1,0,FALSE
708,1,0,50,2.136492783,0.853938489,0.064,0,0,FALSE
708,1,1,50,1.760769423,0.573202369,0.064,1,0,FALSE
708,1,0,50,2.710384627,0.782957594,0.128,0,0,FALSE
708,0,0,50,2.008217852,0.779950952,0.256,1,0,FALSE
708,0,1,50,2.505034012,0.79931783,0.064,0,0,FALSE
708,1,0,50,2.190997523,0.907578971,0.064,0,0,FALSE
708,0,0,50,1.709508293,0.489361439,0.256,1,0,FALSE
708,1,1,30,1.499413463,0.616798675,0.128,1,0,FALSE
708,1,1,50,1.285516862,0.817792074,0.256,1,0,FALSE
708,1,1,30,3.637045811,0.588865584,0.032,1,0,FALSE
708,0,0,50,1.204688308,0.810188531,0.256,1,0,FALSE
708,1,1,50,1.274772042,0.703799598,0.256,1,0,FALSE
708,0,0,50,2.753757548,0.63254249,0.064,1,0,FALSE
708,1,1,30,1.917316144,0.666226236,0.032,1,0,FALSE
708,0,0,50,1.338652916,0.578955138,0.256,1,0,FALSE
708,1,1,50,1.358279404,0.67583783,0.256,1,0,FALSE
708,1,1,50,1.254502869,0.514560176,0.256,1,0,FALSE
708,0,0,40,3.242805945,0.844097171,0.064,1,0,FALSE
708,1,1,50,1.312606221,0.556898884,0.128,1,0,FALSE
708,1,1,50,1.177122596,0.539190489,0.256,1,0,FALSE
708,0,1,50,1.300026021,0.699322841,0.032,0,0,FALSE
708,0,0,50,2.202956773,0.528789199,0.128,1,0,FALSE
708,0,0,50,1.037999001,0.851503894,0.128,1,0,FALSE
708,0,0,50,2.289477116,0.4507113,0.064,1,0,FALSE
708,1,1,50,2.2894907,0.649815285,0.064,1,0,FALSE
708,0,0,50,2.3692784,0.652935128,0.064,1,0,FALSE
708,0,0,50,1.333468572,0.775576228,0.128,1,0,FALSE
708,1,1,50,1.285536483,0.571930282,0.256,1,0,FALSE
708,1,0,50,1.139855935,0.65827071,0.032,0,0,FALSE
708,0,0,30,2.753263384,1.123636974,0.032,1,0,FALSE
708,1,0,50,1.569025371,0.476926439,0.032,0,0,FALSE
708,1,1,50,3.260081759,0.923505418,0.064,1,0,FALSE
708,0,0,50,1.209253514,0.543921422,0.128,1,0,FALSE
708,0,0,50,1.327358086,0.745591013,0.128,1,0,FALSE
708,1,1,50,1.076305006,0.97244606,0.128,1,0,FALSE
708,1,0,50,0.992102735,0.658996711,0.064,0,0,FALSE
708,1,0,50,2.264825974,0.564769886,0.064,0,0,FALSE
708,0,0,50,1.309014854,0.649696347,0.128,1,0,FALSE
708,1,1,50,1.051951812,0.574971639,0.256,1,0,FALSE
708,1,1,50,2.509191087,0.646624803,0.064,1,0,FALSE
708,1,1,50,2.346014358,0.566952418,0.064,1,0,FALSE
708,0,0,50,1.194350713,0.587923141,0.032,1,0,FALSE
708,1,1,50,2.079632538,1.406216624,0.064,1,0,FALSE
708,1,1,50,1.596349889,0.654049035,0.064,1,0,FALSE
708,0,0,50,2.321785837,0.596372831,0.128,1,0,FALSE
708,0,0,50,1.778762785,0.565400194,0.128,1,0,FALSE
708,1,1,50,1.46417055,0.590894162,0.128,1,0,FALSE
708,1,1,50,1.435072537,0.682267998,0.256,1,0,FALSE
708,1,1,50,1.24479045,0.842275074,0.064,1,0,FALSE
708,1,1,50,1.210203806,0.687155602,0.256,1,0,FALSE
708,1,1,50,1.314396924,1.071657994,0.128,1,0,FALSE
708,1,1,50,1.038976462,0.672843867,0.256,1,0,FALSE
708,0,1,50,1.152035551,0.648871332,0.032,0,0,FALSE
708,1,1,50,1.293132782,0.530738988,0.256,1,0,FALSE
708,1,1,50,1.697510706,0.690344273,0.064,1,0,FALSE
708,0,0,50,0.975898264,0.719464926,0.256,1,0,FALSE
708,1,1,50,0.919233632,0.641743538,0.128,1,0,FALSE
708,0,0,50,0.936747321,0.715575914,0.064,1,0,FALSE
708,1,1,50,1.68573922,0.872143464,0.128,1,0,FALSE
708,0,0,50,1.109816384,0.605661422,0.256,1,0,FALSE
708,0,1,50,2.428453397,0.823043736,0.032,0,0,FALSE
708,1,1,50,0.962872502,0.543729129,0.128,1,0,FALSE
708,0,0,50,1.672926278,0.511070238,0.256,1,0,FALSE
708,0,0,50,1.00141608,0.540465897,0.256,1,0,FALSE
708,0,0,50,1.2704752,0.647747766,0.064,1,0,FALSE
708,0,0,50,1.281582568,0.524911355,0.256,1,0,FALSE
708,0,0,50,1.100695935,0.825966457,0.032,1,0,FALSE
708,0,1,50,1.980493355,0.849028245,0.032,0,0,FALSE
708,0,1,-50,2.182147551,1.282237026,0.032,0,0,FALSE
708,0,0,50,1.463613899,0.505498894,0.128,1,0,FALSE
708,1,1,50,1.646401418,0.515565107,0.128,1,0,FALSE
708,0,0,50,1.166250989,0.513364764,0.032,1,0,FALSE
708,0,0,50,1.800595351,0.483557956,0.256,1,0,FALSE
708,1,0,50,1.199989374,0.475536622,0.064,0,0,FALSE
708,0,1,50,2.355906089,0.481525454,0.032,0,0,FALSE
708,1,1,50,0.817205538,0.604882895,0.256,1,0,FALSE
708,1,1,50,2.008816464,0.779510219,0.032,1,0,FALSE
708,1,1,50,2.483345438,0.796082974,0.064,1,0,FALSE
