Subj_idx,Stimulus,Response,Confidence,RT_dec,Error,Condition,Task,Block
1,119,115.984375,4,2.26119481900059,3.01562499999999,1,wm,3
1,60,57.6875,4,2.44154881000031,2.31249999999999,0.5,wm,3
1,41,220.75,4,1.82259476800027,0.250000000000008,0.5,wm,3
1,30,29.90625,4,1.53895953099982,0.0937499999999933,0.5,wm,3
1,129,128.6953125,4,2.12180085800082,0.304687499999982,1,wm,3
1,131,127.5234375,2,2.73319042900039,3.4765625,1,wm,3
1,38,196.6171875,3,3.18261449300007,21.3828125,0.5,wm,3
1,137,121.671875,4,2.14622398499978,15.328125,0.5,wm,3
1,161,131.953125,4,2.04081674000008,29.046875,0.5,wm,3
1,66,54.8125,4,2.18347830000039,11.1875,1,wm,3
1,84,98.0703125,2,2.30125260300065,-14.0703125,0.5,wm,3
1,54,50.84375,3,2.71030811600031,3.15625000000001,1,wm,3
1,63,244.9140625,4,3.64330741700087,-1.91406249999999,0.5,wm,3
1,15,196.8125,4,2.57328329699976,-1.81249999999997,1,wm,3
1,156,166.3359375,4,2.86113742399993,-10.3359375,1,wm,3
1,80,238.75,4,1.81683587300085,21.25,0.5,wm,3
1,125,343.7421875,4,2.56068401199991,-38.7421875,1,wm,3
1,162,330.53125,4,1.51675946500018,11.46875,0.5,wm,3
1,1,163.5234375,4,2.6168765020002,17.4765625,1,wm,3
1,81,322.3671875,2,1.86755967499994,-61.3671875,0.5,wm,3
1,34,50.75,2,1.41457309900034,-16.75,0.5,wm,3
1,47,55.9375,3,1.9618996220006,-8.9375,1,wm,3
1,26,209.640625,3,1.34689955400063,-3.64062499999998,0.5,wm,3
1,32,211.96875,2,2.01347607800017,0.0312500000000222,1,wm,3
1,52,227.015625,2,1.70535729900075,4.98437500000001,1,wm,3
1,61,186.9453125,1,1.53735109100035,54.0546875,0.5,wm,3
1,27,67.7734375,3,2.30049242500081,-40.7734375,1,wm,3
1,45,235.2578125,3,2.19779506500072,-10.2578125,1,wm,3
1,62,39.5390625,3,2.1365561700004,22.4609375,1,wm,3
1,45,235.4609375,3,2.18491570100014,-10.4609375,1,wm,3
1,29,203.1953125,3,2.08192783700088,5.80468750000001,1,wm,3
1,4,15.421875,2,3.04424328500045,-11.421875,1,wm,3
1,145,347.875,4,2.09641026600002,-22.875,1,wm,3
1,23,209.9375,4,2.21980004899979,-6.93749999999999,1,wm,3
1,105,90.49609375,3,2.4763991990003,14.50390625,0.5,percept,2
1,49,64.91015625,4,1.80974947300092,-15.91015625,1,percept,2
1,126,125.30078125,4,1.38333049200082,0.699218750000003,0.5,percept,2
1,30,40.58984375,4,2.04054990900022,-10.58984375,1,percept,2
1,114,298.4140625,4,2.09127084900047,-4.41406250000001,0.5,percept,2
1,14,220.234375,3,1.72199272800026,-26.234375,1,percept,2
1,115,116.61328125,4,2.01746374699997,-1.61328124999999,1,percept,2
1,16,28.953125,4,1.44323935700049,-12.953125,1,percept,2
1,38,213.2265625,4,1.31574764200104,4.77343750000001,1,percept,2
1,23,203.15234375,4,1.8835854959998,-0.152343749999985,0.5,percept,2
1,119,300.984375,4,2.15446646600049,-1.98437500000001,0.5,percept,2
1,165,159.15234375,4,1.74944767100078,5.84765624999998,0.5,percept,2
1,18,38,4,0.791885646999617,-20,1,percept,2
1,66,206.17578125,4,1.86714296500031,39.82421875,0.5,percept,2
1,37,38.8203125,4,0.905335558000843,-1.82031249999999,1,percept,2
1,124,336.62109375,2,1.68328711100003,-32.62109375,1,percept,2
1,6,147.73828125,1,1.46168262100036,38.26171875,1,percept,2
1,59,53.078125,3,1.3655698700004,5.921875,1,percept,2
