Subj_idx,Stimulus,Response,Accuracy,Confidence,RT_dec,Difficulty,Condition
18,2,2,1,4,0.628,128,1000
18,1,2,0,2,0.538,16,1000
18,2,2,1,3,0.543,32,1000
18,1,1,1,4,0.596,128,1000
18,2,2,1,4,0.588,128,1000
18,2,1,0,2,1.269,16,1000
18,1,1,1,3,0.588,128,1000
18,1,1,1,3,0.687,64,1000
18,2,1,0,1,0.614,16,1000
18,2,2,1,3,0.561,64,1000
18,2,2,1,1,0.61,16,1000
18,2,2,1,3,0.605,32,1000
18,1,1,1,3,0.604,64,1000
18,2,2,1,3,0.596,32,1000
18,2,2,1,4,0.581,64,1000
18,1,1,1,3,1.109,32,1000
18,1,1,1,4,0.578,128,1000
18,1,1,1,2,1.04,16,1000
18,2,2,1,4,0.583,128,1000
18,2,2,1,2,0.655,16,1000
18,1,1,1,4,0.653,128,1000
18,2,2,1,4,0.549,32,1000
18,2,2,1,4,0.632,64,1000
18,2,2,1,4,0.576,64,1000
18,2,2,1,4,0.62,64,1000
18,2,2,1,4,0.611,64,1000
18,1,1,1,4,0.619,32,1000
18,2,2,1,2,0.68,16,1000
18,1,1,1,4,0.639,64,1000
18,1,1,1,4,0.663,128,1000
18,2,2,1,4,0.589,64,1000
18,1,1,1,2,0.672,16,1000
18,1,1,1,4,0.627,128,1000
18,2,2,1,1,0.597,16,1000
18,1,1,1,1,0.561,16,1000
18,2,2,1,3,0.574,32,1000
18,1,1,1,4,0.624,128,1000
18,2,2,1,3,0.602,32,1000
18,2,2,1,4,0.537,128,1000
18,2,2,1,3,0.605,32,1000
18,1,1,1,3,0.609,64,1000
18,1,1,1,1,0.652,16,1000
18,1,1,1,2,0.529,64,1000
18,2,2,1,4,0.601,128,1000
18,1,1,1,4,0.575,64,1000
18,1,1,1,4,0.633,32,1000
18,2,2,1,4,0.649,64,1000
18,2,2,1,4,0.618,128,1000
18,2,2,1,4,0.636,64,1000
18,2,2,1,2,0.587,16,1000
18,2,2,1,2,0.533,32,1000
18,1,1,1,4,0.564,128,1000
18,2,2,1,3,0.622,32,1000
18,2,2,1,2,0.558,32,1000
18,1,1,1,4,0.584,64,1000
18,2,2,1,3,0.57,32,1000
18,2,2,1,2,0.59,16,1000
18,1,1,1,3,0.492,32,1000
18,2,2,1,4,0.521,128,1000
18,2,2,1,2,0.669,16,1000
18,1,1,1,4,0.535,64,1000
18,1,1,1,2,0.646,32,1000
18,1,1,1,3,0.609,64,1000
18,2,1,0,1,0.683,16,1000
23,1,2,0,1,0.425,16,328
23,1,1,1,3,0.414,64,328
23,1,1,1,1,0.374,16,328
23,1,1,1,4,0.392,128,328
23,2,2,1,4,0.43,64,328
23,1,1,1,4,0.382,128,328
23,1,1,1,3,0.289,16,328
23,2,2,1,3,0.34,32,328
23,1,1,1,3,0.348,64,328
23,2,2,1,4,0.34,64,328
23,2,2,1,3,0.458,32,328
23,2,2,1,3,0.304,64,328
23,1,1,1,3,0.283,32,328
23,2,1,0,2,0.207,16,328
23,1,1,1,4,0.348,128,328
23,2,2,1,3,0.344,32,328
23,2,2,1,4,0.443,128,328
23,2,2,1,3,0.453,32,328
23,1,1,1,2,0.352,16,328
23,2,2,1,4,0.511,128,328
23,1,1,1,4,0.335,128,328
23,2,2,1,4,0.387,64,328
23,2,2,1,4,0.36,64,328
23,1,1,1,3,0.261,16,328
23,2,2,1,4,0.301,128,328
23,2,2,1,4,0.246,64,328
23,2,2,1,3,0.3,16,328
23,1,1,1,3,0.326,16,328
23,1,1,1,3,0.301,64,328
23,2,2,1,4,0.326,128,328
23,2,2,1,4,0.275,128,328
23,1,1,1,4,0.301,128,328
23,2,2,1,4,0.235,128,328
23,2,2,1,1,0.43,16,328
23,2,2,1,4,0.377,128,328
23,1,1,1,3,0.293,32,328
23,2,2,1,3,0.299,32,328
23,1,2,0,2,0.319,16,328
23,1,2,0,1,0.421,16,328
23,2,2,1,2,0.345,32,328
23,2,2,1,1,0.346,16,328
23,2,2,1,2,0.346,16,328
23,2,2,1,3,0.255,64,328
23,1,2,0,2,0.998,16,328
23,1,1,1,2,0.446,32,328
23,2,2,1,2,0.401,32,328
23,2,2,1,2,0.329,64,328
23,2,2,1,2,0.456,32,328
23,2,2,1,4,0.357,128,328
23,1,2,0,2,0.267,16,328
23,1,1,1,4,0.298,64,328
23,1,1,1,2,0.414,16,328
23,2,2,1,1,0.349,16,328
23,1,1,1,4,0.271,64,328
23,1,1,1,4,0.364,32,328
23,1,1,1,4,0.331,32,328
23,1,1,1,4,0.37,64,328
23,1,1,1,4,0.343,128,328
23,1,1,1,4,0.399,64,328
23,1,1,1,4,0.356,128,328
23,1,1,1,4,0.521,128,328
23,2,1,0,2,0.692,16,328
23,1,1,1,4,0.417,128,328
23,1,1,1,4,0.468,128,328
23,2,2,1,4,0.423,64,328
23,2,2,1,4,0.331,64,328
23,1,1,1,3,0.273,32,328
23,1,1,1,4,0.312,128,328
23,1,1,1,4,0.46,32,328
23,2,2,1,4,0.316,128,328
23,1,1,1,4,0.3,64,328
23,1,1,1,3,0.281,32,328
23,1,1,1,3,0.21,32,328
23,2,2,1,4,0.395,128,328
23,2,2,1,4,0.59,32,328
23,2,2,1,4,0.347,64,328
23,2,2,1,1,0.605,16,328
23,2,2,1,1,0.432,16,328
23,1,1,1,2,0.351,64,328
23,2,2,1,2,0.272,32,328
23,2,2,1,1,0.564,16,328
23,2,2,1,3,0.269,64,328
23,1,1,1,3,0.326,64,328
23,1,1,1,3,0.327,64,328
23,2,2,1,3,0.311,32,328
23,2,1,0,3,0.378,16,328
23,2,2,1,3,0.29,128,328
23,1,1,1,3,0.332,64,328
23,1,1,1,3,0.557,64,328
23,1,1,1,3,0.412,128,328
23,1,1,1,3,0.337,32,328
23,2,2,1,3,0.419,64,328
23,2,2,1,3,0.311,32,328
23,2,2,1,3,0.394,128,328
23,1,1,1,3,0.318,128,328
23,2,2,1,3,0.325,32,328
23,2,2,1,3,0.246,32,328
23,1,1,1,3,0.305,128,328
23,2,1,0,1,0.279,32,328
23,1,1,1,3,0.327,64,328
23,1,1,1,3,0.364,32,328
23,2,2,1,4,0.244,128,328
23,2,2,1,4,0.339,128,328
23,2,2,1,4,0.315,64,328
23,1,1,1,3,0.265,32,328
23,1,1,1,1,0.325,16,328
23,2,2,1,4,0.37,128,328
23,1,1,1,4,0.26,32,328
23,1,1,1,4,0.272,128,328
23,1,2,0,1,0.287,16,328
23,2,1,0,1,0.455,16,328
23,1,1,1,4,0.371,64,328
23,2,2,1,1,0.422,16,328
23,2,1,0,1,0.481,16,328
23,1,1,1,1,0.394,32,328
23,2,2,1,4,0.324,128,328
23,1,1,1,4,0.306,128,328
23,1,1,1,2,0.339,32,328
23,2,2,1,4,0.258,64,328
23,2,1,0,2,0.29,16,328
23,1,1,1,1,0.222,16,328
23,2,2,1,1,0.824,32,328
23,2,2,1,1,0.296,16,328
23,2,2,1,4,0.418,64,328
23,1,1,1,3,0.263,32,328
23,1,1,1,2,0.359,16,328
23,1,1,1,1,0.312,16,328
23,1,1,1,4,0.384,64,328
9,2,2,1,2,0.851,64,328
9,2,2,1,3,0.704,64,328
9,2,2,1,3,0.629,128,328
9,2,2,1,3,0.849,128,328
9,1,1,1,3,0.43,64,328
9,1,1,1,2,0.641,32,328
9,2,2,1,3,0.477,64,328
9,1,2,0,3,0.494,64,328
9,2,2,1,3,0.521,128,328
9,1,1,1,3,0.746,128,328
9,2,2,1,3,0.565,128,328
9,2,2,1,3,0.434,64,328
9,1,1,1,2,0.396,32,328
9,1,1,1,2,0.381,32,328
9,2,2,1,2,0.373,64,328
9,1,1,1,3,0.429,128,328
9,1,1,1,3,0.399,128,328
9,1,2,0,2,0.58,16,328
9,2,2,1,2,0.413,32,328
9,1,1,1,2,0.361,64,328
9,2,2,1,3,0.423,32,328
9,2,2,1,3,0.358,32,328
9,1,2,0,3,0.429,32,328
9,2,2,1,2,0.342,64,328
9,2,2,1,1,0.797,16,328
9,2,2,1,3,0.397,128,328
9,1,1,1,3,0.329,64,328
9,2,2,1,2,0.336,64,328
9,1,1,1,3,0.257,128,328
9,2,2,1,3,0.364,64,328
9,1,1,1,3,0.701,128,328
9,1,1,1,4,0.352,128,328
9,2,2,1,2,1.101,16,328
9,2,2,1,3,0.255,32,328
9,2,1,0,2,0.318,16,328
9,2,2,1,2,0.281,16,328
9,2,2,1,2,0.299,32,328
9,2,2,1,2,0.307,16,328
9,2,2,1,2,0.381,32,328
9,1,2,0,2,0.324,32,328
9,1,1,1,3,0.184,64,328
9,1,1,1,3,0.678,16,328
9,1,2,0,1,0.273,16,328
9,2,2,1,1,0.366,16,328
9,2,2,1,3,0.249,64,328
9,1,2,0,1,0.454,16,328
9,2,1,0,1,0.633,16,328
9,2,2,1,3,0.3,64,328
9,2,1,0,2,0.415,16,328
9,1,1,1,2,0.181,32,328
9,2,2,1,2,0.403,32,328
9,1,1,1,3,0.275,64,328
9,2,2,1,3,0.306,32,328
9,1,1,1,3,0.301,64,328
9,2,2,1,3,0.272,64,328
9,1,1,1,2,0.354,16,328
9,1,1,1,4,0.22,128,328
9,2,2,1,4,0.243,32,328
9,2,2,1,2,0.222,16,328
9,2,2,1,2,0.253,64,328
9,2,2,1,4,0.267,128,328
9,2,2,1,4,0.355,128,328
9,1,1,1,4,0.336,128,328
9,2,1,0,4,0.353,16,328
9,1,1,1,4,0.326,128,328
9,1,1,1,4,0.283,64,328
9,2,2,1,3,0.297,64,328
9,2,2,1,4,0.295,128,328
9,1,1,1,3,0.233,32,328
9,2,2,1,1,0.314,16,328
9,2,2,1,3,0.223,128,328
9,1,2,0,3,0.232,16,328
9,2,2,1,2,0.282,16,328
9,1,1,1,4,0.293,128,328
9,2,2,1,4,0.202,128,328
9,1,1,1,3,0.301,32,328
9,1,1,1,3,0.278,32,328
9,1,1,1,3,0.297,64,328
9,1,1,1,3,0.372,32,328
9,1,1,1,3,0.289,64,328
9,1,1,1,4,0.304,128,328
9,1,1,1,4,0.24,128,328
9,1,1,1,3,0.486,16,328
9,1,2,0,1,0.388,16,328
9,1,1,1,3,0.271,64,328
9,1,2,0,1,0.39,16,328
9,1,2,0,1,0.392,16,328
9,2,2,1,1,0.363,32,328
9,1,2,0,1,0.353,32,328
9,1,2,0,1,0.36,32,328
9,1,1,1,4,0.273,128,328
9,1,1,1,3,0.305,32,328
9,2,1,0,3,0.783,32,328
9,1,1,1,2,0.309,32,328
9,1,1,1,4,0.335,128,328
9,2,2,1,3,0.27,32,328
9,2,2,1,1,0.25,16,328
9,1,1,1,3,0.22,64,328
9,1,1,1,1,0.352,16,328
9,1,1,1,1,0.253,16,328
9,1,1,1,1,0.284,16,328
9,1,1,1,3,0.297,64,328
9,2,2,1,4,0.216,128,328
9,2,2,1,4,0.34,128,328
9,2,2,1,3,0.264,32,328
9,1,1,1,4,0.214,128,328
9,2,2,1,3,0.31,32,328
9,1,2,0,2,0.356,16,328
9,2,2,1,4,0.332,128,328
9,1,1,1,3,0.276,64,328
9,2,2,1,2,0.265,16,328
9,1,2,0,3,0.358,16,328
9,2,2,1,4,0.298,64,328
9,2,2,1,4,0.342,128,328
9,1,1,1,4,0.344,32,328
9,2,2,1,1,0.437,16,328
9,2,2,1,2,0.24,32,328
9,1,1,1,2,0.263,64,328
9,2,2,1,3,0.236,32,328
9,2,2,1,3,1.307,16,328
9,2,2,1,3,0.216,64,328
9,1,1,1,4,0.247,128,328
9,1,1,1,3,0.274,32,328
9,1,1,1,4,0.498,64,328
9,2,2,1,4,0.35,64,328
9,1,2,0,1,0.446,16,328
9,2,2,1,4,0.295,128,328
9,2,2,1,4,0.294,128,328
6,1,2,0,1,1.232,16,328
6,2,2,1,3,0.891,64,328
6,1,1,1,1,1.596,16,328
6,2,2,1,1,0.824,32,328
6,2,2,1,3,0.662,64,328
6,1,1,1,3,0.768,128,328
6,2,2,1,3,0.685,64,328
6,2,2,1,4,0.698,128,328
6,2,1,0,1,0.819,16,328
6,1,2,0,2,0.693,16,328
6,2,2,1,4,0.672,128,328
6,1,1,1,3,0.747,64,328
6,1,1,1,4,0.666,128,328
6,2,1,0,3,0.306,128,328
6,2,2,1,3,0.593,16,328
6,2,2,1,1,0.393,16,328
6,2,2,1,3,0.336,128,328
6,2,2,1,2,0.339,32,328
6,2,2,1,4,0.34,128,328
6,1,1,1,1,0.337,32,328
6,1,1,1,1,0.358,16,328
6,1,2,0,1,0.292,16,328
6,2,2,1,2,0.318,32,328
6,2,2,1,3,0.334,128,328
6,1,1,1,2,0.294,32,328
6,1,1,1,1,0.338,32,328
6,2,2,1,2,0.284,64,328
6,1,1,1,1,0.309,32,328
6,1,1,1,1,0.317,32,328
6,2,2,1,1,0.295,32,328
6,2,2,1,1,0.315,16,328
6,2,1,0,1,0.354,32,328
6,2,2,1,1,0.329,16,328
6,2,1,0,1,0.462,32,328
6,2,2,1,1,0.276,16,328
6,1,1,1,4,0.246,128,328
6,2,2,1,2,0.265,64,328
6,2,1,0,2,0.563,16,328
6,1,2,0,1,0.493,32,328
6,1,2,0,1,0.615,16,328
6,2,2,1,1,0.268,32,328
6,2,1,0,1,0.3,16,328
6,1,1,1,1,0.251,32,328
6,2,2,1,3,0.283,128,328
6,1,1,1,2,0.276,64,328
6,1,1,1,1,0.251,32,328
6,2,2,1,3,0.269,128,328
6,2,2,1,2,0.215,16,328
6,1,1,1,2,0.226,64,328
6,2,2,1,3,0.286,64,328
6,1,1,1,3,0.304,128,328
6,1,1,1,4,0.321,128,328
6,1,1,1,4,0.359,128,328
6,1,1,1,4,0.317,128,328
6,1,1,1,3,0.274,32,328
6,1,1,1,2,0.348,64,328
6,1,1,1,1,0.266,16,328
6,1,1,1,1,0.3,32,328
6,1,1,1,1,0.532,16,328
6,1,1,1,2,0.288,128,328
6,1,1,1,1,0.271,16,328
6,1,1,1,1,0.253,32,328
6,2,2,1,1,0.291,32,328
6,1,1,1,1,0.306,32,328
6,2,1,0,1,0.262,16,328
6,2,2,1,3,0.666,128,328
6,2,2,1,2,0.23,64,328
6,2,2,1,1,0.289,128,328
6,1,1,1,1,0.255,32,328
6,1,1,1,1,0.274,32,328
6,2,2,1,2,0.25,128,328
6,2,2,1,3,0.259,128,328
6,2,2,1,1,0.628,16,328
6,2,2,1,3,0.248,128,328
6,1,1,1,2,0.241,64,328
6,1,1,1,2,0.285,64,328
6,1,1,1,3,0.275,128,328
6,2,2,1,3,0.29,128,328
6,1,1,1,4,0.217,128,328
6,1,1,1,2,0.223,64,328
6,2,2,1,1,0.242,32,328
6,2,2,1,3,0.258,128,328
6,2,2,1,2,0.249,32,328
6,1,1,1,3,0.244,128,328
6,2,2,1,4,0.249,128,328
6,2,2,1,1,0.247,32,328
6,1,1,1,1,0.285,16,328
6,1,1,1,1,0.309,32,328
6,2,2,1,1,0.193,64,328
6,1,1,1,2,0.283,128,328
6,2,2,1,2,0.297,64,328
6,1,1,1,1,0.317,64,328
6,2,1,0,1,0.621,16,328
6,1,1,1,1,0.285,64,328
6,1,1,1,1,0.267,64,328
6,2,2,1,2,0.288,64,328
6,1,1,1,2,0.174,64,328
6,2,2,1,1,0.231,64,328
6,1,2,0,1,0.39,16,328
6,2,2,1,1,0.279,64,328
6,1,1,1,1,0.264,64,328
6,2,2,1,1,0.274,64,328
6,2,1,0,1,0.25,32,328
6,1,2,0,1,0.252,16,328
6,2,2,1,1,0.182,32,328
6,2,2,1,1,0.323,16,328
6,1,1,1,1,0.401,32,328
6,2,2,1,1,0.538,16,328
6,1,1,1,1,0.195,64,328
6,1,2,0,1,0.359,16,328
6,2,1,0,1,0.207,32,328
6,1,1,1,1,0.256,64,328
6,2,2,1,1,0.298,64,328
6,2,1,0,1,0.191,16,328
6,2,2,1,1,0.155,32,328
6,1,1,1,3,0.24,128,328
6,2,2,1,1,0.19,64,328
6,1,1,1,3,0.21,128,328
6,1,1,1,3,0.255,128,328
6,1,1,1,3,0.231,64,328
6,1,1,1,2,0.294,64,328
6,1,1,1,3,0.345,128,328
6,2,1,0,1,0.226,32,328
6,2,2,1,1,0.299,16,328
6,2,2,1,2,0.274,64,328
6,1,1,1,1,0.219,16,328
6,1,1,1,1,0.279,16,328
6,1,2,0,1,0.535,16,328
31,2,2,1,4,1.462,128,328
31,2,2,1,1,2.157,32,328
31,2,2,1,1,0.703,32,328
31,1,2,0,1,0.718,32,328
31,2,1,0,2,0.504,64,328
31,2,1,0,2,0.829,16,328
31,2,2,1,4,0.619,128,328
31,2,2,1,2,0.623,64,328
31,1,2,0,4,0.468,128,328
31,2,2,1,4,0.374,128,328
31,2,2,1,2,0.392,64,328
31,2,1,0,1,0.542,32,328
31,1,1,1,1,0.487,32,328
31,2,1,0,1,1.475,16,328
31,1,2,0,1,0.442,16,328
31,2,2,1,3,0.689,128,328
31,1,1,1,3,0.637,64,328
31,1,1,1,1,0.483,16,328
31,2,1,0,1,0.358,16,328
31,1,1,1,1,0.603,16,328
31,2,2,1,4,0.4,128,328
31,1,1,1,4,0.388,128,328
31,1,2,0,3,0.382,128,328
31,2,2,1,2,0.372,64,328
31,1,2,0,2,0.313,32,328
31,2,1,0,2,0.392,16,328
31,1,1,1,2,0.384,32,328
31,1,1,1,2,0.405,64,328
31,1,1,1,3,0.362,64,328
31,2,1,0,2,0.334,16,328
31,2,2,1,1,0.684,16,328
31,1,2,0,1,0.325,32,328
31,1,2,0,2,0.584,32,328
31,2,2,1,1,0.742,16,328
31,1,1,1,1,0.42,16,328
31,1,1,1,2,0.539,64,328
31,2,2,1,3,0.425,64,328
31,2,2,1,2,0.387,32,328
31,2,2,1,2,0.366,16,328
31,2,1,0,2,0.514,64,328
31,1,1,1,2,0.494,64,328
31,2,2,1,2,0.35,64,328
31,1,1,1,4,0.59,128,328
31,1,1,1,2,0.539,16,328
31,1,1,1,2,0.311,32,328
31,1,1,1,2,0.425,64,328
31,1,1,1,2,0.266,64,328
31,2,2,1,1,0.433,16,328
31,2,2,1,2,0.805,32,328
31,1,2,0,1,0.416,16,328
31,2,2,1,2,0.443,64,328
31,2,2,1,3,1.059,128,328
31,1,2,0,1,0.453,16,328
31,1,1,1,3,0.365,64,328
31,1,1,1,2,0.589,32,328
31,2,1,0,1,0.557,32,328
31,2,2,1,2,0.55,16,328
31,2,2,1,3,0.414,64,328
31,1,1,1,2,0.35,32,328
31,2,2,1,2,0.368,64,328
31,2,2,1,1,0.399,16,328
31,2,2,1,2,0.344,64,328
31,1,2,0,1,0.421,16,328
31,2,2,1,2,0.254,64,328
31,2,2,1,4,0.431,128,328
31,2,2,1,2,0.315,16,328
31,2,2,1,3,0.229,32,328
31,2,2,1,2,0.337,64,328
31,2,2,1,2,0.261,16,328
31,1,1,1,2,0.37,64,328
31,1,2,0,1,0.451,16,328
31,2,1,0,1,0.526,32,328
31,1,1,1,4,0.543,128,328
31,1,2,0,1,0.333,16,328
31,1,1,1,3,0.393,128,328
31,2,2,1,4,0.294,128,328
31,1,2,0,1,0.411,16,328
31,1,1,1,1,0.335,16,328
31,1,1,1,4,0.276,128,328
31,1,2,0,2,0.578,64,328
31,1,1,1,2,0.28,32,328
31,2,2,1,2,0.353,32,328
31,2,2,1,3,0.284,128,328
31,2,2,1,2,0.342,32,328
31,1,1,1,4,0.342,128,328
31,1,1,1,3,0.274,128,328
31,2,2,1,1,0.399,32,328
31,2,2,1,1,0.27,32,328
31,2,2,1,1,0.185,16,328
31,2,1,0,3,0.36,128,328
31,2,1,0,3,0.33,128,328
31,1,2,0,2,0.409,64,328
31,1,1,1,3,0.426,128,328
31,2,2,1,2,0.28,64,328
31,1,2,0,2,0.544,32,328
31,1,1,1,1,0.335,16,328
31,1,1,1,2,0.503,32,328
31,1,1,1,2,0.36,64,328
31,2,2,1,2,0.224,64,328
31,2,2,1,4,0.3,128,328
31,1,2,0,3,0.802,16,328
31,2,2,1,1,0.354,16,328
31,2,1,0,1,0.526,32,328
31,1,1,1,2,0.278,32,328
31,2,2,1,1,0.376,32,328
31,1,1,1,4,0.305,128,328
31,2,2,1,2,0.317,32,328
31,1,2,0,2,0.77,32,328
31,1,1,1,3,0.38,128,328
31,1,1,1,3,0.412,128,328
31,1,1,1,2,0.341,64,328
31,1,1,1,3,0.434,128,328
31,1,1,1,2,0.497,64,328
31,1,1,1,2,0.371,32,328
31,2,2,1,4,0.304,128,328
31,1,2,0,3,0.418,64,328
31,1,2,0,1,0.497,16,328
31,1,1,1,2,0.495,128,328
31,2,2,1,3,0.302,128,328
31,1,1,1,3,0.508,64,328
31,2,1,0,2,1.018,32,328
31,2,2,1,3,0.485,128,328
31,2,2,1,1,0.373,16,328
31,1,1,1,2,0.32,128,328
31,2,2,1,2,0.349,128,328
31,1,1,1,2,1.175,32,328
31,2,2,1,2,1.717,64,328
31,1,1,1,2,1.09,16,328
19,2,1,0,1,2.367,64,328
19,1,2,0,1,1.518,16,328
19,1,1,1,1,1.333,32,328
19,2,2,1,3,0.944,64,328
19,1,1,1,2,0.511,128,328
19,2,1,0,2,0.824,16,328
19,2,2,1,4,0.527,128,328
19,1,1,1,1,0.455,32,328
19,1,2,0,2,0.599,64,328
19,1,1,1,2,0.389,64,328
19,1,1,1,1,0.346,16,328
19,1,1,1,1,0.698,16,328
19,1,1,1,1,0.789,16,328
19,2,1,0,1,0.488,32,328
19,2,2,1,3,0.692,64,328
19,2,2,1,4,0.39,128,328
19,1,1,1,2,0.385,64,328
19,1,1,1,1,0.409,16,328
19,2,2,1,4,0.621,128,328
19,2,2,1,3,0.629,64,328
19,1,1,1,3,0.391,64,328
19,1,1,1,1,2.658,32,328
19,2,2,1,1,0.7,32,328
19,1,1,1,2,0.291,64,328
19,2,1,0,1,0.354,16,328
19,2,1,0,1,0.695,16,328
19,1,1,1,2,1.176,128,328
19,1,2,0,2,0.717,64,328
19,1,1,1,2,0.405,128,328
19,2,2,1,3,0.497,128,328
19,2,2,1,2,0.518,64,328
19,1,1,1,1,1.97,16,328
19,1,1,1,2,0.966,128,328
19,1,1,1,1,0.589,32,328
19,2,2,1,2,0.488,64,328
19,1,1,1,2,0.396,64,328
19,2,2,1,3,0.393,128,328
19,1,1,1,2,0.413,128,328
19,1,2,0,2,0.295,64,328
19,1,1,1,2,0.336,128,328
19,1,1,1,2,0.43,128,328
19,1,1,1,1,0.816,16,328
19,2,2,1,1,0.394,32,328
19,1,1,1,1,0.344,64,328
19,1,1,1,3,0.321,128,328
19,1,1,1,3,0.365,128,328
19,2,2,1,3,0.373,128,328
19,1,2,0,1,0.404,16,328
19,2,2,1,1,0.454,32,328
19,1,2,0,1,0.332,32,328
19,1,1,1,2,0.364,128,328
19,2,2,1,2,0.346,64,328
19,1,1,1,2,0.332,64,328
19,2,1,0,1,0.444,32,328
19,1,1,1,1,0.464,32,328
19,2,1,0,1,0.934,16,328
19,2,2,1,3,0.364,128,328
19,2,1,0,1,0.474,32,328
19,2,2,1,3,0.405,128,328
19,2,2,1,3,0.381,64,328
19,2,1,0,1,0.469,32,328
19,2,2,1,2,0.321,64,328
19,1,1,1,2,0.461,128,328
19,1,1,1,1,0.375,32,328
19,1,1,1,1,0.732,16,328
19,1,1,1,1,0.437,32,328
19,2,2,1,1,0.506,32,328
19,1,1,1,2,0.546,64,328
19,1,1,1,1,0.648,32,328
19,1,2,0,1,0.51,16,328
19,2,2,1,1,0.41,32,328
19,1,2,0,1,0.458,32,328
19,2,2,1,1,0.564,32,328
19,1,1,1,1,0.535,64,328
19,2,1,0,1,0.884,16,328
19,1,2,0,1,0.681,64,328
19,1,2,0,1,0.79,32,328
19,2,2,1,1,0.858,16,328
19,1,1,1,2,0.397,64,328
19,2,2,1,2,0.362,64,328
19,2,1,0,1,0.362,64,328
19,2,2,1,1,0.428,16,328
19,2,2,1,2,0.578,64,328
19,1,1,1,3,0.453,128,328
19,1,2,0,1,0.503,16,328
19,2,2,1,1,0.549,16,328
19,2,2,1,3,0.408,128,328
19,2,1,0,1,0.329,64,328
19,2,1,0,1,0.569,16,328
19,1,2,0,1,0.781,64,328
19,1,2,0,1,0.43,32,328
19,1,2,0,1,0.509,32,328
19,1,1,1,2,0.387,128,328
19,2,1,0,1,0.765,16,328
19,2,1,0,1,0.417,16,328
19,1,1,1,1,0.61,32,328
19,2,2,1,3,0.35,128,328
19,1,2,0,1,0.595,16,328
19,1,2,0,1,0.558,16,328
19,1,2,0,1,0.602,16,328
19,2,2,1,2,0.49,64,328
19,2,2,1,2,0.37,64,328
19,2,2,1,2,0.524,128,328
19,2,2,1,1,0.627,32,328
19,2,2,1,2,0.566,64,328
19,2,2,1,1,1.201,32,328
19,2,2,1,1,0.656,16,328
19,1,1,1,2,0.319,128,328
19,1,1,1,1,0.601,32,328
19,1,1,1,3,0.325,128,328
19,2,1,0,1,1.077,16,328
19,1,1,1,1,0.624,32,328
19,2,1,0,1,0.594,16,328
19,1,1,1,2,0.379,64,328
19,2,2,1,1,1.287,32,328
19,2,2,1,3,0.553,128,328
19,1,1,1,1,0.797,16,328
19,1,1,1,3,0.733,128,328
19,2,2,1,1,0.906,32,328
19,2,2,1,3,0.359,128,328
19,2,2,1,1,0.627,32,328
19,1,2,0,1,0.731,16,328
19,2,2,1,3,0.463,128,328
19,2,2,1,3,0.449,128,328
19,2,2,1,2,0.324,32,328
19,2,2,1,4,0.298,128,328
19,2,1,0,1,0.827,16,328
19,2,1,0,1,0.431,16,328
22,2,1,0,2,1.239,32,328
22,2,2,1,1,0.75,16,328
22,2,2,1,3,0.763,64,328
22,2,1,0,1,0.813,16,328
22,1,1,1,2,1,128,328
22,2,2,1,3,0.77,128,328
22,2,2,1,1,0.784,16,328
22,2,2,1,1,0.611,16,328
22,1,1,1,2,0.553,64,328
22,2,2,1,3,0.461,64,328
22,2,2,1,2,0.463,64,328
22,2,2,1,3,0.617,64,328
22,1,1,1,3,0.412,128,328
22,1,1,1,3,0.467,128,328
22,2,2,1,3,0.464,128,328
22,1,1,1,3,0.477,128,328
22,1,1,1,2,0.372,32,328
22,1,1,1,3,0.478,128,328
22,2,2,1,2,0.496,32,328
22,1,1,1,2,0.554,32,328
22,1,1,1,1,0.39,16,328
22,2,1,0,1,0.745,16,328
22,2,1,0,1,0.841,32,328
22,1,1,1,2,0.482,32,328
22,2,2,1,1,0.49,32,328
22,2,2,1,2,0.495,64,328
22,1,1,1,2,0.59,64,328
22,2,1,0,1,0.432,16,328
22,2,2,1,2,0.448,64,328
22,2,2,1,2,0.528,128,328
22,1,1,1,1,0.592,16,328
22,2,1,0,2,0.483,128,328
22,1,1,1,3,0.312,128,328
22,2,2,1,3,0.409,128,328
22,2,2,1,3,0.51,128,328
22,2,2,1,2,0.358,32,328
22,1,1,1,2,0.485,64,328
22,2,2,1,1,0.338,32,328
22,1,1,1,1,0.428,16,328
22,1,1,1,1,0.477,16,328
22,2,2,1,3,0.306,128,328
22,1,1,1,3,0.369,128,328
22,1,1,1,3,0.6,64,328
22,2,2,1,3,0.43,64,328
22,1,1,1,2,0.68,128,328
22,1,1,1,2,1.184,64,328
22,2,2,1,2,0.428,32,328
22,2,1,0,1,0.43,32,328
22,1,1,1,1,0.592,16,328
22,2,2,1,2,0.966,128,328
22,2,2,1,3,0.546,128,328
22,1,1,1,2,0.752,32,328
22,1,1,1,1,0.58,32,328
22,1,1,1,1,0.544,16,328
22,1,1,1,1,0.601,64,328
22,2,2,1,1,0.384,32,328
22,1,1,1,1,0.406,32,328
22,1,1,1,1,0.496,16,328
22,1,1,1,1,0.465,16,328
22,2,2,1,3,0.423,128,328
22,2,2,1,2,0.535,16,328
22,1,1,1,3,0.415,128,328
22,2,2,1,2,0.37,32,328
22,2,2,1,3,0.501,64,328
22,2,2,1,2,0.42,16,328
22,1,2,0,1,0.645,16,328
22,2,2,1,1,0.455,16,328
